"commune_code","nom","millesimes_1","pourcent_artif_1","surface_artif_1","millesimes_2","pourcent_artif_2","surface_artif_2","flux_surface_1_2","flux_percent_1_2","departement_code","region_code","epci_code","scot_code","commune_surface"
"01036","Valromey-sur-Séran","2018",4.8626786439315,2748123.771,"2021",4.88190485427969,2758989.3884,10865.6174,0.0192262103481902,"01","84","200040350","10319",56514607.9400001
"01037","Bénonces","2018",2.83334507280742,434520.0104,"2021",2.86930734992771,440035.1625,5515.1521,0.0359622771202952,"01","84","240100883","221",15335936.8250001
"01038","Bény","2018",8.93649968059111,1631076.088,"2021",8.94665360628844,1632929.3668,1853.2788,0.0101539256973311,"01","84","200071751","2",18251845.2000002
"01040","Béréziat","2018",7.01516278634366,789380.2518,"2021",7.0689143882818,795428.6436,6048.3918,0.0537516019381439,"01","84","200071751","2",11252486.5900001
"01041","Bettant","2018",14.8566917687007,509202.3155,"2021",14.8941215016385,510485.1924,1282.8769,0.0374297329378219,"01","84","240100883","221",3427427.34000015
"01042","Bey","2018",15.0085640579858,416220.8176,"2021",15.2062263465688,421702.4319,5481.6143,0.197662288583041,"01","84","200070555","3",2773222.11499997
"01043","Beynost","2018",33.8666785687277,3614570.8255,"2021",34.209012684001,3651107.9457,36537.1202,0.342334115273339,"01","84","240100800","221",10672941.5999999
"01044","Billiat","2018",3.58114547773102,502029.3168,"2021",3.97473386683452,557205.2127,55175.8959,0.3935883891035,"01","84","240100891","4037",14018679.7749998
"01045","Birieux","2018",2.954119608682,465219.9762,"2021",2.95411438839514,465219.1541,-0.8221,-5.22028686278375e-06,"01","84","200069193","6",15748176.7099999
"01046","Biziat","2018",11.1657332991865,1290967.3531,"2021",11.5797467908662,1338835.0468,47867.6937,0.414013491679638,"01","84","200070555","3",11561868.0699999
"01047","Blyes","2018",19.0921841325235,1796485.8074,"2021",19.5110077864198,1835895.167,39409.3596,0.418823653896254,"01","84","240100883","221",9409535.30999991
"01049","La Boisse","2018",29.92221147734,2815568.4782,"2021",30.3189775283078,2852902.6835,37334.2053,0.396766050967866,"01","84","240100610","221",9409626.96000002
"01050","Boissey","2018",6.37295879337031,601545.161,"2021",6.42630982387084,606580.978,5035.817,0.0533510305005249,"01","84","200071371","3",9439024.79999993
"01051","Bolozon","2018",5.42395732058314,269283.4887,"2021",5.41210553922595,268695.0827,-588.406,-0.0118517813571941,"01","84","200042935","10332",4964705.15500016
"01052","Bouligneux","2018",2.5420149422781,665918.5206,"2021",2.59472391403611,679726.4176,13807.897,0.0527089717580034,"01","84","200069193","6",26196483.3300003
"01053","Bourg-en-Bresse","2018",61.8910652615102,14850141.0322,"2021",62.1402414567964,14909928.3638,59787.3316,0.249176195286203,"01","84","200071751","2",23993998.1149997
"01054","Bourg-Saint-Christophe","2018",10.9236252853549,981366.5867,"2021",11.0587842997177,993509.1252,12142.5385,0.135159014362838,"01","84","240100883","221",8983890.98000005
"01056","Boyeux-Saint-Jérôme","2018",3.34758874458767,558650.0409,"2021",3.35004138872378,559059.3414,409.3005,0.0024526441361159,"01","84","200029999","221",16688132.3699997
"01057","Boz","2018",9.27551455150898,712266.3951,"2021",9.78087704287966,751073.1608,38806.7657,0.505362491370681,"01","84","200071371","3",7678996.04000001
"01058","Brégnier-Cordon","2018",14.3484128443396,1612784.6903,"2021",14.4159305379698,1620373.7877,7589.0974,0.0675176936301707,"01","84","200040350","10319",11240160.8999997
