"commune_code","nom","millesimes_1","pourcent_artif_1","surface_artif_1","millesimes_2","pourcent_artif_2","surface_artif_2","flux_surface_1_2","flux_percent_1_2","departement_code","region_code","epci_code","scot_code","commune_surface"
"17087","Chantemerle-sur-la-Soie","2018",7.2907219740226,420904.5854,"2021",7.53681923451992,435112.1585,14207.5731,0.246097260497327,"17","75","200041689","31",5773153.70000002
"17089","La Chapelle-des-Pots","2018",9.08768416095135,933703.0644,"2021",9.23359516813362,948694.5135,14991.4491,0.145911007182272,"17","75","200036473","32",10274378.465
"17091","Charron","2018",5.28306935614951,1852681.6289,"2021",5.10993857540162,1791967.6395,-60713.9894,-0.173130780747887,"17","75","200041499","237",35068281.4100003
"17092","Chartuzac","2018",13.3569163681011,322430.9623,"2021",13.3571572251906,322436.7765,5.8142,0.000240857089508495,"17","75","200041523","10322",2413962.57499993
"17093","Le Château-d'Oléron","2018",25.0437922094453,3905647.8986,"2021",26.4279843610965,4121516.4509,215868.5523,1.38419215165116,"17","75","241700624","191",15595273.5349999
"17094","Châtelaillon-Plage","2018",53.2448791047543,3576426.7263,"2021",56.6128062487603,3802648.3809,226221.6546,3.36792714400605,"17","75","241700434","237",6716940.2699999
"17095","Chatenet","2018",6.68082562720559,645332.7661,"2021",6.69455435806979,646658.8896,1326.1235,0.0137287308642042,"17","75","200041523","10322",9659476.26999996
"17096","Chaunac","2018",7.29298909552451,162740.0991,"2021",7.39674807857736,165055.4388,2315.3397,0.103758983052844,"17","75","200041523","10322",2231459.51500008
"17097","Le Chay","2018",8.70085746388529,1063991.5471,"2021",8.99923458668424,1100478.8402,36487.2931,0.298377122798952,"17","75","241700640","190",12228582.6600001
"17098","Chenac-Saint-Seurin-d'Uzet","2018",3.17705132538117,1294604.8493,"2021",3.17685560640246,1294525.0965,-79.7528,-0.000195718978713622,"17","75","241700640","190",40748628.7350009
"17099","Chepniers","2018",5.13172438065543,1441820.6757,"2021",5.22661361763639,1468480.9664,26660.2907,0.094889236980964,"17","75","200041523","10322",28096222.0249999
"17100","Chérac","2018",6.97491377516878,2079693.5227,"2021",7.09700526871598,2116097.2542,36403.7315,0.122091493547207,"17","75","200036473","32",29816763.1849998
"17101","Cherbonnières","2018",4.65689824548867,778654.464,"2021",4.68574313990593,783477.4609,4822.9969,0.0288448944172579,"17","75","200041689","31",16720452.6049998
"17102","Chermignac","2018",11.0388829276118,1488593.5648,"2021",11.0592063938934,1491334.1846,2740.6198,0.0203234662816509,"17","75","200036473","32",13485001.8299999
"17104","Chevanceaux","2018",9.19702134478417,2037183.67,"2021",9.27485410440928,2054423.9939,17240.3239,0.0778327596251032,"17","75","200041523","10322",22150472.3499998
"17105","Chives","2018",4.77318377370964,983948.63,"2021",4.79094772613356,987610.508,3661.878,0.0177639524239233,"17","75","200041689","31",20614094.8400001
"17106","Cierzac","2018",8.67354297251154,470393.0193,"2021",9.10445120882662,493762.5036,23369.4843,0.430908236315071,"17","75","200041523","10322",5423308.8
"17107","Ciré-d'Aunis","2018",4.25002259555863,1097800.5304,"2021",4.29109760161586,1108410.3948,10609.8644,0.0410750060572314,"17","75","200041614","237",25830463.385
"17108","Clam","2018",11.2753464727946,783959.2301,"2021",11.3105394056704,786406.146,2446.9159,0.0351929328758214,"17","75","200041523","10322",6952861.55500013
"17109","Clavette","2018",11.208730796305,705929.0606,"2021",11.2561460993261,708915.2899,2986.2293,0.0474153030210847,"17","75","241700434","237",6298028.50499997
"17110","Clérac","2018",7.99168510844327,3475933.2837,"2021",7.90093224777698,3436460.8965,-39472.3872,-0.0907528606662904,"17","75","200041523","10322",43494372.42
"17111","Clion","2018",8.59329480558862,1370996.3909,"2021",8.61088471335946,1373802.7301,2806.3392,0.0175899077708372,"17","75","200041523","10322",15954257.6149997
"17112","La Clisse","2018",12.5079789555241,656599.2301,"2021",12.6412729307772,663596.4214,6997.1913,0.133293975253135,"17","75","200036473","32",5249443.03499981
"17113","La Clotte","2018",7.00113606832211,1252409.7386,"2021",7.21902441498901,1291387.0538,38977.3152,0.217888346666901,"17","75","200041523","10322",17888664.4449999
"17114","Coivert","2018",4.56720146334082,683515.4127,"2021",4.69408446158854,702504.39,18988.9773,0.126882998247723,"17","75","200041689","31",14965738.1700001
"17115","Colombiers","2018",6.5720321698667,473377.6156,"2021",6.57561178242614,473635.4519,257.8363,0.00357961255943806,"17","75","200036473","32",7202910.80999991
"17116","Consac","2018",6.17834192488891,560996.2709,"2021",6.15732347453135,559087.786,-1908.4849,-0.021018450357559,"17","75","200041523","10322",9080045.70999989
"17117","Contré","2018",2.77804810845937,342254.5452,"2021",2.77804760358779,342254.483,-0.0622,-5.04871577877708e-07,"17","75","200041689","31",12319964.6600003
"17118","Corignac","2018",5.55642518990478,619085.5126,"2021",5.74849035716283,640485.0201,21399.5075,0.192065167258052,"17","75","200041523","10322",11141795.1549998
"17119","Corme-Écluse","2018",9.88788325333637,1740343.4736,"2021",9.99888730769733,1759881.0406,19537.567,0.111004054360961,"17","75","241700640","190",17600768.8299998
"17120","Corme-Royal","2018",8.96057200124352,2438715.8798,"2021",9.04621277462223,2462023.9358,23308.056,0.0856407733787101,"17","75","200036473","32",27216073.7
"17121","La Couarde-sur-Mer","2018",24.0942941022278,2113048.7765,"2021",23.8112434073401,2088225.4751,-24823.3014,-0.28305069488766,"17","75","241700459","",8769913.60500006
"17122","Coulonges","2018",5.82543097154091,538778.0213,"2021",5.84752794883188,540821.7097,2043.6884,0.0220969772909685,"17","75","200041523","10322",9248723.80999968
"17124","Courant","2018",5.1728462917568,814650.0031,"2021",5.33792319002016,840647.2758,25997.2727,0.165076898263361,"17","75","200041689","31",15748583.2199999
"17125","Courcelles","2018",9.06670026227027,611821.4709,"2021",9.06669738141921,611821.2765,-0.1944,-2.88085105637492e-06,"17","75","200041689","31",6748005.92500013
"17126","Courcerac","2018",8.50516752355811,539582.3205,"2021",8.68849196578935,551212.7355,11630.415,0.183324442231243,"17","75","200041689","31",6344170.40000016
"17127","Courçon","2018",7.38069586891541,1417803.2338,"2021",7.40702582761632,1422861.1174,5057.8836,0.0263299587009129,"17","75","200041499","237",19209614.6349998
"17128","Courcoury","2018",6.54935789853574,835518.8116,"2021",6.70646704575529,855561.6387,20042.8271,0.157109147219554,"17","75","200036473","32",12757262.9949999
"17129","Courpignac","2018",7.34871771035919,1092142.3767,"2021",7.47879630943888,1111474.2324,19331.8557,0.130078599079691,"17","75","200041523","10322",14861672.74
"17130","Coux","2018",7.26760400279212,964863.3069,"2021",7.51948088187044,998303.0428,33439.7359,0.251876879078314,"17","75","200041523","10322",13276222.8999999
"17131","Cozes","2018",14.1266116441172,2348014.3615,"2021",14.1705272616614,2355313.6703,7299.3088,0.0439156175442683,"17","75","241700640","190",16621214.0650005
"17132","Cram-Chaban","2018",6.77582875987654,1085389.8024,"2021",6.81821029078899,1092178.7109,6788.9085,0.042381530912448,"17","75","200041499","237",16018554.1999998
"17133","Cravans","2018",9.22398127975698,1361140.8026,"2021",9.28392915405396,1369987.0367,8846.2341,0.0599478742969755,"17","75","241700632","32",14756543.4199999
"17134","Crazannes","2018",12.7846893604396,622067.5285,"2021",12.7846893604396,622067.5285,0,0,"17","75","241700517","32",4865722.67000009
"17135","Cressé","2018",5.04550500551287,552123.6028,"2021",5.05318152149462,552963.6348,840.032,0.00767651598174179,"17","75","200041689","31",10942880.8850003
"17136","Croix-Chapeau","2018",15.0574848209144,733296.5565,"2021",15.114933167349,736094.2797,2797.7232,0.0574483464346134,"17","75","241700434","237",4869980.37999994
"17137","La Croix-Comtesse","2018",12.9809664314068,344077.0978,"2021",13.3884211681337,354877.2061,10800.1083,0.40745473672691,"17","75","200041689","31",2650627.74499996
"17138","Dampierre-sur-Boutonne","2018",4.45739763219128,627809.4627,"2021",4.46282551687938,628573.962,764.4993,0.00542788468809707,"17","75","200041689","31",14084663.6200003
"17139","Dœuil-sur-le-Mignon","2018",5.42457019376314,1059016.353,"2021",5.43941704948811,1061914.8431,2898.4901,0.014846855724973,"17","75","200041689","31",19522585.4799998
"17140","Dolus-d'Oléron","2018",17.4458884390854,5024204.2937,"2021",18.4560928344147,5315130.9082,290926.6145,1.01020439532925,"17","75","241700624","191",28798787.2400002
"17141","Dompierre-sur-Charente","2018",9.54280063727131,794421.018,"2021",9.7484405141117,811540.1685,17119.1505,0.205639876840399,"17","75","200036473","32",8324820.43999987
"17142","Dompierre-sur-Mer","2018",19.2441362341341,3536154.2878,"2021",20.3311547448164,3735896.4389,199742.1511,1.08701851068236,"17","75","241700434","237",18375229.9649999
"17143","Le Douhet","2018",6.51852816593237,1208369.3584,"2021",6.52152326552344,1208924.5737,555.2153,0.00299509959106992,"17","75","200036473","32",18537457.0399998
"17145","Échebrune","2018",6.08618336748975,1053858.5047,"2021",6.09074257650515,1054647.9586,789.4539,0.00455920901539653,"17","75","200041523","10322",17315589.1150001
"17146","Échillais","2018",21.006610124838,3145425.1084,"2021",21.6875578119826,3247386.8214,101961.713,0.680947687144631,"17","75","200041762","30",14973501.6249999
"17147","Écoyeux","2018",8.37327315248532,1706984.7839,"2021",8.44455945956815,1721517.2898,14532.5059,0.0712863070828256,"17","75","200036473","32",20386111.2949998
"17148","Écurat","2018",7.8528307803063,828601.0756,"2021",7.88249972021748,831731.6302,3130.5546,0.0296689399111729,"17","75","200036473","32",10551622.7049996
"17149","Les Éduts","2018",2.48964999039435,201987.2932,"2021",2.48964999162693,201987.2933,0.0001,1.23257759554463e-09,"17","75","200041689","31",8113079.90999996
"17150","Les Églises-d'Argenteuil","2018",6.77081176278011,973485.8748,"2021",6.7850207160008,975528.7931,2042.9183,0.0142089532206926,"17","75","200041689","31",14377683.3400001
"17151","L'Éguille","2018",12.9551497554675,727724.7496,"2021",14.5665025152331,818238.6615,90513.9119,1.6113527597656,"17","75","241700640","190",5617262.35000007
"17152","Épargnes","2018",6.47435444482795,1536163.6161,"2021",6.51347177634427,1545444.9463,9281.3302,0.0391173315163158,"17","75","241700640","190",23726900.175
"17153","Esnandes","2018",13.4962936589618,1030648.0762,"2021",14.2611688355171,1089057.9737,58409.8975,0.764875176555305,"17","75","241700434","237",7636526.75500009
"17154","Les Essards","2018",8.59976025923467,833324.6551,"2021",8.71962874407057,844940.0212,11615.3661,0.119868484835907,"17","75","241700517","32",9690091.70000004
"17155","Étaules","2018",19.657308141362,2356616.5487,"2021",20.6917009650369,2480624.7409,124008.1922,1.03439282367484,"17","75","241700640","190",11988500.8250001
"17156","Expiremont","2018",5.61461570447952,321355.1398,"2021",5.57475643355407,319073.7759,-2281.3639,-0.0398592709254455,"17","75","200041523","10322",5723546.48500008
"17157","Fenioux","2018",6.03626077102352,569546.6324,"2021",6.05421233622054,571240.4382,1693.8058,0.0179515651970199,"17","75","200041689","31",9435421.26499989
"17158","Ferrières","2018",13.6662495244006,1037872.8552,"2021",16.098522993535,1222590.0013,184717.1461,2.43227346913443,"17","75","200041499","237",7594423.42499978
"17159","Fléac-sur-Seugne","2018",8.6143728718637,730784.3412,"2021",8.6468470281206,733539.226,2754.8848,0.0324741562569084,"17","75","200041523","10322",8483314.47999994
"17160","Floirac","2018",2.90530891278727,920507.5728,"2021",2.9803235753591,944274.9473,23767.3745,0.0750146625718267,"17","75","241700640","190",31683638.4849999
"17161","La Flotte","2018",20.3865511591395,2493679.1571,"2021",20.437409286442,2499900.1138,6220.9567,0.0508581273024831,"17","75","241700459","",12231981.4549998
"17162","Fontaine-Chalendray","2018",3.44572617267462,654450.0623,"2021",3.44671624456732,654638.1076,188.0453,0.000990071892699174,"17","75","200041689","31",18993095.4899996
"17163","Fontaines-d'Ozillac","2018",7.54144117459157,1049423.4733,"2021",7.57487313243596,1054075.6718,4652.1985,0.0334319578443836,"17","75","200041523","10322",13915423.445
"17164","Fontcouverte","2018",22.7859199870031,2681125.1332,"2021",23.1925363090519,2728969.9971,47844.8639,0.406616322048823,"17","75","200036473","32",11766587.15
"17165","Fontenet","2018",11.9952662522824,1221467.2435,"2021",11.9943829233091,1221377.2949,-89.9486,-0.000883328973218411,"17","75","200041689","31",10182910.6400001
"17166","Forges","2018",9.60020910228577,1313005.925,"2021",9.88649446082324,1352160.7359,39154.8109,0.286285358537478,"17","75","200041614","237",13676847.1499999
"17167","Le Fouilloux","2018",6.47522864568139,1920643.8904,"2021",6.49885945867066,1927653.1219,7009.2315,0.0236308129892615,"17","75","200041523","10322",29661406.5
"17168","Fouras","2018",31.8178191877931,3160824.9849,"2021",32.2290853679393,3201680.7208,40855.7359,0.411266180146171,"17","75","200041762","30",9934134.60000001
"17171","Geay","2018",7.99926596240037,1276838.6737,"2021",8.10925535902352,1294395.124,17556.4503,0.109989396623148,"17","75","241700517","32",15961948.0049999
"17172","Gémozac","2018",13.6879548181981,4395219.927,"2021",13.7761652973449,4423544.4255,28324.4985,0.0882104791467757,"17","75","241700632","32",32110128.835
"17173","La Genétouze","2018",3.99456404270883,1480711.2832,"2021",4.00440389304047,1484358.7344,3647.4512,0.00983985033163792,"17","75","200041523","10322",37068157.3099999
"17174","Genouillé","2018",4.31175139957329,1490856.2236,"2021",4.35306686543568,1505141.6992,14285.4756,0.0413154658623851,"17","75","200041614","237",34576581.1949998
"17175","Germignac","2018",6.61733333991482,948546.5677,"2021",6.57360156442104,942277.936,-6268.6317,-0.0437317754937858,"17","75","200041523","10322",14334272.1149999
"17176","Gibourne","2018",3.37699810446914,372709.3151,"2021",3.41558755431417,376968.3188,4259.0037,0.0385894498450301,"17","75","200041689","31",11036704.8949999
"17177","Le Gicq","2018",4.99592491156419,299765.1723,"2021",5.05191203401994,303124.5081,3359.3358,0.0559871224557513,"17","75","200041689","31",6000193.71000005
"17178","Givrezac","2018",5.02435178946837,135710.8504,"2021",5.0579985418843,136619.67,908.8196,0.0336467524159296,"17","75","200041523","10322",2701061.87000014
"17179","Les Gonds","2018",13.865286736884,1808477.1996,"2021",13.9050378766055,1813662.0206,5184.821,0.0397511397214867,"17","75","200036473","32",13043200.8650001
"17180","Gourvillette","2018",3.68713349712604,295624.1733,"2021",3.68712740936319,295623.6852,-0.4881,-6.087762850715e-06,"17","75","200041689","31",8017723.61999982
"17181","Grandjean","2018",9.46201897233669,573096.0737,"2021",9.46576858761965,573323.1806,227.1069,0.0037496152829597,"17","75","200041689","31",6056805.37499991
"17182","La Grève-sur-Mignon","2018",5.1931191501258,599840.0843,"2021",5.21161564252208,601976.5532,2136.4689,0.0184964923962783,"17","75","200041499","237",11550670.5500002
"17183","Grézac","2018",7.72059568696316,1555797.2753,"2021",7.78965429875328,1569713.4554,13916.1801,0.0690586117901164,"17","75","241700640","190",20151259.5449997
"17184","La Gripperie-Saint-Symphorien","2018",4.17001588568196,774480.9815,"2021",4.09114202935039,759832.0441,-14648.9374,-0.0788738563315645,"17","75","200041762","30",18572614.6550001
"17185","Le Gua","2018",6.26632297259905,2360238.6759,"2021",7.45592883878034,2808309.0653,448070.3894,1.1896058661813,"17","75","241700699","191",37665448.8800002
