DPT du siège de la coll.,Id SISPEA de la collectivité,Nom collectivité,Type collectivité,N° SIREN,N° INSEE si commune,Communes membres de la coll,Avec ou sans CCSPL,Agence(s) de l'eau,Bassin(s) concerné(s),Sous-Unité(s) DCE concernée(s),Id SISPEA de l'entité de gestion,Nom de l'entité de gestion,Communes adhérentes de l'entité de gestion,EPCI adhérents de l'entité de gestion,Pop communes adhérentes,Pop de l'entité de gestion sans double compte,Communes desservies seulement,Collecte,Transport,Dépollution,Mode de gestion,Statut de l'opérateur,Nom de l'opérateur,Date de début de contrat,Date de fin de contrat,Nb d'ouvrages - STEU,Convention de délégation de compétences,Date de début de la convention de délégation de compétences,Date de fin de la convention de délégation de compétences,Statut,Origine saisie des IP,Origine publication des IP,Id SISPEA ouvrage,Nom ouvrage,Code SANDRE ouvrage,D203.0,P203.3,P204.3,P205.3,P206.3,P254.3,VP.176,VP.209,VP.210,VP.211
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,36286,Saint-Joseph- Vaille,06942242001,0,100,100,100,,100,"33,6",,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,191181,Saint-Paul-En-Jarez- Vergelas,060942271102,0,,,,,100,"2,4",,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,36354,Saint-Romain-en-Jarez- Trivolinière,060942283002,0,,,,,100,"5,4",,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,195281,Saint-Romain-en-Jarez- Valfleury,060942283003,0,100,100,100,,100,60,,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,36217,Sainte-Croix-en-Jarez - La Louze,060942210001,0,,,,,100,12,,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,"Rhône-Méditerranée-Corse, Loire-Bretagne","FRD, FRG","FRD_RHON, FRG_ALA",262014,assainissement collectif : Métropole,46,0,169667,142822,0,1,1,1,Régie,Régie à autonomie financière,,,,44,Non,,,Confirmé / publié,la collectivité,la collectivité,36449,Valfleury- Bourg,060942320001,0,100,0,100,,100,27,,1,1
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80404,assainissement collectif : Roche la Moliere,1,0,9697,9697,0,1,1,1,Délégation,Entreprise privée,,2006-01-01 12:00am,,1,Non,,,Confirmé / publié,la collectivité,la collectivité,36154,Station d'épuration les Moussettes,0442189S0004,"141,2",0,0,100,100,100,900,"141,21",12,12
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,249794,assainissement collectif : Saint Galmier,1,0,5722,5722,0,1,1,1,Délégation,Entreprise privée,SUEZ,,,1,Non,,,Confirmé / publié,la collectivité,la collectivité,36246,Station d'épuration des Flaches,0442222S0004,"405,8",100,100,100,100,100,565,"405,82",12,12
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,192968,assainissement collectif : Saint-Chamond,1,0,34967,34967,0,1,1,1,Délégation,Entreprise privée,VEOLIA,2017-10-01 12:00pm,2025-06-30 12:00pm,1,Non,,,Confirmé / publié,la collectivité,la collectivité,131158,Station d'épuration,060942207002,"794,9",100,100,100,100,100,1887,"794,92",104,104
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80439,assainissement collectif : Saint-Etienne : Epuration,1,0,172565,86282,0,0,0,1,Régie,Entreprise privée,"Saur pour Furania, Suez pour les Tourettes",2014-01-12 12:00pm,2020-12-31 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36230,Station d'épuration de Furania,0442218S0019,3389,,100,100,100,"99,7",27552,3389,365,366
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80439,assainissement collectif : Saint-Etienne : Epuration,1,0,172565,86282,0,0,0,1,Régie,Entreprise privée,"Saur pour Furania, Suez pour les Tourettes",2014-01-12 12:00pm,2020-12-31 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36231,Station d'épuration des Tourettes,0442218S0020,"21,6",,100,100,100,100,72,"21,6",12,12
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80439,assainissement collectif : Saint-Etienne : Epuration,1,0,172565,86282,0,0,0,1,Régie,Entreprise privée,"Saur pour Furania, Suez pour les Tourettes",2014-01-12 12:00pm,2020-12-31 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,169681,station d'épuration de Chénieux,0442218S0022,0,,,,,,7,,,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80439,assainissement collectif : Saint-Etienne : Epuration,1,0,172565,86282,0,0,0,1,Régie,Entreprise privée,"Saur pour Furania, Suez pour les Tourettes",2014-01-12 12:00pm,2020-12-31 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,131159,station d'épuration de la Croix des Sagnes,044221823S0023,0,,,,,,"7,2",,,
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,147525,LAGUNAGE BARDOUVILLE,037605601000,0,0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45263,LAGUNAGE D'EPINAY SUR DUCLAIR,037623701000,0,0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,147523,STATION D'EPURATION DE MESNIL SOUS JUMIEGES,037643601000,"5,2",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,147522,STATION EPURATION DE JUMIEGES,037637801000,"5,4",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,147526,STEP ANNEVILLE AMBOURVILLE,037602001000,"6,9",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,167081,STEP D'ELBEUF SUR SEINE,037656101000,"1282,6",100,100,100,,100,"960,65",,163,163
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45259,STEP D'HENOUVILLE,037635401000,"5,4",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45617,STEP DE BOOS,037611601000,"38,9",100,100,0,,100,"39,33",,11,11
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45096,STEP DE DUCLAIR,037622201000,"29,4",100,100,100,,100,"43,71",,12,12
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,149971,STEP DE GOUY,037631301000,18,100,100,0,,100,"39,43",,11,11
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45592,STEP DE GRAND COURONNE,037631901000,"178,1",100,100,100,,100,"188,99",,24,24
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45591,STEP DE GRAND-QUEVILLY,037632201000,"428,5",0,100,100,,"96,8","566,16",,91,94
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,149968,STEP DE LA NEUVILLE-CHANT-D'OISEL,037646401000,30,100,100,100,,100,"23,36",,11,11
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45555,STEP DE LE TRAIT,037670901000,99,100,100,100,,100,"108,44",,24,24
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45453,STEP DE PETIT-QUEVILLY,037649801000,6743,100,100,100,,100,"6182,72",,311,311
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,149969,STEP DE QUEVREVILLE-LA-POTERIE,037651401000,"3,6",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,149967,STEP DE SAHURS,037655001000,"0,7",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,147524,STEP DE ST MARTIN DE BOSCHERVILLE,037661401000,"4,7",100,100,100,,100,"44,11",,9,9
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45262,STEP DE ST PAER,037663101000,"13,5",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45590,STEP DE ST PIERRE DE MANNEVILLE,037663401000,"2,1",0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,45616,STEP DE YAINVILLE,037675001000,"12,2",100,0,0,,"71,4","16,87",,5,7
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,234321,STEP DUCLAIR SUD,037622202000,0,0,0,0,,,0,,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306195,assainissement collectif,71,0,491046,490219,1,1,1,1,Régie,Régie simple,,,,23,Non,,,Confirmé / publié,la collectivité,la collectivité,149970,STEP MONTMAIN,037644801000,"19,1",100,100,0,,100,"38,1",,10,10
