DPT du siège de la coll.,Id SISPEA de la collectivité,Nom collectivité,Type collectivité,N° SIREN,N° INSEE si commune,Communes membres de la coll,Avec ou sans CCSPL,Agence(s) de l'eau,Bassin(s) concerné(s),Sous-Unité(s) DCE concernée(s),Id SISPEA de l'entité de gestion,Code UGE de l'entité de gestion,Nom de l'entité de gestion,Communes adhérentes de l'entité de gestion,EPCI adhérents de l'entité de gestion,Pop communes adhérentes,Pop de l'entité de gestion sans double compte,Communes desservies seulement,Production,Transfert,Distribution,Mode de gestion,Statut de l'opérateur,Nom de l'opérateur,Date de début de contrat,Date de fin de contrat,Nb d'ouvrages - Prélèvement,Convention de délégation de compétences,Date de début de la convention de délégation de compétences,Date de fin de la convention de délégation de compétences,Statut,Origine saisie des IP,Origine publication des IP,Id SISPEA ouvrage,Nom ouvrage,Code SISEAUX ouvrage,VP.194,VP.212,VP.223
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80459,0420144,eau potable : Saint Héand,1,0,3592,3592,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36263,Bois Sonnier 3,042000878,,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80459,0420144,eau potable : Saint Héand,1,0,3592,3592,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36262,les Flaches,042000874,,,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80656,0420039,eau potable : Saint-Chamond-L'Horme,2,0,39757,39757,0,1,1,1,Délégation,Entreprise privée,VEOLIA,2017-01-01 12:00pm,2029-06-30 12:00pm,2,Non,,,Confirmé / publié,la collectivité,la collectivité,36666,Barrage de La Rive,042001173,,60,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80656,0420039,eau potable : Saint-Chamond-L'Horme,2,0,39757,39757,0,1,1,1,Délégation,Entreprise privée,VEOLIA,2017-01-01 12:00pm,2029-06-30 12:00pm,2,Non,,,Confirmé / publié,la collectivité,la collectivité,36664,Barrage de Soulages,042000126,,60,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80427,0420115,eau potable : Sainte Croix en Jarez,1,0,478,478,0,1,1,1,Régie,Régie à autonomie financière,,,,1,Non,,,Confirmé / publié,la collectivité,la collectivité,36219,Minette,042000662,26840,80,
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,147527,CAP BARDOUVILLE,076000012,43456,60,43982
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45551,CAP DARNETAL (VILLAGE),076000055,557220,60,557220
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45548,CAP DARNETAL CARVILLE NOUVEAU S2,076000057,880245,60,940126
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45547,CAP DARNETAL ST-JACQUES ANCIEN S1,076000056,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,145453,CAP DOUVILLE-SUR-ANDELLE GDE AULNAIE,000001685,683957,60,683957
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45095,CAP DUCLAIR LE CHINOIS,076000060,493372,60,494554
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45526,CAP ELBEUF FOR LES ECAMEAUX,076001503,35975,60,40435
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45544,CAP FONTAINE S.DES CRESSONIERES,076000090,4749054,60,5301453
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45549,CAP FONTAINE SOURCE IF,076000091,30144,60,31246
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45550,CAP FONTAINE SOURCE LEFRANCOIS,076000092,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,147521,CAP JUMIEGES ROUTE DE LA CHAPELLE,076000133,54507,60,54945
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45615,CAP LE TRAIT NEUVILLE (LA),076000294,346285,60,346650
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45500,CAP MAROMME FORAGE F1,076000143,3372619,60,3513635
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45505,CAP MAROMME FORAGE F2,076000149,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45506,CAP MAROMME FORAGE F3,000000150,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45507,CAP MAROMME SOURCE A,076000148,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45508,CAP MAROMME SOURCE B,076000147,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45509,CAP MAROMME SOURCE C,076000145,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45501,CAP MAROMME SOURCE D-E,076000146,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45502,CAP MAROMME SOURCE F,076000144,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45546,CAP MOULINEAUX FOR INNOCENT F1,076000173,4324070,60,4584538
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45545,CAP MOULINEAUX FOR MOULIN F2,076000174,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45511,CAP OISSEL CATELIER (LE),076000189,254455,60,255087
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45512,CAP OISSEL PERREUSE (LA),076000192,426398,60,427030
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45528,CAP ORIVAL F1,076001499,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45527,CAP ORIVAL F2,076001500,1576465,60,1576465
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,147528,CAP QUEVILLON F2 1973,076000206,340510,60,340510
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45595,CAP RADEPONT,000001364,163521,60,163521
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45596,CAP RADEPONT PETITE AULNAIE,000002325,155878,80,155878
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45598,CAP ST-AUBIN HAMEAU D'EPINAY BS,076000219,114399,60,114399
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45594,CAP ST-AUBIN HAMEAU D'EPINAY HS,076000220,216029,60,216029
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45522,CAP ST-AUBIN LES ELBEUF F1 1926,076000222,793349,60,793349
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45523,CAP ST-AUBIN LES ELBEUF F2 1949,076000223,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45597,CAP ST-AUBIN LONGUES RAIES (LES),076000221,67031,60,71731
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45553,CAP ST-ETIENNE CHAPELLE (LA) F1,076000230,7601481,60,7845827
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45554,CAP ST-ETIENNE CHAPELLE (LA) F2,076000231,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45552,CAP ST-ETIENNE CHAPELLE (LA) F3,076000232,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45513,CAP ST-LEGER VIEUX-CHATEAU F2,076000257,0,60,7536
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45524,CAP ST-PIERRE FOR L'OISON,076000273,289678,60,289678
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45525,CAP ST-PIERRE VALLON DE LA FIEFFE,076000274,110887,60,110887
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45496,CAP VAL-DE-LA-HAYE,076000295,181128,60,181128
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45503,CAP VALLEE-DU-CAILLY F10,076000081,3651008,60,3745425
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45510,CAP VALLEE-DU-CAILLY F11,076000082,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45499,CAP VALLEE-DU-CAILLY F12,076000084,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45504,CAP VALLEE-DU-CAILLY F13,076000083,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45498,CAP VALLEE-DU-CAILLY F7,076000089,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45497,CAP VALLEE-DU-CAILLY F8,076000088,0,0,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45557,CAP YAINVILLE CENTRALE ELECTRIQUE,076000309,0,60,0
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,45556,CAP YAINVILLE NOUVEAU,076001959,179944,60,180470
