DPT du siège de la coll.,Id SISPEA de la collectivité,Nom collectivité,Type collectivité,N° SIREN,N° INSEE si commune,Communes membres de la coll,Avec ou sans CCSPL,Agence(s) de l'eau,Bassin(s) concerné(s),Sous-Unité(s) DCE concernée(s),Id SISPEA de l'entité de gestion,Code UGE de l'entité de gestion,Nom de l'entité de gestion,Communes adhérentes de l'entité de gestion,EPCI adhérents de l'entité de gestion,Pop communes adhérentes,Pop de l'entité de gestion sans double compte,Communes desservies seulement,Production,Transfert,Distribution,Mode de gestion,Statut de l'opérateur,Nom de l'opérateur,Date de début de contrat,Date de fin de contrat,Nb d'ouvrages - Prélèvement,Convention de délégation de compétences,Date de début de la convention de délégation de compétences,Date de fin de la convention de délégation de compétences,Statut,Origine saisie des IP,Origine publication des IP,Id SISPEA ouvrage,Nom ouvrage,Code SISEAUX ouvrage,VP.194,VP.212,VP.223
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1627,captage Pinea à Sarcenas,038001769,,40,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,144809,captage Planey à Domène,038000024,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1848,captage Pont de claix à Claix,038001004,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1608,captage Ruisseau aux Côtes à Seyssins,038000812,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1845,captage Savoyère à Claix,038001006,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2001,captage Solier à Domène,038000018,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1622,captage Thiebauds à Séchilienne,038000148,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1556,captage d'Ezy à Noyarey,,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1631,captage de Fontfroide au Sappey,038001174,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1983,captage de Rochepleine ou du Rif Tronchard à st égrève,,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1501,captage de la Gorge à St Barthélémy de S,038000338,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,143212,captage des Arcelles à Seyssinet,038000404,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1846,captage des Clots-Burdet à Claix (à voir),,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1506,captage des Garins à St Barthélémy de S,038000341,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1799,captage des Guthins à St Paul de Varces,038007003,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1797,captage des Mousses à St Paul de Varces,038001536,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,157550,captage des Plâtres 2 à St Barthélémy de S,038007776,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1796,captage des Rioux à St Paul de Varces,,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,157552,captage des Vignes à St Barthélémy de S,,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1633,captage du Ruisset au Sappey,038001175,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1992,captage grand Gorge à Domène,038000019,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1560,captage l'Oursière à Notre Dame de Commiers,038000038,,40,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1559,captage la Balme à Notre Dame de mésage,038001427,,40,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2431,captage la Gorge à Vaulnaveys le bas,038000052,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,144826,captage le Clos à Séchilienne,038000152,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2433,captage le Plâtre à Vaulnaveys le bas,038000053,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,144823,captage les Blancs à Séchilienne,038000146,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1623,captage les Clos beney à Séchilienne,038000150,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,144825,captage les Vignes à Séchilienne,038000145,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,1558,captages de St Jean à Noyarey,038001522,,40,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,125001,forage de Notre Dame de Lachal à Varces,038001025,,,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2020,forage de Rochefort puits de Fontagneux Eaux de Grenoble,038000169,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2022,forage de Rochefort puits de Rochefort Eaux de Grenoble,038000168,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2021,forage de Rochefort puits de secours 1 Eaux de Grenoble,038000171,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2019,forage de Rochefort puits de secours 2 Eaux de Grenoble,038000172,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2018,forage de Rochefort puits des Mollots Eaux de Grenoble,038000170,,80,
038,38618,Grenoble Alpes Métropole (LA METRO),Métropole,200040715,,52,Oui,Rhône-Méditerranée-Corse,FRD,FRD_ISER,215437,03800856,eau potable,51,0,456458,448291,0,1,1,1,Régie,Régie à autonomie financière,,2015-01-01 12:00am,,82,Non,,,Confirmé / publié,la collectivité,la collectivité,2434,forage passe rivière à Vaulnaveys le bas,038000300,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80209,0420046,eau potable : Caloire,1,0,316,316,0,1,1,1,Délégation,Entreprise privée,VEOLIA,2013-01-01 12:00pm,2024-12-31 12:00pm,1,Non,,,Confirmé / publié,la collectivité,la collectivité,35811,Fonfroide,042000196,1516,80,1516
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80286,0420045,eau potable : Firminy,1,0,17135,17135,0,1,1,1,Régie,Régie à autonomie financière,,,,2,Non,,,Confirmé / publié,la collectivité,la collectivité,35931,Ressource Barrage de l' Echapre,042000192,2173154,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80286,0420045,eau potable : Firminy,1,0,17135,17135,0,1,1,1,Régie,Régie à autonomie financière,,,,2,Non,,,Confirmé / publié,la collectivité,la collectivité,35932,Ressource Barrage de la Semène,042000193,0,60,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80287,0420017,eau potable : Fontanès,1,0,678,678,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,1,Non,,,Confirmé / publié,la collectivité,la collectivité,35934,Sources de Terre Plate,042000045,4220,80,4220
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36456,Citrey bas,042000566,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36461,Citrey haut A,042001421,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,141223,Citrey haut B,042000565,,60,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36453,Flurieux 1-43,042001349,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36458,Flurieux 2-40,042001350,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36459,Flurieux 3-41,042000559,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36455,La Galetière,042000564,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36460,Les Combes,042000560,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36457,Les Mines,042000561,,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,36454,Trois Heures,042001344,,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80571,0420104,eau potable : La Valla en Gier,1,0,1042,1042,0,1,1,1,Régie,Régie à autonomie financière,,,,11,Non,,,Confirmé / publié,la collectivité,la collectivité,158161,les Biais,042002156,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80227,0420036,eau potable : Le Chambon Feugerolles,1,0,12317,12317,0,0,1,1,Régie,Régie à autonomie financière,,,,1,Non,,,Confirmé / publié,la collectivité,la collectivité,36661,Barrage du Cotatay,042000117,0,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36021,Bonnard,042000506,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36017,Bruneton (1),042000510,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36016,Bruneton 2,042000509,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,141191,Bruneton 3,042001141,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36020,Grôles inférieur,042000504,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36018,Grôles supérieur,042000505,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36019,Printemps 1,042000503,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,36121,Col de Pavezin,042000631,,40,0
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,36117,Crêt de la baronnette,042000627,,40,0
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,36122,Fayardees,042000634,,40,0
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,36118,Pinatey,042000633,,40,0
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,36120,Réservoir,042000628,,40,0
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80400,0420007,eau potable : Rive de Gier,1,0,15184,15184,0,1,1,1,Régie,Entreprise privée,Stéphanoise des Eau,,2024-12-31 12:00pm,1,Non,,,Confirmé / publié,la collectivité,la collectivité,36152,Barrage du Couzon,042000019,1130458,60,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36236,Aqueduc Rochetaillée,042000317,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36234,Barrage de Lavalette (Lapte hors Loire),042000309,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36232,Barrage du Gouffre d'Enfer,042000310,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36233,Barrage du Pas de Riot,042000308,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36237,Essertines Rochetaillée,042002146,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36235,Fontmorat Rochetaillée,042002143,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,36238,Salvaris Rochetaillée,042002149,,80,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80459,0420144,eau potable : Saint Héand,1,0,3592,3592,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36265,Bois Sonnier 1,042000876,,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80459,0420144,eau potable : Saint Héand,1,0,3592,3592,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,36264,Bois Sonnier 2,042000877,,40,
