DPT du siège de la coll.,Id SISPEA de la collectivité,Nom collectivité,Type collectivité,N° SIREN,N° INSEE si commune,Communes membres de la coll,Avec ou sans CCSPL,Agence(s) de l'eau,Bassin(s) concerné(s),Sous-Unité(s) DCE concernée(s),Id SISPEA de l'entité de gestion,Code UGE de l'entité de gestion,Nom de l'entité de gestion,Communes adhérentes de l'entité de gestion,EPCI adhérents de l'entité de gestion,Pop communes adhérentes,Pop de l'entité de gestion sans double compte,Communes desservies seulement,Production,Transfert,Distribution,Mode de gestion,Statut de l'opérateur,Nom de l'opérateur,Date de début de contrat,Date de fin de contrat,Nb d'ouvrages - Prélèvement,Convention de délégation de compétences,Date de début de la convention de délégation de compétences,Date de fin de la convention de délégation de compétences,Statut,Origine saisie des IP,Origine publication des IP,D101.0,Verif_D101.0,CalculAuto_D101.0,D102.0,Verif_D102.0,CalculAuto_D102.0,D151.0,Verif_D151.0,CalculAuto_D151.0,P101.1,Verif_P101.1,CalculAuto_P101.1,P102.1,Verif_P102.1,CalculAuto_P102.1,P103.2B,Verif_P103.2B,CalculAuto_P103.2B,P104.3,Verif_P104.3,CalculAuto_P104.3,P105.3,Verif_P105.3,CalculAuto_P105.3,P106.3,Verif_P106.3,CalculAuto_P106.3,P107.2,Verif_P107.2,CalculAuto_P107.2,P108.3,Verif_P108.3,CalculAuto_P108.3,P109.0,Verif_P109.0,CalculAuto_P109.0,P151.1,Verif_P151.1,CalculAuto_P151.1,P152.1,Verif_P152.1,CalculAuto_P152.1,P153.2,Verif_P153.2,CalculAuto_P153.2,P154.0,Verif_P154.0,CalculAuto_P154.0,P155.1,Verif_P155.1,CalculAuto_P155.1,VP.056,VP.177,VP.190,VP.178,VP.191,VP.179,VP.213,VP.214,VP.215,VP.216,VP.219,DC.184,DC.195,VP.183,VP.182,VP.119,VP.185,VP.020,VP.003,VP.152,VP.059,VP.060,VP.061,VP.193,VP.063,VP.201,VP.220,VP.221,DC.192,VP.077,VP.140,VP.141,VP.224,VP.225,VP.226,VP.227,VP.228,VP.229,VP.231,VP.232,VP.234,VP.062,VP.126,VP.127,VP.128,VP.129,VP.194,VP.212,VP.223,VP.235,VP.236,VP.237,VP.238,VP.239,VP.240,VP.241,VP.242,VP.243,VP.244,VP.245,VP.246,VP.247,VP.248,VP.249,VP.263,VP.264,VP.268
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80337,0420094,eau potable : Marcenod,1,0,710,710,0,1,1,1,Régie,Régie à autonomie financière,,,,7,Non,,,Confirmé / publié,la collectivité,la collectivité,722,Sans anomalie apparente,0,"2,71",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,65,Sans anomalie apparente,1,69,Sans anomalie apparente,1,"1,7",Sans anomalie apparente,1,"1,6",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"5,57",Sans anomalie apparente,0,,Non vérifié,1,300,,,"280,4",50,"44,54","5,5",,,"0,23",,,,,,,,,,,31454,11036,0,80,28811,,500,,,22,,,"3,65","65,92","65,73","70,73","13,64","2,41","96,04",28811,42490,,9,0,9,0,,80,,0,1,1,1,80,1,70,0,1,0,1,0,0,0,1,15,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80379,0420109,eau potable : Pavezin,1,0,354,354,0,1,1,1,Régie,Régie à autonomie financière,,,,5,Non,,,Confirmé / publié,la collectivité,la collectivité,372,Sans anomalie apparente,0,"3,46",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,"57,8",Sans anomalie apparente,1,"2,7",Sans anomalie apparente,1,"2,7",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"5,12",Sans anomalie apparente,0,,Non vérifié,1,177,,,351,75,"64,63","5,5",,"0,078","0,28",,,,,,,,,,,0,22903,0,80,13099,,150,,,"9,96",,,"3,64","73,83","65,73","70,73","17,77","2,1","74,01",13099,22903,0,6,0,6,0,,,,0,1,1,1,95,1,95,0,1,1,1,1,0,1,1,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80400,0420007,eau potable : Rive de Gier,1,0,15184,15184,0,1,1,1,Régie,Entreprise privée,Stéphanoise des Eau,,2024-12-31 12:00pm,1,Non,,,Confirmé / publié,la collectivité,la collectivité,15228,Sans anomalie apparente,0,"2,3",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,"79,7",Sans anomalie apparente,1,"8,9",Sans anomalie apparente,1,"7,8",Sans anomalie apparente,1,,Non vérifié,1,60,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"8,86",Sans anomalie apparente,0,,Non vérifié,1,6811,,,"217,4",29,"58,8","5,5",,"0,09","0,28",,,,,,,,,,,1130458,103822,328961,60,621844,,8400,25000,,"87,43",,,"30,84","83,35","71,17","76,17","77,9","2,24","91,3",621844,1234280,,38,0,44,0,,60,,0,1,1,1,95,1,98,0,1,1,1,1,1,0,1,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80403,0420012,eau potable : Roche la Molière,1,0,9697,9697,0,1,1,1,Délégation,Entreprise privée,Stéphanoise des Eaux,2018-01-01 12:00pm,2022-09-30 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,9916,Sans anomalie apparente,0,"3,19",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,110,Sans anomalie apparente,1,89,Sans anomalie apparente,1,"1,9",Sans anomalie apparente,1,"1,8",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,"0,21",Sans anomalie apparente,0,100,Sans anomalie apparente,0,,Non vérifié,1,"2,62",Sans anomalie apparente,0,"9,95",Sans anomalie apparente,1,4826,"247,76","36,86","80,4",0,"54,31","5,5",,"0,0564","0,23",,,,,,,,,48,,0,467526,0,80,412535,,2108,1628,,"80,01",,,"14,25","83,09","67,85","72,85","60,32","2,05","85,48",412535,467526,,18,0,19,0,,,,0,1,1,1,99,1,100,,1,1,1,1,1,1,1,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80421,0420162,eau potable : Saint Bonnet les Oules,1,0,1638,819,0,1,1,1,Délégation,Entreprise privée,Stéphanoise des Eau,2013-01-01 12:00pm,2024-12-31 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,1693,Sans anomalie apparente,0,"3,14",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,91,Sans anomalie apparente,1,"86,5",Sans anomalie apparente,1,"1,5",Sans anomalie apparente,1,"1,1",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,0,Sans anomalie apparente,0,100,Sans anomalie apparente,0,,Non vérifié,1,"0,38",Sans anomalie apparente,0,"9,09",Sans anomalie apparente,1,770,"142,46","34,64",187,43,"47,24","5,5",,,"0,23",,,,,,,,,7,,0,113696,0,80,92424,,3159,2800,,"37,83",,,"7,13","83,75","66,43","71,43","20,35","2,2","120,03",92424,113696,,10,0,10,0,,,,0,1,1,1,81,1,81,0,1,1,1,1,1,0,0,15,41,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80438,0420067,eau potable : Saint Etienne,2,0,174044,174044,0,1,1,1,Délégation,Entreprise privée,,1992-10-01 11:00am,2022-09-30 12:00pm,7,Non,,,Confirmé / publié,la collectivité,la collectivité,176570,Sans anomalie apparente,0,"1,39",Sans anomalie apparente,1,1,Sans anomalie apparente,0,100,Sans anomalie apparente,1,"99,7",Sans anomalie apparente,1,108,Sans anomalie apparente,1,"86,9",Sans anomalie apparente,1,"11,2",Sans anomalie apparente,1,"9,7",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,"0,87",Sans anomalie apparente,0,100,Sans anomalie apparente,0,,Non vérifié,1,"2,73",Sans anomalie apparente,0,"8,25",Sans anomalie apparente,1,88281,"112,22","45,02","14,4",0,"40,56","5,5",,"0,0354","0,23",,,,,,,,,728,,15560746,0,4254420,,8945819,,48875,273600,,"575,71",,,"64,35","87,3","77,87","82,87","153,34",2,"101,33",8945819,15560746,,335,0,342,1,,80,,0,1,1,1,92,1,92,0,1,1,1,1,1,1,1,15,43,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80444,0420049,eau potable : Saint Galmier,1,0,5722,2861,0,0,0,1,Délégation,Entreprise privée,Stéphanoise des Eau,2015-01-01 12:00pm,2024-12-31 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la DDT en tant que mandataire de la collectivité,5881,Sans anomalie apparente,0,"2,49",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,110,Sans anomalie apparente,1,"91,4",Sans anomalie apparente,1,"1,5",Sans anomalie apparente,1,"1,3",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"0,61",Sans anomalie apparente,0,"10,03",Sans anomalie apparente,1,2991,"142,53","42,98","108,82","6,1","48,01","5,5",,"0,04","0,23",,,,,,,,,30,,0,400479,0,80,360274,,3801,2046,,"74,02",,,"13,55","89,42","67,71","72,71","40,41","1,97","120,45",360274,400479,,21,0,21,0,,,,0,1,1,1,97,1,99,,1,1,1,1,1,1,1,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80446,0420009,eau potable : Saint Genest Lerpt,1,0,6131,6131,0,1,1,1,Délégation,Entreprise privée,CHOLTON SERVICE RESEAUX,2015-01-07 12:00pm,2022-12-31 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,6230,Sans anomalie apparente,0,"2,63",Sans anomalie apparente,1,15,Sans anomalie apparente,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,85,Sans anomalie apparente,1,"93,3",Sans anomalie apparente,1,"1,4",Sans anomalie apparente,1,"1,2",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,0,Sans anomalie apparente,1,100,Sans anomalie apparente,0,,Non vérifié,1,"4,98",Sans anomalie apparente,0,"0,52",Sans anomalie apparente,0,3198,"214,34","26,56","50,4",0,"50,45","5,5",,"0,0535","0,23",,,,,,,,0,,,0,324821,20559,80,278980,,3500,,,"51,25",,,"16,2","86,67","68,24","73,24","62,4","1,95","87,24",278980,324821,,12,0,12,0,,,,0,1,1,1,80,1,75,0,1,1,1,1,0,0,1,15,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80459,0420144,eau potable : Saint Héand,1,0,3592,3592,0,1,1,1,Délégation,Entreprise privée,AQUALTER Exploitation,2018-01-01 12:00pm,2022-09-30 12:00pm,4,Non,,,Confirmé / publié,la collectivité,la collectivité,3668,Sans anomalie apparente,0,"3,31",Sans anomalie apparente,1,1,Sans anomalie apparente,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,95,Sans anomalie apparente,1,"85,2",Sans anomalie apparente,1,"1,3",Sans anomalie apparente,1,"1,2",Sans anomalie apparente,1,,Non vérifié,1,"76,8",Sans anomalie apparente,1,,Non vérifié,1,"4,9",Sans anomalie apparente,0,99,Sans anomalie apparente,0,,Non vérifié,1,"1,23",Sans anomalie apparente,0,"1,61",Sans anomalie apparente,1,1867,"226,38","20,78","116,4",0,"54,11","5,5",,"0,0485","0,23",,,,,,,,,3,,23777,273522,83423,80,167096,,2000,641,,"97,94",,,"7,08","82,59","66,42","71,42","19,06","1,96","89,5",167096,297299,,20,0,31,0,,40,,0,1,1,1,95,1,96,1,1,0,1,1,1,,,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80472,0420154,eau potable : Saint Joseph,1,0,1901,1901,0,1,1,1,Régie,Entreprise privée,CHOLTON SERVICE RESEAUX,,2024-12-31 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,1944,Sans anomalie apparente,0,"2,88",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,30,Sans anomalie apparente,1,"74,8",Sans anomalie apparente,1,"2,5",Sans anomalie apparente,1,"2,5",Sans anomalie apparente,1,,Non vérifié,1,60,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"3,29",Sans anomalie apparente,0,,Non vérifié,1,858,,,"294,2",35,"51,63","5,5",,,"0,28",,,,,,,,,,,0,114335,3993,60,81282,,200,,,"31,87",,,"7,35","76,93","66,47","71,47","26,92","2,27","94,73",81282,114335,,7,0,9,0,,,,0,1,1,1,95,1,40,,,,,,,,,15,30,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80492,0420055,eau potable : Saint Martin la Plaine,1,0,3755,3755,0,0,1,1,Régie,Entreprise privée,CHOLTON SERVICE RESEAUX,,,0,Non,,,Confirmé / publié,la collectivité,la collectivité,3864,Sans anomalie apparente,0,"3,4",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,29,Sans anomalie apparente,1,"83,4",Sans anomalie apparente,1,"2,6",Sans anomalie apparente,1,"2,5",Sans anomalie apparente,1,,Non vérifié,1,60,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"4,65",Sans anomalie apparente,0,,Non vérifié,1,1785,,,344,20,"64,37","5,5",,"0,079","0,28",,,,,,,,,,,0,234103,71759,60,116463,5955,800,200,,"42,24",,,"12,66","88,12","67,53","72,53","42,26","2,16","68,58",122418,234103,,13,0,14,0,,,,0,1,1,1,90,1,40,,,,,,,,,15,29,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80503,0420044,eau potable : Saint Paul en Cornillon,1,0,1364,1364,0,0,1,1,Délégation,Entreprise privée,VEOLIA,2009-10-01 12:00pm,2024-12-31 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,1392,Sans anomalie apparente,0,"3,14",Sans anomalie apparente,1,1,Sans anomalie apparente,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,90,Sans anomalie apparente,1,"86,6",Sans anomalie apparente,1,"1,4",Sans anomalie apparente,1,"1,4",Sans anomalie apparente,1,,Non vérifié,1,40,Sans anomalie apparente,1,,Non vérifié,1,8,Sans anomalie apparente,1,100,Sans anomalie apparente,0,,Non vérifié,1,"1,61",Sans anomalie apparente,0,0,Sans anomalie apparente,1,625,"169,17","56,17",160,40,"47,22","5,5",,,"0,23",,,,,,,,5,0,,0,93135,0,40,79942,,666,50,,"25,03",,,"8,83","85,98","66,77","71,77","24,97","2,23","127,91",79942,93135,,8,0,8,0,,,,0,1,1,1,95,1,55,1,1,0,1,1,1,0,0,15,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80505,0420006,eau potable : Saint Paul en Jarez,1,0,4844,4844,0,0,1,1,Délégation,Entreprise privée,SUEZ,2009-06-01 12:00pm,2021-11-30 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,4891,Sans anomalie apparente,0,"2,57",Sans anomalie apparente,1,2,Sans anomalie apparente,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,108,Sans anomalie apparente,1,"90,7",Sans anomalie apparente,1,"1,6",Sans anomalie apparente,1,"1,5",Sans anomalie apparente,1,,Non vérifié,1,60,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,100,Sans anomalie apparente,0,,Non vérifié,1,"0,93",Sans anomalie apparente,0,"7,4",Sans anomalie apparente,1,2027,"180,28","9,62","78,6",15,"49,69","5,5",,,"0,28",,,,,,,,,15,,0,283342,18794,60,235606,,1525,1187,,"48,51",,,"14,52","89,71","67,9","72,9","41,79","2,41","116,23",235606,283342,,12,0,12,0,,,,0,1,1,1,93,1,94,0,1,1,1,1,1,1,1,15,43,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80513,0420010,eau potable : Saint Priest en Jarez,1,0,6120,6120,0,1,1,1,Régie,Régie à autonomie financière,,,,0,Non,,,Confirmé / publié,la collectivité,la collectivité,6187,Sans anomalie apparente,0,"2,51",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,91,Sans anomalie apparente,1,"81,1",Sans anomalie apparente,1,"7,6",Sans anomalie apparente,1,"7,4",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"2,19",Sans anomalie apparente,0,,Non vérifié,1,3274,,,"257,4",15,"43,27","5,5",,,"0,23",,,,,,,,,,,0,379459,0,80,305272,,2311,,,"26,7",,,"31,56","79,14","71,31","76,31","122,62","1,89","93,24",305272,379459,,14,0,15,0,,,,0,1,1,1,90,1,75,0,1,1,1,1,0,1,0,15,41,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80656,0420039,eau potable : Saint-Chamond-L'Horme,2,0,39757,39757,0,1,1,1,Délégation,Entreprise privée,VEOLIA,2017-01-01 12:00pm,2029-06-30 12:00pm,2,Non,,,Confirmé / publié,la collectivité,la collectivité,40258,Sans anomalie apparente,0,"2,36",Sans anomalie apparente,1,1,Sans anomalie apparente,0,100,Sans anomalie apparente,0,100,Sans anomalie apparente,0,107,Sans anomalie apparente,1,86,Sans anomalie apparente,1,"4,1",Sans anomalie apparente,1,"3,2",Sans anomalie apparente,1,,Non vérifié,1,60,Sans anomalie apparente,0,,Non vérifié,1,"0,94",Sans anomalie apparente,1,100,Sans anomalie apparente,0,,Non vérifié,1,"2,83",Sans anomalie apparente,0,"0,94",Sans anomalie apparente,0,19228,"107,91","31,67",116,8,"59,73","5,5",,"0,0945","0,28",,,,,,,,18,,,2132123,22785,24877,,1740425,,46168,42388,,"259,92",,,"19,54","87,86","68,91","73,91","73,98","2,09","90,52",1740425,2154908,,100,0,109,0,,60,,0,1,1,1,95,1,75,1,1,,1,1,1,1,1,15,42,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Rhône-Méditerranée-Corse,FRD,FRD_RHON,80427,0420115,eau potable : Sainte Croix en Jarez,1,0,478,478,0,1,1,1,Régie,Régie à autonomie financière,,,,1,Non,,,Confirmé / publié,la collectivité,la collectivité,485,Sans anomalie apparente,0,"2,38",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,95,Sans anomalie apparente,1,"80,3",Sans anomalie apparente,1,"0,8",Sans anomalie apparente,1,"0,8",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"1,53",Sans anomalie apparente,0,,Non vérifié,1,247,,,"228,6",45,"56,88","5,5",,"0,07","0,28",,,,,,,,,,,26840,8157,1942,80,19049,6828,300,,,"23,82",,,"3,23","83,56","65,65","70,65","10,37","1,96","104,77",25877,34997,,14,0,14,0,,80,,0,1,1,1,80,1,70,0,1,1,1,1,0,1,1,15,40,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80562,0420112,eau potable : Unieux,1,0,8597,8597,0,1,1,1,Régie,Régie à autonomie financière,,,,0,Non,,,Confirmé / publié,la collectivité,la collectivité,8488,Sans anomalie apparente,0,"3,17",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,106,Sans anomalie apparente,1,"67,9",Sans anomalie apparente,1,9,Sans anomalie apparente,1,"8,7",Sans anomalie apparente,1,,Non vérifié,1,40,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"6,87",Sans anomalie apparente,0,,Non vérifié,1,4252,,,"332,58","38,58","47,41","5,5",,,"0,23",,,,,,,,,,,0,516037,26780,40,317699,,3620,2315,,"52,2",,,"18,39","77,45","68,68","73,68","81,46",2,"74,72",317699,516037,,20,0,22,0,,,,0,1,1,1,90,1,75,0,1,1,1,1,1,1,1,15,41,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,80584,0420015,eau potable : Villars,1,0,7970,7970,0,1,1,1,Délégation,Entreprise privée,SUEZ,2018-08-01 12:00pm,2022-09-30 12:00pm,0,Non,,,Confirmé / publié,la collectivité,la collectivité,8111,Sans anomalie apparente,0,"2,73",Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,1,100,Sans anomalie apparente,1,105,Sans anomalie apparente,1,"87,3",Sans anomalie apparente,1,"4,2",Sans anomalie apparente,1,"3,1",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,"98,6",Sans anomalie apparente,0,,Non vérifié,1,"1,04",Sans anomalie apparente,0,"4,72",Sans anomalie apparente,1,4022,"243,16","16,86","35,4",0,"48,87","5,5",,"0,035","0,23",,,,,,,,,19,,0,409916,2156,80,337418,,3492,14883,,"45,87",,,"21,38","88,74","69,28","74,28","87,68","2,02","83,89",337418,409916,,16,0,16,0,,,,0,1,1,1,99,1,99,0,1,1,1,1,1,1,0,15,45,
042,198243,SAINT-ETIENNE METROPOLE,Métropole,244200770,,53,Oui,Loire-Bretagne,FRG,FRG_ALA,262234,,eau potable : la régie du Furan,3,0,21431,21431,0,1,1,1,Régie,Régie à autonomie financière,,,,0,Non,,,Confirmé / publié,la collectivité,la collectivité,21750,Sans anomalie apparente,0,3,Sans anomalie apparente,1,,Non vérifié,0,100,Sans anomalie apparente,0,100,Sans anomalie apparente,0,,Non vérifié,1,"69,9",Sans anomalie apparente,1,"6,6",Sans anomalie apparente,1,"6,5",Sans anomalie apparente,1,,Non vérifié,1,80,Sans anomalie apparente,1,,Non vérifié,1,,Non vérifié,1,,Non vérifié,0,,Non vérifié,1,"4,26",Sans anomalie apparente,0,,Non vérifié,1,10684,,,314,20,"46,39","5,5",,,"0,23",,,,,,,,,,,0,1380689,0,80,946028,11977,4020,2940,,"176,29",,,15,"71,82",68,73,"60,6","2,04","89,67",958005,1380689,,42,0,43,0,,,,0,,,,,,,,,,,,,,,,,
076,92876,METROPOLE ROUEN NORMANDIE (MRN),Métropole,200023414,,71,Oui,Seine-Normandie,FRH,FRH_SEAV,306174,,eau potable,71,0,489844,489844,0,1,1,1,Régie,Régie simple,,,,49,Non,,,Confirmé / publié,la collectivité,la collectivité,499912,Sans anomalie apparente,0,"2,04",Sans anomalie apparente,1,2,Sans anomalie apparente,0,100,Sans anomalie apparente,1,"98,9",Sans anomalie apparente,1,108,Sans anomalie apparente,1,"81,6",Sans anomalie apparente,1,"5,9",Sans anomalie apparente,1,"5,5",Sans anomalie apparente,1,"0,84",Sans anomalie apparente,1,"60,1",Sans anomalie apparente,1,"0,0042",Sans anomalie apparente,1,"1,25",Sans anomalie apparente,1,100,Sans anomalie apparente,0,"2,2",Sans anomalie apparente,1,"4,33",Sans anomalie apparente,1,"1,05",Sans anomalie apparente,1,200550,,,"169,28","34,95","75,14","5,5",,"0,1","0,42",,,4295086,"18865890,3",40948937,105000,"52025302,93",250,,211,31693065,877466,972905,60,25189742,0,153637,249553,100,2989,"125,59","24,71","24,35",,"69,87","74,87","67,1","2,49","125,6",25189742,32570531,33067691,1091,0,1237,14,,"60,1",,0,1,1,1,95,1,"82,1",1,1,0,1,1,1,1,1,15,43,"2253167,09"
