Code du département,Libellé du département,Code de la commune,Libellé de la commune,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Non-Exprimés,% Non-Exp/Ins,% Non-Exp/Vot,Exprimés,% Exp/Ins,% Exp/Vot,Année,Numéro de tour
76,Seine-Maritime,367,Houppeville,2199,1520,69.12,679,30.88,108,4.91,15.91,571,25.97,84.09,2020,1
76,Seine-Maritime,377,Isneauville,2639,1937,73.4,702,26.6,119,4.51,16.95,583,22.09,83.05,2020,1
76,Seine-Maritime,378,Jumièges,1515,729,48.12,786,51.88,36,2.38,4.58,750,49.5,95.42,2020,1
76,Seine-Maritime,391,La Londe,1972,1262,64.0,710,36.0,36,1.83,5.07,674,34.18,94.93,2020,1
76,Seine-Maritime,402,Malaunay,4699,3324,70.74,1375,29.26,92,1.96,6.69,1283,27.3,93.31,2020,1
76,Seine-Maritime,410,Maromme,6404,3802,59.37,2602,40.63,83,1.3,3.19,2519,39.33,96.81,2020,1
76,Seine-Maritime,429,Le Mesnil-Esnard,6113,3617,59.17,2496,40.83,37,0.61,1.48,2459,40.23,98.52,2020,1
76,Seine-Maritime,436,Le Mesnil-sous-Jumièges,494,263,53.24,231,46.76,16,3.24,6.93,215,43.52,93.07,2020,1
76,Seine-Maritime,448,Montmain,1189,577,48.53,612,51.47,9,0.76,1.47,603,50.71,98.53,2020,1
76,Seine-Maritime,451,Mont-Saint-Aignan,12565,7655,60.92,4910,39.08,99,0.79,2.02,4811,38.29,97.98,2020,1
76,Seine-Maritime,457,Moulineaux,646,370,57.28,276,42.72,13,2.01,4.71,263,40.71,95.29,2020,1
76,Seine-Maritime,464,La Neuville-Chant-d'Oisel,1832,1181,64.47,651,35.53,51,2.78,7.83,600,32.75,92.17,2020,1
76,Seine-Maritime,474,Notre-Dame-de-Bondeville,4928,3002,60.92,1926,39.08,62,1.26,3.22,1864,37.82,96.78,2020,1
76,Seine-Maritime,475,Franqueville-Saint-Pierre,4734,2657,56.13,2077,43.87,64,1.35,3.08,2013,42.52,96.92,2020,1
76,Seine-Maritime,484,Oissel,7270,4774,65.67,2496,34.33,143,1.97,5.73,2353,32.37,94.27,2020,1
76,Seine-Maritime,486,Orival,679,433,63.77,246,36.23,9,1.33,3.66,237,34.9,96.34,2020,1
76,Seine-Maritime,497,Petit-Couronne,6064,4354,71.8,1710,28.2,203,3.35,11.87,1507,24.85,88.13,2020,1
76,Seine-Maritime,498,Le Petit-Quevilly,12428,8345,67.15,4083,32.85,102,0.82,2.5,3981,32.03,97.5,2020,1
76,Seine-Maritime,513,Quevillon,463,222,47.95,241,52.05,14,3.02,5.81,227,49.03,94.19,2020,1
76,Seine-Maritime,514,Quévreville-la-Poterie,837,340,40.62,497,59.38,12,1.43,2.41,485,57.95,97.59,2020,1
76,Seine-Maritime,536,Roncherolles-sur-le-Vivier,927,530,57.17,397,42.83,35,3.78,8.82,362,39.05,91.18,2020,1
76,Seine-Maritime,540,Rouen,56564,35075,62.01,21489,37.99,675,1.19,3.14,20814,36.8,96.86,2020,1
76,Seine-Maritime,550,Sahurs,1002,639,63.77,363,36.23,88,8.78,24.24,275,27.45,75.76,2020,1
76,Seine-Maritime,558,Saint-Aubin-Celloville,716,252,35.2,464,64.8,10,1.4,2.16,454,63.41,97.84,2020,1
76,Seine-Maritime,560,Saint-Aubin-Epinay,767,252,32.86,515,67.14,7,0.91,1.36,508,66.23,98.64,2020,1
76,Seine-Maritime,561,Saint-Aubin-lès-Elbeuf,5647,3671,65.01,1976,34.99,75,1.33,3.8,1901,33.66,96.2,2020,1
76,Seine-Maritime,575,Saint-Etienne-du-Rouvray,16788,11899,70.88,4889,29.12,330,1.97,6.75,4559,27.16,93.25,2020,1
76,Seine-Maritime,591,Saint-Jacques-sur-Darnétal,2169,927,42.74,1242,57.26,19,0.88,1.53,1223,56.39,98.47,2020,1
76,Seine-Maritime,599,Saint-Léger-du-Bourg-Denis,2602,1484,57.03,1118,42.97,30,1.15,2.68,1088,41.81,97.32,2020,1
76,Seine-Maritime,608,Sainte-Marguerite-sur-Duclair,1532,608,39.69,924,60.31,17,1.11,1.84,907,59.2,98.16,2020,1
76,Seine-Maritime,614,Saint-Martin-de-Boscherville,1283,538,41.93,745,58.07,32,2.49,4.3,713,55.57,95.7,2020,1
76,Seine-Maritime,617,Saint-Martin-du-Vivier,1529,733,47.94,796,52.06,11,0.72,1.38,785,51.34,98.62,2020,1
76,Seine-Maritime,631,Saint-Paër,1041,647,62.15,394,37.85,55,5.28,13.96,339,32.56,86.04,2020,1
76,Seine-Maritime,634,Saint-Pierre-de-Manneville,659,273,41.43,386,58.57,8,1.21,2.07,378,57.36,97.93,2020,1
76,Seine-Maritime,636,Saint-Pierre-de-Varengeville,1904,832,43.7,1072,56.3,26,1.37,2.43,1046,54.94,97.57,2020,1
76,Seine-Maritime,640,Saint-Pierre-lès-Elbeuf,6408,3653,57.01,2755,42.99,55,0.86,2.0,2700,42.13,98.0,2020,1
76,Seine-Maritime,681,Sotteville-lès-Rouen,19871,12577,63.29,7294,36.71,225,1.13,3.08,7069,35.57,96.92,2020,1
76,Seine-Maritime,682,Sotteville-sous-le-Val,565,346,61.24,219,38.76,3,0.53,1.37,216,38.23,98.63,2020,1
76,Seine-Maritime,705,Tourville-la-Rivière,1718,998,58.09,720,41.91,72,4.19,10.0,648,37.72,90.0,2020,1
76,Seine-Maritime,709,Le Trait,3779,2072,54.83,1707,45.17,42,1.11,2.46,1665,44.06,97.54,2020,1
76,Seine-Maritime,717,Val-de-la-Haye,556,165,29.68,391,70.32,26,4.68,6.65,365,65.65,93.35,2020,1
76,Seine-Maritime,750,Yainville,849,532,62.66,317,37.34,38,4.48,11.99,279,32.86,88.01,2020,1
76,Seine-Maritime,753,Ymare,982,610,62.12,372,37.88,58,5.91,15.59,314,31.98,84.41,2020,1
76,Seine-Maritime,759,Yville-sur-Seine,335,182,54.33,153,45.67,5,1.49,3.27,148,44.18,96.73,2020,1
34,Hérault,057,Castelnau-le-Lez,14989,9176,61.22,5813,38.78,178,1.19,3.06,5635,37.59,96.94,2020,2
34,Hérault,088,Cournonterral,5110,2210,43.25,2900,56.75,97,1.9,3.34,2803,54.85,96.66,2020,2
34,Hérault,116,Grabels,5543,3289,59.34,2254,40.66,94,1.7,4.17,2160,38.97,95.83,2020,2
34,Hérault,169,Montferrier-sur-Lez,3336,1595,47.81,1741,52.19,36,1.08,2.07,1705,51.11,97.93,2020,2
34,Hérault,172,Montpellier,153711,100776,65.56,52935,34.44,2019,1.31,3.81,50916,33.12,96.19,2020,2
34,Hérault,198,Pérols,7794,3944,50.6,3850,49.4,83,1.06,2.16,3767,48.33,97.84,2020,2
34,Hérault,217,Prades-le-Lez,4416,1940,43.93,2476,56.07,65,1.47,2.63,2411,54.6,97.37,2020,2
34,Hérault,270,Saint-Jean-de-Védas,8536,4074,47.73,4462,52.27,91,1.07,2.04,4371,51.21,97.96,2020,2
34,Hérault,337,Villeneuve-lès-Maguelone,7211,2737,37.96,4474,62.04,160,2.22,3.58,4314,59.83,96.42,2020,2
35,Ille-et-Vilaine,059,La Chapelle-des-Fougeretz,3395,1516,44.65,1879,55.35,36,1.06,1.92,1843,54.29,98.08,2020,2
35,Ille-et-Vilaine,238,Rennes,116610,79670,68.32,36940,31.68,1207,1.04,3.27,35733,30.64,96.73,2020,2
35,Ille-et-Vilaine,240,Le Rheu,5810,3252,55.97,2558,44.03,68,1.17,2.66,2490,42.86,97.34,2020,2
38,Isère,057,Bresson,624,157,25.16,467,74.84,13,2.08,2.78,454,72.76,97.22,2020,2
38,Isère,151,Echirolles,20807,14288,68.67,6519,31.33,141,0.68,2.16,6378,30.65,97.84,2020,2
38,Isère,158,Eybens,6886,4319,62.72,2567,37.28,53,0.77,2.06,2514,36.51,97.94,2020,2
38,Isère,169,Fontaine,12988,7719,59.43,5269,40.57,176,1.36,3.34,5093,39.21,96.66,2020,2
38,Isère,185,Grenoble,86581,55557,64.17,31024,35.83,594,0.69,1.91,30430,35.15,98.09,2020,2
38,Isère,229,Meylan,13980,7254,51.89,6726,48.11,191,1.37,2.84,6535,46.75,97.16,2020,2
38,Isère,382,Saint-Egrève,11410,6894,60.42,4516,39.58,74,0.65,1.64,4442,38.93,98.36,2020,2
38,Isère,436,Saint-Paul-de-Varces,1970,692,35.13,1278,64.87,18,0.91,1.41,1260,63.96,98.59,2020,2
38,Isère,474,Sassenage,7996,3786,47.35,4210,52.65,73,0.91,1.73,4137,51.74,98.27,2020,2
38,Isère,485,Seyssinet-Pariset,8213,4708,57.32,3505,42.68,60,0.73,1.71,3445,41.95,98.29,2020,2
38,Isère,545,Vif,6602,3846,58.26,2756,41.74,52,0.79,1.89,2704,40.96,98.11,2020,2
38,Isère,562,Vizille,4865,2917,59.96,1948,40.04,52,1.07,2.67,1896,38.97,97.33,2020,2
42,Loire,005,Andrézieux-Bouthéon,6258,3753,59.97,2505,40.03,62,0.99,2.48,2443,39.04,97.52,2020,2
42,Loire,095,Firminy,10698,6123,57.23,4575,42.77,119,1.11,2.6,4456,41.65,97.4,2020,2
42,Loire,186,Rive-de-Gier,8394,5133,61.15,3261,38.85,59,0.7,1.81,3202,38.15,98.19,2020,2
42,Loire,218,Saint-Etienne,88086,63422,72.0,24664,28.0,664,0.75,2.69,24000,27.25,97.31,2020,2
42,Loire,222,Saint-Galmier,4171,2279,54.64,1892,45.36,32,0.77,1.69,1860,44.59,98.31,2020,2
76,Seine-Maritime,005,Amfreville-la-Mi-Voie,2169,1253,57.77,916,42.23,60,2.77,6.55,856,39.47,93.45,2020,2
76,Seine-Maritime,108,Bois-Guillaume,10321,5815,56.34,4506,43.66,80,0.78,1.78,4426,42.88,98.22,2020,2
76,Seine-Maritime,319,Grand-Couronne,6637,3738,56.32,2899,43.68,41,0.62,1.41,2858,43.06,98.59,2020,2
76,Seine-Maritime,429,Le Mesnil-Esnard,6128,3756,61.29,2372,38.71,20,0.33,0.84,2352,38.38,99.16,2020,2
76,Seine-Maritime,451,Mont-Saint-Aignan,12564,8046,64.04,4518,35.96,72,0.57,1.59,4446,35.39,98.41,2020,2
76,Seine-Maritime,540,Rouen,56606,39810,70.33,16796,29.67,574,1.01,3.42,16222,28.66,96.58,2020,2
76,Seine-Maritime,681,Sotteville-lès-Rouen,19871,13938,70.14,5933,29.86,177,0.89,2.98,5756,28.97,97.02,2020,2
76,Seine-Maritime,709,Le Trait,3775,2274,60.24,1501,39.76,37,0.98,2.47,1464,38.78,97.53,2020,2
76,Seine-Maritime,717,Val-de-la-Haye,559,224,40.07,335,59.93,4,0.72,1.19,331,59.21,98.81,2020,2
