Code du département,Libellé du département,Code de la commune,Libellé de la commune,Code B.Vote,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Blancs,% Blancs/Ins,% Blancs/Vot,Nuls,% Nuls/Ins,% Nuls/Vot,Exprimés,% Exp/Ins,% Exp/Vot,N.Pan.,Code Nuance,Sexe
38,Isère,486,Seyssins,3,911,576,63.23,335,36.77,2,0.22,0.6,2,0.22,0.6,331,36.33,98.81,1,LLR,F
38,Isère,486,Seyssins,4,1149,647,56.31,502,43.69,10,0.87,1.99,10,0.87,1.99,482,41.95,96.02,1,LLR,F
38,Isère,486,Seyssins,5,1025,527,51.41,498,48.59,4,0.39,0.8,4,0.39,0.8,490,47.8,98.39,1,LLR,F
38,Isère,486,Seyssins,6,692,356,51.45,336,48.55,1,0.14,0.3,3,0.43,0.89,332,47.98,98.81,1,LLR,F
38,Isère,516,La Tronche,1,1014,509,50.2,505,49.8,2,0.2,0.4,5,0.49,0.99,498,49.11,98.61,1,LDVG,M
38,Isère,516,La Tronche,2,1046,510,48.76,536,51.24,3,0.29,0.56,6,0.57,1.12,527,50.38,98.32,1,LDVG,M
38,Isère,516,La Tronche,3,1027,588,57.25,439,42.75,9,0.88,2.05,5,0.49,1.14,425,41.38,96.81,1,LDVG,M
38,Isère,516,La Tronche,4,896,458,51.12,438,48.88,3,0.33,0.68,2,0.22,0.46,433,48.33,98.86,1,LDVG,M
38,Isère,524,Varces-Allières-et-Risset,1,1035,512,49.47,523,50.53,3,0.29,0.57,6,0.58,1.15,514,49.66,98.28,1,LDVG,M
38,Isère,524,Varces-Allières-et-Risset,2,1136,601,52.9,535,47.1,10,0.88,1.87,4,0.35,0.75,521,45.86,97.38,1,LDVG,M
38,Isère,524,Varces-Allières-et-Risset,3,1042,536,51.44,506,48.56,4,0.38,0.79,8,0.77,1.58,494,47.41,97.63,1,LDVG,M
38,Isère,524,Varces-Allières-et-Risset,4,1086,609,56.08,477,43.92,9,0.83,1.89,9,0.83,1.89,459,42.27,96.23,1,LDVG,M
38,Isère,524,Varces-Allières-et-Risset,5,833,540,64.83,293,35.17,1,0.12,0.34,1,0.12,0.34,291,34.93,99.32,1,LDVG,M
38,Isère,528,Vaulnaveys-le-Bas,1,871,564,64.75,307,35.25,35,4.02,11.4,19,2.18,6.19,253,29.05,82.41,1,LNC,M
38,Isère,528,Vaulnaveys-le-Bas,2,72,45,62.5,27,37.5,5,6.94,18.52,2,2.78,7.41,20,27.78,74.07,1,LNC,M
38,Isère,529,Vaulnaveys-le-Haut,1,1517,1041,68.62,476,31.38,14,0.92,2.94,24,1.58,5.04,438,28.87,92.02,1,LDVC,M
38,Isère,529,Vaulnaveys-le-Haut,2,711,478,67.23,233,32.77,1,0.14,0.43,15,2.11,6.44,217,30.52,93.13,1,LDVC,M
38,Isère,529,Vaulnaveys-le-Haut,3,850,634,74.59,216,25.41,11,1.29,5.09,12,1.41,5.56,193,22.71,89.35,1,LDVC,M
38,Isère,533,Venon,1,593,284,47.89,309,52.11,3,0.51,0.97,5,0.84,1.62,301,50.76,97.41,2,NC,M
38,Isère,540,Veurey-Voroize,1,1084,454,41.88,630,58.12,6,0.55,0.95,5,0.46,0.79,619,57.1,98.25,1,LNC,M
38,Isère,545,Vif,1,1249,721,57.73,528,42.27,7,0.56,1.33,6,0.48,1.14,515,41.23,97.54,1,LUG,F
38,Isère,545,Vif,2,1207,720,59.65,487,40.35,7,0.58,1.44,3,0.25,0.62,477,39.52,97.95,1,LUG,F
38,Isère,545,Vif,3,1109,670,60.41,439,39.59,4,0.36,0.91,1,0.09,0.23,434,39.13,98.86,1,LUG,F
38,Isère,545,Vif,4,1169,669,57.23,500,42.77,7,0.6,1.4,0,0.0,0.0,493,42.17,98.6,1,LUG,F
38,Isère,545,Vif,5,633,327,51.66,306,48.34,2,0.32,0.65,1,0.16,0.33,303,47.87,99.02,1,LUG,F
38,Isère,545,Vif,6,1211,707,58.38,504,41.62,4,0.33,0.79,9,0.74,1.79,491,40.55,97.42,1,LUG,F
38,Isère,562,Vizille,1,1329,817,61.47,512,38.53,13,0.98,2.54,9,0.68,1.76,490,36.87,95.7,1,LCOM,M
38,Isère,562,Vizille,2,1336,796,59.58,540,40.42,5,0.37,0.93,13,0.97,2.41,522,39.07,96.67,1,LCOM,M
38,Isère,562,Vizille,3,689,428,62.12,261,37.88,7,1.02,2.68,4,0.58,1.53,250,36.28,95.79,1,LCOM,M
38,Isère,562,Vizille,4,1496,923,61.7,573,38.3,13,0.87,2.27,14,0.94,2.44,546,36.5,95.29,1,LCOM,M
