Code_commune_residence,Commune_residence,Code_lieu_travail,Lieu_travail,Actifs_occupes_flux_domicile_travail
35204,Nouvoitou,35161,Louvigné-de-Bais,4.69
35204,Nouvoitou,35167,Martigné-Ferchaud,5.01
35204,Nouvoitou,35188,Montfort-sur-Meu,4.49
35204,Nouvoitou,35204,Nouvoitou,200.51
35204,Nouvoitou,35206,Noyal-Châtillon-sur-Seiche,24.18
35204,Nouvoitou,35207,Noyal-sur-Vilaine,81.2
35204,Nouvoitou,35210,Pacé,14.49
35204,Nouvoitou,35220,Piré-Chancé,4.59
35204,Nouvoitou,35238,Rennes,540.14
35204,Nouvoitou,35239,Retiers,23.86
35204,Nouvoitou,35250,Saint-Armel,9.8
35204,Nouvoitou,35251,Saint-Aubin-d'Aubigné,4.79
35204,Nouvoitou,35266,Saint-Erblon,9.48
35204,Nouvoitou,35275,Saint-Gilles,4.9
35204,Nouvoitou,35278,Saint-Grégoire,42.82
35204,Nouvoitou,35281,Saint-Jacques-de-la-Lande,66.17
35204,Nouvoitou,35321,Saulnières,5.01
35204,Nouvoitou,35327,Servon-sur-Vilaine,9.58
35204,Nouvoitou,35334,Thorigné-Fouillard,9.48
35204,Nouvoitou,35352,Vern-sur-Seiche,80.88
35204,Nouvoitou,35353,Vezin-le-Coquet,4.9
35204,Nouvoitou,35360,Vitré,9.38
35204,Nouvoitou,45234,Orléans,4.69
35204,Nouvoitou,53130,Laval,4.69
35204,Nouvoitou,56260,Vannes,5.01
35204,Nouvoitou,61214,L'Aigle,4.59
35204,Nouvoitou,64125,Bidart,4.79
35204,Nouvoitou,75115,Paris 15e Arrondissement,9.38
35206,Noyal-Châtillon-sur-Seiche,14118,Caen,9.61
35206,Noyal-Châtillon-sur-Seiche,22050,Dinan,4.8
35206,Noyal-Châtillon-sur-Seiche,22113,Lannion,4.72
35206,Noyal-Châtillon-sur-Seiche,24037,Bergerac,4.8
35206,Noyal-Châtillon-sur-Seiche,35012,Bain-de-Bretagne,9.52
35206,Noyal-Châtillon-sur-Seiche,35013,Bains-sur-Oust,4.72
35206,Noyal-Châtillon-sur-Seiche,35016,Baulon,4.72
35206,Noyal-Châtillon-sur-Seiche,35024,Betton,19.38
35206,Noyal-Châtillon-sur-Seiche,35032,Bourgbarré,19.38
35206,Noyal-Châtillon-sur-Seiche,35033,Bourg-des-Comptes,9.52
35206,Noyal-Châtillon-sur-Seiche,35037,Bréal-sous-Montfort,9.52
35206,Noyal-Châtillon-sur-Seiche,35039,Brécé,9.69
35206,Noyal-Châtillon-sur-Seiche,35047,Bruz,114.79
35206,Noyal-Châtillon-sur-Seiche,35051,Cesson-Sévigné,261.42
35206,Noyal-Châtillon-sur-Seiche,35054,Chanteloup,4.8
35206,Noyal-Châtillon-sur-Seiche,35055,Chantepie,109.91
35206,Noyal-Châtillon-sur-Seiche,35057,La Chapelle-Bouëxic,9.78
35206,Noyal-Châtillon-sur-Seiche,35066,Chartres-de-Bretagne,109.3
35206,Noyal-Châtillon-sur-Seiche,35068,Châteaubourg,19.21
35206,Noyal-Châtillon-sur-Seiche,35069,Châteaugiron,18.71
35206,Noyal-Châtillon-sur-Seiche,35070,Châteauneuf-d'Ille-et-Vilaine,4.97
35206,Noyal-Châtillon-sur-Seiche,35090,Crevin,4.97
35206,Noyal-Châtillon-sur-Seiche,35096,Domagné,9.52
35206,Noyal-Châtillon-sur-Seiche,35115,Fougères,4.64
35206,Noyal-Châtillon-sur-Seiche,35123,Goven,18.88
35206,Noyal-Châtillon-sur-Seiche,35126,Guichen,14.24
35206,Noyal-Châtillon-sur-Seiche,35127,Guignen,4.72
35206,Noyal-Châtillon-sur-Seiche,35131,L'Hermitage,4.64
35206,Noyal-Châtillon-sur-Seiche,35136,Janzé,28.48
35206,Noyal-Châtillon-sur-Seiche,35139,Laillé,24.27
35206,Noyal-Châtillon-sur-Seiche,35152,Liffré,4.72
35206,Noyal-Châtillon-sur-Seiche,35173,Melesse,9.61
35206,Noyal-Châtillon-sur-Seiche,35176,Guipry-Messac,14.41
35206,Noyal-Châtillon-sur-Seiche,35177,La Mézière,4.89
35206,Noyal-Châtillon-sur-Seiche,35189,Montgermont,9.61
35206,Noyal-Châtillon-sur-Seiche,35196,Mordelles,9.44
35206,Noyal-Châtillon-sur-Seiche,35204,Nouvoitou,4.72
35206,Noyal-Châtillon-sur-Seiche,35206,Noyal-Châtillon-sur-Seiche,693.31
35206,Noyal-Châtillon-sur-Seiche,35207,Noyal-sur-Vilaine,42.65
35206,Noyal-Châtillon-sur-Seiche,35208,Orgères,14.07
35206,Noyal-Châtillon-sur-Seiche,35210,Pacé,38.1
35206,Noyal-Châtillon-sur-Seiche,35220,Piré-Chancé,4.8
35206,Noyal-Châtillon-sur-Seiche,35236,Redon,9.61
35206,Noyal-Châtillon-sur-Seiche,35238,Rennes,1520.49
35206,Noyal-Châtillon-sur-Seiche,35239,Retiers,4.72
35206,Noyal-Châtillon-sur-Seiche,35240,Le Rheu,24.1
35206,Noyal-Châtillon-sur-Seiche,35264,Saint-Didier,4.72
35206,Noyal-Châtillon-sur-Seiche,35266,Saint-Erblon,38.35
35206,Noyal-Châtillon-sur-Seiche,35275,Saint-Gilles,13.99
35206,Noyal-Châtillon-sur-Seiche,35278,Saint-Grégoire,95.4
35206,Noyal-Châtillon-sur-Seiche,35281,Saint-Jacques-de-la-Lande,148.42
35206,Noyal-Châtillon-sur-Seiche,35288,Saint-Malo,9.44
35206,Noyal-Châtillon-sur-Seiche,35327,Servon-sur-Vilaine,9.61
35206,Noyal-Châtillon-sur-Seiche,35334,Thorigné-Fouillard,14.32
35206,Noyal-Châtillon-sur-Seiche,35337,Tinténiac,4.8
35206,Noyal-Châtillon-sur-Seiche,35352,Vern-sur-Seiche,75.84
35206,Noyal-Châtillon-sur-Seiche,35353,Vezin-le-Coquet,9.44
35206,Noyal-Châtillon-sur-Seiche,35360,Vitré,14.24
35206,Noyal-Châtillon-sur-Seiche,35363,Pont-Péan,14.41
35206,Noyal-Châtillon-sur-Seiche,37261,Tours,4.8
35206,Noyal-Châtillon-sur-Seiche,53130,Laval,4.64
35206,Noyal-Châtillon-sur-Seiche,53185,Pré-en-Pail-Saint-Samson,4.89
35206,Noyal-Châtillon-sur-Seiche,53201,Saint-Berthevin,4.64
35206,Noyal-Châtillon-sur-Seiche,53253,Saint-Saturnin-du-Limet,4.97
35206,Noyal-Châtillon-sur-Seiche,56010,Baud,4.72
35206,Noyal-Châtillon-sur-Seiche,56034,Carnac,4.8
35206,Noyal-Châtillon-sur-Seiche,56075,Guer,9.61
35206,Noyal-Châtillon-sur-Seiche,56117,Locminé,4.72
35206,Noyal-Châtillon-sur-Seiche,56258,La Trinité-sur-Mer,9.27
35206,Noyal-Châtillon-sur-Seiche,75115,Paris 15e Arrondissement,4.8
35206,Noyal-Châtillon-sur-Seiche,75120,Paris 20e Arrondissement,4.89
35206,Noyal-Châtillon-sur-Seiche,92026,Courbevoie,4.8
35206,Noyal-Châtillon-sur-Seiche,94046,Maisons-Alfort,4.72
35208,Orgères,22050,Dinan,4.86
35208,Orgères,35001,Acigné,14.57
35208,Orgères,35002,Amanlis,4.82
35208,Orgères,35012,Bain-de-Bretagne,29.15
35208,Orgères,35016,Baulon,4.9
35208,Orgères,35024,Betton,4.94
35208,Orgères,35032,Bourgbarré,34.05
35208,Orgères,35033,Bourg-des-Comptes,14.61
35208,Orgères,35037,Bréal-sous-Montfort,14.69
35208,Orgères,35038,Bréal-sous-Vitré,4.9
35208,Orgères,35039,Brécé,9.64
35208,Orgères,35041,Brie,4.82
35208,Orgères,35047,Bruz,189.19
35208,Orgères,35051,Cesson-Sévigné,155.77
35208,Orgères,35054,Chanteloup,4.86
35208,Orgères,35055,Chantepie,63.0
35208,Orgères,35059,La Chapelle-des-Fougeretz,9.72
35208,Orgères,35066,Chartres-de-Bretagne,68.17
35208,Orgères,35068,Châteaubourg,4.86
35208,Orgères,35069,Châteaugiron,4.78
35208,Orgères,35088,Corps-Nuds,14.38
35208,Orgères,35090,Crevin,24.21
35208,Orgères,35099,Domloup,4.9
35208,Orgères,35115,Fougères,4.86
35208,Orgères,35125,La Guerche-de-Bretagne,10.04
35208,Orgères,35126,Guichen,14.34
35208,Orgères,35127,Guignen,4.86
35208,Orgères,35131,L'Hermitage,4.9
35208,Orgères,35136,Janzé,14.53
35208,Orgères,35139,Laillé,34.28
35208,Orgères,35173,Melesse,14.49
35208,Orgères,35177,La Mézière,4.82
35208,Orgères,35184,Montauban-de-Bretagne,4.86
35208,Orgères,35189,Montgermont,4.9
35208,Orgères,35196,Mordelles,4.82
35208,Orgères,35206,Noyal-Châtillon-sur-Seiche,62.92
35208,Orgères,35207,Noyal-sur-Vilaine,29.35
35208,Orgères,35208,Orgères,326.43
35208,Orgères,35210,Pacé,14.38
35208,Orgères,35223,Plélan-le-Grand,14.97
35208,Orgères,35238,Rennes,880.26
35208,Orgères,35239,Retiers,14.57
35208,Orgères,35240,Le Rheu,29.11
35208,Orgères,35266,Saint-Erblon,34.17
35208,Orgères,35278,Saint-Grégoire,63.0
35208,Orgères,35281,Saint-Jacques-de-la-Lande,82.47
35208,Orgères,35315,Saint-Sulpice-la-Forêt,4.86
35208,Orgères,35319,Saint-Thurial,4.86
35208,Orgères,35326,Sens-de-Bretagne,4.82
35208,Orgères,35352,Vern-sur-Seiche,53.32
35208,Orgères,35353,Vezin-le-Coquet,9.68
35208,Orgères,36135,Moulins-sur-Céphons,4.86
35208,Orgères,41018,Blois,4.78
35208,Orgères,44035,La Chapelle-sur-Erdre,4.82
35208,Orgères,44036,Châteaubriant,4.9
35208,Orgères,44049,Le Croisic,4.82
35208,Orgères,44051,Derval,9.72
35208,Orgères,44109,Nantes,19.31
35208,Orgères,44135,Le Pouliguen,9.64
35208,Orgères,44184,Saint-Nazaire,4.9
35208,Orgères,53130,Laval,14.57
35208,Orgères,53201,Saint-Berthevin,9.64
35208,Orgères,56121,Lorient,9.79
35208,Orgères,61240,Macé,4.9
35208,Orgères,75111,Paris 11e Arrondissement,4.82
35208,Orgères,75113,Paris 13e Arrondissement,9.56
35208,Orgères,76351,Le Havre,4.82
35208,Orgères,77215,Gretz-Armainvilliers,4.86
35208,Orgères,78498,Poissy,4.9
35208,Orgères,92051,Neuilly-sur-Seine,4.82
35208,Orgères,93078,Villepinte,4.78
35208,Orgères,95127,Cergy,4.86
35208,Orgères,95527,Roissy-en-France,4.78
35210,Pacé,06033,Carros,2.78
35210,Pacé,13207,Marseille 7e Arrondissement,2.48
35210,Pacé,14658,Noues de Sienne,2.78
35210,Pacé,22020,Broons,9.56
35210,Pacé,22046,Le Mené,3.36
35210,Pacé,22093,Lamballe-Armor,10.74
35210,Pacé,22116,Lanrodec,2.9
35210,Pacé,22118,Lanvallay,5.89
35210,Pacé,22136,Loudéac,5.28
35210,Pacé,22147,Merdrignac,10.94
35210,Pacé,22183,Plémet,5.96
35210,Pacé,22215,Ploufragan,2.78
35210,Pacé,22222,Plouha,2.57
35210,Pacé,22278,Saint-Brieuc,12.13
35210,Pacé,22371,Trémorel,5.15
35210,Pacé,29019,Brest,5.57
35210,Pacé,29020,Briec,2.55
35210,Pacé,29161,Pleuven,2.57
35210,Pacé,29170,Plomelin,2.6
35210,Pacé,31555,Toulouse,1.0
35210,Pacé,35001,Acigné,3.5
35210,Pacé,35003,Andouillé-Neuville,2.57
35210,Pacé,35004,Val-Couesnon,5.19
35210,Pacé,35012,Bain-de-Bretagne,3.77
35210,Pacé,35023,Bédée,28.61
35210,Pacé,35024,Betton,29.32
35210,Pacé,35029,Bonnemain,5.96
35210,Pacé,35037,Bréal-sous-Montfort,23.57
35210,Pacé,35039,Brécé,11.2
35210,Pacé,35040,Breteil,5.89
35210,Pacé,35047,Bruz,116.58
35210,Pacé,35051,Cesson-Sévigné,260.36
35210,Pacé,35055,Chantepie,34.18
35210,Pacé,35059,La Chapelle-des-Fougeretz,31.34
35210,Pacé,35066,Chartres-de-Bretagne,37.64
35210,Pacé,35068,Châteaubourg,8.65
35210,Pacé,35069,Châteaugiron,5.99
35210,Pacé,35070,Châteauneuf-d'Ille-et-Vilaine,10.61
35210,Pacé,35076,Chavagne,10.43
35210,Pacé,35080,Cintré,4.97
35210,Pacé,35081,Clayes,2.78
35210,Pacé,35085,Combourg,1.0
35210,Pacé,35087,Cornillé,1.0
35210,Pacé,35090,Crevin,3.78
35210,Pacé,35093,Dinard,5.57
35210,Pacé,35094,Dingé,2.57
35210,Pacé,35095,Dol-de-Bretagne,8.66
35210,Pacé,35099,Domloup,2.5
35210,Pacé,35105,Erbrée,2.6
35210,Pacé,35109,Étrelles,3.39
35210,Pacé,35115,Fougères,19.65
35210,Pacé,35120,Gévezé,16.91
35210,Pacé,35126,Guichen,9.51
35210,Pacé,35131,L'Hermitage,48.62
35210,Pacé,35144,Langan,5.25
35210,Pacé,35146,Langouet,2.5
35210,Pacé,35152,Liffré,6.25
35210,Pacé,35167,Martigné-Ferchaud,2.78
35210,Pacé,35173,Melesse,47.06
35210,Pacé,35177,La Mézière,63.48
35210,Pacé,35179,Miniac-Morvan,1.0
35210,Pacé,35184,Montauban-de-Bretagne,51.35
35210,Pacé,35188,Montfort-sur-Meu,31.02
35210,Pacé,35189,Montgermont,64.77
35210,Pacé,35193,Montreuil-le-Gast,5.14
35210,Pacé,35196,Mordelles,42.33
35210,Pacé,35206,Noyal-Châtillon-sur-Seiche,22.08
35210,Pacé,35207,Noyal-sur-Vilaine,21.39
35210,Pacé,35208,Orgères,5.38
35210,Pacé,35210,Pacé,1148.11
35210,Pacé,35216,Parthenay-de-Bretagne,6.35
35210,Pacé,35223,Plélan-le-Grand,8.53
35210,Pacé,35227,Pleumeleuc,16.85
35210,Pacé,35231,Poligné,2.5
35210,Pacé,35235,Rannée,2.78
35210,Pacé,35238,Rennes,2012.99
35210,Pacé,35239,Retiers,3.57
35210,Pacé,35240,Le Rheu,112.75
35210,Pacé,35245,Romillé,5.88
35210,Pacé,35251,Saint-Aubin-d'Aubigné,7.11
35210,Pacé,35253,Saint-Aubin-du-Cormier,4.39
35210,Pacé,35257,Maen Roch,2.48
35210,Pacé,35266,Saint-Erblon,14.54
35210,Pacé,35275,Saint-Gilles,65.39
35210,Pacé,35278,Saint-Grégoire,313.62
35210,Pacé,35281,Saint-Jacques-de-la-Lande,179.21
35210,Pacé,35288,Saint-Malo,16.22
35210,Pacé,35297,Saint-Méen-le-Grand,5.46
35210,Pacé,35310,Saint-Sauveur-des-Landes,2.55
35210,Pacé,35312,Saint-Senoux,2.48
35210,Pacé,35327,Servon-sur-Vilaine,2.48
35210,Pacé,35331,Talensac,2.6
35210,Pacé,35334,Thorigné-Fouillard,21.0
35210,Pacé,35337,Tinténiac,36.67
35210,Pacé,35338,Torcé,2.57
35210,Pacé,35352,Vern-sur-Seiche,25.26
35210,Pacé,35353,Vezin-le-Coquet,56.38
35210,Pacé,35356,Vignoc,5.36
35210,Pacé,35360,Vitré,15.26
35210,Pacé,35363,Pont-Péan,2.78
35210,Pacé,44026,Carquefou,2.9
35210,Pacé,44035,La Chapelle-sur-Erdre,3.48
35210,Pacé,44036,Châteaubriant,3.36
35210,Pacé,44051,Derval,5.14
35210,Pacé,44103,Montoir-de-Bretagne,4.82
35210,Pacé,44109,Nantes,13.23
35210,Pacé,44143,Rezé,4.39
35210,Pacé,44184,Saint-Nazaire,5.27
35210,Pacé,49007,Angers,3.39
35210,Pacé,50025,Avranches,1.0
35210,Pacé,53003,Ambrières-les-Vallées,2.57
35210,Pacé,53130,Laval,2.6
35210,Pacé,54329,Lunéville,2.78
35210,Pacé,56012,Beignon,2.57
35210,Pacé,56061,La Gacilly,7.2
35210,Pacé,56075,Guer,6.17
35210,Pacé,56121,Lorient,2.5
35210,Pacé,56127,Mauron,2.55
35210,Pacé,56165,Ploërmel,10.08
35210,Pacé,56178,Pontivy,3.39
35210,Pacé,56260,Vannes,5.93
35210,Pacé,67301,Mommenheim,1.0
35210,Pacé,75102,Paris 2e Arrondissement,12.81
35210,Pacé,75108,Paris 8e Arrondissement,2.57
35210,Pacé,75109,Paris 9e Arrondissement,2.48
35210,Pacé,75114,Paris 14e Arrondissement,7.35
35210,Pacé,75115,Paris 15e Arrondissement,2.76
35210,Pacé,75116,Paris 16e Arrondissement,3.39
35210,Pacé,75117,Paris 17e Arrondissement,2.57
35210,Pacé,76540,Rouen,2.78
35210,Pacé,85067,Cheffois,2.57
35210,Pacé,89387,Sens,3.39
35210,Pacé,91286,Grigny,2.5
35210,Pacé,91377,Massy,6.31
35210,Pacé,92012,Boulogne-Billancourt,1.0
35210,Pacé,92026,Courbevoie,4.7
35210,Pacé,92050,Nanterre,2.57
35210,Pacé,92062,Puteaux,2.78
35210,Pacé,93061,Le Pré-Saint-Gervais,1.0
35210,Pacé,93066,Saint-Denis,2.76
35210,Pacé,94016,Cachan,2.5
35210,Pacé,94037,Gentilly,2.5
35210,Pacé,94038,L'Haÿ-les-Roses,2.78
35210,Pacé,95051,Beauchamp,2.57
35210,Pacé,95527,Roissy-en-France,5.27
35210,Pacé,97103,Baie-Mahault,3.38
35216,Parthenay-de-Bretagne,35001,Acigné,4.98
35216,Parthenay-de-Bretagne,35023,Bédée,10.41
35216,Parthenay-de-Bretagne,35032,Bourgbarré,5.05
35216,Parthenay-de-Bretagne,35047,Bruz,4.98
35216,Parthenay-de-Bretagne,35051,Cesson-Sévigné,30.23
35216,Parthenay-de-Bretagne,35065,La Chapelle-Thouarault,5.05
35216,Parthenay-de-Bretagne,35066,Chartres-de-Bretagne,4.98
35216,Parthenay-de-Bretagne,35096,Domagné,4.9
35216,Parthenay-de-Bretagne,35115,Fougères,9.66
35216,Parthenay-de-Bretagne,35117,Gaël,5.13
35216,Parthenay-de-Bretagne,35120,Gévezé,19.91
35216,Parthenay-de-Bretagne,35126,Guichen,5.05
35216,Parthenay-de-Bretagne,35130,Hédé-Bazouges,5.13
35216,Parthenay-de-Bretagne,35131,L'Hermitage,10.03
35216,Parthenay-de-Bretagne,35173,Melesse,10.18
35216,Parthenay-de-Bretagne,35177,La Mézière,20.28
35216,Parthenay-de-Bretagne,35188,Montfort-sur-Meu,19.98
35216,Parthenay-de-Bretagne,35189,Montgermont,25.49
35216,Parthenay-de-Bretagne,35196,Mordelles,5.05
35216,Parthenay-de-Bretagne,35210,Pacé,95.46
35216,Parthenay-de-Bretagne,35216,Parthenay-de-Bretagne,80.84
35216,Parthenay-de-Bretagne,35238,Rennes,333.08
35216,Parthenay-de-Bretagne,35240,Le Rheu,30.08
35216,Parthenay-de-Bretagne,35275,Saint-Gilles,20.13
35216,Parthenay-de-Bretagne,35278,Saint-Grégoire,70.66
35216,Parthenay-de-Bretagne,35281,Saint-Jacques-de-la-Lande,19.68
35216,Parthenay-de-Bretagne,35297,Saint-Méen-le-Grand,4.9
35216,Parthenay-de-Bretagne,35327,Servon-sur-Vilaine,10.26
35216,Parthenay-de-Bretagne,35352,Vern-sur-Seiche,15.38
35216,Parthenay-de-Bretagne,35353,Vezin-le-Coquet,10.03
35216,Parthenay-de-Bretagne,35360,Vitré,4.98
35216,Parthenay-de-Bretagne,53130,Laval,5.13
35216,Parthenay-de-Bretagne,75105,Paris 5e Arrondissement,4.9
35216,Parthenay-de-Bretagne,78621,Trappes,4.98
35216,Parthenay-de-Bretagne,92002,Antony,5.13
35238,Rennes,03192,Nades,1.0
35238,Rennes,05082,Mont-Dauphin,3.98
35238,Rennes,05110,Puy-Saint-Vincent,0.94
35238,Rennes,06030,Le Cannet,0.87
35238,Rennes,06088,Nice,3.93
35238,Rennes,06152,Valbonne,1.25
35238,Rennes,13001,Aix-en-Provence,1.4
35238,Rennes,13039,Fos-sur-Mer,7.12
35238,Rennes,13109,Le Tholonet,3.63
35238,Rennes,13117,Vitrolles,3.86
35238,Rennes,13201,Marseille 1er Arrondissement,1.01
35238,Rennes,13202,Marseille 2e Arrondissement,8.44
35238,Rennes,13208,Marseille 8e Arrondissement,5.52
35238,Rennes,13213,Marseille 13e Arrondissement,2.09
35238,Rennes,14118,Caen,26.88
35238,Rennes,14137,Carpiquet,1.08
35238,Rennes,14167,Colombelles,9.4
35238,Rennes,14220,Deauville,6.04
35238,Rennes,14301,Giberville,1.12
35238,Rennes,14408,Saint-Martin-de-May,1.27
35238,Rennes,14488,Ouistreham,19.76
35238,Rennes,14566,Saint-Contest,17.5
35238,Rennes,14658,Noues de Sienne,9.13
35238,Rennes,16015,Angoulême,1.3
35238,Rennes,16061,Brie,3.71
35238,Rennes,16350,Saint-Séverin,4.59
35238,Rennes,17299,Rochefort,3.53
35238,Rennes,17300,La Rochelle,4.98
35238,Rennes,18033,Bourges,4.49
35238,Rennes,21231,Dijon,4.94
35238,Rennes,22004,Bégard,5.09
35238,Rennes,22016,Île-de-Bréhat,4.93
35238,Rennes,22020,Broons,28.17
35238,Rennes,22031,Carnoët,1.25
35238,Rennes,22032,Caulnes,4.85
35238,Rennes,22046,Le Mené,8.5
35238,Rennes,22048,Corseul,2.2
35238,Rennes,22050,Dinan,114.79
35238,Rennes,22054,Erquy,10.4
35238,Rennes,22055,Binic-Étables-sur-Mer,5.26
35238,Rennes,22056,Évran,5.81
35238,Rennes,22070,Guingamp,11.7
35238,Rennes,22084,Jugon-les-Lacs,1.4
35238,Rennes,22093,Lamballe-Armor,95.41
35238,Rennes,22103,Langrolay-sur-Rance,1.27
35238,Rennes,22106,Langueux,29.93
35238,Rennes,22107,Bon Repos sur Blavet,2.56
35238,Rennes,22113,Lannion,32.86
35238,Rennes,22118,Lanvallay,15.99
35238,Rennes,22121,Lanvollon,7.43
35238,Rennes,22134,Louannec,4.89
35238,Rennes,22136,Loudéac,49.36
35238,Rennes,22147,Merdrignac,25.61
35238,Rennes,22160,Noyal,11.2
35238,Rennes,22162,Paimpol,3.84
35238,Rennes,22171,Plaintel,8.44
35238,Rennes,22179,Fréhel,1.29
35238,Rennes,22182,Plélo,4.24
35238,Rennes,22183,Plémet,5.95
35238,Rennes,22186,Pléneuf-Val-André,14.75
35238,Rennes,22187,Plérin,8.55
35238,Rennes,22190,Pleslin-Trigavou,1.26
35238,Rennes,22193,Plestan,17.86
35238,Rennes,22196,Pleudaniel,0.93
35238,Rennes,22197,Pleudihen-sur-Rance,16.51
35238,Rennes,22198,Pleumeur-Bodou,3.76
35238,Rennes,22208,Plouasne,6.09
35238,Rennes,22211,Ploubezre,0.9
35238,Rennes,22213,Plouër-sur-Rance,2.35
35238,Rennes,22215,Ploufragan,13.52
35238,Rennes,22225,Ploumagoar,2.6
35238,Rennes,22251,Pordic,1.46
35238,Rennes,22258,Quessoy,1.18
35238,Rennes,22259,Quévert,9.27
35238,Rennes,22261,Quintenic,4.46
35238,Rennes,22262,Quintin,5.58
35238,Rennes,22277,Saint-Brandan,2.54
35238,Rennes,22278,Saint-Brieuc,149.59
35238,Rennes,22296,Saint-Glen,4.26
35238,Rennes,22339,Taden,7.22
35238,Rennes,22343,Trébeurden,1.37
35238,Rennes,22356,Trégomeur,1.0
35238,Rennes,22362,Tréguier,13.61
35238,Rennes,22379,Trévou-Tréguignec,1.12
35238,Rennes,22389,Yffiniac,10.25
35238,Rennes,26325,Saint-Rambert-d'Albon,9.55
35238,Rennes,27229,Évreux,3.71
35238,Rennes,28061,Brou,1.01
35238,Rennes,28085,Chartres,33.81
35238,Rennes,28269,Morancez,5.59
35238,Rennes,28354,Saint-Maurice-Saint-Germain,1.28
35238,Rennes,29010,Bodilis,5.0
35238,Rennes,29019,Brest,35.44
35238,Rennes,29020,Briec,1.42
35238,Rennes,29024,Carhaix-Plouguer,3.35
35238,Rennes,29046,Douarnenez,3.71
35238,Rennes,29061,Gouesnou,1.02
35238,Rennes,29075,Guipavas,1.41
35238,Rennes,29081,Huelgoat,4.24
35238,Rennes,29103,Landerneau,1.26
35238,Rennes,29105,Landivisiau,4.87
35238,Rennes,29108,Landudec,3.71
35238,Rennes,29151,Morlaix,10.89
35238,Rennes,29160,Plabennec,11.96
35238,Rennes,29163,Pleyber-Christ,5.35
35238,Rennes,29189,Plougastel-Daoulas,1.71
35238,Rennes,29212,Plouzané,6.35
35238,Rennes,29214,Plovan,3.97
35238,Rennes,29232,Quimper,31.92
35238,Rennes,29233,Quimperlé,3.4
35238,Rennes,29236,Riec-sur-Bélon,5.64
35238,Rennes,29239,Roscoff,9.13
35238,Rennes,29241,Rosporden,3.67
35238,Rennes,31149,Colomiers,1.0
35238,Rennes,31555,Toulouse,32.12
35238,Rennes,32269,Monfort,6.38
35238,Rennes,33063,Bordeaux,26.9
35238,Rennes,33162,Eysines,3.61
35238,Rennes,33281,Mérignac,4.78
35238,Rennes,33535,Tresses,3.64
35238,Rennes,34039,Bouzigues,5.81
35238,Rennes,34172,Montpellier,2.0
35238,Rennes,35001,Acigné,267.4
35238,Rennes,35002,Amanlis,6.71
35238,Rennes,35003,Andouillé-Neuville,6.09
35238,Rennes,35004,Val-Couesnon,4.89
35238,Rennes,35006,Argentré-du-Plessis,28.32
35238,Rennes,35009,Baguer-Morvan,11.76
35238,Rennes,35012,Bain-de-Bretagne,138.49
35238,Rennes,35015,Balazé,4.66
35238,Rennes,35016,Baulon,24.87
35238,Rennes,35021,Beaucé,5.59
35238,Rennes,35022,Bécherel,12.32
35238,Rennes,35023,Bédée,72.09
35238,Rennes,35024,Betton,456.56
35238,Rennes,35027,Boisgervilly,11.4
35238,Rennes,35029,Bonnemain,31.81
35238,Rennes,35031,La Bouëxière,38.12
35238,Rennes,35032,Bourgbarré,156.97
35238,Rennes,35033,Bourg-des-Comptes,36.94
35238,Rennes,35037,Bréal-sous-Montfort,125.91
35238,Rennes,35038,Bréal-sous-Vitré,7.44
35238,Rennes,35039,Brécé,139.13
35238,Rennes,35040,Breteil,6.85
35238,Rennes,35041,Brie,14.13
35238,Rennes,35047,Bruz,1797.24
35238,Rennes,35049,Cancale,16.84
35238,Rennes,35051,Cesson-Sévigné,5578.01
35238,Rennes,35054,Chanteloup,1.64
35238,Rennes,35055,Chantepie,853.02
35238,Rennes,35057,La Chapelle-Bouëxic,5.17
35238,Rennes,35059,La Chapelle-des-Fougeretz,227.45
35238,Rennes,35063,La Chapelle-Saint-Aubert,2.05
35238,Rennes,35065,La Chapelle-Thouarault,4.39
35238,Rennes,35066,Chartres-de-Bretagne,755.79
35238,Rennes,35068,Châteaubourg,300.94
35238,Rennes,35069,Châteaugiron,225.43
35238,Rennes,35070,Châteauneuf-d'Ille-et-Vilaine,16.17
35238,Rennes,35072,Châtillon-en-Vendelais,1.61
35238,Rennes,35076,Chavagne,79.18
35238,Rennes,35079,Chevaigné,26.62
35238,Rennes,35080,Cintré,19.76
35238,Rennes,35082,Coësmes,1.21
35238,Rennes,35085,Combourg,65.43
35238,Rennes,35088,Corps-Nuds,37.23
35238,Rennes,35090,Crevin,57.07
35238,Rennes,35092,Cuguen,1.67
35238,Rennes,35093,Dinard,37.64
35238,Rennes,35095,Dol-de-Bretagne,39.18
35238,Rennes,35096,Domagné,23.82
35238,Rennes,35097,Domalain,1.08
35238,Rennes,35099,Domloup,45.24
35238,Rennes,35104,Epiniac,4.68
35238,Rennes,35105,Erbrée,12.57
35238,Rennes,35107,Ercé-près-Liffré,6.46
35238,Rennes,35109,Étrelles,97.52
35238,Rennes,35110,Feins,4.3
35238,Rennes,35115,Fougères,271.65
35238,Rennes,35117,Gaël,12.26
35238,Rennes,35118,Gahard,1.41
35238,Rennes,35120,Gévezé,53.19
35238,Rennes,35121,Gosné,5.22
35238,Rennes,35122,La Gouesnière,0.99
35238,Rennes,35123,Goven,33.27
35238,Rennes,35124,Grand-Fougeray,17.96
35238,Rennes,35125,La Guerche-de-Bretagne,61.04
35238,Rennes,35126,Guichen,200.27
