Code_commune_residence,Commune_residence,Code_lieu_etudes,Lieu_etudes,Eleves_etudiants_flux_domicile_etudes
35204,Nouvoitou,56178,Pontivy,4.79
35204,Nouvoitou,75109,Paris 9e Arrondissement,4.9
35206,Noyal-Châtillon-sur-Seiche,29151,Morlaix,4.89
35206,Noyal-Châtillon-sur-Seiche,35047,Bruz,117.18
35206,Noyal-Châtillon-sur-Seiche,35051,Cesson-Sévigné,28.83
35206,Noyal-Châtillon-sur-Seiche,35055,Chantepie,9.36
35206,Noyal-Châtillon-sur-Seiche,35066,Chartres-de-Bretagne,102.76
35206,Noyal-Châtillon-sur-Seiche,35115,Fougères,14.58
35206,Noyal-Châtillon-sur-Seiche,35123,Goven,4.8
35206,Noyal-Châtillon-sur-Seiche,35136,Janzé,4.89
35206,Noyal-Châtillon-sur-Seiche,35184,Montauban-de-Bretagne,4.89
35206,Noyal-Châtillon-sur-Seiche,35206,Noyal-Châtillon-sur-Seiche,655.95
35206,Noyal-Châtillon-sur-Seiche,35208,Orgères,4.89
35206,Noyal-Châtillon-sur-Seiche,35236,Redon,4.8
35206,Noyal-Châtillon-sur-Seiche,35238,Rennes,514.16
35206,Noyal-Châtillon-sur-Seiche,35251,Saint-Aubin-d'Aubigné,4.97
35206,Noyal-Châtillon-sur-Seiche,35266,Saint-Erblon,146.56
35206,Noyal-Châtillon-sur-Seiche,35278,Saint-Grégoire,4.72
35206,Noyal-Châtillon-sur-Seiche,35297,Saint-Méen-le-Grand,4.97
35206,Noyal-Châtillon-sur-Seiche,35337,Tinténiac,4.8
35206,Noyal-Châtillon-sur-Seiche,35352,Vern-sur-Seiche,4.97
35206,Noyal-Châtillon-sur-Seiche,35363,Pont-Péan,5.06
35206,Noyal-Châtillon-sur-Seiche,44109,Nantes,4.89
35206,Noyal-Châtillon-sur-Seiche,44163,Vair-sur-Loire,14.66
35206,Noyal-Châtillon-sur-Seiche,49007,Angers,4.72
35206,Noyal-Châtillon-sur-Seiche,72181,Le Mans,4.72
35206,Noyal-Châtillon-sur-Seiche,75112,Paris 12e Arrondissement,9.52
35206,Noyal-Châtillon-sur-Seiche,75120,Paris 20e Arrondissement,4.89
35206,Noyal-Châtillon-sur-Seiche,77067,Cesson,5.06
35206,Noyal-Châtillon-sur-Seiche,85191,La Roche-sur-Yon,4.89
35206,Noyal-Châtillon-sur-Seiche,87085,Limoges,9.27
35208,Orgères,28085,Chartres,4.82
35208,Orgères,31555,Toulouse,4.9
35208,Orgères,35032,Bourgbarré,4.86
35208,Orgères,35047,Bruz,24.45
35208,Orgères,35051,Cesson-Sévigné,24.37
35208,Orgères,35066,Chartres-de-Bretagne,9.79
35208,Orgères,35139,Laillé,4.94
35208,Orgères,35208,Orgères,878.12
35208,Orgères,35238,Rennes,362.38
35208,Orgères,35240,Le Rheu,4.9
35208,Orgères,35253,Saint-Aubin-du-Cormier,4.82
35208,Orgères,35266,Saint-Erblon,122.75
35208,Orgères,35288,Saint-Malo,9.95
35208,Orgères,35363,Pont-Péan,9.79
35208,Orgères,49007,Angers,9.79
35208,Orgères,56222,Saint-Jean-Brévelay,4.86
35208,Orgères,56260,Vannes,9.76
35208,Orgères,59350,Lille,4.9
35208,Orgères,61001,Alençon,4.86
35210,Pacé,22020,Broons,5.18
35210,Pacé,22215,Ploufragan,2.78
35210,Pacé,22264,La Roche-Jaudy,3.39
35210,Pacé,22266,Rostrenen,1.0
35210,Pacé,22278,Saint-Brieuc,5.33
35210,Pacé,22360,Trégueux,6.77
35210,Pacé,29019,Brest,7.51
35210,Pacé,29058,Fouesnant,2.48
35210,Pacé,29151,Morlaix,2.5
35210,Pacé,33063,Bordeaux,2.78
35210,Pacé,34172,Montpellier,2.55
35210,Pacé,35024,Betton,2.57
35210,Pacé,35031,La Bouëxière,5.05
35210,Pacé,35047,Bruz,38.82
35210,Pacé,35051,Cesson-Sévigné,54.91
35210,Pacé,35055,Chantepie,18.3
35210,Pacé,35065,La Chapelle-Thouarault,2.0
35210,Pacé,35066,Chartres-de-Bretagne,2.48
35210,Pacé,35075,Chauvigné,2.5
35210,Pacé,35093,Dinard,2.57
35210,Pacé,35115,Fougères,4.7
35210,Pacé,35131,L'Hermitage,4.82
35210,Pacé,35173,Melesse,2.08
35210,Pacé,35184,Montauban-de-Bretagne,10.33
35210,Pacé,35188,Montfort-sur-Meu,2.9
35210,Pacé,35189,Montgermont,4.39
35210,Pacé,35196,Mordelles,4.57
35210,Pacé,35210,Pacé,1799.59
35210,Pacé,35216,Parthenay-de-Bretagne,5.0
35210,Pacé,35236,Redon,4.82
35210,Pacé,35238,Rennes,967.4
35210,Pacé,35240,Le Rheu,2.57
35210,Pacé,35251,Saint-Aubin-d'Aubigné,5.19
35210,Pacé,35275,Saint-Gilles,7.05
35210,Pacé,35278,Saint-Grégoire,113.39
35210,Pacé,35288,Saint-Malo,1.0
35210,Pacé,35297,Saint-Méen-le-Grand,7.17
35210,Pacé,35304,Saint-Ouen-des-Alleux,1.0
35210,Pacé,35306,Saint-Père-Marc-en-Poulet,5.57
35210,Pacé,35337,Tinténiac,4.52
35210,Pacé,35356,Vignoc,5.19
35210,Pacé,44109,Nantes,8.43
35210,Pacé,49007,Angers,2.78
35210,Pacé,49099,Cholet,5.19
35210,Pacé,52121,Chaumont,5.14
35210,Pacé,53130,Laval,5.36
35210,Pacé,56165,Ploërmel,2.78
35210,Pacé,56260,Vannes,4.82
35210,Pacé,59350,Lille,3.39
35210,Pacé,59512,Roubaix,2.78
35210,Pacé,69266,Villeurbanne,2.5
35210,Pacé,73065,Chambéry,2.68
35210,Pacé,73179,La Motte-Servolex,2.68
35210,Pacé,74087,Contamine-sur-Arve,2.68
35210,Pacé,83137,Toulon,2.78
35210,Pacé,85191,La Roche-sur-Yon,2.5
35210,Pacé,92049,Montrouge,3.39
35216,Parthenay-de-Bretagne,22003,Aucaleuc,4.98
35216,Parthenay-de-Bretagne,35047,Bruz,4.98
35216,Parthenay-de-Bretagne,35051,Cesson-Sévigné,5.13
35216,Parthenay-de-Bretagne,35066,Chartres-de-Bretagne,4.9
35216,Parthenay-de-Bretagne,35120,Gévezé,4.98
35216,Parthenay-de-Bretagne,35189,Montgermont,4.9
35216,Parthenay-de-Bretagne,35210,Pacé,138.89
35216,Parthenay-de-Bretagne,35216,Parthenay-de-Bretagne,208.86
35216,Parthenay-de-Bretagne,35238,Rennes,124.8
35216,Parthenay-de-Bretagne,35275,Saint-Gilles,9.95
35216,Parthenay-de-Bretagne,35278,Saint-Grégoire,9.95
35216,Parthenay-de-Bretagne,35317,Saint-Symphorien,4.9
35216,Parthenay-de-Bretagne,44161,Saint-Gildas-des-Bois,5.05
35216,Parthenay-de-Bretagne,75108,Paris 8e Arrondissement,4.98
35216,Parthenay-de-Bretagne,75113,Paris 13e Arrondissement,5.13
35216,Parthenay-de-Bretagne,85202,Sainte-Cécile,9.66
35238,Rennes,06088,Nice,5.61
35238,Rennes,09139,L'Hospitalet-près-l'Andorre,5.64
35238,Rennes,10387,Troyes,1.41
35238,Rennes,13001,Aix-en-Provence,2.53
35238,Rennes,13205,Marseille 5e Arrondissement,3.53
35238,Rennes,13209,Marseille 9e Arrondissement,2.5
35238,Rennes,14118,Caen,30.94
35238,Rennes,14654,Saint-Pierre-en-Auge,5.0
35238,Rennes,15119,Massiac,15.0
35238,Rennes,15120,Mauriac,5.0
35238,Rennes,16015,Angoulême,3.46
35238,Rennes,17050,Bois,10.0
35238,Rennes,17300,La Rochelle,146.29
35238,Rennes,18033,Bourges,3.27
35238,Rennes,19031,Brive-la-Gaillarde,25.0
35238,Rennes,22020,Broons,4.04
35238,Rennes,22050,Dinan,16.48
35238,Rennes,22070,Guingamp,3.5
35238,Rennes,22093,Lamballe-Armor,2.34
35238,Rennes,22106,Langueux,7.66
35238,Rennes,22113,Lannion,6.35
35238,Rennes,22136,Loudéac,12.1
35238,Rennes,22172,Plancoët,1.2
35238,Rennes,22187,Plérin,1.52
35238,Rennes,22215,Ploufragan,18.53
35238,Rennes,22237,Val-d'Arguenon,5.68
35238,Rennes,22262,Quintin,1.2
35238,Rennes,22266,Rostrenen,1.08
35238,Rennes,22278,Saint-Brieuc,50.86
35238,Rennes,22362,Tréguier,1.18
35238,Rennes,24449,Saint-Martial-d'Artenset,5.18
35238,Rennes,26324,Saint-Paul-Trois-Châteaux,5.0
35238,Rennes,28134,Dreux,4.31
35238,Rennes,28302,Pontgouin,5.0
35238,Rennes,29019,Brest,105.98
35238,Rennes,29026,Châteaulin,15.0
35238,Rennes,29039,Concarneau,4.84
35238,Rennes,29047,Le Drennec,5.18
35238,Rennes,29105,Landivisiau,21.22
35238,Rennes,29117,Lannilis,13.98
35238,Rennes,29120,Lanvéoc,105.0
35238,Rennes,29139,Lopérec,3.55
35238,Rennes,29151,Morlaix,10.06
35238,Rennes,29199,Plouigneau,5.0
35238,Rennes,29212,Plouzané,24.0
35238,Rennes,29220,Pont-l'Abbé,20.0
35238,Rennes,29232,Quimper,18.01
35238,Rennes,29233,Quimperlé,2.17
35238,Rennes,30007,Alès,1.08
35238,Rennes,30334,Uzès,5.0
35238,Rennes,31044,Balma,50.0
35238,Rennes,31069,Blagnac,5.0
35238,Rennes,31555,Toulouse,121.88
35238,Rennes,32208,Lectoure,48.15
35238,Rennes,33003,Ambarès-et-Lagrave,5.18
35238,Rennes,33056,Blanquefort,5.18
35238,Rennes,33063,Bordeaux,94.32
35238,Rennes,33192,Gradignan,140.0
35238,Rennes,33213,La Brède,31.06
35238,Rennes,33318,Pessac,10.18
35238,Rennes,33352,La Réole,5.18
35238,Rennes,34114,Gignac,10.0
35238,Rennes,34145,Lunel,1.0
35238,Rennes,34172,Montpellier,26.31
35238,Rennes,35012,Bain-de-Bretagne,8.12
35238,Rennes,35016,Baulon,25.45
35238,Rennes,35019,Bazouges-la-Pérouse,4.66
35238,Rennes,35024,Betton,19.65
35238,Rennes,35031,La Bouëxière,15.0
35238,Rennes,35037,Bréal-sous-Montfort,2.39
35238,Rennes,35047,Bruz,1316.22
35238,Rennes,35051,Cesson-Sévigné,498.37
35238,Rennes,35055,Chantepie,56.69
35238,Rennes,35065,La Chapelle-Thouarault,8.59
35238,Rennes,35066,Chartres-de-Bretagne,111.43
35238,Rennes,35068,Châteaubourg,4.63
35238,Rennes,35069,Châteaugiron,1.81
35238,Rennes,35085,Combourg,6.96
35238,Rennes,35093,Dinard,96.48
35238,Rennes,35095,Dol-de-Bretagne,6.37
35238,Rennes,35099,Domloup,3.92
35238,Rennes,35115,Fougères,80.54
35238,Rennes,35123,Goven,0.96
35238,Rennes,35125,La Guerche-de-Bretagne,16.35
35238,Rennes,35127,Guignen,4.56
35238,Rennes,35130,Hédé-Bazouges,4.56
35238,Rennes,35133,Iffendic,8.59
35238,Rennes,35137,Javené,4.79
35238,Rennes,35139,Laillé,4.86
35238,Rennes,35145,Langon,5.72
35238,Rennes,35152,Liffré,9.86
35238,Rennes,35162,Louvigné-du-Désert,1.17
35238,Rennes,35167,Martigné-Ferchaud,30.0
35238,Rennes,35168,Val d'Anast,1.08
35238,Rennes,35173,Melesse,0.94
35238,Rennes,35176,Guipry-Messac,3.33
35238,Rennes,35177,La Mézière,3.03
35238,Rennes,35184,Montauban-de-Bretagne,14.72
35238,Rennes,35187,Monterfil,1.86
35238,Rennes,35188,Montfort-sur-Meu,1.59
35238,Rennes,35189,Montgermont,12.69
35238,Rennes,35196,Mordelles,4.0
35238,Rennes,35206,Noyal-Châtillon-sur-Seiche,4.08
35238,Rennes,35207,Noyal-sur-Vilaine,4.08
35238,Rennes,35208,Orgères,1.17
35238,Rennes,35210,Pacé,41.03
35238,Rennes,35220,Piré-Chancé,5.47
35238,Rennes,35223,Plélan-le-Grand,5.27
35238,Rennes,35227,Pleumeleuc,3.0
35238,Rennes,35231,Poligné,4.68
35238,Rennes,35236,Redon,55.02
35238,Rennes,35237,Renac,1.13
35238,Rennes,35238,Rennes,70602.21
35238,Rennes,35240,Le Rheu,64.25
35238,Rennes,35245,Romillé,22.48
35238,Rennes,35251,Saint-Aubin-d'Aubigné,25.18
35238,Rennes,35253,Saint-Aubin-du-Cormier,20.88
35238,Rennes,35266,Saint-Erblon,1.28
35238,Rennes,35275,Saint-Gilles,1.0
35238,Rennes,35278,Saint-Grégoire,207.05
35238,Rennes,35281,Saint-Jacques-de-la-Lande,71.67
35238,Rennes,35284,Saint-Jouan-des-Guérets,3.87
35238,Rennes,35288,Saint-Malo,89.59
35238,Rennes,35297,Saint-Méen-le-Grand,20.63
35238,Rennes,35307,Saint-Pern,2.25
35238,Rennes,35315,Saint-Sulpice-la-Forêt,5.77
35238,Rennes,35317,Saint-Symphorien,5.73
35238,Rennes,35334,Thorigné-Fouillard,7.27
35238,Rennes,35337,Tinténiac,27.8
35238,Rennes,35339,Trans-la-Forêt,1.01
35238,Rennes,35352,Vern-sur-Seiche,21.98
35238,Rennes,35353,Vezin-le-Coquet,14.35
35238,Rennes,35355,Vieux-Vy-sur-Couesnon,1.52
35238,Rennes,35360,Vitré,93.9
35238,Rennes,36006,Argenton-sur-Creuse,4.63
35238,Rennes,36042,Chasseneuil,1.2
35238,Rennes,37261,Tours,43.12
35238,Rennes,38185,Grenoble,13.15
35238,Rennes,38206,Laval-en-Belledonne,1.94
35238,Rennes,38421,Saint-Martin-d'Hères,5.79
35238,Rennes,40192,Mont-de-Marsan,5.18
35238,Rennes,42218,Saint-Étienne,5.48
35238,Rennes,44022,Boussay,4.63
35238,Rennes,44026,Carquefou,0.91
35238,Rennes,44035,La Chapelle-sur-Erdre,4.87
35238,Rennes,44109,Nantes,246.43
35238,Rennes,44143,Rezé,5.09
35238,Rennes,44162,Saint-Herblain,1.54
35238,Rennes,44184,Saint-Nazaire,6.63
35238,Rennes,44208,Treffieux,4.59
35238,Rennes,44215,Vertou,2.6
35238,Rennes,45234,Orléans,13.64
35238,Rennes,47001,Agen,4.97
35238,Rennes,47222,La Réunion,1.28
35238,Rennes,49007,Angers,68.04
35238,Rennes,49092,Chemillé-en-Anjou,4.78
35238,Rennes,49099,Cholet,1.21
35238,Rennes,49307,Loire-Authion,1.08
35238,Rennes,50025,Avranches,5.98
35238,Rennes,50129,Cherbourg-en-Cotentin,3.35
35238,Rennes,50147,Coutances,5.0
35238,Rennes,50502,Saint-Lô,9.06
35238,Rennes,50603,Tourville-sur-Sienne,5.0
35238,Rennes,51108,Châlons-en-Champagne,4.35
35238,Rennes,51454,Reims,14.34
35238,Rennes,53097,Évron,4.31
35238,Rennes,53130,Laval,51.09
35238,Rennes,53147,Mayenne,5.11
35238,Rennes,54395,Nancy,8.4
35238,Rennes,54547,Vandœuvre-lès-Nancy,5.57
35238,Rennes,56013,Belz,5.12
35238,Rennes,56055,Étel,4.79
35238,Rennes,56075,Guer,4.26
35238,Rennes,56090,Inzinzac-Lochrist,5.0
35238,Rennes,56098,Lanester,5.04
35238,Rennes,56121,Lorient,89.81
35238,Rennes,56144,Évellys,4.76
35238,Rennes,56165,Ploërmel,1.0
35238,Rennes,56178,Pontivy,2.61
35238,Rennes,56221,Saint-Jacut-les-Pins,3.33
35238,Rennes,56260,Vannes,76.22
35238,Rennes,57463,Metz,1.41
35238,Rennes,57465,Metzervisse,1.76
35238,Rennes,57683,Uckange,6.5
35238,Rennes,59009,Villeneuve-d'Ascq,16.39
35238,Rennes,59163,Croix,5.77
35238,Rennes,59350,Lille,52.2
35238,Rennes,59507,Ronchin,5.79
35238,Rennes,59512,Roubaix,21.32
35238,Rennes,60057,Beauvais,12.76
35238,Rennes,60159,Compiègne,0.99
35238,Rennes,61001,Alençon,4.85
35238,Rennes,61464,Sées,1.6
35238,Rennes,62041,Arras,2.8
35238,Rennes,62160,Boulogne-sur-Mer,4.4
35238,Rennes,63113,Clermont-Ferrand,7.72
35238,Rennes,65219,Hères,10.2
35238,Rennes,67482,Strasbourg,5.85
35238,Rennes,69034,Caluire-et-Cuire,2.4
35238,Rennes,69266,Villeurbanne,8.64
35238,Rennes,69381,Lyon 1er Arrondissement,4.85
35238,Rennes,69382,Lyon 2e Arrondissement,13.21
35238,Rennes,69383,Lyon 3e Arrondissement,5.35
35238,Rennes,69384,Lyon 4e Arrondissement,4.21
35238,Rennes,69387,Lyon 7e Arrondissement,11.78
35238,Rennes,69388,Lyon 8e Arrondissement,8.27
35238,Rennes,69389,Lyon 9e Arrondissement,1.59
35238,Rennes,71014,Autun,6.56
35238,Rennes,72154,La Flèche,10.0
35238,Rennes,72181,Le Mans,10.57
35238,Rennes,73142,Landry,0.8
35238,Rennes,75101,Paris 1er Arrondissement,4.86
35238,Rennes,75102,Paris 2e Arrondissement,8.31
35238,Rennes,75103,Paris 3e Arrondissement,11.28
35238,Rennes,75104,Paris 4e Arrondissement,4.92
35238,Rennes,75105,Paris 5e Arrondissement,33.02
35238,Rennes,75106,Paris 6e Arrondissement,43.61
35238,Rennes,75107,Paris 7e Arrondissement,31.49
35238,Rennes,75109,Paris 9e Arrondissement,6.67
35238,Rennes,75110,Paris 10e Arrondissement,9.71
35238,Rennes,75111,Paris 11e Arrondissement,7.58
35238,Rennes,75112,Paris 12e Arrondissement,7.7
35238,Rennes,75113,Paris 13e Arrondissement,17.37
35238,Rennes,75114,Paris 14e Arrondissement,16.45
35238,Rennes,75115,Paris 15e Arrondissement,77.38
35238,Rennes,75116,Paris 16e Arrondissement,1.08
35238,Rennes,75117,Paris 17e Arrondissement,12.68
35238,Rennes,75118,Paris 18e Arrondissement,25.49
35238,Rennes,75119,Paris 19e Arrondissement,8.05
35238,Rennes,75120,Paris 20e Arrondissement,1.57
35238,Rennes,76212,Darnétal,1.63
35238,Rennes,76351,Le Havre,16.92
35238,Rennes,76451,Mont-Saint-Aignan,1.59
35238,Rennes,76540,Rouen,8.12
35238,Rennes,77018,Bailly-Romainvilliers,3.61
35238,Rennes,78297,Guyancourt,1.63
35238,Rennes,78440,Les Mureaux,9.78
35238,Rennes,78575,Saint-Rémy-lès-Chevreuse,3.71
35238,Rennes,78646,Versailles,17.12
35238,Rennes,79329,Thouars,4.99
35238,Rennes,80021,Amiens,22.84
35238,Rennes,83137,Toulon,1.08
35238,Rennes,85109,Les Herbiers,6.15
35238,Rennes,85191,La Roche-sur-Yon,7.77
35238,Rennes,85238,Saint-Laurent-sur-Sèvre,1.27
35238,Rennes,86062,Chasseneuil-du-Poitou,5.01
35238,Rennes,86115,Jaunay-Marigny,5.3
35238,Rennes,86194,Poitiers,9.82
35238,Rennes,89387,Sens,1.42
35238,Rennes,91228,Évry-Courcouronnes,1.28
35238,Rennes,91272,Gif-sur-Yvette,4.3
35238,Rennes,91471,Orsay,1.52
35238,Rennes,92012,Boulogne-Billancourt,1.25
35238,Rennes,92026,Courbevoie,2.13
35238,Rennes,92044,Levallois-Perret,10.2
35238,Rennes,92049,Montrouge,4.48
35238,Rennes,92050,Nanterre,25.32
35238,Rennes,92051,Neuilly-sur-Seine,5.1
35238,Rennes,92063,Rueil-Malmaison,0.89
35238,Rennes,92071,Sceaux,1.81
35238,Rennes,92073,Suresnes,4.74
35238,Rennes,93006,Bagnolet,8.45
35238,Rennes,93008,Bobigny,5.62
35238,Rennes,93046,Livry-Gargan,5.58
35238,Rennes,93048,Montreuil,5.87
35238,Rennes,93066,Saint-Denis,11.58
35238,Rennes,93079,Villetaneuse,1.81
35238,Rennes,94003,Arcueil,0.99
35238,Rennes,94011,Bonneuil-sur-Marne,4.31
35238,Rennes,94022,Choisy-le-Roi,1.1
35238,Rennes,94028,Créteil,8.83
35238,Rennes,94043,Le Kremlin-Bicêtre,6.59
35238,Rennes,94076,Villejuif,1.09
35238,Rennes,95127,Cergy,3.64
35238,Rennes,95428,Montmorency,4.46
35238,Rennes,97121,Pointe-Noire,1.81
35238,Rennes,97302,Cayenne,1.03
35240,Le Rheu,21231,Dijon,4.99
35240,Le Rheu,22106,Langueux,4.99
35240,Le Rheu,22136,Loudéac,4.99
35240,Le Rheu,22162,Paimpol,9.99
35240,Le Rheu,22325,Saint-Quay-Portrieux,4.99
35240,Le Rheu,29232,Quimper,4.99
35240,Le Rheu,35016,Baulon,4.99
35240,Le Rheu,35047,Bruz,39.96
35240,Le Rheu,35051,Cesson-Sévigné,14.98
35240,Le Rheu,35055,Chantepie,4.99
35240,Le Rheu,35076,Chavagne,4.99
35240,Le Rheu,35093,Dinard,9.99
35240,Le Rheu,35131,L'Hermitage,19.98
35240,Le Rheu,35184,Montauban-de-Bretagne,9.99
35240,Le Rheu,35188,Montfort-sur-Meu,4.99
35240,Le Rheu,35196,Mordelles,89.91
35240,Le Rheu,35210,Pacé,9.99
35240,Le Rheu,35236,Redon,9.99
35240,Le Rheu,35238,Rennes,579.39
35240,Le Rheu,35240,Le Rheu,1763.29
35240,Le Rheu,35278,Saint-Grégoire,19.98
35240,Le Rheu,35360,Vitré,4.99
35240,Le Rheu,44109,Nantes,19.98
35240,Le Rheu,44143,Rezé,4.99
35240,Le Rheu,49007,Angers,4.99
35240,Le Rheu,56121,Lorient,9.99
35240,Le Rheu,56178,Pontivy,4.99
35240,Le Rheu,56260,Vannes,9.99
35240,Le Rheu,61001,Alençon,4.99
35240,Le Rheu,75110,Paris 10e Arrondissement,4.99
35240,Le Rheu,75119,Paris 19e Arrondissement,4.99
35240,Le Rheu,75120,Paris 20e Arrondissement,4.99
35245,Romillé,22050,Dinan,5.19
35245,Romillé,22136,Loudéac,4.96
35245,Romillé,35024,Betton,5.03
35245,Romillé,35047,Bruz,10.07
35245,Romillé,35051,Cesson-Sévigné,30.06
35245,Romillé,35055,Chantepie,4.96
35245,Romillé,35115,Fougères,4.96
35245,Romillé,35120,Gévezé,35.09
35245,Romillé,35135,Irodouër,4.96
35245,Romillé,35144,Langan,10.38
35245,Romillé,35177,La Mézière,4.96
35245,Romillé,35184,Montauban-de-Bretagne,45.32
35245,Romillé,35188,Montfort-sur-Meu,55.47
35245,Romillé,35210,Pacé,20.14
35245,Romillé,35216,Parthenay-de-Bretagne,5.03
35245,Romillé,35238,Rennes,251.17
35245,Romillé,35245,Romillé,586.05
35245,Romillé,35278,Saint-Grégoire,20.06
35245,Romillé,35288,Saint-Malo,5.11
35245,Romillé,35337,Tinténiac,10.07
35245,Romillé,49007,Angers,4.88
35245,Romillé,53130,Laval,5.11
35245,Romillé,94076,Villejuif,5.03
35250,Saint-Armel,14118,Caen,5.27
35250,Saint-Armel,22278,Saint-Brieuc,5.27
35250,Saint-Armel,35016,Baulon,5.13
35250,Saint-Armel,35032,Bourgbarré,10.68
35250,Saint-Armel,35047,Bruz,10.68
35250,Saint-Armel,35055,Chantepie,5.48
35250,Saint-Armel,35093,Dinard,5.2
35250,Saint-Armel,35136,Janzé,31.49
35250,Saint-Armel,35238,Rennes,175.2
35250,Saint-Armel,35250,Saint-Armel,236.84
35250,Saint-Armel,35266,Saint-Erblon,5.27
35250,Saint-Armel,35352,Vern-sur-Seiche,111.04
35250,Saint-Armel,44109,Nantes,5.27
35250,Saint-Armel,53130,Laval,5.41
35250,Saint-Armel,59383,Marly,5.27
35250,Saint-Armel,75114,Paris 14e Arrondissement,5.27
35266,Saint-Erblon,14118,Caen,5.28
35266,Saint-Erblon,35047,Bruz,52.21
35266,Saint-Erblon,35051,Cesson-Sévigné,5.21
35266,Saint-Erblon,35054,Chanteloup,10.56
35266,Saint-Erblon,35206,Noyal-Châtillon-sur-Seiche,5.34
35266,Saint-Erblon,35208,Orgères,46.68
35266,Saint-Erblon,35238,Rennes,209.23
35266,Saint-Erblon,35250,Saint-Armel,10.43
35266,Saint-Erblon,35251,Saint-Aubin-d'Aubigné,5.28
35266,Saint-Erblon,35266,Saint-Erblon,521.35
35266,Saint-Erblon,71270,Mâcon,10.68
35275,Saint-Gilles,11310,Rennes-les-Bains,4.99
35275,Saint-Gilles,22050,Dinan,4.73
35275,Saint-Gilles,22147,Merdrignac,9.63
35275,Saint-Gilles,33243,Libourne,4.99
35275,Saint-Gilles,35040,Breteil,14.96
35275,Saint-Gilles,35047,Bruz,24.95
35275,Saint-Gilles,35051,Cesson-Sévigné,24.42
35275,Saint-Gilles,35066,Chartres-de-Bretagne,9.63
35275,Saint-Gilles,35120,Gévezé,5.08
35275,Saint-Gilles,35131,L'Hermitage,9.89
35275,Saint-Gilles,35136,Janzé,4.99
35275,Saint-Gilles,35137,Javené,4.81
35275,Saint-Gilles,35184,Montauban-de-Bretagne,4.9
35275,Saint-Gilles,35188,Montfort-sur-Meu,25.39
35275,Saint-Gilles,35196,Mordelles,10.07
35275,Saint-Gilles,35210,Pacé,109.57
35275,Saint-Gilles,35238,Rennes,257.94
35275,Saint-Gilles,35240,Le Rheu,190.28
35275,Saint-Gilles,35275,Saint-Gilles,598.59
35275,Saint-Gilles,35278,Saint-Grégoire,34.92
35275,Saint-Gilles,53130,Laval,5.08
35275,Saint-Gilles,67482,Strasbourg,4.99
35275,Saint-Gilles,75101,Paris 1er Arrondissement,5.08
35275,Saint-Gilles,92026,Courbevoie,5.08
35275,Saint-Gilles,94028,Créteil,4.9
35278,Saint-Grégoire,14118,Caen,5.07
35278,Saint-Grégoire,29019,Brest,9.81
35278,Saint-Grégoire,29212,Plouzané,5.29
35278,Saint-Grégoire,29232,Quimper,4.85
35278,Saint-Grégoire,35024,Betton,4.85
35278,Saint-Grégoire,35031,La Bouëxière,4.85
35278,Saint-Grégoire,35047,Bruz,49.63
35278,Saint-Grégoire,35051,Cesson-Sévigné,15.31
35278,Saint-Grégoire,35059,La Chapelle-des-Fougeretz,4.85
35278,Saint-Grégoire,35238,Rennes,826.84
35278,Saint-Grégoire,35278,Saint-Grégoire,1519.66
35278,Saint-Grégoire,35284,Saint-Jouan-des-Guérets,5.29
35278,Saint-Grégoire,44109,Nantes,4.65
35278,Saint-Grégoire,49007,Angers,10.13
35278,Saint-Grégoire,56121,Lorient,9.61
35278,Saint-Grégoire,59350,Lille,4.96
35278,Saint-Grégoire,75116,Paris 16e Arrondissement,4.55
35278,Saint-Grégoire,92026,Courbevoie,4.96
35278,Saint-Grégoire,94028,Créteil,4.85
35281,Saint-Jacques-de-la-Lande,09225,Pamiers,4.17
35281,Saint-Jacques-de-la-Lande,13039,Fos-sur-Mer,8.08
35281,Saint-Jacques-de-la-Lande,22215,Ploufragan,1.15
35281,Saint-Jacques-de-la-Lande,29019,Brest,2.16
35281,Saint-Jacques-de-la-Lande,32269,Monfort,5.4
35281,Saint-Jacques-de-la-Lande,34198,Pérols,7.05
35281,Saint-Jacques-de-la-Lande,35012,Bain-de-Bretagne,8.19
35281,Saint-Jacques-de-la-Lande,35037,Bréal-sous-Montfort,2.33
35281,Saint-Jacques-de-la-Lande,35047,Bruz,260.49
35281,Saint-Jacques-de-la-Lande,35051,Cesson-Sévigné,65.64
35281,Saint-Jacques-de-la-Lande,35055,Chantepie,29.53
35281,Saint-Jacques-de-la-Lande,35093,Dinard,1.26
35281,Saint-Jacques-de-la-Lande,35210,Pacé,1.3
35281,Saint-Jacques-de-la-Lande,35223,Plélan-le-Grand,16.69
35281,Saint-Jacques-de-la-Lande,35238,Rennes,1359.28
35281,Saint-Jacques-de-la-Lande,35240,Le Rheu,9.04
35281,Saint-Jacques-de-la-Lande,35274,Saint-Germain-sur-Ille,2.0
35281,Saint-Jacques-de-la-Lande,35278,Saint-Grégoire,4.23
35281,Saint-Jacques-de-la-Lande,35281,Saint-Jacques-de-la-Lande,1602.47
35281,Saint-Jacques-de-la-Lande,35288,Saint-Malo,3.85
35281,Saint-Jacques-de-la-Lande,35315,Saint-Sulpice-la-Forêt,4.04
35281,Saint-Jacques-de-la-Lande,35352,Vern-sur-Seiche,4.04
35281,Saint-Jacques-de-la-Lande,35360,Vitré,2.7
35281,Saint-Jacques-de-la-Lande,35363,Pont-Péan,2.22
