Code_commune_residence,Commune_residence,Code_lieu_etudes,Lieu_etudes,Eleves_etudiants_flux_domicile_etudes
35281,Saint-Jacques-de-la-Lande,37261,Tours,2.7
35281,Saint-Jacques-de-la-Lande,44109,Nantes,8.83
35281,Saint-Jacques-de-la-Lande,44189,Sainte-Reine-de-Bretagne,1.26
35281,Saint-Jacques-de-la-Lande,45234,Orléans,4.09
35281,Saint-Jacques-de-la-Lande,49007,Angers,1.58
35281,Saint-Jacques-de-la-Lande,53130,Laval,1.11
35281,Saint-Jacques-de-la-Lande,56121,Lorient,3.48
35281,Saint-Jacques-de-la-Lande,56162,Ploemeur,8.19
35281,Saint-Jacques-de-la-Lande,59009,Villeneuve-d'Ascq,1.3
35281,Saint-Jacques-de-la-Lande,63113,Clermont-Ferrand,1.15
35281,Saint-Jacques-de-la-Lande,69381,Lyon 1er Arrondissement,3.64
35281,Saint-Jacques-de-la-Lande,75106,Paris 6e Arrondissement,3.53
35281,Saint-Jacques-de-la-Lande,81047,Cadix,4.09
35315,Saint-Sulpice-la-Forêt,35051,Cesson-Sévigné,5.01
35315,Saint-Sulpice-la-Forêt,35152,Liffré,50.06
35315,Saint-Sulpice-la-Forêt,35238,Rennes,150.19
35315,Saint-Sulpice-la-Forêt,35251,Saint-Aubin-d'Aubigné,5.01
35315,Saint-Sulpice-la-Forêt,35278,Saint-Grégoire,10.01
35315,Saint-Sulpice-la-Forêt,35288,Saint-Malo,5.01
35315,Saint-Sulpice-la-Forêt,35315,Saint-Sulpice-la-Forêt,155.2
35315,Saint-Sulpice-la-Forêt,49007,Angers,5.01
35315,Saint-Sulpice-la-Forêt,67482,Strasbourg,5.01
35334,Thorigné-Fouillard,22278,Saint-Brieuc,4.94
35334,Thorigné-Fouillard,34198,Pérols,4.83
35334,Thorigné-Fouillard,35024,Betton,4.83
35334,Thorigné-Fouillard,35047,Bruz,10.01
35334,Thorigné-Fouillard,35051,Cesson-Sévigné,208.36
35334,Thorigné-Fouillard,35055,Chantepie,5.06
35334,Thorigné-Fouillard,35115,Fougères,4.83
35334,Thorigné-Fouillard,35123,Goven,5.06
35334,Thorigné-Fouillard,35152,Liffré,78.88
35334,Thorigné-Fouillard,35238,Rennes,771.81
35334,Thorigné-Fouillard,35253,Saint-Aubin-du-Cormier,5.19
35334,Thorigné-Fouillard,35278,Saint-Grégoire,5.06
35334,Thorigné-Fouillard,35281,Saint-Jacques-de-la-Lande,4.94
35334,Thorigné-Fouillard,35315,Saint-Sulpice-la-Forêt,4.94
35334,Thorigné-Fouillard,35334,Thorigné-Fouillard,899.4
35334,Thorigné-Fouillard,44109,Nantes,15.32
35334,Thorigné-Fouillard,49007,Angers,5.06
35334,Thorigné-Fouillard,56007,Auray,4.94
35334,Thorigné-Fouillard,56260,Vannes,5.06
35334,Thorigné-Fouillard,72181,Le Mans,10.63
35334,Thorigné-Fouillard,75117,Paris 17e Arrondissement,5.19
35334,Thorigné-Fouillard,79185,Aigondigné,5.06
35351,Le Verger,22215,Ploufragan,5.42
35351,Le Verger,35047,Bruz,15.47
35351,Le Verger,35093,Dinard,4.84
35351,Le Verger,35187,Monterfil,5.22
35351,Le Verger,35188,Montfort-sur-Meu,37.35
35351,Le Verger,35196,Mordelles,103.67
35351,Le Verger,35210,Pacé,5.22
35351,Le Verger,35238,Rennes,62.88
35351,Le Verger,35240,Le Rheu,10.44
35351,Le Verger,35351,Le Verger,116.68
35352,Vern-sur-Seiche,14118,Caen,4.65
35352,Vern-sur-Seiche,29039,Concarneau,4.81
35352,Vern-sur-Seiche,33376,Saint-Aubin-de-Médoc,15.0
35352,Vern-sur-Seiche,35012,Bain-de-Bretagne,4.81
35352,Vern-sur-Seiche,35047,Bruz,23.92
35352,Vern-sur-Seiche,35051,Cesson-Sévigné,44.73
35352,Vern-sur-Seiche,35055,Chantepie,52.99
35352,Vern-sur-Seiche,35115,Fougères,4.99
35352,Vern-sur-Seiche,35204,Nouvoitou,4.81
35352,Vern-sur-Seiche,35206,Noyal-Châtillon-sur-Seiche,4.99
35352,Vern-sur-Seiche,35238,Rennes,657.3
35352,Vern-sur-Seiche,35240,Le Rheu,5.16
35352,Vern-sur-Seiche,35266,Saint-Erblon,9.63
35352,Vern-sur-Seiche,35281,Saint-Jacques-de-la-Lande,4.99
35352,Vern-sur-Seiche,35352,Vern-sur-Seiche,982.26
35352,Vern-sur-Seiche,49007,Angers,4.81
35352,Vern-sur-Seiche,49328,Saumur,4.81
35352,Vern-sur-Seiche,59350,Lille,5.16
35352,Vern-sur-Seiche,72154,La Flèche,5.16
35353,Vezin-le-Coquet,22251,Pordic,4.99
35353,Vezin-le-Coquet,27229,Évreux,4.99
35353,Vezin-le-Coquet,35047,Bruz,24.94
35353,Vezin-le-Coquet,35051,Cesson-Sévigné,34.92
35353,Vezin-le-Coquet,35055,Chantepie,4.99
35353,Vezin-le-Coquet,35176,Guipry-Messac,9.98
35353,Vezin-le-Coquet,35210,Pacé,139.69
35353,Vezin-le-Coquet,35238,Rennes,473.95
35353,Vezin-le-Coquet,35240,Le Rheu,24.94
35353,Vezin-le-Coquet,35278,Saint-Grégoire,9.98
35353,Vezin-le-Coquet,35284,Saint-Jouan-des-Guérets,4.99
35353,Vezin-le-Coquet,35353,Vezin-le-Coquet,673.51
35353,Vezin-le-Coquet,44109,Nantes,4.99
35353,Vezin-le-Coquet,53130,Laval,4.99
35353,Vezin-le-Coquet,56182,Priziac,4.99
35363,Pont-Péan,33522,Talence,4.72
35363,Pont-Péan,35047,Bruz,217.04
35363,Pont-Péan,35051,Cesson-Sévigné,9.45
35363,Pont-Péan,35066,Chartres-de-Bretagne,150.39
35363,Pont-Péan,35139,Laillé,12.59
35363,Pont-Péan,35208,Orgères,19.26
35363,Pont-Péan,35238,Rennes,285.47
35363,Pont-Péan,35278,Saint-Grégoire,4.91
35363,Pont-Péan,35363,Pont-Péan,316.2
35363,Pont-Péan,47001,Agen,4.54
35363,Pont-Péan,56075,Guer,4.54
35363,Pont-Péan,69081,Écully,4.54
35363,Pont-Péan,72264,Sablé-sur-Sarthe,4.54
38057,Bresson,38057,Bresson,35.06
38057,Bresson,38151,Échirolles,35.07
38057,Bresson,38179,Gières,5.13
38057,Bresson,38185,Grenoble,30.08
38057,Bresson,38229,Meylan,10.26
38057,Bresson,38421,Saint-Martin-d'Hères,10.12
38057,Bresson,74096,Cruseilles,4.99
38057,Bresson,76540,Rouen,4.85
38059,Brié-et-Angonnes,26074,La Chapelle-en-Vercors,4.98
38059,Brié-et-Angonnes,31035,Auzeville-Tolosane,4.98
38059,Brié-et-Angonnes,31555,Toulouse,4.98
38059,Brié-et-Angonnes,38059,Brié-et-Angonnes,179.42
38059,Brié-et-Angonnes,38151,Échirolles,9.97
38059,Brié-et-Angonnes,38158,Eybens,4.98
38059,Brié-et-Angonnes,38169,Fontaine,4.98
38059,Brié-et-Angonnes,38179,Gières,4.98
38059,Brié-et-Angonnes,38185,Grenoble,64.79
38059,Brié-et-Angonnes,38188,Herbeys,4.98
38059,Brié-et-Angonnes,38200,Jarrie,59.81
38059,Brié-et-Angonnes,38229,Meylan,4.98
38059,Brié-et-Angonnes,38421,Saint-Martin-d'Hères,64.79
38059,Brié-et-Angonnes,38516,La Tronche,9.97
38059,Brié-et-Angonnes,38562,Vizille,44.85
38059,Brié-et-Angonnes,73065,Chambéry,4.98
38059,Brié-et-Angonnes,75111,Paris 11e Arrondissement,4.98
38068,Champagnier,38057,Bresson,10.1
38068,Champagnier,38068,Champagnier,156.57
38068,Champagnier,38111,Claix,5.05
38068,Champagnier,38151,Échirolles,10.1
38068,Champagnier,38158,Eybens,5.05
38068,Champagnier,38179,Gières,5.05
38068,Champagnier,38185,Grenoble,60.61
38068,Champagnier,38200,Jarrie,50.51
38068,Champagnier,38421,Saint-Martin-d'Hères,20.2
38068,Champagnier,38486,Seyssins,15.15
38068,Champagnier,38516,La Tronche,5.05
38068,Champagnier,38524,Varces-Allières-et-Risset,20.2
38068,Champagnier,38562,Vizille,10.1
38068,Champagnier,42218,Saint-Étienne,5.05
38071,Champ-sur-Drac,31555,Toulouse,5.03
38071,Champ-sur-Drac,38071,Champ-sur-Drac,296.29
38071,Champ-sur-Drac,38140,Crolles,5.03
38071,Champ-sur-Drac,38151,Échirolles,10.25
38071,Champ-sur-Drac,38179,Gières,5.12
38071,Champ-sur-Drac,38185,Grenoble,55.91
38071,Champ-sur-Drac,38200,Jarrie,141.16
38071,Champ-sur-Drac,38269,La Mure,4.85
38071,Champ-sur-Drac,38317,Le Pont-de-Claix,5.03
38071,Champ-sur-Drac,38382,Saint-Égrève,5.22
38071,Champ-sur-Drac,38388,Saint-Georges-de-Commiers,5.12
38071,Champ-sur-Drac,38397,Saint-Ismier,5.03
38071,Champ-sur-Drac,38421,Saint-Martin-d'Hères,35.78
38071,Champ-sur-Drac,38545,Vif,25.62
38071,Champ-sur-Drac,38562,Vizille,85.72
38071,Champ-sur-Drac,73213,La Ravoire,14.81
38071,Champ-sur-Drac,75108,Paris 8e Arrondissement,5.12
38111,Claix,26083,Châteauneuf-de-Galaure,4.62
38111,Claix,26362,Valence,4.78
38111,Claix,38099,Chevrières,5.0
38111,Claix,38111,Claix,1120.84
38111,Claix,38126,Corenc,19.11
38111,Claix,38151,Échirolles,83.16
38111,Claix,38169,Fontaine,9.87
38111,Claix,38179,Gières,4.62
38111,Claix,38185,Grenoble,265.99
38111,Claix,38229,Meylan,4.94
38111,Claix,38269,La Mure,4.94
38111,Claix,38317,Le Pont-de-Claix,28.81
38111,Claix,38382,Saint-Égrève,10.21
38111,Claix,38421,Saint-Martin-d'Hères,107.66
38111,Claix,38474,Sassenage,10.04
38111,Claix,38485,Seyssinet-Pariset,19.11
38111,Claix,38486,Seyssins,4.78
38111,Claix,38516,La Tronche,4.62
38111,Claix,38524,Varces-Allières-et-Risset,9.55
38111,Claix,38545,Vif,14.49
38111,Claix,38562,Vizille,4.78
38111,Claix,45234,Orléans,4.78
38111,Claix,66136,Perpignan,4.78
38111,Claix,73008,Aix-les-Bains,4.62
38111,Claix,73065,Chambéry,14.33
38126,Corenc,31555,Toulouse,14.93
38126,Corenc,38126,Corenc,550.51
38126,Corenc,38151,Échirolles,5.1
38126,Corenc,38185,Grenoble,154.37
38126,Corenc,38229,Meylan,89.59
38126,Corenc,38239,Moirans,5.03
38126,Corenc,38314,Pontcharra,4.91
38126,Corenc,38397,Saint-Ismier,5.07
38126,Corenc,38399,Saint-Jean-de-Bournay,5.03
38126,Corenc,38421,Saint-Martin-d'Hères,64.47
38126,Corenc,38423,Saint-Martin-le-Vinoux,5.07
38126,Corenc,38485,Seyssinet-Pariset,4.95
38126,Corenc,38503,La Terrasse,5.1
38126,Corenc,38516,La Tronche,19.96
38126,Corenc,38565,Voreppe,5.1
38126,Corenc,44109,Nantes,4.91
38126,Corenc,69266,Villeurbanne,4.95
38126,Corenc,69383,Lyon 3e Arrondissement,14.97
38126,Corenc,73065,Chambéry,4.99
38126,Corenc,73213,La Ravoire,5.03
38150,Domène,31555,Toulouse,4.87
38150,Domène,34172,Montpellier,4.87
38150,Domène,38070,Le Champ-près-Froges,5.24
38150,Domène,38095,Chatte,4.99
38150,Domène,38126,Corenc,45.26
38150,Domène,38133,Coublevie,5.37
38150,Domène,38140,Crolles,4.99
38150,Domène,38150,Domène,854.93
38150,Domène,38151,Échirolles,25.44
38150,Domène,38158,Eybens,9.98
38150,Domène,38179,Gières,40.03
38150,Domène,38185,Grenoble,116.75
38150,Domène,38229,Meylan,19.95
38150,Domène,38271,Murianette,14.84
38150,Domène,38314,Pontcharra,4.99
38150,Domène,38357,Saint-André-le-Gaz,5.37
38150,Domène,38397,Saint-Ismier,4.87
38150,Domène,38421,Saint-Martin-d'Hères,191.84
38150,Domène,38431,Saint-Nazaire-les-Eymes,10.48
38150,Domène,38474,Sassenage,4.99
38150,Domène,38516,La Tronche,14.72
38150,Domène,38547,Villard-Bonnot,30.05
38150,Domène,38553,Villefontaine,4.87
38150,Domène,42218,Saint-Étienne,4.87
38150,Domène,69388,Lyon 8e Arrondissement,4.87
38150,Domène,73051,Le Bourget-du-Lac,5.24
38150,Domène,75107,Paris 7e Arrondissement,5.11
38150,Domène,75118,Paris 18e Arrondissement,5.11
38150,Domène,77377,Presles-en-Brie,5.11
38151,Échirolles,07186,Privas,1.58
38151,Échirolles,09241,Rabat-les-Trois-Seigneurs,6.83
38151,Échirolles,26281,Romans-sur-Isère,1.16
38151,Échirolles,26362,Valence,4.76
38151,Échirolles,31555,Toulouse,8.54
38151,Échirolles,33063,Bordeaux,4.35
38151,Échirolles,34172,Montpellier,1.47
38151,Échirolles,35238,Rennes,3.55
38151,Échirolles,36046,La Châtre,5.2
38151,Échirolles,38034,Beaurepaire,6.83
38151,Échirolles,38053,Bourgoin-Jallieu,1.6
38151,Échirolles,38057,Bresson,1.65
38151,Échirolles,38071,Champ-sur-Drac,1.56
38151,Échirolles,38111,Claix,35.98
38151,Échirolles,38126,Corenc,9.4
38151,Échirolles,38130,La Côte-Saint-André,3.97
38151,Échirolles,38133,Coublevie,8.52
38151,Échirolles,38140,Crolles,4.69
38151,Échirolles,38151,Échirolles,5920.15
38151,Échirolles,38158,Eybens,25.64
38151,Échirolles,38169,Fontaine,52.39
38151,Échirolles,38170,Fontanil-Cornillon,2.35
38151,Échirolles,38179,Gières,71.29
38151,Échirolles,38185,Grenoble,1886.4
38151,Échirolles,38200,Jarrie,13.3
38151,Échirolles,38226,Mens,3.97
38151,Échirolles,38229,Meylan,43.25
38151,Échirolles,38239,Moirans,37.46
38151,Échirolles,38249,Montbonnot-Saint-Martin,3.27
38151,Échirolles,38309,Poisat,13.19
38151,Échirolles,38317,Le Pont-de-Claix,54.96
38151,Échirolles,38332,Renage,2.79
38151,Échirolles,38382,Saint-Égrève,35.0
38151,Échirolles,38397,Saint-Ismier,8.03
38151,Échirolles,38421,Saint-Martin-d'Hères,683.4
38151,Échirolles,38423,Saint-Martin-le-Vinoux,2.1
38151,Échirolles,38474,Sassenage,23.03
38151,Échirolles,38485,Seyssinet-Pariset,50.23
38151,Échirolles,38486,Seyssins,21.48
38151,Échirolles,38487,Seyssuel,3.07
38151,Échirolles,38503,La Terrasse,3.63
38151,Échirolles,38504,Theys,4.3
38151,Échirolles,38516,La Tronche,35.52
38151,Échirolles,38524,Varces-Allières-et-Risset,1.31
38151,Échirolles,38540,Veurey-Voroize,4.88
38151,Échirolles,38553,Villefontaine,7.1
38151,Échirolles,38562,Vizille,33.74
38151,Échirolles,38563,Voiron,5.1
38151,Échirolles,38565,Voreppe,4.88
38151,Échirolles,39370,Mouchard,7.46
38151,Échirolles,42218,Saint-Étienne,12.82
38151,Échirolles,44184,Saint-Nazaire,3.91
38151,Échirolles,45234,Orléans,1.47
38151,Échirolles,51454,Reims,4.35
38151,Échirolles,69279,Jonage,1.16
38151,Échirolles,69381,Lyon 1er Arrondissement,1.0
38151,Échirolles,69383,Lyon 3e Arrondissement,4.99
38151,Échirolles,69386,Lyon 6e Arrondissement,3.01
38151,Échirolles,69387,Lyon 7e Arrondissement,6.71
38151,Échirolles,69388,Lyon 8e Arrondissement,1.22
38151,Échirolles,69389,Lyon 9e Arrondissement,2.79
38151,Échirolles,73065,Chambéry,24.81
38151,Échirolles,73179,La Motte-Servolex,4.99
38151,Échirolles,74010,Annecy,3.55
38151,Échirolles,75103,Paris 3e Arrondissement,1.47
38151,Échirolles,75105,Paris 5e Arrondissement,4.35
38151,Échirolles,75108,Paris 8e Arrondissement,4.69
38151,Échirolles,75111,Paris 11e Arrondissement,2.55
38151,Échirolles,75115,Paris 15e Arrondissement,11.09
38151,Échirolles,75117,Paris 17e Arrondissement,2.9
38151,Échirolles,76351,Le Havre,1.22
38151,Échirolles,84007,Avignon,4.07
38151,Échirolles,86066,Châtellerault,4.99
38151,Échirolles,92049,Montrouge,7.58
38151,Échirolles,92050,Nanterre,7.39
38151,Échirolles,94028,Créteil,1.47
38151,Échirolles,97411,Saint-Denis,3.61
38151,Échirolles,SU96F,LAUSANNE,4.74
38158,Eybens,01235,Marlieux,4.98
38158,Eybens,06088,Nice,5.25
38158,Eybens,19270,Troche,3.04
38158,Eybens,26362,Valence,3.04
38158,Eybens,30007,Alès,2.92
38158,Eybens,34172,Montpellier,2.65
38158,Eybens,38004,L'Albenc,6.18
38158,Eybens,38053,Bourgoin-Jallieu,2.92
38158,Eybens,38057,Bresson,5.2
38158,Eybens,38059,Brié-et-Angonnes,12.03
38158,Eybens,38085,Charvieu-Chavagneux,2.12
38158,Eybens,38102,Chèzeneuve,1.06
38158,Eybens,38111,Claix,4.5
38158,Eybens,38126,Corenc,15.21
38158,Eybens,38130,La Côte-Saint-André,2.83
38158,Eybens,38150,Domène,7.59
38158,Eybens,38151,Échirolles,158.5
38158,Eybens,38158,Eybens,1103.32
38158,Eybens,38169,Fontaine,15.48
38158,Eybens,38179,Gières,49.83
38158,Eybens,38185,Grenoble,483.71
38158,Eybens,38200,Jarrie,3.04
38158,Eybens,38226,Mens,5.42
38158,Eybens,38229,Meylan,14.78
38158,Eybens,38309,Poisat,8.96
38158,Eybens,38317,Le Pont-de-Claix,3.42
38158,Eybens,38382,Saint-Égrève,1.06
38158,Eybens,38397,Saint-Ismier,12.97
38158,Eybens,38421,Saint-Martin-d'Hères,199.18
38158,Eybens,38422,Saint-Martin-d'Uriage,7.39
38158,Eybens,38474,Sassenage,5.74
38158,Eybens,38485,Seyssinet-Pariset,10.54
38158,Eybens,38486,Seyssins,4.37
38158,Eybens,38507,Tignieu-Jameyzieu,1.06
38158,Eybens,38516,La Tronche,17.1
38158,Eybens,38524,Varces-Allières-et-Risset,3.98
38158,Eybens,38545,Vif,3.04
38158,Eybens,38562,Vizille,4.25
38158,Eybens,38563,Voiron,2.39
38158,Eybens,38565,Voreppe,11.19
38158,Eybens,69256,Vaulx-en-Velin,4.57
38158,Eybens,69266,Villeurbanne,2.71
38158,Eybens,69383,Lyon 3e Arrondissement,2.92
38158,Eybens,69384,Lyon 4e Arrondissement,2.85
38158,Eybens,69385,Lyon 5e Arrondissement,2.83
38158,Eybens,69388,Lyon 8e Arrondissement,11.77
38158,Eybens,73065,Chambéry,5.47
38158,Eybens,95127,Cergy,4.21
38169,Fontaine,04004,Allemagne-en-Provence,3.91
38169,Fontaine,13117,Vitrolles,4.67
38169,Fontaine,21231,Dijon,6.54
38169,Fontaine,26362,Valence,7.53
38169,Fontaine,33063,Bordeaux,3.35
38169,Fontaine,34172,Montpellier,7.14
38169,Fontaine,38053,Bourgoin-Jallieu,5.05
38169,Fontaine,38059,Brié-et-Angonnes,5.05
38169,Fontaine,38111,Claix,11.45
38169,Fontaine,38126,Corenc,11.56
38169,Fontaine,38130,La Côte-Saint-André,4.68
38169,Fontaine,38134,Cour-et-Buis,2.48
38169,Fontaine,38151,Échirolles,58.68
38169,Fontaine,38158,Eybens,5.05
38169,Fontaine,38162,Faverges-de-la-Tour,3.43
38169,Fontaine,38163,Le Haut-Bréda,1.27
38169,Fontaine,38169,Fontaine,2733.64
38169,Fontaine,38170,Fontanil-Cornillon,10.9
38169,Fontaine,38179,Gières,18.34
38169,Fontaine,38185,Grenoble,1023.78
38169,Fontaine,38229,Meylan,19.6
38169,Fontaine,38239,Moirans,20.64
38169,Fontaine,38242,Monestier-de-Clermont,4.47
38169,Fontaine,38281,Noyarey,7.01
38169,Fontaine,38317,Le Pont-de-Claix,10.42
38169,Fontaine,38332,Renage,5.05
38169,Fontaine,38337,Rives,1.34
38169,Fontaine,38382,Saint-Égrève,21.13
38169,Fontaine,38383,Saint-Étienne-de-Crossey,4.43
38169,Fontaine,38421,Saint-Martin-d'Hères,295.72
38169,Fontaine,38474,Sassenage,97.07
38169,Fontaine,38485,Seyssinet-Pariset,396.3
38169,Fontaine,38486,Seyssins,23.11
38169,Fontaine,38490,Sillans,5.05
38169,Fontaine,38516,La Tronche,25.83
38169,Fontaine,38540,Veurey-Voroize,12.0
38169,Fontaine,38545,Vif,4.25
38169,Fontaine,38562,Vizille,13.41
38169,Fontaine,38563,Voiron,20.81
38169,Fontaine,51454,Reims,1.12
38169,Fontaine,59350,Lille,1.12
38169,Fontaine,66136,Perpignan,8.93
38169,Fontaine,69081,Écully,5.97
38169,Fontaine,69264,Villefranche-sur-Saône,7.67
38169,Fontaine,69266,Villeurbanne,5.56
38169,Fontaine,69382,Lyon 2e Arrondissement,5.94
38169,Fontaine,69383,Lyon 3e Arrondissement,9.48
38169,Fontaine,69388,Lyon 8e Arrondissement,4.59
38169,Fontaine,73051,Le Bourget-du-Lac,1.28
38169,Fontaine,73065,Chambéry,19.68
38169,Fontaine,94022,Choisy-le-Roi,4.76
38170,Fontanil-Cornillon,01004,Ambérieu-en-Bugey,5.11
38170,Fontanil-Cornillon,34172,Montpellier,5.11
38170,Fontanil-Cornillon,38126,Corenc,4.95
38170,Fontanil-Cornillon,38169,Fontaine,4.95
38170,Fontanil-Cornillon,38170,Fontanil-Cornillon,320.37
38170,Fontanil-Cornillon,38185,Grenoble,120.99
38170,Fontanil-Cornillon,38269,La Mure,4.48
38170,Fontanil-Cornillon,38382,Saint-Égrève,38.93
38170,Fontanil-Cornillon,38400,Saint-Jean-de-Moirans,9.9
38170,Fontanil-Cornillon,38421,Saint-Martin-d'Hères,29.86
38170,Fontanil-Cornillon,38423,Saint-Martin-le-Vinoux,100.5
38170,Fontanil-Cornillon,38485,Seyssinet-Pariset,4.78
38170,Fontanil-Cornillon,38563,Voiron,4.63
38179,Gières,21231,Dijon,5.19
38179,Gières,26281,Romans-sur-Isère,5.13
38179,Gières,26324,Saint-Paul-Trois-Châteaux,5.15
38179,Gières,34172,Montpellier,10.37
38179,Gières,36024,Bretagne,10.37
38179,Gières,38126,Corenc,35.97
38179,Gières,38130,La Côte-Saint-André,5.07
38179,Gières,38150,Domène,15.38
38179,Gières,38151,Échirolles,31.02
38179,Gières,38169,Fontaine,10.29
38179,Gières,38170,Fontanil-Cornillon,5.11
38179,Gières,38179,Gières,1078.21
38179,Gières,38185,Grenoble,247.34
38179,Gières,38229,Meylan,25.63
38179,Gières,38247,Montalieu-Vercieu,5.13
38179,Gières,38271,Murianette,5.13
38179,Gières,38314,Pontcharra,5.15
38179,Gières,38317,Le Pont-de-Claix,10.35
38179,Gières,38397,Saint-Ismier,5.13
38179,Gières,38421,Saint-Martin-d'Hères,696.85
38179,Gières,38471,Le Sappey-en-Chartreuse,5.17
38179,Gières,38516,La Tronche,56.81
38179,Gières,38545,Vif,10.29
38179,Gières,38562,Vizille,5.17
38179,Gières,43157,Le Puy-en-Velay,5.17
38179,Gières,69382,Lyon 2e Arrondissement,5.17
38179,Gières,73065,Chambéry,5.17
38179,Gières,75105,Paris 5e Arrondissement,10.37
38179,Gières,94076,Villejuif,5.13
38185,Grenoble,01031,Bellignat,6.15
38185,Grenoble,01053,Bourg-en-Bresse,11.61
38185,Grenoble,01250,Misérieux,1.07
38185,Grenoble,02722,Soissons,4.85
38185,Grenoble,03190,Moulins,4.23
38185,Grenoble,06088,Nice,16.51
38185,Grenoble,06152,Valbonne,4.3
38185,Grenoble,07159,Mirabel,3.41
38185,Grenoble,08341,Poix-Terron,15.0
38185,Grenoble,08363,Revin,10.0
38185,Grenoble,08385,Saint-Laurent,15.0
38185,Grenoble,10387,Troyes,8.92
38185,Grenoble,11076,Castelnaudary,25.0
38185,Grenoble,13001,Aix-en-Provence,22.17
38185,Grenoble,13004,Arles,4.23
38185,Grenoble,13203,Marseille 3e Arrondissement,1.19
38185,Grenoble,13205,Marseille 5e Arrondissement,5.46
38185,Grenoble,13209,Marseille 9e Arrondissement,16.19
38185,Grenoble,13213,Marseille 13e Arrondissement,5.64
38185,Grenoble,13215,Marseille 15e Arrondissement,7.52
38185,Grenoble,14384,Luc-sur-Mer,1.03
38185,Grenoble,15120,Mauriac,1.0
38185,Grenoble,17300,La Rochelle,0.96
38185,Grenoble,21231,Dijon,31.31
38185,Grenoble,25388,Montbéliard,1.24
38185,Grenoble,26074,La Chapelle-en-Vercors,5.0
38185,Grenoble,26281,Romans-sur-Isère,2.95
38185,Grenoble,26362,Valence,45.4
38185,Grenoble,27229,Évreux,1.18
38185,Grenoble,29232,Quimper,5.21
38185,Grenoble,2A247,Porto-Vecchio,9.16
38185,Grenoble,30189,Nîmes,3.76
38185,Grenoble,31254,Labège,2.66
38185,Grenoble,31555,Toulouse,35.04
38185,Grenoble,33063,Bordeaux,24.44
38185,Grenoble,33318,Pessac,4.07
38185,Grenoble,34032,Béziers,1.04
38185,Grenoble,34172,Montpellier,24.42
38185,Grenoble,34198,Pérols,1.48
38185,Grenoble,35051,Cesson-Sévigné,1.33
38185,Grenoble,35095,Dol-de-Bretagne,1.0
38185,Grenoble,35234,Quédillac,2.66
38185,Grenoble,35236,Redon,1.03
38185,Grenoble,35238,Rennes,19.25
38185,Grenoble,35278,Saint-Grégoire,15.0
38185,Grenoble,36018,Le Blanc,5.0
38185,Grenoble,36044,Châteauroux,7.0
38185,Grenoble,37113,Le Grand-Pressigny,1.0
38185,Grenoble,37122,Joué-lès-Tours,1.03
38185,Grenoble,37127,Le Liège,4.16
38185,Grenoble,37179,Parçay-Meslay,1.03
38185,Grenoble,38006,Allevard,1.0
38185,Grenoble,38053,Bourgoin-Jallieu,16.4
38185,Grenoble,38059,Brié-et-Angonnes,5.39
38185,Grenoble,38095,Chatte,3.49
38185,Grenoble,38111,Claix,28.17
38185,Grenoble,38117,Cognin-les-Gorges,3.23
38185,Grenoble,38126,Corenc,151.03
38185,Grenoble,38130,La Côte-Saint-André,21.0
38185,Grenoble,38133,Coublevie,14.16
38185,Grenoble,38140,Crolles,7.56
38185,Grenoble,38144,Diémoz,1.0
38185,Grenoble,38151,Échirolles,476.8
38185,Grenoble,38158,Eybens,71.04
38185,Grenoble,38169,Fontaine,115.09
38185,Grenoble,38170,Fontanil-Cornillon,30.19
38185,Grenoble,38174,La Frette,6.55
38185,Grenoble,38179,Gières,181.39
38185,Grenoble,38182,Le Grand-Lemps,2.0
38185,Grenoble,38185,Grenoble,39939.78
38185,Grenoble,38188,Herbeys,1.31
38185,Grenoble,38200,Jarrie,3.19
38185,Grenoble,38229,Meylan,170.62
38185,Grenoble,38239,Moirans,59.79
38185,Grenoble,38247,Montalieu-Vercieu,1.24
38185,Grenoble,38249,Montbonnot-Saint-Martin,29.66
38185,Grenoble,38277,Notre-Dame-de-Commiers,6.0
38185,Grenoble,38309,Poisat,5.23
38185,Grenoble,38315,Le Pont-de-Beauvoisin,9.42
38185,Grenoble,38317,Le Pont-de-Claix,14.2
38185,Grenoble,38344,Roussillon,3.48
38185,Grenoble,38353,Saint-Alban-du-Rhône,1.0
38185,Grenoble,38357,Saint-André-le-Gaz,4.19
38185,Grenoble,38363,Saint-Barthélemy,2.68
38185,Grenoble,38368,Saint-Blaise-du-Buis,3.15
38185,Grenoble,38374,Saint-Chef,2.93
38185,Grenoble,38382,Saint-Égrève,81.95
38185,Grenoble,38397,Saint-Ismier,40.74
38185,Grenoble,38416,Saint-Marcellin,11.98
38185,Grenoble,38421,Saint-Martin-d'Hères,4156.42
38185,Grenoble,38423,Saint-Martin-le-Vinoux,56.84
38185,Grenoble,38425,Saint-Maurice-l'Exil,1.0
38185,Grenoble,38468,Salaise-sur-Sanne,5.0
38185,Grenoble,38474,Sassenage,54.4
38185,Grenoble,38485,Seyssinet-Pariset,93.13
38185,Grenoble,38486,Seyssins,37.79
38185,Grenoble,38499,Susville,1.1
38185,Grenoble,38509,La Tour-du-Pin,14.2
38185,Grenoble,38511,Le Touvet,3.48
38185,Grenoble,38516,La Tronche,546.94
38185,Grenoble,38524,Varces-Allières-et-Risset,7.56
