annee_universitaire,niveau_geographique,geo_nom,regroupement,rgp_formations_ou_etablissements,secteur,secteur_de_l_etablissement,sexe,sexe_de_l_etudiant,effectif,effectifhdccpge,a_des_effectifs_dut,effectif_dut,a_des_effectifs_ing,effectif_ing,a_des_effectifs_form_ens,effectif_form_ens,a_des_effectifs_apprentis_sts,effectif_apprentis_en_sts,effectif_atlas,niveau_geo,geo_id,reg_id,aca_id,dep_id,uucr_id,rentree,annee
2004-05,Commune,Le Rheu,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,177,0,non,0,non,0,non,0,non,0,177,COMMUNE,35240,R53,A14,D035,UU35302,2004,2005
2001-02,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,1083,0,non,0,non,0,non,0,non,0,1083,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2004-05,Commune,Montfort-sur-Meu,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,24,0,non,0,non,0,non,0,non,0,24,COMMUNE,35188,R53,A14,D035,UU35212,2004,2005
2020-21,Commune,Saint-Égrève,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,86,86,non,0,non,0,non,0,oui,86,86,COMMUNE,38382,R84,A08,D038,UU38701,2020,2021
2008-09,Département,Ille-et-Vilaine,EPEU,Établissements d'enseignement universitaire privés,PR,Établissements privés,1,Masculin,112,0,non,0,non,0,non,0,non,0,112,DEPARTEMENT,D035,R53,A14,D035,,2008,2009
2020-21,Commune,Saint-Malo,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,49,49,non,0,non,0,non,0,non,0,49,COMMUNE,35288,R53,A14,D035,UU35402,2020,2021
2008-09,Département,Isère,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,714,0,non,0,non,0,non,0,non,0,714,DEPARTEMENT,D038,R84,A08,D038,,2008,2009
2011-12,Commune,L'Isle-d'Abeau,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,12,0,non,0,non,0,non,0,non,0,12,COMMUNE,38193,R84,A08,D038,UU38501,2011,2012
2007-08,Commune,Meylan,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,1,0,non,0,non,0,non,0,non,0,1,COMMUNE,38229,R84,A08,D038,UU38701,2007,2008
2003-04,Commune,Vienne,UNIV,Universités,PU,Établissements publics,1,Masculin,89,0,oui,57,non,0,non,0,non,0,89,COMMUNE,38544,R84,A08,D038,UU00559,2003,2004
2003-04,Commune,La Côte-Saint-André,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,13,0,non,0,non,0,non,0,non,0,13,COMMUNE,38130,R84,A08,D038,UU38205,2003,2004
2008-09,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,456,0,non,0,non,0,non,0,non,0,456,COMMUNE,35238,R53,A14,D035,UU35701,2008,2009
2008-09,Commune,Seyssinet-Pariset,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,48,0,non,0,non,0,non,0,non,0,48,COMMUNE,38485,R84,A08,D038,UU38701,2008,2009
2008-09,Commune,La Côte-Saint-André,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,33,0,non,0,non,0,non,0,non,0,33,COMMUNE,38130,R84,A08,D038,UU38205,2008,2009
2008-09,Commune,Vitré,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,26,0,non,0,non,0,non,0,non,0,26,COMMUNE,35360,R53,A14,D035,UU35303,2008,2009
2008-09,Commune,Bruz,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,1,Masculin,141,0,non,0,oui,141,non,0,non,0,141,COMMUNE,35047,R53,A14,D035,UU35701,2008,2009
2008-09,Commune,Saint-Malo,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,57,0,non,0,non,0,non,0,non,0,57,COMMUNE,35288,R53,A14,D035,UU35402,2008,2009
2008-09,Commune,Saint-Égrève,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,26,0,non,0,non,0,non,0,non,0,26,COMMUNE,38382,R84,A08,D038,UU38701,2008,2009
2003-04,Commune,Cesson-Sévigné,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,2,0,non,0,non,0,non,0,non,0,2,COMMUNE,35051,R53,A14,D035,UU35701,2003,2004
2008-09,Commune,Bruz,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,1,Masculin,75,0,non,0,non,0,non,0,non,0,75,COMMUNE,35047,R53,A14,D035,UU35701,2008,2009
2008-09,Commune,Bruz,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,20,0,non,0,non,0,non,0,non,0,20,COMMUNE,35047,R53,A14,D035,UU35701,2008,2009
2003-04,Commune,Rennes,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,792,0,non,0,oui,792,non,0,non,0,792,COMMUNE,35238,R53,A14,D035,UU35701,2003,2004
2009-10,Commune,La Tronche,UNIV,Universités,PU,Établissements publics,1,Masculin,1611,0,non,0,non,0,non,0,non,0,1611,COMMUNE,38516,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Villette-d'Anthon,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,21,0,non,0,non,0,non,0,non,0,21,COMMUNE,38557,R84,A08,D038,UU38128,2009,2010
2020-21,Commune,Rennes,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,256,256,non,0,non,0,non,0,non,0,256,COMMUNE,35238,R53,A14,D035,UU35701,2020,2021
2012-13,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,1,Masculin,817,0,non,0,non,0,non,0,non,0,817,DEPARTEMENT,D035,R53,A14,D035,,2012,2013
2009-10,Commune,Saint-Égrève,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,22,0,non,0,non,0,non,0,non,0,22,COMMUNE,38382,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Vienne,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,17,0,non,0,non,0,non,0,non,0,17,COMMUNE,38544,R84,A08,D038,UU00559,2009,2010
2011-12,Commune,Rennes,UNIV,Universités,PU,Établissements publics,2,Feminin,24972,0,oui,525,oui,34,non,0,non,0,24972,COMMUNE,35238,R53,A14,D035,UU35701,2011,2012
2009-10,Commune,Échirolles,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,1,Masculin,95,0,non,0,non,0,non,0,non,0,95,COMMUNE,38151,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Grenoble,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,1994,0,non,0,non,0,non,0,non,0,1994,COMMUNE,38185,R84,A08,D038,UU38701,2009,2010
2011-12,Commune,Échirolles,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,40,0,non,0,non,0,non,0,non,0,40,COMMUNE,38151,R84,A08,D038,UU38701,2011,2012
2011-12,Commune,Cesson-Sévigné,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,36,0,non,0,non,0,non,0,non,0,36,COMMUNE,35051,R53,A14,D035,UU35701,2011,2012
2009-10,Commune,Grenoble,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,2067,0,non,0,non,0,non,0,non,0,2067,COMMUNE,38185,R84,A08,D038,UU38701,2009,2010
2011-12,Département,Isère,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,303,0,non,0,non,0,non,0,non,0,303,DEPARTEMENT,D038,R84,A08,D038,,2011,2012
2011-12,Commune,Échirolles,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,40,0,non,0,non,0,non,0,non,0,40,COMMUNE,38151,R84,A08,D038,UU38701,2011,2012
2011-12,Département,Ille-et-Vilaine,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,2,Feminin,340,0,non,0,non,0,non,0,non,0,340,DEPARTEMENT,D035,R53,A14,D035,,2011,2012
2008-09,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,567,0,non,0,non,0,non,0,non,0,567,DEPARTEMENT,D038,R84,A08,D038,,2008,2009
2008-09,Département,Isère,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,46,0,non,0,non,0,non,0,non,0,46,DEPARTEMENT,D038,R84,A08,D038,,2008,2009
2002-03,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,44,0,non,0,non,0,non,0,non,0,44,COMMUNE,35115,R53,A14,D035,UU35401,2002,2003
2008-09,Département,Ille-et-Vilaine,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,937,0,non,0,non,0,non,0,non,0,937,DEPARTEMENT,D035,R53,A14,D035,,2008,2009
2008-09,Département,Ille-et-Vilaine,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,364,0,non,0,non,0,non,0,non,0,364,DEPARTEMENT,D035,R53,A14,D035,,2008,2009
2002-03,Commune,Voiron,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,2,0,non,0,non,0,non,0,non,0,2,COMMUNE,38563,R84,A08,D038,UU38502,2002,2003
2010-11,Commune,Échirolles,UNIV,Universités,PU,Établissements publics,2,Feminin,255,0,non,0,non,0,non,0,non,0,255,COMMUNE,38151,R84,A08,D038,UU38701,2010,2011
2007-08,Commune,Saint-Martin-d'Hères,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,14831,0,oui,391,non,0,non,0,non,0,14831,COMMUNE,38421,R84,A08,D038,UU38701,2007,2008
2011-12,Commune,La Tronche,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,73,0,non,0,non,0,non,0,non,0,73,COMMUNE,38516,R84,A08,D038,UU38701,2011,2012
2011-12,Commune,Bruz,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,26,0,non,0,non,0,non,0,non,0,26,COMMUNE,35047,R53,A14,D035,UU35701,2011,2012
2011-12,Commune,La Tronche,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,19,0,non,0,non,0,non,0,non,0,19,COMMUNE,38516,R84,A08,D038,UU38701,2011,2012
2010-11,Commune,Moirans,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,24,0,non,0,non,0,non,0,non,0,24,COMMUNE,38239,R84,A08,D038,UU38502,2010,2011
2010-11,Commune,Grenoble,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,796,0,non,0,non,0,non,0,non,0,796,COMMUNE,38185,R84,A08,D038,UU38701,2010,2011
2010-11,Commune,Dol-de-Bretagne,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,48,0,non,0,non,0,non,0,non,0,48,COMMUNE,35095,R53,A14,D035,UU35205,2010,2011
2010-11,Commune,Bruz,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,1,Masculin,130,0,non,0,oui,130,non,0,non,0,130,COMMUNE,35047,R53,A14,D035,UU35701,2010,2011
2013-14,Département,Isère,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,2,Feminin,606,0,non,0,non,0,non,0,non,0,606,DEPARTEMENT,D038,R84,A08,D038,,2013,2014
2010-11,Commune,Grenoble,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,465,0,non,0,non,0,non,0,non,0,465,COMMUNE,38185,R84,A08,D038,UU38701,2010,2011
2012-13,Commune,Redon,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,62,0,non,0,non,0,non,0,non,0,62,COMMUNE,35236,R53,A14,D035,UU00456,2012,2013
2012-13,Commune,Saint-Martin-d'Hères,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,12309,0,oui,1566,non,0,non,0,non,0,12309,COMMUNE,38421,R84,A08,D038,UU38701,2012,2013
2012-13,Commune,Échirolles,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,27,0,non,0,non,0,non,0,non,0,27,COMMUNE,38151,R84,A08,D038,UU38701,2012,2013
2012-13,Commune,L'Isle-d'Abeau,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,19,0,non,0,non,0,non,0,non,0,19,COMMUNE,38193,R84,A08,D038,UU38501,2012,2013
2012-13,Commune,Saint-Malo,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,95,0,non,0,non,0,non,0,non,0,95,COMMUNE,35288,R53,A14,D035,UU35402,2012,2013
2012-13,Commune,Villemoirieu,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,30,0,non,0,non,0,non,0,non,0,30,COMMUNE,38554,R84,A08,D038,UU38201,2012,2013
2012-13,Commune,Bruz,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,939,0,non,0,non,0,non,0,non,0,939,COMMUNE,35047,R53,A14,D035,UU35701,2012,2013
2012-13,Commune,Seyssinet-Pariset,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,4,0,non,0,non,0,non,0,non,0,4,COMMUNE,38485,R84,A08,D038,UU38701,2012,2013
2010-11,Département,Ille-et-Vilaine,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,460,0,non,0,non,0,non,0,non,0,460,DEPARTEMENT,D035,R53,A14,D035,,2010,2011
2008-09,Commune,Rennes,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,2587,0,non,0,non,0,non,0,non,0,2587,COMMUNE,35238,R53,A14,D035,UU35701,2008,2009
2008-09,Commune,Vienne,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,135,0,non,0,non,0,non,0,non,0,135,COMMUNE,38544,R84,A08,D038,UU00559,2008,2009
2008-09,Commune,L'Isle-d'Abeau,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,64,0,non,0,non,0,non,0,non,0,64,COMMUNE,38193,R84,A08,D038,UU38501,2008,2009
2008-09,Commune,Meylan,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,3,0,non,0,non,0,non,0,non,0,3,COMMUNE,38229,R84,A08,D038,UU38701,2008,2009
2008-09,Commune,Pont-de-Chéruy,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,30,0,non,0,non,0,non,0,non,0,30,COMMUNE,38316,R84,A08,D038,UU38403,2008,2009
2009-10,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,2987,0,non,0,non,0,non,0,non,0,2987,DEPARTEMENT,D038,R84,A08,D038,,2009,2010
2009-10,Département,Ille-et-Vilaine,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,1,Masculin,266,0,non,0,non,0,non,0,non,0,266,DEPARTEMENT,D035,R53,A14,D035,,2009,2010
2008-09,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,3810,0,non,0,non,0,non,0,non,0,3810,DEPARTEMENT,D038,R84,A08,D038,,2008,2009
2008-09,Département,Isère,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,358,0,non,0,non,0,non,0,non,0,358,DEPARTEMENT,D038,R84,A08,D038,,2008,2009
2011-12,Commune,Bruz,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,1,Masculin,135,0,non,0,oui,135,non,0,non,0,135,COMMUNE,35047,R53,A14,D035,UU35701,2011,2012
2011-12,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,1,Masculin,43,0,non,0,oui,43,non,0,non,0,43,COMMUNE,35051,R53,A14,D035,UU35701,2011,2012
2011-12,Commune,Bruz,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,75,0,non,0,non,0,non,0,non,0,75,COMMUNE,35047,R53,A14,D035,UU35701,2011,2012
2015-16,Commune,Dinard,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,82,82,non,0,non,0,non,0,non,0,82,COMMUNE,35093,R53,A14,D035,UU00462,2015,2016
2015-16,Commune,Bruz,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,1,Masculin,236,236,non,0,non,0,non,0,non,0,236,COMMUNE,35047,R53,A14,D035,UU35701,2015,2016
2015-16,Commune,Vienne,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,3,3,non,0,non,0,non,0,non,0,3,COMMUNE,38544,R84,A08,D038,UU00559,2015,2016
2011-12,Commune,La Tronche,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,32,0,non,0,non,0,non,0,non,0,32,COMMUNE,38516,R84,A08,D038,UU38701,2011,2012
2003-04,Commune,La Tronche,UNIV,Universités,PU,Établissements publics,1,Masculin,1378,0,non,0,non,0,non,0,non,0,1378,COMMUNE,38516,R84,A08,D038,UU38701,2003,2004
2003-04,Commune,Moirans,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,50,0,non,0,non,0,non,0,non,0,50,COMMUNE,38239,R84,A08,D038,UU38502,2003,2004
2003-04,Commune,Corenc,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,73,0,non,0,non,0,non,0,non,0,73,COMMUNE,38126,R84,A08,D038,UU38701,2003,2004
2016-17,Département,Ille-et-Vilaine,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,6627,6627,non,0,non,0,non,0,oui,283,6627,DEPARTEMENT,D035,R53,A14,D035,,2016,2017
2016-17,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,1962,1962,non,0,non,0,non,0,oui,263,1962,DEPARTEMENT,D038,R84,A08,D038,,2016,2017
2016-17,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,1875,1875,non,0,non,0,non,0,oui,500,1875,DEPARTEMENT,D035,R53,A14,D035,,2016,2017
2016-17,Département,Isère,GE,Grands établissements MENESR,PU,Établissements publics,2,Feminin,1215,1202,non,0,oui,1080,non,0,non,0,1202,DEPARTEMENT,D038,R84,A08,D038,,2016,2017
2003-04,Commune,Saint-Malo,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,5,0,non,0,non,0,non,0,non,0,5,COMMUNE,35288,R53,A14,D035,UU35402,2003,2004
2016-17,Commune,Moirans,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,265,265,non,0,non,0,non,0,oui,249,265,COMMUNE,38239,R84,A08,D038,UU38502,2016,2017
2016-17,Commune,Saint-Martin-d'Hères,GE,Grands établissements MENESR,PU,Établissements publics,2,Feminin,626,626,non,0,oui,568,non,0,non,0,626,COMMUNE,38421,R84,A08,D038,UU38701,2016,2017
2016-17,Commune,Saint-Martin-d'Hères,GE,Grands établissements MENESR,PU,Établissements publics,1,Masculin,1937,1937,non,0,oui,1793,non,0,non,0,1937,COMMUNE,38421,R84,A08,D038,UU38701,2016,2017
2016-17,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,230,230,non,0,non,0,non,0,non,0,230,COMMUNE,35238,R53,A14,D035,UU35701,2016,2017
2017-18,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1955,1955,non,0,non,0,non,0,oui,286,1955,DEPARTEMENT,D035,R53,A14,D035,,2017,2018
2017-18,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1038,1038,non,0,non,0,non,0,oui,357,1038,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2017-18,Département,Isère,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,2,Feminin,578,578,non,0,non,0,non,0,non,0,578,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2017-18,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,2,Feminin,659,659,non,0,non,0,non,0,non,0,659,DEPARTEMENT,D035,R53,A14,D035,,2017,2018
2013-14,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,1,Masculin,809,0,non,0,non,0,non,0,non,0,809,DEPARTEMENT,D035,R53,A14,D035,,2013,2014
2012-13,Commune,Nivolas-Vermelle,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,46,0,non,0,non,0,non,0,non,0,46,COMMUNE,38276,R84,A08,D038,UU38501,2012,2013
2014-15,Commune,Sassenage,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,6,0,non,0,non,0,non,0,non,0,6,COMMUNE,38474,R84,A08,D038,UU38701,2014,2015
2014-15,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,549,0,non,0,non,0,non,0,non,0,549,COMMUNE,35238,R53,A14,D035,UU35701,2014,2015
2014-15,Commune,Meylan,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,81,0,non,0,non,0,non,0,non,0,81,COMMUNE,38229,R84,A08,D038,UU38701,2014,2015
2014-15,Commune,Rennes,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,671,0,non,0,non,0,non,0,non,0,671,COMMUNE,35238,R53,A14,D035,UU35701,2014,2015
2014-15,Commune,La Côte-Saint-André,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,32,0,non,0,non,0,non,0,non,0,32,COMMUNE,38130,R84,A08,D038,UU38205,2014,2015
2014-15,Commune,La Tronche,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,22,0,non,0,non,0,non,0,non,0,22,COMMUNE,38516,R84,A08,D038,UU38701,2014,2015
2014-15,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,1171,0,non,0,oui,1171,non,0,non,0,1171,DEPARTEMENT,D035,R53,A14,D035,,2014,2015
2017-18,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,1593,1593,non,0,non,0,non,0,oui,158,1593,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2017-18,Département,Ille-et-Vilaine,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,573,573,non,0,non,0,non,0,non,0,573,DEPARTEMENT,D035,R53,A14,D035,,2017,2018
2017-18,Département,Isère,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,436,436,non,0,non,0,non,0,non,0,436,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2001-02,Commune,Saint-Ismier,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,43,0,non,0,non,0,non,0,non,0,43,COMMUNE,38397,R84,A08,D038,UU38701,2001,2002
2015-16,Département,Ille-et-Vilaine,EPEU,Établissements d'enseignement universitaire privés,PR,Établissements privés,2,Feminin,328,328,non,0,non,0,non,0,non,0,328,DEPARTEMENT,D035,R53,A14,D035,,2015,2016
2015-16,Département,Ille-et-Vilaine,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,2,Feminin,1016,1016,non,0,non,0,non,0,non,0,1016,DEPARTEMENT,D035,R53,A14,D035,,2015,2016
2001-02,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,1201,0,non,0,non,0,non,0,non,0,1201,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Ille-et-Vilaine,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,382,0,non,0,non,0,non,0,non,0,382,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Ille-et-Vilaine,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,2,Feminin,152,0,non,0,non,0,non,0,non,0,152,DEPARTEMENT,D035,R53,A14,D035,,2001,2002
2001-02,Département,Isère,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,30,0,non,0,non,0,non,0,non,0,30,DEPARTEMENT,D038,R84,A08,D038,,2001,2002
2001-02,Département,Isère,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,59,0,non,0,non,0,non,0,non,0,59,DEPARTEMENT,D038,R84,A08,D038,,2001,2002
2005-06,Département,Ille-et-Vilaine,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,634,0,non,0,non,0,non,0,non,0,634,DEPARTEMENT,D035,R53,A14,D035,,2005,2006
2005-06,Département,Ille-et-Vilaine,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,350,0,non,0,non,0,non,0,non,0,350,DEPARTEMENT,D035,R53,A14,D035,,2005,2006
2017-18,Commune,Rennes,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,5264,5264,non,0,non,0,non,0,oui,19,5264,COMMUNE,35238,R53,A14,D035,UU35701,2017,2018
2017-18,Commune,Moirans,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,263,263,non,0,non,0,non,0,oui,248,263,COMMUNE,38239,R84,A08,D038,UU38502,2017,2018
2004-05,Commune,L'Isle-d'Abeau,UNIV,Universités,PU,Établissements publics,1,Masculin,198,0,oui,198,non,0,non,0,non,0,198,COMMUNE,38193,R84,A08,D038,UU38501,2004,2005
2004-05,Commune,Fougères,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,184,0,non,0,non,0,non,0,non,0,184,COMMUNE,35115,R53,A14,D035,UU35401,2004,2005
2015-16,Commune,Redon,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,171,171,non,0,non,0,non,0,oui,17,171,COMMUNE,35236,R53,A14,D035,UU00456,2015,2016
2015-16,Commune,Dol-de-Bretagne,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,63,63,non,0,non,0,non,0,non,0,63,COMMUNE,35095,R53,A14,D035,UU35205,2015,2016
2004-05,Commune,Rennes,GE,Grands établissements MENESR,PU,Établissements publics,1,Masculin,7,0,non,0,non,0,non,0,non,0,7,COMMUNE,35238,R53,A14,D035,UU35701,2004,2005
2004-05,Commune,Redon,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,28,0,non,0,non,0,non,0,non,0,28,COMMUNE,35236,R53,A14,D035,UU00456,2004,2005
2004-05,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,145,0,non,0,non,0,non,0,non,0,145,COMMUNE,35238,R53,A14,D035,UU35701,2004,2005
2004-05,Commune,Grenoble,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,43,0,non,0,non,0,non,0,non,0,43,COMMUNE,38185,R84,A08,D038,UU38701,2004,2005
