annee_universitaire,niveau_geographique,geo_nom,regroupement,rgp_formations_ou_etablissements,secteur,secteur_de_l_etablissement,sexe,sexe_de_l_etudiant,effectif,effectifhdccpge,a_des_effectifs_dut,effectif_dut,a_des_effectifs_ing,effectif_ing,a_des_effectifs_form_ens,effectif_form_ens,a_des_effectifs_apprentis_sts,effectif_apprentis_en_sts,effectif_atlas,niveau_geo,geo_id,reg_id,aca_id,dep_id,uucr_id,rentree,annee
2010-11,Commune,Saint-Martin-d'Hères,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,62,0,non,0,non,0,non,0,non,0,62,COMMUNE,38421,R84,A08,D038,UU38701,2010,2011
2017-18,Commune,Meylan,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,136,136,non,0,non,0,non,0,oui,33,136,COMMUNE,38229,R84,A08,D038,UU38701,2017,2018
2017-18,Commune,Eyzin-Pinet,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,17,17,non,0,non,0,non,0,oui,17,17,COMMUNE,38160,R84,A08,D038,CR38160,2017,2018
2017-18,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,1,Masculin,30,30,non,0,oui,30,non,0,non,0,30,COMMUNE,35051,R53,A14,D035,UU35701,2017,2018
2018-19,Commune,Grenoble,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,1,Masculin,18,18,non,0,non,0,non,0,non,0,18,COMMUNE,38185,R84,A08,D038,UU38701,2018,2019
2017-18,Département,Isère,UNIV,Universités,PU,Établissements publics,1,Masculin,19959,19306,oui,2353,oui,606,oui,410,non,0,19306,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2017-18,Département,Isère,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,211,211,non,0,non,0,non,0,non,0,211,DEPARTEMENT,D038,R84,A08,D038,,2017,2018
2018-19,Commune,Grenoble,CPGE,Classes préparatoires aux grandes écoles (CPGE),PU,Établissements publics,1,Masculin,725,725,non,0,non,0,non,0,non,0,725,COMMUNE,38185,R84,A08,D038,UU38701,2018,2019
2012-13,Commune,Grenoble,UNIV,Universités,PU,Établissements publics,2,Feminin,7544,0,oui,1067,non,0,non,0,non,0,7544,COMMUNE,38185,R84,A08,D038,UU38701,2012,2013
2012-13,Commune,Pont-de-Chéruy,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,24,0,non,0,non,0,non,0,non,0,24,COMMUNE,38316,R84,A08,D038,UU38403,2012,2013
2021-22,Commune,Redon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,234,234,non,0,non,0,non,0,oui,125,234,COMMUNE,35236,R53,A14,D035,UU00456,2021,2022
2021-22,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,127,127,non,0,non,0,non,0,oui,48,127,COMMUNE,35115,R53,A14,D035,UU35401,2021,2022
2021-22,Commune,Rennes,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,896,896,non,0,non,0,non,0,non,0,896,COMMUNE,35238,R53,A14,D035,UU35701,2021,2022
2009-10,Département,Ille-et-Vilaine,UNIV,Universités,PU,Établissements publics,1,Masculin,17229,0,oui,1276,oui,102,non,0,non,0,17229,DEPARTEMENT,D035,R53,A14,D035,,2009,2010
2009-10,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,26306,0,oui,1703,non,0,non,0,non,0,26306,DEPARTEMENT,D038,R84,A08,D038,,2009,2010
2022-23,Commune,Montgermont,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,5,5,non,0,non,0,non,0,oui,5,5,COMMUNE,35189,R53,A14,D035,UU35701,2022,2023
2011-12,Commune,Bruz,EPEU,Établissements d'enseignement universitaire privés,PR,Établissements privés,2,Feminin,276,0,non,0,non,0,non,0,non,0,276,COMMUNE,35047,R53,A14,D035,UU35701,2011,2012
2011-12,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,1,Masculin,581,0,non,0,oui,581,non,0,non,0,581,DEPARTEMENT,D035,R53,A14,D035,,2011,2012
2008-09,Commune,Saint-Martin-d'Hères,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,56,0,non,0,non,0,non,0,non,0,56,COMMUNE,38421,R84,A08,D038,UU38701,2008,2009
2020-21,Commune,L'Isle-d'Abeau,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,27,27,non,0,non,0,non,0,non,0,27,COMMUNE,38193,R84,A08,D038,UU38501,2020,2021
2020-21,Commune,Rennes,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,24002,23310,oui,947,non,0,oui,500,oui,74,23310,COMMUNE,35238,R53,A14,D035,UU35701,2020,2021
2020-21,Commune,Saint-Égrève,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,15,15,non,0,non,0,non,0,non,0,15,COMMUNE,38382,R84,A08,D038,UU38701,2020,2021
2008-09,Commune,Saint-Malo,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,30,0,non,0,non,0,non,0,non,0,30,COMMUNE,35288,R53,A14,D035,UU35402,2008,2009
2010-11,Commune,Grenoble,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,162,0,non,0,non,0,non,0,non,0,162,COMMUNE,38185,R84,A08,D038,UU38701,2010,2011
2020-21,Commune,Bruz,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,165,165,non,0,non,0,non,0,non,0,165,COMMUNE,35047,R53,A14,D035,UU35701,2020,2021
2021-22,Commune,La Tronche,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,33,33,non,0,non,0,non,0,non,0,33,COMMUNE,38516,R84,A08,D038,UU38701,2021,2022
2009-10,Commune,Vienne,UNIV,Universités,PU,Établissements publics,1,Masculin,126,0,oui,94,non,0,non,0,non,0,126,COMMUNE,38544,R84,A08,D038,UU00559,2009,2010
2020-21,Commune,Saint-Jacques-de-la-Lande,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,123,123,non,0,non,0,non,0,non,0,123,COMMUNE,35281,R53,A14,D035,UU35701,2020,2021
2020-21,Commune,Baulon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1,1,non,0,non,0,non,0,oui,1,1,COMMUNE,35016,R53,A14,D035,CR35016,2020,2021
2020-21,Commune,Villefontaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,68,68,non,0,non,0,non,0,oui,68,68,COMMUNE,38553,R84,A08,D038,UU38404,2020,2021
2009-10,Commune,Saint-Malo,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,606,0,oui,301,non,0,non,0,non,0,606,COMMUNE,35288,R53,A14,D035,UU35402,2009,2010
2020-21,Commune,Bourgoin-Jallieu,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,24,24,non,0,non,0,non,0,non,0,24,COMMUNE,38053,R84,A08,D038,UU38501,2020,2021
2009-10,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,473,0,non,0,non,0,non,0,non,0,473,COMMUNE,35238,R53,A14,D035,UU35701,2009,2010
2019-20,Département,Isère,UNIV,Universités,PU,Établissements publics,2,Feminin,26555,26026,oui,1509,oui,1361,oui,707,non,0,26026,DEPARTEMENT,D038,R84,A08,D038,,2019,2020
2007-08,Département,Isère,UNIV,Universités,PU,Établissements publics,1,Masculin,17013,0,oui,2565,oui,506,non,0,non,0,17013,DEPARTEMENT,D038,R84,A08,D038,,2007,2008
2006-07,Commune,La Tronche,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,172,0,non,0,non,0,non,0,non,0,172,COMMUNE,38516,R84,A08,D038,UU38701,2006,2007
2006-07,Commune,Vienne,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,159,0,non,0,non,0,non,0,non,0,159,COMMUNE,38544,R84,A08,D038,UU00559,2006,2007
2019-20,Commune,Grenoble,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,2,Feminin,53,53,non,0,non,0,non,0,non,0,53,COMMUNE,38185,R84,A08,D038,UU38701,2019,2020
2003-04,Commune,Rennes,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,682,0,non,0,non,0,non,0,non,0,682,COMMUNE,35238,R53,A14,D035,UU35701,2003,2004
2003-04,Commune,Vienne,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,16,0,non,0,non,0,non,0,non,0,16,COMMUNE,38544,R84,A08,D038,UU00559,2003,2004
2003-04,Commune,Saint-Jouan-des-Guérets,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,45,0,non,0,non,0,non,0,non,0,45,COMMUNE,35284,R53,A14,D035,UU35104,2003,2004
2005-06,Département,Isère,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,58,0,non,0,non,0,non,0,non,0,58,DEPARTEMENT,D038,R84,A08,D038,,2005,2006
2004-05,Commune,Rennes,UNIV,Universités,PU,Établissements publics,2,Feminin,24863,0,oui,508,oui,22,non,0,non,0,24863,COMMUNE,35238,R53,A14,D035,UU35701,2004,2005
2004-05,Commune,Saint-Égrève,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,132,0,non,0,non,0,non,0,non,0,132,COMMUNE,38382,R84,A08,D038,UU38701,2004,2005
2004-05,Commune,Redon,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,124,0,non,0,non,0,non,0,non,0,124,COMMUNE,35236,R53,A14,D035,UU00456,2004,2005
2019-20,Commune,Saint-Ismier,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,15,15,non,0,non,0,non,0,oui,2,15,COMMUNE,38397,R84,A08,D038,UU38701,2019,2020
2006-07,Département,Ille-et-Vilaine,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,190,0,non,0,non,0,non,0,non,0,190,DEPARTEMENT,D035,R53,A14,D035,,2006,2007
2005-06,Commune,Vitré,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,2,Feminin,94,0,non,0,non,0,non,0,non,0,94,COMMUNE,35360,R53,A14,D035,UU35303,2005,2006
2005-06,Commune,La Tronche,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,188,0,non,0,non,0,non,0,non,0,188,COMMUNE,38516,R84,A08,D038,UU38701,2005,2006
2008-09,Département,Ille-et-Vilaine,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,1,Masculin,142,0,non,0,non,0,non,0,non,0,142,DEPARTEMENT,D035,R53,A14,D035,,2008,2009
2006-07,Commune,Vienne,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,129,0,non,0,non,0,non,0,non,0,129,COMMUNE,38544,R84,A08,D038,UU00559,2006,2007
2022-23,Commune,Gières,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,18,18,non,0,non,0,non,0,non,0,18,COMMUNE,38179,R84,A08,D038,UU38701,2022,2023
2022-23,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PR,Établissements privés,1,Masculin,660,660,non,0,oui,660,non,0,non,0,660,DEPARTEMENT,D035,R53,A14,D035,,2022,2023
2005-06,Commune,Rennes,EC_ART,Écoles supérieures art et culture,PR,Établissements privés,1,Masculin,547,0,non,0,non,0,non,0,non,0,547,COMMUNE,35238,R53,A14,D035,UU35701,2005,2006
2007-08,Commune,Redon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,128,0,non,0,non,0,non,0,non,0,128,COMMUNE,35236,R53,A14,D035,UU00456,2007,2008
2007-08,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,100,0,non,0,non,0,non,0,non,0,100,COMMUNE,35115,R53,A14,D035,UU35401,2007,2008
2007-08,Commune,Rennes,IUFM,Instituts universitaires de formation des maîtres,PU,Établissements publics,2,Feminin,851,0,non,0,non,0,non,0,non,0,851,COMMUNE,35238,R53,A14,D035,UU35701,2007,2008
2021-22,Département,Ille-et-Vilaine,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,538,538,non,0,non,0,non,0,non,0,538,DEPARTEMENT,D035,R53,A14,D035,,2021,2022
2007-08,Commune,Redon,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,32,0,non,0,non,0,non,0,non,0,32,COMMUNE,35236,R53,A14,D035,UU00456,2007,2008
2021-22,Département,Isère,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,48,48,non,0,non,0,non,0,non,0,48,DEPARTEMENT,D038,R84,A08,D038,,2021,2022
2015-16,Commune,Rennes,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,31818,31193,oui,516,non,0,oui,990,oui,4,31193,COMMUNE,35238,R53,A14,D035,UU35701,2015,2016
2015-16,Commune,Saint-Égrève,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,172,172,non,0,non,0,non,0,non,0,172,COMMUNE,38382,R84,A08,D038,UU38701,2015,2016
2015-16,Commune,Grenoble,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,75,75,non,0,non,0,non,0,non,0,75,COMMUNE,38185,R84,A08,D038,UU38701,2015,2016
2022-23,Commune,Saint-Martin-d'Hères,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,504,504,non,0,non,0,non,0,oui,315,504,COMMUNE,38421,R84,A08,D038,UU38701,2022,2023
2017-18,Commune,Seyssinet-Pariset,EPEU,Établissements d'enseignement universitaire privés,PR,Établissements privés,2,Feminin,68,68,non,0,non,0,non,0,non,0,68,COMMUNE,38485,R84,A08,D038,UU38701,2017,2018
2002-03,Commune,Vienne,UNIV,Universités,PU,Établissements publics,1,Masculin,82,0,oui,49,non,0,non,0,non,0,82,COMMUNE,38544,R84,A08,D038,UU00559,2002,2003
2002-03,Commune,Voiron,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,33,0,non,0,non,0,non,0,non,0,33,COMMUNE,38563,R84,A08,D038,UU38502,2002,2003
2002-03,Commune,Vitré,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,79,0,non,0,non,0,non,0,non,0,79,COMMUNE,35360,R53,A14,D035,UU35303,2002,2003
2002-03,Commune,Voiron,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,2,0,non,0,non,0,non,0,non,0,2,COMMUNE,38563,R84,A08,D038,UU38502,2002,2003
2002-03,Commune,Bruz,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,14,0,non,0,non,0,non,0,non,0,14,COMMUNE,35047,R53,A14,D035,UU35701,2002,2003
2016-17,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,1221,1221,non,0,non,0,non,0,oui,654,1221,DEPARTEMENT,D038,R84,A08,D038,,2016,2017
2015-16,Commune,Saint-Martin-d'Hères,UNIV,Universités,PU,Établissements publics,2,Feminin,14775,14526,oui,384,oui,262,oui,310,non,0,14526,COMMUNE,38421,R84,A08,D038,UU38701,2015,2016
2013-14,Commune,Rennes,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,1,Masculin,11,0,non,0,non,0,non,0,non,0,11,COMMUNE,35238,R53,A14,D035,UU35701,2013,2014
2013-14,Commune,Meylan,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,4,0,non,0,non,0,non,0,non,0,4,COMMUNE,38229,R84,A08,D038,UU38701,2013,2014
2014-15,Commune,Saint-Martin-d'Hères,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,44,0,non,0,non,0,non,0,non,0,44,COMMUNE,38421,R84,A08,D038,UU38701,2014,2015
2018-19,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,8,8,non,0,oui,8,non,0,non,0,8,COMMUNE,35051,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Rennes,EC_JUR,Écoles juridiques et administratives,PR,Établissements privés,1,Masculin,23,23,non,0,non,0,non,0,non,0,23,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Rennes,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,2,Feminin,154,154,non,0,non,0,non,0,non,0,154,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Rennes,CPGE,Classes préparatoires aux grandes écoles (CPGE),PR,Établissements privés,1,Masculin,269,269,non,0,non,0,non,0,non,0,269,COMMUNE,35238,R53,A14,D035,UU35701,2018,2019
2018-19,Commune,Gières,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,1,Masculin,130,130,non,0,non,0,non,0,non,0,130,COMMUNE,38179,R84,A08,D038,UU38701,2018,2019
2018-19,Département,Ille-et-Vilaine,ENS,Écoles normales supérieures (ENS),PU,Établissements publics,1,Masculin,290,290,non,0,non,0,non,0,non,0,290,DEPARTEMENT,D035,R53,A14,D035,,2018,2019
2018-19,Département,Isère,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,77,77,non,0,non,0,non,0,non,0,77,DEPARTEMENT,D038,R84,A08,D038,,2018,2019
2017-18,Commune,Pont-de-Chéruy,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,39,39,non,0,non,0,non,0,non,0,39,COMMUNE,38316,R84,A08,D038,UU38403,2017,2018
2019-20,Département,Isère,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,4886,4886,non,0,non,0,non,0,oui,874,4886,DEPARTEMENT,D038,R84,A08,D038,,2019,2020
2019-20,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,1457,1457,non,0,non,0,non,0,oui,874,1457,DEPARTEMENT,D038,R84,A08,D038,,2019,2020
2019-20,Département,Isère,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,173,173,non,0,non,0,non,0,non,0,173,DEPARTEMENT,D038,R84,A08,D038,,2019,2020
2018-19,Commune,Saint-Martin-d'Hères,UNIV,Universités,PU,Établissements publics,2,Feminin,15973,15462,oui,129,oui,279,non,0,non,0,15462,COMMUNE,38421,R84,A08,D038,UU38701,2018,2019
2011-12,Département,Ille-et-Vilaine,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,185,0,non,0,non,0,non,0,non,0,185,DEPARTEMENT,D035,R53,A14,D035,,2011,2012
2010-11,Commune,Villefontaine,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,107,0,non,0,non,0,non,0,non,0,107,COMMUNE,38553,R84,A08,D038,UU38404,2010,2011
2010-11,Commune,Fougères,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,49,0,non,0,non,0,non,0,non,0,49,COMMUNE,35115,R53,A14,D035,UU35401,2010,2011
2010-11,Commune,Cesson-Sévigné,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,66,0,non,0,non,0,non,0,non,0,66,COMMUNE,35051,R53,A14,D035,UU35701,2010,2011
2010-11,Commune,Redon,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,55,0,non,0,non,0,non,0,non,0,55,COMMUNE,35236,R53,A14,D035,UU00456,2010,2011
2009-10,Commune,Bourgoin-Jallieu,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,70,0,non,0,non,0,non,0,non,0,70,COMMUNE,38053,R84,A08,D038,UU38501,2009,2010
2009-10,Commune,Saint-Malo,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,3,0,non,0,non,0,non,0,non,0,3,COMMUNE,35288,R53,A14,D035,UU35402,2009,2010
2009-10,Commune,Grenoble,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,2,Feminin,51,0,non,0,non,0,non,0,non,0,51,COMMUNE,38185,R84,A08,D038,UU38701,2009,2010
2009-10,Commune,Redon,EC_autres,Autres écoles de spécialités diverses,PU,Établissements publics,1,Masculin,2,0,non,0,non,0,non,0,non,0,2,COMMUNE,35236,R53,A14,D035,UU00456,2009,2010
2009-10,Commune,Fougères,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,2,Feminin,132,0,non,0,non,0,non,0,non,0,132,COMMUNE,35115,R53,A14,D035,UU35401,2009,2010
2007-08,Commune,Voiron,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,71,0,non,0,non,0,non,0,non,0,71,COMMUNE,38563,R84,A08,D038,UU38502,2007,2008
2007-08,Commune,Bruz,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,219,0,non,0,non,0,non,0,non,0,219,COMMUNE,35047,R53,A14,D035,UU35701,2007,2008
2007-08,Commune,Vizille,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,48,0,non,0,non,0,non,0,non,0,48,COMMUNE,38562,R84,A08,D038,UU38401,2007,2008
2011-12,Commune,Redon,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,136,0,non,0,non,0,non,0,non,0,136,COMMUNE,35236,R53,A14,D035,UU00456,2011,2012
2011-12,Commune,La Tronche,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,1,Masculin,1,0,non,0,non,0,non,0,non,0,1,COMMUNE,38516,R84,A08,D038,UU38701,2011,2012
2011-12,Commune,Bruz,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,1,Masculin,67,0,non,0,non,0,non,0,non,0,67,COMMUNE,35047,R53,A14,D035,UU35701,2011,2012
2011-12,Commune,Grenoble,EC_ART,Écoles supérieures art et culture,PU,Établissements publics,1,Masculin,474,0,non,0,non,0,non,0,non,0,474,COMMUNE,38185,R84,A08,D038,UU38701,2011,2012
2011-12,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,1199,0,non,0,non,0,non,0,non,0,1199,DEPARTEMENT,D035,R53,A14,D035,,2011,2012
2009-10,Département,Ille-et-Vilaine,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,21851,0,oui,1276,non,0,non,0,non,0,21851,DEPARTEMENT,D035,R53,A14,D035,,2009,2010
2008-09,Commune,La Tronche,UNIV,Universités,PU,Établissements publics,2,Feminin,2976,0,non,0,non,0,non,0,non,0,2976,COMMUNE,38516,R84,A08,D038,UU38701,2008,2009
2008-09,Commune,Fougères,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,101,0,non,0,non,0,non,0,non,0,101,COMMUNE,35115,R53,A14,D035,UU35401,2008,2009
2008-09,Commune,Villette-d'Anthon,EC_autres,Autres écoles de spécialités diverses,PR,Établissements privés,2,Feminin,9,0,non,0,non,0,non,0,non,0,9,COMMUNE,38557,R84,A08,D038,UU38128,2008,2009
2008-09,Commune,La Tronche,EC_PARAM,Écoles paramédicales et sociales,PU,Établissements publics,1,Masculin,104,0,non,0,non,0,non,0,non,0,104,COMMUNE,38516,R84,A08,D038,UU38701,2008,2009
2008-09,Commune,Grenoble,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,2,Feminin,210,0,non,0,non,0,non,0,non,0,210,COMMUNE,38185,R84,A08,D038,UU38701,2008,2009
2008-09,Commune,Saint-Jouan-des-Guérets,EC_COM,"Écoles de commerce, gestion et comptabilité",PR,Établissements privés,2,Feminin,46,0,non,0,non,0,non,0,non,0,46,COMMUNE,35284,R53,A14,D035,UU35104,2008,2009
2023-24,Département,Ille-et-Vilaine,EC_PARAM,Écoles paramédicales et sociales,PR,Établissements privés,2,Feminin,1129,1129,non,0,non,0,non,0,non,0,1129,DEPARTEMENT,D035,R53,A14,D035,,2023,2024
2016-17,Commune,Cesson-Sévigné,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,8,8,non,0,oui,8,non,0,non,0,8,COMMUNE,35051,R53,A14,D035,UU35701,2016,2017
2015-16,Commune,Pont-de-Chéruy,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,17,17,non,0,non,0,non,0,non,0,17,COMMUNE,38316,R84,A08,D038,UU38403,2015,2016
2015-16,Commune,Montfort-sur-Meu,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,2,Feminin,39,39,non,0,non,0,non,0,non,0,39,COMMUNE,35188,R53,A14,D035,UU35212,2015,2016
2015-16,Commune,Meylan,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,24,24,non,0,non,0,non,0,oui,24,24,COMMUNE,38229,R84,A08,D038,UU38701,2015,2016
2015-16,Commune,Saint-Grégoire,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,1,Masculin,11,11,non,0,non,0,non,0,oui,11,11,COMMUNE,35278,R53,A14,D035,UU35701,2015,2016
2015-16,Commune,Grenoble,GE,Grands établissements MENESR,PU,Établissements publics,1,Masculin,1533,1475,non,0,oui,1329,non,0,non,0,1475,COMMUNE,38185,R84,A08,D038,UU38701,2015,2016
2016-17,Département,Isère,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1031,1031,non,0,non,0,non,0,oui,325,1031,DEPARTEMENT,D038,R84,A08,D038,,2016,2017
2016-17,Département,Ille-et-Vilaine,ING_autres,Autres formations d'ingénieurs,PU,Établissements publics,2,Feminin,1243,1243,non,0,oui,1243,non,0,non,0,1243,DEPARTEMENT,D035,R53,A14,D035,,2016,2017
2013-14,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PR,Établissements privés,2,Feminin,1660,0,non,0,non,0,non,0,non,0,1660,DEPARTEMENT,D035,R53,A14,D035,,2013,2014
2013-14,Département,Ille-et-Vilaine,STS,Sections de techniciens supérieurs (STS) et assimilés,PU,Établissements publics,1,Masculin,1146,0,non,0,non,0,non,0,non,0,1146,DEPARTEMENT,D035,R53,A14,D035,,2013,2014
2013-14,Département,Ille-et-Vilaine,TOTAL,Total des formations d'enseignement supérieur,PR,Établissements privés,1,Masculin,5300,0,non,0,non,0,non,0,non,0,5300,DEPARTEMENT,D035,R53,A14,D035,,2013,2014
2012-13,Commune,Saint-Malo,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,756,0,oui,360,non,0,non,0,non,0,756,COMMUNE,35288,R53,A14,D035,UU35402,2012,2013
2014-15,Commune,L'Isle-d'Abeau,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,2,Feminin,65,0,non,0,non,0,non,0,non,0,65,COMMUNE,38193,R84,A08,D038,UU38501,2014,2015
2014-15,Commune,Seyssinet-Pariset,TOTAL,Total des formations d'enseignement supérieur,PU,Établissements publics,1,Masculin,118,0,non,0,non,0,non,0,non,0,118,COMMUNE,38485,R84,A08,D038,UU38701,2014,2015
