"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;803,88893
"Orgères";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;552,31337
"Pacé";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1287,75844
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;94,38876
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;601
"Montgermont";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;205,71924
"Mordelles";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;568
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;137,0887
"Romillé";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;204,8746
"Romillé";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;323,79823
"Chartres-de-Bretagne";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;498,44192
"Chartres-de-Bretagne";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;6514,43798
"Bécherel";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;41,70325
"Bourgbarré";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;157,32113
"Saint-Gilles";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;79,51744
"L'Hermitage";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;334,07215
"L'Hermitage";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;275,4829
"Gévezé";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;529,96021
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;6585,53639
"Le Verger";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;999,93725
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;37,83582
"Montgermont";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;333,85993
"Laillé";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1874,19436
"Langan";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;87,2941
"Saint-Armel";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;105,00818
"Saint-Armel";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;211,90704
"Saint-Gilles";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;306,60428
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1995,43324
"Saint-Gilles";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;179,80284
"Saint-Gilles";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;744,23381
"La Chapelle-Thouarault";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;40,59921
"La Chapelle-Thouarault";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;113,02909
"Chavagne";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;747,08578
"Bécherel";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;13,84868
"Bécherel";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;65,4657
"L'Hermitage";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1648,17224
"Bruz";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;1028,29463
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;32,95868
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;160,91188
"Pont-Péan";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;301,23934
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;103,66505
"Orgères";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;2014,40547
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;195,17507
"Le Verger";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;498,54778
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;836,27871
"Langan";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;67,00672
"Laillé";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;327,31562
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;109
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1631,63318
"Romillé";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;173,07688
"Cintré";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;146,69472
"Clayes";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;323,16503
"La Chapelle-Thouarault";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;85,89886
"Clayes";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;139,49317
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;457,12289
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1983,82193
"Saint-Grégoire";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;623,78575
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;1278,32446
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;6313,83522
"Bruz";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1032,10231
"Brécé";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;392,05304
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;69,01347
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;32,49508
"Mordelles";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;588
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;6,22244
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;56,39604
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;125,33304
"Le Rheu";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;955
"Le Rheu";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1210
"Le Rheu";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;563
"Rennes";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;10373,18589
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;662,33519
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;765
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;175
"Romillé";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;85,70773
"Laillé";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;547,4927
"Montgermont";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;170,55301
"Montgermont";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;305,64197
"Montgermont";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;464,42671
"Brécé";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1473,79758
"Bruz";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;726,16467
"La Chapelle-des-Fougeretz";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;239,45404
"Bruz";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;779,1848
"Bruz";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;2410,44458
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1099,1262
"Saint-Erblon";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;184,62008
"Saint-Erblon";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;57,41432
"Chartres-de-Bretagne";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;594,1072
"Cintré";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;163,46669
"L'Hermitage";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;609,55505
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;227,45767
"Le Rheu";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;683
"Rennes";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;7086,06728
"Rennes";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;36640,41452
"Betton";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;862,615
"Bourgbarré";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;326,39598
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;75,24921
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;107
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;353
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;571,06852
"Laillé";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;691,19975
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;655,79786
"La Chapelle-des-Fougeretz";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;329,83092
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;286,4633
"Gévezé";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;306,51573
"L'Hermitage";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;101,23475
"Le Rheu";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1237
"Saint-Gilles";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;249,64278
"Chavagne";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;172,68413
"Chevaigné";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;166,78513
"Chevaigné";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;135,3896
"La Chapelle-Thouarault";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;201,39683
"Betton";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;736,10457
"Montgermont";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;226,18117
"Le Verger";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;89,15449
"Le Verger";"Commune";"15 ans ou plus";"Femme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;67,13273
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;6124,10038
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;508,87235
"La Chapelle-des-Fougeretz";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;1541,09832
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;447,9368
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;61,93679
"Pont-Péan";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;423,72823
"Pont-Péan";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;131,95516
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;230,51477
"Langan";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;52,92349
"Gévezé";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;223,61012
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;748,84282
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;144
"Bourgbarré";"Commune";"15 ans ou plus";"Total";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;390,78822
"Betton";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;9230,37828
"Saint-Erblon";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;324,05849
"Saint-Erblon";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;643,82954
"Saint-Grégoire";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1056,15957
"Saint-Erblon";"Commune";"15 ans ou plus";"Homme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;163,38116
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Total";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;774,32619
"Pacé";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;330,34634
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;559,88248
"Chevaigné";"Commune";"15 ans ou plus";"Homme";"Baccalauréat universitaire ou équivalent : Licence, licence pro, maîtrise, diplôme équivalent de niveau bac+3 ou bac+4";"Hors champ";"Population";"Annuel";"Normale";2022;83,64631
"Chevaigné";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;374,14529
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Femme";"Diplôme de niveau bac + 5 ou plus";"Hors champ";"Population";"Annuel";"Normale";2022;1523,04233
"Bruz";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;1012,3172
"La Chapelle-Chaussée";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;51,62148
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;283,3671
"Le Verger";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;18,64641
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2022;569
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;483,69924
"Le Verger";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;85,22822
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou certificat d'études primaires";"Hors champ";"Population";"Annuel";"Normale";2022;415,30993
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1767,54075
"Brécé";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;742,61642
"Bruz";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2022;6425,14261
"Cesson-Sévigné";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;402,18853
"Chartres-de-Bretagne";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1353,63627
"Cintré";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;260,2738
"La Chapelle-Thouarault";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2022;84,29518
"Chartres-de-Bretagne";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2022;1195,19804
