CodGeo;Note;nbLsPls;nbLsMes;txVac;txVac3m;txRot;txLsCol;txLsInd;txLs1p;txLs2p;txLs3p;txLs4p;txLs5pp;txLsm30;txLs30a40;txLs40a60;txLs60a80;txLs80a100;txLs100a120;txLs120p;txLsAv49;txLs49a75;txLs76a88;txLs89a00;txLs01a13;txLsAp13;txLsPlai;txLsPlusAv77;txLsPlusAp77;txLsPls;txLsPli;moyLoy;q1Loy;medLoy;q3Loy
12145;0;1477;26;1,9;1;6,5;90,7;9,3;7,4;16,6;34,9;33,8;7,2;4,4;5,7;23,1;47,4;17,2;2,1;0;17,3;45,2;12,9;9,1;11;4,6;10,4;43;42;2,3;2,3;5,23;4,34;5,43;6,11
12176;0;1056;0;3,7;0;9;95,3;4,7;4,5;20,5;41,8;27,3;5,9;1,1;2,5;34,5;47,7;14,2;0;0;1,8;47,2;28,2;0;13,1;9,6;6,7;74,8;17,2;1,2;0;5,05;4,09;4,85;5,81
12202;0;1488;73;2,3;0,8;9,8;94,7;5,3;9,3;25,1;34,3;27,2;4;7,1;4,6;32,6;38,5;14,2;2,3;0,7;8;37,4;7,8;13,7;17,7;15,3;16,5;38,9;41,5;3,2;0;5,54;4,58;5,49;6,38
12208;0;434;0;5,2;2,6;10,6;97,5;2,5;11,4;18,9;29,1;35,4;5,1;0;9,1;30,4;50,7;7,3;2,5;0;3,4;58,3;19,5;9,4;9,4;0;0;78,9;18,5;0;2,6;5,63;5,22;5,53;6,07
12300;0;441;0;2,5;0;10;86,5;13,5;8,4;15,9;34,7;34,3;6,7;2,9;3,3;15,2;47,8;28,4;2,4;0;7,1;72,8;4,2;3,8;4,5;7,6;7,2;68,4;21,3;3,1;0;4,6;4,06;4,37;4,83
13001;0;13093;138;1,7;0,7;5;98,7;1,3;11,9;15,6;35,2;29,4;7,9;8,3;3,7;20,9;42,9;20,1;3,5;0,6;0,7;51,6;13,8;16,2;9,2;8,6;4,6;55,2;25,8;10,4;4;6,09;4,62;5,25;7,47
13002;0;644;0;0;0;6,6;97,5;2,5;0;33,2;43,7;20,5;2,6;2,9;8,1;40,4;39,2;9,4;0;0;12,9;5;0;11,3;36;34,9;11;19,5;58,6;10,8;0;7,31;6,84;7,38;7,84
13004;0;6005;58;6,4;4,7;6,4;90,4;9,6;4,3;14,8;35,1;37,5;8,3;0,8;6,8;27,8;48,9;14,8;1;0;1,4;69,2;9,8;7,1;7,6;4,9;4,3;73,7;17,7;1,3;3;5,89;5,2;5,8;6,52
13005;0;5190;0;2;1;4,4;95,2;4,8;2,6;13,9;45,1;32,2;6,2;1,3;2,7;28,8;48,9;17,4;0,9;0;2,2;39,2;21,3;16,3;10;11;13,8;38,4;44,7;2,1;1,1;6,58;5,64;6,57;7,33
13007;0;606;101;1,8;0;5,6;100;0;4,9;28,2;40,1;26,8;0;0;3,8;28;55,7;12,5;0;0;0;0;15,8;25,8;9,2;49,2;17;16,9;58,9;5,1;2,1;7,01;6,61;7,23;7,63
13014;0;1365;0;1,6;1,6;5,9;95,3;4,7;2,4;14,6;41,5;34;7,6;1,2;4,8;33,2;49,5;11,3;0;0;12;67;13,3;6,8;0;0,9;5,1;59,4;34;0,8;0,8;5,79;5,1;5,71;6,31
13015;0;694;0;1,6;0;6;82,9;17,1;0;27;43,7;25,7;3,7;0;1,6;27,8;50,3;16,9;3,4;0;1,6;7,6;2,2;12,7;38;38;17,7;6,4;54,1;16,9;4,9;7,73;6,72;7,31;8,09
13019;0;160;0;0;0;7,8;64,9;35,1;0;31,1;35,6;27,1;6,2;0;0;32,9;50;17,1;0;0;0;10,5;0;24,6;58,5;6,4;23,7;7,9;42,1;26,3;0;8,41;7,26;7,78;9,74
13021;0;51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,33;6,79;7,27;7,71
13022;0;342;66;0;0;0;92,5;7,5;0;27,4;39,8;28,9;4;0;0;24,7;54,4;20,9;0;0;0;6,1;33,6;0;25,7;34,6;0;6,2;61,2;32,6;0;8,45;7,33;7,9;9,72
13026;0;1478;40;1,4;0,8;6,3;85,6;14,4;0;25,8;40,4;30;3,8;0;0,8;28,4;49,9;20,1;0,7;0;0;17,3;2,2;10,9;25,7;43,9;21,8;16,8;50,2;10,4;0,7;7,02;6,1;6,95;7,52
13027;0;1147;0;3,4;2,7;6,3;90,2;9,8;3,8;17,8;37,7;34,2;6,4;1;3,3;27,1;47,1;18,3;3,2;0;1;42,4;5,4;11;24,1;16,2;5,9;44,5;31,5;8;10,1;6,45;5,35;6,45;7,32
13028;0;4374;27;0,9;0,3;5,3;97,4;2,6;1,8;18,5;43,7;31,2;4,8;0,8;2,7;20,8;66,7;8,3;0,4;0,3;0,3;57,1;7;3,7;16,4;15,5;6;56,1;21,3;15;1,6;6,39;4,89;5,89;7,4
13032;0;210;31;0;0;7,5;88,1;11,9;4,7;29,7;29,7;26,3;9,5;0;0;29,6;47,8;22,6;0;0;0;26,1;0;21,1;14,2;38,5;10,6;30,2;45,5;0;13,6;6,93;5,16;6,74;7,6
13035;0;215;18;4,9;0;6,1;74,4;25,6;5,2;31;43,2;20,5;0;0;5,2;31,8;58,4;4,7;0;0;0;0;0;5,3;22,7;72;32,4;0;59,5;8,1;0;6,93;6,15;6,89;7,15
13037;0;327;63;0;0;7,3;96,5;3,5;3,7;35,8;36,7;20,4;3,4;0;3,4;39,4;43,2;14;0;0;0;0;0;3,7;32,6;63,8;22,2;0;65,7;12,1;0;7,1;6,42;6,83;7,26
13039;0;1172;0;1;1;5,2;60,4;39,6;2;16,8;33,6;36,8;10,7;1;3,1;16,5;45;32,2;2,1;0;1;0;30,7;37,1;17,7;13,4;10,4;0;83,8;5,8;0;7,46;6,92;7,54;7,87
13040;0;283;22;0;0;8,7;49,5;50,5;0;16,1;36,6;38,7;8,6;0;0;20,1;29,9;40,8;9,2;0;0;6,1;22,9;0;24,2;46,8;18,9;15,3;55,8;10;0;6,76;6,56;6,74;7,36
13041;0;2390;15;1,2;0,5;5,5;82,9;17,1;5,3;15,7;37,8;33,7;7,5;4,5;2,5;22,2;44,7;24,1;1,5;0,5;6,2;15,9;34;12,9;13;18;12;13,2;56,3;5,5;12,9;7,35;6,62;7,25;7,97
13042;0;108;0;;;;;37,7;;;;;;;;;;;;;0;0;0;0;37,7;;;;;;;7,82;7;7,66;7,89
13043;0;403;0;2,7;0;3,8;85;15;4,7;26,2;43;26,2;0;0;0;30,1;48,5;21,4;0;0;0;0;38,1;10,9;0;51;25,1;0;69,1;3;2,8;7,42;6,95;7,29;7,53
13047;0;5318;85;2;1;7,3;90,7;9,3;2,5;16,7;40,3;34,3;6,1;0,2;3;20,7;50,2;24,8;1,1;0;1,9;31,8;18,4;17,8;11,7;18,4;7,1;34,9;50,8;6,6;0,6;6,59;5,41;6,64;7,52
13050;0;353;15;0;0;11,1;84,5;15,5;4,3;21,9;42,9;27;4;0;9,1;17,9;50,4;19,6;3;0;0;16;0;0;46,1;37,9;14;17,1;35,1;33,7;0;7,11;6,06;6,76;8,69
13051;0;281;47;0;0;9,8;79,8;20,2;0;42,7;36,5;20,8;0;0;9,5;28,1;55,8;6,7;0;0;0;0;0;0;11,7;88,3;20,7;0;60,2;12,2;6,9;7,76;6,55;7,05;9,31
13054;0;2124;0;1,4;0,5;10,1;90;10;2;17,3;41,2;33,5;6,1;0,7;3;24,7;56,4;13,5;1,7;0;2,1;46,8;14,1;15,9;3,9;17,2;11,1;30,4;52,3;4,5;1,7;6,98;5,73;7;7,77
13055;0;78104;699;2;0,9;5,1;97,8;2,2;6,4;17,1;39,2;29,5;7,7;3,8;5,2;28,3;45,8;14,9;1,7;0,2;6,5;55,7;8,9;8,2;11,7;9;5,5;56,1;25;8,1;5,2;;;;
13056;0;6479;0;1,5;0,9;5,7;93;7;2,7;18,8;39,1;33,3;6,1;0,5;3;24,3;53;18,7;0,5;0;1,2;48,8;18,3;8,3;11,4;11,9;7,7;51,4;38,2;2,6;0;6,08;5,23;5,94;6,79
13063;0;3992;0;1,7;0,6;4,9;86,6;13,4;2,2;9,4;40;36;12,4;0,7;1,2;15,8;58,8;21;2,6;0;6,8;52,6;22,8;6,4;6,7;4,6;4,7;69;23;2,7;0,6;5,81;4,95;5,61;6,51
13069;0;368;101;3,4;0;7,7;100;0;0;29,6;42,4;24,6;3,4;3,9;0;30,4;47,5;18,2;0;0;0;6,3;14,9;0;33,6;45,2;16,6;6,9;50,1;26,3;0;7,93;7;7,43;9,3
13070;0;625;0;0;0;3,6;90,2;9,8;0;13,8;53;30,8;2,3;2,1;0;18,3;63,8;15,7;0;0;0;25,1;40,5;10,1;8,6;15,7;4,5;59,2;32,9;3,4;0;6,4;5,53;5,95;7,13
13071;0;730;31;0;0;5,7;86,7;13,3;2,3;20,7;44,7;22,6;9,7;1,6;2,5;23,3;59,1;13,4;0;0;4;40,7;0;0;13,2;42,1;13,8;38,3;39,1;8,8;0;6,8;5,67;6,77;7,45
13075;0;634;0;2,2;0;7,2;100;0;3,7;22,5;41,2;29,8;2,8;0;3,9;24;49,5;20,8;1,7;0;0;16,3;33,8;12,7;1,9;35,3;4,4;31,3;39,9;10,2;14,2;7,64;5,53;7,5;8,88
13077;0;2706;25;2,1;1,4;4,2;98,3;1,7;2,6;10,3;42,8;35,9;8,5;0,4;3,4;26,4;54,1;13,6;1,6;0,4;4,7;88,8;1,3;4,2;0;0,9;2,9;92,9;3,2;0;0,9;5,38;4,31;5,42;6,07
13078;0;1922;0;5,9;3,4;6,8;95,7;4,3;2,2;12,3;40,8;38;6,7;1;3,7;25,6;60,2;8,4;1,2;0;1,6;86,2;0,9;0;6,7;4,6;1,5;86,9;10;0,6;1;5,33;4,84;5,41;5,66
13081;0;710;21;1,9;0;4,1;90;10;6,1;21,5;37,6;32,7;2,1;0;8,2;25,5;50,2;16,1;0;0;0;8,9;39,9;4,6;14,7;31,8;15,9;32,2;50,4;1,6;0;6,52;5,78;6,49;7,09
13086;0;441;0;2,6;0;5,4;100;0;2,4;27,1;42;21,2;7,4;0;4;29,8;47;19,2;0;0;0;0;13,9;14,6;37,5;34;16,5;0;73,4;7,6;2,5;7,23;6,49;7,12;7,48
13092;0;463;0;2,6;0;8;89,2;10,8;3,7;30,1;38,3;25,4;2,6;3;0;43,8;43,8;9,4;0;0;0;24,4;9,9;17,3;24,4;24;22;24,7;40,2;13,1;0;7,29;6,55;7,26;7,76
13097;0;1158;136;0,9;0;7,5;78,8;21,2;2,4;24,9;40,8;28,3;3,6;0;1,1;30,9;47,2;20,8;0;0;0;21,5;0;13,5;32,5;32,4;22,9;21,7;44,7;7,7;3;6,86;6,07;6,88;7,45
13098;0;140;0;0;0;7,6;38,4;61,6;0;20,8;34,1;38,2;6,9;0;0;21,8;35,8;42,4;0;0;0;18,6;48,7;0;0;32,7;0;0;;8,9;0;7,18;6,8;7,11;7,38
13100;0;257;0;4,6;0;7,6;74,8;25,2;0;9,3;32,9;50,6;7,2;0;0;15,2;45,8;39;0;0;0;37,1;37,1;4,6;13,9;7,3;11,6;34,9;53,5;0;0;5,76;4,78;5,83;6,59
13102;0;154;0;0;0;0;;8,2;0;8,4;36,4;55,2;0;0;0;7,8;80,1;12,1;0;0;0;43,9;48,2;0;7,9;0;0;0;92,6;7,4;0;6,92;6,49;6,81;7,08
13103;0;4242;48;2,6;0,4;6,9;92,1;7,9;1,9;12,9;39,4;36;9,9;0,7;2,3;23,4;47,4;21,7;4;0,5;0;54,7;7,4;10;12,6;15,3;8,2;54,6;30,8;5;1,3;6,2;5,24;6,03;7,21
13104;0;287;0;0;0;3,9;86,9;13,1;0;28,5;40,3;27,4;3,8;0;0;29,3;61,3;9,4;0;0;0;0;5,7;32,6;22,5;39,3;39,1;0;50;5,8;5,1;7,42;6,72;7,2;7,53
13105;0;457;35;0;2,4;8,3;78,6;21,4;0;20;39,9;34,4;5,7;0;2,9;21,5;56,9;18,7;0;0;0;0;18,1;6,6;37,2;38,1;15,7;20,6;55,8;7,9;0;6,25;5,38;6,23;6,92
13106;0;811;0;0;0;3,6;100;0;4,2;16,5;31,7;33;14,7;0;5,5;18,4;56,6;16,7;2,8;0;4,3;60,5;9,7;0;3,2;22,3;4,7;60,3;24;6,7;4,4;6,3;5,24;5,86;7,32
13107;0;232;42;0;0;5,2;100;0;0;23,9;49,6;21,8;4,7;0;0;24,5;61,8;13,6;0;0;0;13,1;21;0;29,7;36,2;13,8;12,6;68,6;5;0;7,02;6,56;7,16;7,62
13108;0;878;0;1,8;1,3;4;76,4;23,6;1,3;14,7;34,6;39,7;9,8;0;4,6;17,1;46,7;29,4;2,3;0;1,6;29,4;13,6;18,4;26,9;10,1;15,7;33,3;49,8;1,2;0;5,84;5,08;5,9;6,49
13110;0;377;26;3;0;3,7;72,7;27,3;3,4;26,3;35,6;31,1;3,6;0;3,7;25,6;41,5;26,4;2,9;0;5,3;0;18,8;19,6;28,6;27,8;28,2;0;65,6;6,2;0;6,69;6,25;6,53;6,82
13112;0;301;0;0;0;5,8;87,5;12,5;3,5;42,3;54,2;0;0;3,4;3,8;41,4;51,4;0;0;0;0;0;9,7;18,8;30,5;40,9;28,6;0;46,5;24,9;0;7,73;6,7;7,19;9,22
13113;0;286;56;0;0;7,3;95,7;4,3;0;39,6;36,7;16,6;7,1;4,3;0;41,3;42,3;12;0;0;0;13,7;3,7;31,7;19,7;31,3;16,5;0;65,3;18,2;0;7,88;6,83;7,57;8,75
13117;0;4473;41;1,5;0,8;4,3;95,8;4,2;3,3;11,8;40,3;33,9;10,8;0;2,3;13,2;57,3;23,8;3,1;0,3;0;35,6;40,8;12,9;5,2;5,5;3,8;38,4;53,4;2,7;1,7;6,52;5,41;6,61;7,36
13119;0;484;0;0;0;2,5;100;0;2,3;17,9;38,2;31;10,7;0;2,9;15,2;44,2;33,8;4;0;0;36,5;10,7;26,2;10,3;16,3;8,5;50,2;36,4;4,9;0;6,21;4,73;5,12;7,36
13201;0;1979;0;8;5,1;12,1;99,4;0,6;43,7;18,8;23,4;11,8;2,3;33,1;13,9;21,4;21,1;9;0,8;0,7;30,7;18,5;10,5;17,1;20,6;2,7;9,1;2,3;66,8;12,6;9,2;7,84;6,6;7,48;8,71
13202;0;2703;12;4,1;2,9;4,4;99,6;0,4;11,4;30,5;37,4;17,1;3,6;5,8;8,9;34,7;31,8;14,5;4;0,4;24,5;12,8;21,1;11,6;17,9;12,1;14;10,3;56,5;12,1;7,1;7,28;6,39;7,1;7,93
13203;0;5567;11;2,3;1,2;4,9;98,9;1,1;13,1;21,1;36,5;24,9;4,4;9;7,6;29,4;37,5;14,2;1,9;0,4;9,9;17,3;15,7;10,9;22,3;23,9;11,6;23,3;50,2;11,9;3;7,08;6,23;7,02;7,74
13204;0;2854;0;1,5;0,6;4,7;98,1;1,9;3,5;16,5;44,8;26,7;8,6;1,9;4,9;29;45,5;16,5;1,8;0,5;15,9;41,6;3,8;8,4;12,4;17,9;10,4;50,2;22,1;9,8;7,5;6,7;5,17;6,33;7,78
13205;0;1775;0;2,2;0,6;4,9;100;0;6;22,3;45,1;24,3;2,3;1,2;7,4;46,3;35,2;9,1;0,8;0;14,5;32,3;3,8;26,1;12,7;10,7;10,5;44,1;31,5;8,9;5;7,2;5,82;7,12;8,45
13206;0;938;0;0;0;4;98,8;1,2;27,3;15,9;34;16,8;6;21;7,4;16,7;35,1;16,2;3,7;0;14,9;5,9;24,7;40,4;5,6;8,5;9,5;3,4;57,8;8,5;20,8;8,3;7,27;8,06;9,21
13207;0;1242;0;1,1;0,9;6;100;0;4,7;22,5;44,9;20,8;7,1;2;6,4;35,5;40,1;12,8;3,2;0;10,7;49,4;15,5;8,4;10;6;2,7;56,5;30;9,9;1;6,94;5,56;6,58;7,94
13208;0;4864;119;1,9;0,9;7;99,8;0,2;10,3;19,1;37,5;27,4;5,7;6,8;5,3;22,4;42,8;19,9;2,8;0;6,8;34,7;28,3;10,3;16,6;3,2;3,1;12,6;29,3;23,5;31,5;8,64;7,03;8,48;10
13209;0;5024;43;1,3;0,4;6,1;97,6;2,4;8;14,8;39,5;30,7;6,9;3,3;6,1;20,3;48;19;3,1;0,3;1,2;46,3;18,8;19,8;8,8;5,1;6,1;43,2;39,2;9,8;1,6;6,81;5,43;6,74;7,9
13210;0;4966;117;1,3;0,4;5,3;93,9;6,1;8,9;18,1;39,7;27;6,4;7,6;4,9;28,7;46,4;11,8;0,6;0;10,7;42,7;2,4;11,4;21,2;11,6;2,1;45,8;23;17,6;11,6;7,09;5,36;6,87;8,43
13211;0;6735;75;1,3;0,5;4,1;95,7;4,3;1,2;11;38;38,2;11,6;0,7;2;27,1;49;19,9;1,4;0;5,4;73,5;8,3;7;2,9;2,9;1,5;79;14,6;1,7;3,3;5,84;5;5,45;6,33
13212;0;3540;0;1,2;0,4;3,2;100;0;0,9;16,8;44,9;32,2;5,2;0;6,3;36,4;50;6,9;0,4;0;0;80;2,3;6,1;4,4;7,2;2,2;71,2;19,2;5,7;1,7;6,41;5,49;5,97;6,76
13213;0;12290;30;1,5;0,4;4,4;98,9;1,1;3;16,6;39,7;32;8,7;1,8;3,5;25,7;52,3;15,8;0,9;0;0,8;78,9;5,3;0,8;8,2;6;1,5;83,3;8,8;5,9;0,6;5,95;5,24;5,68;6,25
13214;0;9838;78;1,5;0,6;4,7;98,5;1,5;3,7;17,7;40,8;28,2;9,6;0,7;4,5;36,4;43,1;13,2;2;0,2;6;71,7;0,3;3,1;11,6;7,3;4,9;73,6;16,1;3,5;1,9;6,05;5,35;5,89;6,53
13215;0;11710;216;3,3;1,5;5,1;97,7;2,3;2,5;14,8;40,3;33,6;8,8;1;5,3;27,4;50,9;13,5;1,6;0,2;2;68,6;2,4;2,2;12;12,9;6,9;68,2;18,3;4,6;2,1;6,1;5,29;5,76;6,62
13216;0;2082;0;2,3;0,9;4,4;85,4;14,6;4,2;12,7;30,9;40,3;11,8;2,5;3,1;11,5;59,9;20;3;0;2,2;33,5;30,9;26,6;2,9;3,8;13,9;44,3;39,3;0,9;1,6;6,23;5,39;5,93;6,87
14047;0;2419;47;0;0,7;7,7;79;21;6,8;18,2;35,8;30,9;8,3;2,5;3;23,8;46,2;22,5;1,5;0,5;3,2;43;27;12;12,8;1,9;1,3;62,4;34,2;2,1;0;5,79;5,2;5,79;6,47
14118;0;16242;117;2,6;1,2;9,3;92,3;7,7;8,8;21,6;36,8;24,9;7,9;5,5;4,7;31,4;40,7;15,1;2,3;0,2;3;53,6;8,6;12,4;9,8;12,6;4,2;60,2;28,1;6,4;1,1;6,22;5,28;5,92;6,99
14167;0;1647;0;1,5;0;7,3;57,8;42,2;1,2;20,2;34,4;31,6;12,6;0,7;2,3;23;42,3;26,4;5,4;0;2;25;9,3;21,4;31,9;10,3;8,9;34;54,1;2,9;0;6,53;5,76;6,69;7,19
14174;0;563;0;14,7;12,3;9,4;72;28;6,4;16,4;32,9;27,7;16,6;0;6,4;21,3;50,1;15,9;6,3;0;0;86,4;8;2,6;3;0;2;86,4;11,5;0;0;5,45;5,02;5,29;5,8
14181;0;507;0;0;0;2,9;26,3;73,7;2,3;11,9;26,7;48,9;10,2;0;0;11,4;31,4;51,6;5,7;0;0;6,4;51,7;6,6;14,5;20,7;6,5;5,4;88,1;0;0;6,88;6,55;6,84;7,25
14225;0;941;0;0;0;6,3;39,5;60,5;2,7;15,9;34,5;40,3;6,6;2,1;3,5;17,9;41,9;31,3;3,2;0;3,6;15,3;24,9;28,3;26,4;1,4;7;24,2;65,8;1,8;1,2;6,25;5,68;6,28;6,87
14258;0;1014;0;3,7;4,7;9,5;82,1;17,9;2,5;19,5;34,7;31,7;11,6;0;2,8;19,5;46,2;24,5;3,9;3,1;2,1;53;26,3;8,8;9,9;0;1,2;74,5;23,1;1,2;0;5,42;4,77;5,54;6,17
14271;0;816;0;1,6;0;9,8;68,5;31,5;4,8;16,3;38;31,2;9,7;0;6,2;16,8;44,6;25,5;6,9;0;0;22,9;25,4;17,7;15,4;18,6;6,8;44,2;38,9;10;0;6,21;4,94;6,13;7,29
14301;0;824;0;1,9;0;6,6;30;70;2,4;12,7;35,1;41,1;8,7;2;0;15,2;52,7;28,1;2;0;0;14,3;31,1;29,6;13,6;11,4;11,6;35,2;44,2;9;0;6,39;5,21;6,4;7,35
14327;0;4652;29;2,4;0,3;8,2;95,1;4,9;2,9;13,8;39;34,1;10,1;0,7;3,4;15,5;55,6;21,9;2,7;0,2;0;55,7;24,3;4,5;11,7;3,8;1;69,6;24,2;3,7;1,5;5,96;5,15;5,55;6,51
14333;0;1130;0;1,4;1,1;7,2;72,6;27,4;3,2;16,2;37,3;32,6;10,6;0;3;18,2;40,9;35,8;2,2;0;2,1;29,9;18,8;13,1;30,6;5,5;4,2;29,3;60,3;6,1;0;6,19;5,64;5,96;6,64
14341;0;1531;31;1;0;10,2;65,9;34,1;9,3;18,1;29,7;36,9;6;7,8;1,1;18,1;37,5;30,8;4,7;0;0;7,8;6,9;42,1;23,4;19,8;8,3;7,4;57,4;23,6;3,3;7,14;6,57;6,97;7,49
14366;0;3934;29;2,1;0,5;8,2;79,8;20,2;3;18,8;38,2;31,9;8,1;0,5;4,4;29,2;45,3;18,2;2,4;0;6,1;64,8;16,4;5,7;6,3;0,7;1,2;79,9;16,8;1,4;0,7;5,75;5,11;5,59;6,27
14437;0;1568;35;2,1;0;9,3;77,1;22,9;2,6;22,9;44;23,6;6,8;0,8;1,3;27;44,2;25;1,6;0;1;14,5;24,9;31;18;10,5;10,2;18,7;66,9;4,2;0;6,68;6,04;6,77;7,38
14488;0;825;16;1,7;0;4;43,7;56,3;4,2;18,8;34;35,7;7,3;2,2;4,3;20,9;38,2;31,9;2,3;0;2;9,8;13,5;38,6;12,9;23,2;7,9;11,5;71,5;6,5;2,7;6,88;6,34;6,77;7,1
14715;0;754;69;2,3;1,5;7,1;81;19;5,3;23,5;42;24,6;4,6;1,7;5,9;28,8;48,3;11,5;3,7;0;7,4;27;16,9;11,4;11,9;25,4;5,8;37,6;49,5;7,1;0;6,53;5,95;6,43;7,03
14762;0;1755;0;5,7;4,4;12,1;77,7;22,3;7,6;16,1;38;27,5;10,7;1,1;6,8;21,5;51,2;16,8;2;0,7;1,8;64,8;22,7;6,6;2,8;1,3;1,3;85,5;11,4;1,8;0;5,18;4,19;5,26;6,02
15012;0;291;0;0;0;11,9;86,5;13,5;5,1;14;42,5;32,2;6,2;0;5,9;30;42,1;22,1;0;0;0;39,7;0;3,8;39,7;16,7;14,4;41,2;44,4;0;0;5,56;4,68;5,72;6,13
15014;0;3068;29;2,8;1;13,6;92,9;7,1;13,8;16,1;36;29,5;4,6;10;4;22,5;50;12,1;1,4;0;0,7;50,6;7;19,6;14,1;8,1;7;35,1;49;5;3,9;5,78;4,93;5,53;6,27
15187;0;523;11;3,7;0;10,6;84,3;15,7;7,4;13,7;33,3;40,4;5,1;0;2,8;18,1;46,8;29,5;2,8;0;0;46,7;29,4;8;12;3,8;5,1;49,4;40,8;4,7;0;4,83;4,26;4,93;5,57
16015;0;5952;12;2,3;1,1;9,9;91,9;8,1;6,2;18,2;39,4;28,3;7,8;2,2;3,8;24,1;50,6;16,8;1,9;0,6;2,6;42,8;27,5;16,2;6,4;4,5;4,3;51,6;38,9;4,3;1;5,65;4,89;5,4;6,31
16028;0;365;0;3,2;0;5,9;73,1;26,9;4,4;9,1;33,4;41,7;11,4;3,2;3;12,4;59,8;18,6;3;0;2,8;49;17,6;14,8;12,6;3,3;4,5;51,7;35,8;8;0;5,64;4,96;5,47;6,29
16102;0;1879;0;3,2;1,5;10,4;96,7;3,3;4,3;18,5;37,3;30,8;9,2;0,6;5,8;33,4;45,9;13,7;0;0,6;4,8;62,7;20,8;9,7;2;0;2,4;66,4;30,6;0;0,6;5,5;4,78;5,26;6,06
16113;0;842;11;0;1,4;11,7;77,8;22,2;7,4;23,2;40,2;21;8,2;5;2,1;19,8;48,1;19,6;5,5;0;2,2;8;47,2;9,3;23,8;9,5;6,7;21,2;61,3;9,4;1,5;6,51;6,09;6,68;6,95
16154;0;360;0;0;0;5,6;81,4;18,6;0;24,7;41,6;27,4;6,2;0;0;25,9;41,8;28,7;3,7;0;3,6;0;58;13,2;14,8;10,4;4,4;24,6;71;0;0;6,24;5,77;6,3;6,79
16291;0;510;11;0;0;10,2;78,6;21,4;7,2;10,2;32,4;40,4;9,8;2,6;6,3;19,4;51,3;18;2,4;0;3,6;61,2;4,8;7;14;9,4;6,4;60,4;30,4;2,8;0;5,6;4,99;5,46;6,41
16358;0;407;17;4;0;3,5;39,6;60,4;0;16,5;33,5;34,2;15,8;0;0;19,4;40,2;34,1;6,4;0;0;6,9;33,9;4,2;24;30,9;14,9;15,3;54,2;15,6;0;6,31;5,83;6,33;6,64
16374;0;1803;0;0,8;0,7;8,8;98,9;1,1;0,7;5,9;36,5;53,1;3,8;0;0,6;10,4;82,6;5,1;1,2;0;0;92,7;0;1,2;3,6;2,6;0;93,6;5;0;1,4;5;4,65;4,87;5,21
17028;0;1009;60;1,2;1,6;6,6;80,7;19,3;4;29,7;39,7;20;6,6;0;5,4;32,7;45,7;14,7;1,6;0;0;17,7;6,2;10,8;12,3;53;18,8;21,7;50,4;9,1;0;6,64;5,82;6,65;7,29
17094;0;355;84;4,1;0;7,1;76,1;23,9;4;29,7;47,5;18,9;0;0;0;30,3;50,4;19,2;0;0;0;0;0;13,1;23;63,8;27,9;0;63,1;8,9;0;7,09;6,69;7,01;7,36
17200;0;652;57;0;0;4,7;80;20;31;19;28,7;17,4;3,9;30,9;0;17,8;34,6;14,8;1,9;0;0;0;3;16,1;13,3;67,7;42,9;0;45,9;11,2;0;7,3;6,61;7,15;7,58
17264;0;368;0;0;0;4,2;45,2;54,8;0;23,6;38,2;29,9;8,2;0;0;24,1;33,7;42,2;0;0;0;3,1;2,8;20,9;52,3;20,9;15;0;74,9;10;0;6,66;6,2;6,55;7,1
17274;0;637;25;0;0;5;65,4;34,6;2,4;26,4;44,5;24,5;2,2;0;1,9;28,9;47,7;21,5;0;0;0;0;2;11,4;48,5;38;20,1;0;73,2;6,7;0;6,86;6,31;6,85;7,22
17299;0;2688;17;10,6;2,8;7,5;87,7;12,3;4,2;18,3;40,7;30,7;6,1;1,6;2,9;22,4;46,7;23,5;2,8;0;5,1;31,4;36,8;9,6;14,8;2,3;4,1;42,6;50,5;0,8;2,1;5,48;4,51;5,47;6,22
17300;0;13788;157;1,6;0,8;6,9;92,3;7,7;14,9;22,3;32,6;24,1;6,1;11;5,7;24,3;46;11,2;1,5;0,2;2,4;50,4;8,3;16,4;10,9;11,6;4,7;58,1;28,3;5,9;3,1;6,11;5,2;5,94;6,94
17306;0;1448;81;2;0;6,2;84,6;15,4;7,8;29;41,3;18,8;3,1;2,5;4;32,7;49,4;10,7;0,8;0;0;19;6,5;4,4;15,3;54,8;22;21,2;52,1;3,9;0,8;6,27;5,61;6,14;6,79
17333;0;122;0;0;0;11,1;;32,8;7,7;32,2;34,3;25,9;0;0;8,4;28,2;52,7;10,7;0;0;;10,8;14,2;14,2;;;;23,9;;11;;6,45;5,58;6,29;7,24
17347;0;410;0;11,7;12,6;8;88,8;11,2;0;6,4;45,2;31,7;16,7;0;0;18,9;57,1;24;0;0;0;69,6;16,8;13,6;0;0;2,7;81,7;12,8;0;2,7;5,21;4,79;5,05;5,74
17385;0;221;0;0;0;7,4;63,2;36,8;0;25,4;43,7;25,8;5,2;0;0;34,6;32,7;25,3;7,4;0;0;0;24,5;17,6;9,3;48,5;20,2;0;79,8;0;0;6,25;5,76;6,26;6,68
