code_residence,commune_residence,dep_residence,code_travail,commune_travail,dep_travail,flux,annee
35152,Liffré,35,35131,L'Hermitage,35,4.88698876078924,2019
35152,Liffré,35,35189,Montgermont,35,14.6609662823674,2019
35152,Liffré,35,35206,Noyal-Châtillon-sur-Seiche,35,19.547955043157,2019
35152,Liffré,35,35210,Pacé,35,19.5479550431576,2019
35152,Liffré,35,35238,Rennes,35,1016.49366224416,2019
35152,Liffré,35,35240,Le Rheu,35,19.5479550431567,2019
35152,Liffré,35,35250,Saint-Armel,35,4.88698876078895,2019
35152,Liffré,35,35275,Saint-Gilles,35,9.77397752157849,2019
35152,Liffré,35,35278,Saint-Grégoire,35,87.9657976942058,2019
35152,Liffré,35,35281,Saint-Jacques-de-la-Lande,35,68.4178426510491,2019
35152,Liffré,35,35315,Saint-Sulpice-la-Forêt,35,4.88698876078895,2019
35152,Liffré,35,35334,Thorigné-Fouillard,35,29.3219325647352,2019
35152,Liffré,35,35352,Vern-sur-Seiche,35,39.0959100863131,2019
35152,Liffré,35,76575,Saint-Étienne-du-Rouvray,76,4.88698876078895,2019
35153,Lillemer,35,35238,Rennes,35,20.0,2019
35154,Livré-sur-Changeon,35,35024,Betton,35,5.0,2019
35154,Livré-sur-Changeon,35,35051,Cesson-Sévigné,35,70.0,2019
35154,Livré-sur-Changeon,35,35055,Chantepie,35,5.0,2019
35154,Livré-sur-Changeon,35,35204,Nouvoitou,35,5.0,2019
35154,Livré-sur-Changeon,35,35238,Rennes,35,105.0,2019
35154,Livré-sur-Changeon,35,35266,Saint-Erblon,35,5.0,2019
35154,Livré-sur-Changeon,35,35278,Saint-Grégoire,35,20.0,2019
35154,Livré-sur-Changeon,35,35281,Saint-Jacques-de-la-Lande,35,5.0,2019
35154,Livré-sur-Changeon,35,35334,Thorigné-Fouillard,35,10.0,2019
35155,Lohéac,35,35047,Bruz,35,10.6032774004195,2019
35155,Lohéac,35,35055,Chantepie,35,4.70066008830796,2019
35155,Lohéac,35,35066,Chartres-de-Bretagne,35,15.7776747813,2019
35155,Lohéac,35,35139,Laillé,35,5.17439738088054,2019
35155,Lohéac,35,35210,Pacé,35,5.17439738088054,2019
35155,Lohéac,35,35238,Rennes,35,39.0895058580305,2019
35155,Lohéac,35,35281,Saint-Jacques-de-la-Lande,35,9.86368759629996,2019
35155,Lohéac,35,35352,Vern-sur-Seiche,35,5.42888001953893,2019
35156,Longaulnay,35,35022,Bécherel,35,9.87853657845899,2019
35156,Longaulnay,35,35024,Betton,35,4.9880533430099,2019
35156,Longaulnay,35,35047,Bruz,35,4.84312492408825,2019
35156,Longaulnay,35,35051,Cesson-Sévigné,35,9.97658853501706,2019
35156,Longaulnay,35,35189,Montgermont,35,4.9880533430099,2019
35156,Longaulnay,35,35210,Pacé,35,4.9880533430099,2019
35156,Longaulnay,35,35238,Rennes,35,79.5702144667752,2019
35156,Longaulnay,35,35240,Le Rheu,35,10.0263420460049,2019
35156,Longaulnay,35,35245,Romillé,35,9.9273216322394,2019
35156,Longaulnay,35,35278,Saint-Grégoire,35,5.03732024578756,2019
35159,Lourmais,35,35238,Rennes,35,24.0609342709693,2019
35159,Lourmais,35,35275,Saint-Gilles,35,4.64557938687262,2019
35160,Loutehel,35,35066,Chartres-de-Bretagne,35,5.0,2019
35160,Loutehel,35,35131,L'Hermitage,35,5.0,2019
35160,Loutehel,35,35139,Laillé,35,5.0,2019
35160,Loutehel,35,35238,Rennes,35,15.0,2019
35160,Loutehel,35,35281,Saint-Jacques-de-la-Lande,35,5.0,2019
35160,Loutehel,35,35353,Vezin-le-Coquet,35,5.0,2019
35161,Louvigné-de-Bais,35,35001,Acigné,35,4.99448581674247,2019
35161,Louvigné-de-Bais,35,35032,Bourgbarré,35,4.99448581674247,2019
35161,Louvigné-de-Bais,35,35039,Brécé,35,10.1697870313304,2019
35161,Louvigné-de-Bais,35,35047,Bruz,35,4.99448581674247,2019
35161,Louvigné-de-Bais,35,35051,Cesson-Sévigné,35,30.1472107410002,2019
35161,Louvigné-de-Bais,35,35055,Chantepie,35,15.1277976614325,2019
35161,Louvigné-de-Bais,35,35204,Nouvoitou,35,4.99448581674247,2019
35161,Louvigné-de-Bais,35,35206,Noyal-Châtillon-sur-Seiche,35,4.99448581674247,2019
35161,Louvigné-de-Bais,35,35238,Rennes,35,90.4416322230005,2019
35161,Louvigné-de-Bais,35,35250,Saint-Armel,35,5.10313110898538,2019
35161,Louvigné-de-Bais,35,35278,Saint-Grégoire,35,15.1277976614325,2019
35161,Louvigné-de-Bais,35,35352,Vern-sur-Seiche,35,4.99448581674247,2019
35162,Louvigné-du-Désert,35,35051,Cesson-Sévigné,35,4.98726713033041,2019
35162,Louvigné-du-Désert,35,35210,Pacé,35,5.01996876722738,2019
35162,Louvigné-du-Désert,35,35238,Rennes,35,14.9619609882854,2019
35163,Luitré-Dompierre,35,35039,Brécé,35,4.99971449423816,2019
35163,Luitré-Dompierre,35,35051,Cesson-Sévigné,35,4.99971449423816,2019
35163,Luitré-Dompierre,35,35196,Mordelles,35,5.06688037566946,2019
35163,Luitré-Dompierre,35,35238,Rennes,35,14.9991434827145,2019
35163,Luitré-Dompierre,35,35278,Saint-Grégoire,35,4.99971449423816,2019
35163,Luitré-Dompierre,35,35363,Pont-Péan,35,4.99971449423816,2019
35164,Marcillé-Raoul,35,35001,Acigné,35,4.87477982512014,2019
35164,Marcillé-Raoul,35,35024,Betton,35,5.10862902676242,2019
35164,Marcillé-Raoul,35,35051,Cesson-Sévigné,35,4.87477982512014,2019
35164,Marcillé-Raoul,35,35066,Chartres-de-Bretagne,35,4.79923354546542,2019
35164,Marcillé-Raoul,35,35189,Montgermont,35,4.87477982512014,2019
35164,Marcillé-Raoul,35,35196,Mordelles,35,4.87477982512014,2019
35164,Marcillé-Raoul,35,35206,Noyal-Châtillon-sur-Seiche,35,4.95151530307406,2019
35164,Marcillé-Raoul,35,35238,Rennes,35,29.4116274999396,2019
35164,Marcillé-Raoul,35,35278,Saint-Grégoire,35,10.0589173977605,2019
35164,Marcillé-Raoul,35,35281,Saint-Jacques-de-la-Lande,35,4.87477982512014,2019
35164,Marcillé-Raoul,35,35334,Thorigné-Fouillard,35,5.02945869888027,2019
35165,Marcillé-Robert,35,35204,Nouvoitou,35,5.03377263705641,2019
35165,Marcillé-Robert,35,35238,Rennes,35,24.5298277987699,2019
35165,Marcillé-Robert,35,35240,Le Rheu,35,5.03377263705641,2019
35165,Marcillé-Robert,35,35281,Saint-Jacques-de-la-Lande,35,4.89006345600072,2019
35165,Marcillé-Robert,35,35352,Vern-sur-Seiche,35,4.89006345600072,2019
35166,Marpiré,35,35001,Acigné,35,5.21438898508126,2019
35166,Marpiré,35,35051,Cesson-Sévigné,35,70.5519183784754,2019
35166,Marpiré,35,35055,Chantepie,35,4.66385495369553,2019
35166,Marpiré,35,35131,L'Hermitage,35,5.21438898508126,2019
35166,Marpiré,35,35210,Pacé,35,4.93144541676846,2019
35166,Marpiré,35,35238,Rennes,35,38.1733572570339,2019
35166,Marpiré,35,35250,Saint-Armel,35,4.17144618311811,2019
35166,Marpiré,35,35278,Saint-Grégoire,35,14.8096893555452,2019
35166,Marpiré,35,35352,Vern-sur-Seiche,35,4.93144541676846,2019
35167,Martigné-Ferchaud,35,35001,Acigné,35,5.0,2019
35167,Martigné-Ferchaud,35,35051,Cesson-Sévigné,35,15.0,2019
35167,Martigné-Ferchaud,35,35055,Chantepie,35,10.0,2019
35167,Martigné-Ferchaud,35,35139,Laillé,35,10.0,2019
35167,Martigné-Ferchaud,35,35238,Rennes,35,50.0,2019
35167,Martigné-Ferchaud,35,35240,Le Rheu,35,5.0,2019
35167,Martigné-Ferchaud,35,35352,Vern-sur-Seiche,35,15.0,2019
35168,Val d'Anast,35,35001,Acigné,35,5.015057649286,2019
35168,Val d'Anast,35,35024,Betton,35,5.01505764928585,2019
35168,Val d'Anast,35,35032,Bourgbarré,35,5.01505764928585,2019
35168,Val d'Anast,35,35039,Brécé,35,10.0301152985715,2019
35168,Val d'Anast,35,35047,Bruz,35,90.2710376871441,2019
35168,Val d'Anast,35,35051,Cesson-Sévigné,35,35.1054035450006,2019
35168,Val d'Anast,35,35055,Chantepie,35,15.0451729478574,2019
35168,Val d'Anast,35,35066,Chartres-de-Bretagne,35,30.0903458957145,2019
35168,Val d'Anast,35,35131,L'Hermitage,35,5.01505764928615,2019
35168,Val d'Anast,35,35139,Laillé,35,5.01505764928615,2019
35168,Val d'Anast,35,35196,Mordelles,35,25.0752882464303,2019
35168,Val d'Anast,35,35206,Noyal-Châtillon-sur-Seiche,35,10.0301152985714,2019
35168,Val d'Anast,35,35238,Rennes,35,175.527017725004,2019
35168,Val d'Anast,35,35275,Saint-Gilles,35,5.01505764928615,2019
35168,Val d'Anast,35,35278,Saint-Grégoire,35,5.0150576492857,2019
35168,Val d'Anast,35,35281,Saint-Jacques-de-la-Lande,35,40.1204611942856,2019
35168,Val d'Anast,35,35353,Vezin-le-Coquet,35,15.0451729478578,2019
35169,Maxent,35,35039,Brécé,35,10.0484548637302,2019
35169,Maxent,35,35047,Bruz,35,5.0461084004585,2019
35169,Maxent,35,35051,Cesson-Sévigné,35,10.0046929265435,2019
35169,Maxent,35,35055,Chantepie,35,5.06813272607178,2019
35169,Maxent,35,35076,Chavagne,35,15.0070393898152,2019
35169,Maxent,35,35131,L'Hermitage,35,15.072920532566,2019
35169,Maxent,35,35206,Noyal-Châtillon-sur-Seiche,35,5.00234646327175,2019
35169,Maxent,35,35208,Orgères,35,5.0461084004585,2019
35169,Maxent,35,35210,Pacé,35,15.0945632641887,2019
35169,Maxent,35,35238,Rennes,35,120.66955400895,2019
35169,Maxent,35,35240,Le Rheu,35,30.0799599223812,2019
35169,Maxent,35,35278,Saint-Grégoire,35,4.98060802166173,2019
35169,Maxent,35,35281,Saint-Jacques-de-la-Lande,35,25.2308287163323,2019
35169,Maxent,35,35352,Vern-sur-Seiche,35,5.02417978483249,2019
35169,Maxent,35,35353,Vezin-le-Coquet,35,5.0461084004585,2019
35170,Mecé,35,35024,Betton,35,5.00825082508251,2019
35170,Mecé,35,35047,Bruz,35,5.00825082508251,2019
35170,Mecé,35,35055,Chantepie,35,5.00825082508251,2019
35170,Mecé,35,35238,Rennes,35,55.0907590759076,2019
35170,Mecé,35,35352,Vern-sur-Seiche,35,5.00825082508251,2019
35171,Médréac,35,35022,Bécherel,35,5.02492560220773,2019
35171,Médréac,35,35047,Bruz,35,4.90297876375014,2019
35171,Médréac,35,35051,Cesson-Sévigné,35,19.8551429714889,2019
35171,Médréac,35,35131,L'Hermitage,35,4.98394332150507,2019
35171,Médréac,35,35180,Miniac-sous-Bécherel,35,4.90297876375014,2019
35171,Médréac,35,35206,Noyal-Châtillon-sur-Seiche,35,14.9934834801011,2019
35171,Médréac,35,35210,Pacé,35,14.8705338895571,2019
35171,Médréac,35,35238,Rennes,35,89.7153277198497,2019
35171,Médréac,35,35240,Le Rheu,35,10.0498512044155,2019
35171,Médréac,35,35245,Romillé,35,9.92723860553107,2019
35171,Médréac,35,35278,Saint-Grégoire,35,4.943295284026,2019
35171,Médréac,35,35281,Saint-Jacques-de-la-Lande,35,14.7492528115263,2019
35171,Médréac,35,35353,Vezin-le-Coquet,35,4.98394332150507,2019
35172,Meillac,35,35001,Acigné,35,5.61780088390303,2019
35172,Meillac,35,35024,Betton,35,5.1504771210503,2019
35172,Meillac,35,35039,Brécé,35,5.33255095760239,2019
35172,Meillac,35,35066,Chartres-de-Bretagne,35,5.33255095760239,2019
35172,Meillac,35,35139,Laillé,35,5.24072339510167,2019
35172,Meillac,35,35238,Rennes,35,78.9085839209199,2019
35172,Meillac,35,35278,Saint-Grégoire,35,10.7585384733725,2019
35172,Meillac,35,35334,Thorigné-Fouillard,35,5.1504771210503,2019
35172,Meillac,35,35352,Vern-sur-Seiche,35,5.33255095760239,2019
35172,Meillac,35,35353,Vezin-le-Coquet,35,5.33255095760239,2019
35173,Melesse,35,35001,Acigné,35,10.3980248813903,2019
35173,Melesse,35,35024,Betton,35,68.7990614562854,2019
35173,Melesse,35,35032,Bourgbarré,35,5.19901244069514,2019
35173,Melesse,35,35039,Brécé,35,5.25129072012318,2019
35173,Melesse,35,35047,Bruz,35,21.1113017662342,2019
35173,Melesse,35,35051,Cesson-Sévigné,35,206.820178834997,2019
35173,Melesse,35,35055,Chantepie,35,47.740032630388,2019
35173,Melesse,35,35059,La Chapelle-des-Fougeretz,35,21.2179769573214,2019
35173,Melesse,35,35066,Chartres-de-Bretagne,35,15.9666862371982,2019
35173,Melesse,35,35079,Chevaigné,35,15.9666862371982,2019
35173,Melesse,35,35088,Corps-Nuds,35,5.25129072012318,2019
35173,Melesse,35,35120,Gévezé,35,15.807732766683,2019
35173,Melesse,35,35189,Montgermont,35,10.7153955170751,2019
35173,Melesse,35,35196,Mordelles,35,5.14725460826681,2019
35173,Melesse,35,35206,Noyal-Châtillon-sur-Seiche,35,21.3235795377171,2019
35173,Melesse,35,35210,Pacé,35,37.2369202238871,2019
35173,Melesse,35,35238,Rennes,35,1095.90331517111,2019
35173,Melesse,35,35240,Le Rheu,35,21.2190336038913,2019
35173,Melesse,35,35245,Romillé,35,5.14725460826681,2019
35173,Melesse,35,35275,Saint-Gilles,35,15.8605367264265,2019
35173,Melesse,35,35278,Saint-Grégoire,35,320.618654374057,2019
35173,Melesse,35,35281,Saint-Jacques-de-la-Lande,35,21.2190336038913,2019
35173,Melesse,35,35315,Saint-Sulpice-la-Forêt,35,5.3040946798667,2019
35173,Melesse,35,35334,Thorigné-Fouillard,35,21.0579668402363,2019
35173,Melesse,35,35352,Vern-sur-Seiche,35,21.4307910341501,2019
35173,Melesse,35,35353,Vezin-le-Coquet,35,5.25129072012318,2019
35173,Melesse,35,35363,Pont-Péan,35,5.3040946798667,2019
35174,Mellé,35,35210,Pacé,35,5.0,2019
35174,Mellé,35,35238,Rennes,35,10.0,2019
35174,Mellé,35,35278,Saint-Grégoire,35,5.0,2019
35175,Mernel,35,35047,Bruz,35,40.0,2019
35175,Mernel,35,35051,Cesson-Sévigné,35,5.0,2019
35175,Mernel,35,35066,Chartres-de-Bretagne,35,30.0,2019
35175,Mernel,35,35131,L'Hermitage,35,5.0,2019
35175,Mernel,35,35206,Noyal-Châtillon-sur-Seiche,35,5.0,2019
35175,Mernel,35,35238,Rennes,35,55.0,2019
35175,Mernel,35,35240,Le Rheu,35,5.0,2019
35175,Mernel,35,35281,Saint-Jacques-de-la-Lande,35,5.0,2019
35175,Mernel,35,35353,Vezin-le-Coquet,35,10.0,2019
35176,Guipry-Messac,35,35001,Acigné,35,10.0,2019
35176,Guipry-Messac,35,35032,Bourgbarré,35,10.0,2019
35176,Guipry-Messac,35,35047,Bruz,35,85.0,2019
35176,Guipry-Messac,35,35051,Cesson-Sévigné,35,45.0,2019
35176,Guipry-Messac,35,35055,Chantepie,35,15.0,2019
35176,Guipry-Messac,35,35059,La Chapelle-des-Fougeretz,35,5.0,2019
35176,Guipry-Messac,35,35066,Chartres-de-Bretagne,35,100.0,2019
35176,Guipry-Messac,35,35076,Chavagne,35,5.0,2019
35176,Guipry-Messac,35,35088,Corps-Nuds,35,5.0,2019
35176,Guipry-Messac,35,35131,L'Hermitage,35,10.0,2019
35176,Guipry-Messac,35,35139,Laillé,35,25.0,2019
35176,Guipry-Messac,35,35196,Mordelles,35,5.0,2019
35176,Guipry-Messac,35,35206,Noyal-Châtillon-sur-Seiche,35,40.0,2019
35176,Guipry-Messac,35,35208,Orgères,35,25.0,2019
35176,Guipry-Messac,35,35210,Pacé,35,5.0,2019
35176,Guipry-Messac,35,35238,Rennes,35,590.0,2019
35176,Guipry-Messac,35,35240,Le Rheu,35,50.0,2019
35176,Guipry-Messac,35,35250,Saint-Armel,35,10.0,2019
35176,Guipry-Messac,35,35278,Saint-Grégoire,35,40.0,2019
35176,Guipry-Messac,35,35281,Saint-Jacques-de-la-Lande,35,50.0,2019
35176,Guipry-Messac,35,35352,Vern-sur-Seiche,35,35.0,2019
35176,Guipry-Messac,35,35353,Vezin-le-Coquet,35,5.0,2019
35176,Guipry-Messac,35,35363,Pont-Péan,35,5.0,2019
35177,La Mézière,35,35001,Acigné,35,5.0,2019
35177,La Mézière,35,35022,Bécherel,35,10.0,2019
35177,La Mézière,35,35024,Betton,35,15.0,2019
35177,La Mézière,35,35039,Brécé,35,15.0,2019
35177,La Mézière,35,35047,Bruz,35,30.0,2019
35177,La Mézière,35,35051,Cesson-Sévigné,35,160.0,2019
35177,La Mézière,35,35059,La Chapelle-des-Fougeretz,35,25.0,2019
35177,La Mézière,35,35066,Chartres-de-Bretagne,35,15.0,2019
35177,La Mézière,35,35079,Chevaigné,35,5.0,2019
35177,La Mézière,35,35120,Gévezé,35,30.0,2019
35177,La Mézière,35,35144,Langan,35,5.0,2019
35177,La Mézière,35,35189,Montgermont,35,15.0,2019
35177,La Mézière,35,35196,Mordelles,35,15.0,2019
35177,La Mézière,35,35206,Noyal-Châtillon-sur-Seiche,35,5.0,2019
35177,La Mézière,35,35210,Pacé,35,45.0,2019
35177,La Mézière,35,35238,Rennes,35,930.0,2019
35177,La Mézière,35,35240,Le Rheu,35,40.0,2019
35177,La Mézière,35,35245,Romillé,35,5.0,2019
35177,La Mézière,35,35275,Saint-Gilles,35,15.0,2019
35177,La Mézière,35,35278,Saint-Grégoire,35,215.0,2019
35177,La Mézière,35,35281,Saint-Jacques-de-la-Lande,35,55.0,2019
35177,La Mézière,35,35334,Thorigné-Fouillard,35,30.0,2019
35177,La Mézière,35,35352,Vern-sur-Seiche,35,25.0,2019
35177,La Mézière,35,35353,Vezin-le-Coquet,35,10.0,2019
35178,Mézières-sur-Couesnon,35,35001,Acigné,35,5.11222529393687,2019
35178,Mézières-sur-Couesnon,35,35024,Betton,35,5.11222529393687,2019
35178,Mézières-sur-Couesnon,35,35051,Cesson-Sévigné,35,36.5749542362684,2019
35178,Mézières-sur-Couesnon,35,35055,Chantepie,35,5.30956065864516,2019
35178,Mézières-sur-Couesnon,35,35066,Chartres-de-Bretagne,35,5.11222529393687,2019
35178,Mézières-sur-Couesnon,35,35206,Noyal-Châtillon-sur-Seiche,35,5.30956065864516,2019
35178,Mézières-sur-Couesnon,35,35210,Pacé,35,10.421785952582,2019
35178,Mézières-sur-Couesnon,35,35238,Rennes,35,174.140577139258,2019
35178,Mézières-sur-Couesnon,35,35240,Le Rheu,35,5.30956065864516,2019
35178,Mézières-sur-Couesnon,35,35278,Saint-Grégoire,35,41.4916418249539,2019
35178,Mézières-sur-Couesnon,35,35281,Saint-Jacques-de-la-Lande,35,20.9413053729467,2019
35178,Mézières-sur-Couesnon,35,35334,Thorigné-Fouillard,35,10.5308385078006,2019
35178,Mézières-sur-Couesnon,35,35352,Vern-sur-Seiche,35,5.20995876171951,2019
35178,Mézières-sur-Couesnon,35,35353,Vezin-le-Coquet,35,10.5195194203647,2019
35179,Miniac-Morvan,35,35051,Cesson-Sévigné,35,9.74395113930034,2019
35179,Miniac-Morvan,35,35059,La Chapelle-des-Fougeretz,35,4.87197556964959,2019
35179,Miniac-Morvan,35,35189,Montgermont,35,9.74395113930015,2019
35179,Miniac-Morvan,35,35196,Mordelles,35,4.87197556965017,2019
35179,Miniac-Morvan,35,35238,Rennes,35,77.9516091144002,2019
35179,Miniac-Morvan,35,35275,Saint-Gilles,35,4.87197556964978,2019
35179,Miniac-Morvan,35,35281,Saint-Jacques-de-la-Lande,35,4.87197556964978,2019
35180,Miniac-sous-Bécherel,35,22020,Broons,22,5.04883272666863,2019
35180,Miniac-sous-Bécherel,35,22050,Dinan,22,10.1172486609563,2019
35180,Miniac-sous-Bécherel,35,22147,Merdrignac,22,5.04231622334133,2019
35180,Miniac-sous-Bécherel,35,35022,Bécherel,35,5.04231622334133,2019
35180,Miniac-sous-Bécherel,35,35023,Bédée,35,5.06189100927206,2019
35180,Miniac-sous-Bécherel,35,35047,Bruz,35,5.06189100927206,2019
35180,Miniac-sous-Bécherel,35,35050,Cardroc,35,10.0846324466827,2019
35180,Miniac-sous-Bécherel,35,35051,Cesson-Sévigné,35,25.2702717659778,2019
35180,Miniac-sous-Bécherel,35,35068,Châteaubourg,35,5.04231622334133,2019
35180,Miniac-sous-Bécherel,35,35117,Gaël,35,5.05535765168425,2019
35180,Miniac-sous-Bécherel,35,35120,Gévezé,35,10.0846324466827,2019
35180,Miniac-sous-Bécherel,35,35133,Iffendic,35,5.06189100927206,2019
35180,Miniac-sous-Bécherel,35,35176,Guipry-Messac,35,10.1107153033685,2019
35180,Miniac-sous-Bécherel,35,35177,La Mézière,35,10.0976738750256,2019
35180,Miniac-sous-Bécherel,35,35180,Miniac-sous-Bécherel,35,80.8858236396524,2019
35180,Miniac-sous-Bécherel,35,35188,Montfort-sur-Meu,35,5.04883272666863,2019
35180,Miniac-sous-Bécherel,35,35210,Pacé,35,5.04883272666863,2019
35180,Miniac-sous-Bécherel,35,35227,Pleumeleuc,35,15.1399900983669,2019
35180,Miniac-sous-Bécherel,35,35233,Québriac,35,5.05535765168425,2019
35180,Miniac-sous-Bécherel,35,35238,Rennes,35,45.4460363084099,2019
35180,Miniac-sous-Bécherel,35,35240,Le Rheu,35,10.1042072326134,2019
35180,Miniac-sous-Bécherel,35,35245,Romillé,35,15.1661320157801,2019
35180,Miniac-sous-Bécherel,35,35265,Saint-Domineuc,35,5.05535765168425,2019
35180,Miniac-sous-Bécherel,35,35275,Saint-Gilles,35,5.03580813083251,2019
35180,Miniac-sous-Bécherel,35,35288,Saint-Malo,35,5.04883272666863,2019
35180,Miniac-sous-Bécherel,35,35307,Saint-Pern,35,5.05535765168425,2019
35180,Miniac-sous-Bécherel,35,35337,Tinténiac,35,30.2799886075523,2019
35181,Le Minihic-sur-Rance,35,35051,Cesson-Sévigné,35,5.0,2019
35181,Le Minihic-sur-Rance,35,35238,Rennes,35,15.0,2019
35183,Mondevert,35,35024,Betton,35,5.0,2019
35183,Mondevert,35,35051,Cesson-Sévigné,35,5.0,2019
35183,Mondevert,35,35238,Rennes,35,20.0,2019
35184,Montauban-de-Bretagne,35,35022,Bécherel,35,26.0385364868878,2019
35184,Montauban-de-Bretagne,35,35032,Bourgbarré,35,5.2596428405141,2019
35184,Montauban-de-Bretagne,35,35047,Bruz,35,15.658690824567,2019
35184,Montauban-de-Bretagne,35,35051,Cesson-Sévigné,35,41.5363510189719,2019
35184,Montauban-de-Bretagne,35,35055,Chantepie,35,5.14009231490258,2019
35184,Montauban-de-Bretagne,35,35066,Chartres-de-Bretagne,35,56.8482579538352,2019
35184,Montauban-de-Bretagne,35,35076,Chavagne,35,5.14009231490258,2019
35184,Montauban-de-Bretagne,35,35120,Gévezé,35,15.6593779959308,2019
35184,Montauban-de-Bretagne,35,35131,L'Hermitage,35,20.8595971046543,2019
35184,Montauban-de-Bretagne,35,35189,Montgermont,35,10.3997351554167,2019
35184,Montauban-de-Bretagne,35,35196,Mordelles,35,25.9989943028598,2019
35184,Montauban-de-Bretagne,35,35210,Pacé,35,15.4598191287357,2019
35184,Montauban-de-Bretagne,35,35216,Parthenay-de-Bretagne,35,5.14009231490258,2019
35184,Montauban-de-Bretagne,35,35238,Rennes,35,439.630457339552,2019
35184,Montauban-de-Bretagne,35,35240,Le Rheu,35,10.2808639466525,2019
35184,Montauban-de-Bretagne,35,35245,Romillé,35,10.4591668325406,2019
35184,Montauban-de-Bretagne,35,35275,Saint-Gilles,35,51.2309456982153,2019
35184,Montauban-de-Bretagne,35,35278,Saint-Grégoire,35,51.8784380801082,2019
35184,Montauban-de-Bretagne,35,35281,Saint-Jacques-de-la-Lande,35,36.5182879292213,2019
35184,Montauban-de-Bretagne,35,35334,Thorigné-Fouillard,35,5.12020282180663,2019
35184,Montauban-de-Bretagne,35,35352,Vern-sur-Seiche,35,5.2596428405141,2019
35184,Montauban-de-Bretagne,35,35353,Vezin-le-Coquet,35,15.3027722241546,2019
35186,Mont-Dol,35,35059,La Chapelle-des-Fougeretz,35,4.99380878512256,2019
35186,Mont-Dol,35,35238,Rennes,35,25.225605432944,2019
35187,Monterfil,35,35047,Bruz,35,29.9550224887552,2019
35187,Monterfil,35,35051,Cesson-Sévigné,35,19.9700149925035,2019
35187,Monterfil,35,35055,Chantepie,35,9.98500749625195,2019
35187,Monterfil,35,35059,La Chapelle-des-Fougeretz,35,4.9925037481259,2019
35187,Monterfil,35,35065,La Chapelle-Thouarault,35,4.99250374812585,2019
35187,Monterfil,35,35066,Chartres-de-Bretagne,35,9.9850074962518,2019
35187,Monterfil,35,35076,Chavagne,35,9.9850074962518,2019
35187,Monterfil,35,35131,L'Hermitage,35,4.99250374812605,2019
35187,Monterfil,35,35139,Laillé,35,4.992503748126,2019
35187,Monterfil,35,35196,Mordelles,35,34.9475262368814,2019
35187,Monterfil,35,35206,Noyal-Châtillon-sur-Seiche,35,4.9925037481259,2019
35187,Monterfil,35,35210,Pacé,35,4.99250374812605,2019
35187,Monterfil,35,35238,Rennes,35,149.775112443778,2019
35187,Monterfil,35,35240,Le Rheu,35,34.9475262368812,2019
35187,Monterfil,35,35266,Saint-Erblon,35,4.99250374812595,2019
35187,Monterfil,35,35275,Saint-Gilles,35,4.9925037481259,2019
35187,Monterfil,35,35278,Saint-Grégoire,35,19.9700149925038,2019
35187,Monterfil,35,35281,Saint-Jacques-de-la-Lande,35,19.9700149925038,2019
35187,Monterfil,35,35351,Le Verger,35,4.9925037481258,2019
35187,Monterfil,35,35353,Vezin-le-Coquet,35,4.992503748126,2019
35187,Monterfil,35,76540,Rouen,76,4.99250374812595,2019
35188,Montfort-sur-Meu,35,35001,Acigné,35,5.00208564092805,2019
35188,Montfort-sur-Meu,35,35032,Bourgbarré,35,4.97713442090827,2019
35188,Montfort-sur-Meu,35,35039,Brécé,35,10.1047279242945,2019
35188,Montfort-sur-Meu,35,35047,Bruz,35,65.3056971349227,2019
35188,Montfort-sur-Meu,35,35051,Cesson-Sévigné,35,65.254054690295,2019
35188,Montfort-sur-Meu,35,35055,Chantepie,35,5.02716194565076,2019
35188,Montfort-sur-Meu,35,35059,La Chapelle-des-Fougeretz,35,15.1066878534488,2019
35188,Montfort-sur-Meu,35,35066,Chartres-de-Bretagne,35,25.1613895102861,2019
35188,Montfort-sur-Meu,35,35080,Cintré,35,10.004296366559,2019
35188,Montfort-sur-Meu,35,35120,Gévezé,35,5.00208564092805,2019
35188,Montfort-sur-Meu,35,35131,L'Hermitage,35,50.3734332229711,2019
35188,Montfort-sur-Meu,35,35189,Montgermont,35,15.0816115487261,2019
35188,Montfort-sur-Meu,35,35196,Mordelles,35,35.0401767571016,2019
35188,Montfort-sur-Meu,35,35206,Noyal-Châtillon-sur-Seiche,35,15.0314583122098,2019
35188,Montfort-sur-Meu,35,35210,Pacé,35,75.2327731529064,2019
35188,Montfort-sur-Meu,35,35238,Rennes,35,738.884140487879,2019
35188,Montfort-sur-Meu,35,35240,Le Rheu,35,100.2176228328,2019
35188,Montfort-sur-Meu,35,35245,Romillé,35,15.0062569227842,2019
35188,Montfort-sur-Meu,35,35275,Saint-Gilles,35,45.1444030884427,2019
35188,Montfort-sur-Meu,35,35278,Saint-Grégoire,35,65.1284204858486,2019
35188,Montfort-sur-Meu,35,35281,Saint-Jacques-de-la-Lande,35,45.1701092124633,2019
35188,Montfort-sur-Meu,35,35334,Thorigné-Fouillard,35,15.1318898699453,2019
35188,Montfort-sur-Meu,35,35352,Vern-sur-Seiche,35,25.1615145949891,2019
35188,Montfort-sur-Meu,35,35353,Vezin-le-Coquet,35,15.0816115487261,2019
35189,Montgermont,35,22136,Loudéac,22,5.0,2019
35189,Montgermont,35,35012,Bain-de-Bretagne,35,10.0,2019
35189,Montgermont,35,35023,Bédée,35,10.0,2019
