Code_commune_arrivee,Commune_arrivee,Code_commune_depart,Commune_depart,Flux_migrants_1an_ou_plus
35281,Saint-Jacques-de-la-Lande,75116,Paris 16e Arrondissement,3.64
35281,Saint-Jacques-de-la-Lande,75118,Paris 18e Arrondissement,6.72
35281,Saint-Jacques-de-la-Lande,76402,Malaunay,3.53
35281,Saint-Jacques-de-la-Lande,76452,Montville,3.53
35281,Saint-Jacques-de-la-Lande,77083,Champs-sur-Marne,3.53
35281,Saint-Jacques-de-la-Lande,78158,Le Chesnay-Rocquencourt,2.7
35281,Saint-Jacques-de-la-Lande,78354,Magnanville,2.7
35281,Saint-Jacques-de-la-Lande,80258,Driencourt,4.17
35281,Saint-Jacques-de-la-Lande,82121,Montauban,1.3
35281,Saint-Jacques-de-la-Lande,85024,Bois-de-Céné,8.35
35281,Saint-Jacques-de-la-Lande,85302,Chanverrie,4.23
35281,Saint-Jacques-de-la-Lande,86194,Poitiers,1.26
35281,Saint-Jacques-de-la-Lande,87085,Limoges,2.3
35281,Saint-Jacques-de-la-Lande,91122,Bures-sur-Yvette,2.79
35281,Saint-Jacques-de-la-Lande,91228,Évry-Courcouronnes,1.15
35281,Saint-Jacques-de-la-Lande,91326,Juvisy-sur-Orge,8.35
35281,Saint-Jacques-de-la-Lande,91471,Orsay,2.79
35281,Saint-Jacques-de-la-Lande,92035,La Garenne-Colombes,5.58
35281,Saint-Jacques-de-la-Lande,92071,Sceaux,4.23
35281,Saint-Jacques-de-la-Lande,92072,Sèvres,3.64
35281,Saint-Jacques-de-la-Lande,93027,La Courneuve,2.7
35281,Saint-Jacques-de-la-Lande,93045,Les Lilas,4.09
35281,Saint-Jacques-de-la-Lande,93048,Montreuil,2.79
35281,Saint-Jacques-de-la-Lande,93049,Neuilly-Plaisance,4.17
35281,Saint-Jacques-de-la-Lande,94016,Cachan,4.23
35281,Saint-Jacques-de-la-Lande,94019,Chennevières-sur-Marne,3.53
35281,Saint-Jacques-de-la-Lande,95127,Cergy,3.53
35281,Saint-Jacques-de-la-Lande,97305,Macouria,20.2
35281,Saint-Jacques-de-la-Lande,97403,Entre-Deux,4.17
35281,Saint-Jacques-de-la-Lande,97411,Saint-Denis,8.08
35281,Saint-Jacques-de-la-Lande,97609,Kani-Kéli,2.79
35281,Saint-Jacques-de-la-Lande,99999,Résidence antérieure dans un pays étranger,74.58
35315,Saint-Sulpice-la-Forêt,35001,Acigné,10.01
35315,Saint-Sulpice-la-Forêt,35188,Montfort-sur-Meu,10.01
35315,Saint-Sulpice-la-Forêt,35238,Rennes,105.14
35315,Saint-Sulpice-la-Forêt,35281,Saint-Jacques-de-la-Lande,10.01
35315,Saint-Sulpice-la-Forêt,35315,Saint-Sulpice-la-Forêt,1406.81
35334,Thorigné-Fouillard,22050,Dinan,5.31
35334,Thorigné-Fouillard,34172,Montpellier,5.19
35334,Thorigné-Fouillard,35001,Acigné,5.31
35334,Thorigné-Fouillard,35002,Amanlis,5.19
35334,Thorigné-Fouillard,35021,Beaucé,5.19
35334,Thorigné-Fouillard,35024,Betton,15.63
35334,Thorigné-Fouillard,35051,Cesson-Sévigné,111.1
35334,Thorigné-Fouillard,35055,Chantepie,10.5
35334,Thorigné-Fouillard,35126,Guichen,19.77
35334,Thorigné-Fouillard,35139,Laillé,5.0
35334,Thorigné-Fouillard,35176,Guipry-Messac,20.38
35334,Thorigné-Fouillard,35189,Montgermont,5.31
35334,Thorigné-Fouillard,35196,Mordelles,10.38
35334,Thorigné-Fouillard,35207,Noyal-sur-Vilaine,15.56
35334,Thorigné-Fouillard,35238,Rennes,169.14
35334,Thorigné-Fouillard,35271,Saint-Georges-de-Reintembault,5.19
35334,Thorigné-Fouillard,35281,Saint-Jacques-de-la-Lande,5.19
35334,Thorigné-Fouillard,35288,Saint-Malo,15.32
35334,Thorigné-Fouillard,35310,Saint-Sauveur-des-Landes,5.31
35334,Thorigné-Fouillard,35322,Le Sel-de-Bretagne,19.77
35334,Thorigné-Fouillard,35334,Thorigné-Fouillard,7853.98
35334,Thorigné-Fouillard,38185,Grenoble,5.19
35334,Thorigné-Fouillard,41295,Vineuil,15.19
35334,Thorigné-Fouillard,44109,Nantes,10.38
35334,Thorigné-Fouillard,45274,Saint-Denis-en-Val,19.77
35334,Thorigné-Fouillard,49007,Angers,14.95
35334,Thorigné-Fouillard,49307,Loire-Authion,15.19
35334,Thorigné-Fouillard,53034,Bonchamp-lès-Laval,5.19
35334,Thorigné-Fouillard,53126,Larchamp,5.31
35334,Thorigné-Fouillard,56158,Plescop,10.38
35334,Thorigné-Fouillard,61001,Alençon,5.19
35334,Thorigné-Fouillard,69387,Lyon 7e Arrondissement,19.77
35334,Thorigné-Fouillard,75116,Paris 16e Arrondissement,5.19
35334,Thorigné-Fouillard,76146,Buchy,19.77
35334,Thorigné-Fouillard,77378,Pringy,5.31
35334,Thorigné-Fouillard,78358,Maisons-Laffitte,15.19
35334,Thorigné-Fouillard,91339,Linas,10.38
35334,Thorigné-Fouillard,91549,Sainte-Geneviève-des-Bois,5.31
35334,Thorigné-Fouillard,94028,Créteil,5.31
35334,Thorigné-Fouillard,99999,Résidence antérieure dans un pays étranger,5.19
35351,Le Verger,35076,Chavagne,9.68
35351,Le Verger,35196,Mordelles,24.76
35351,Le Verger,35238,Rennes,4.84
35351,Le Verger,35327,Servon-sur-Vilaine,4.66
35351,Le Verger,35351,Le Verger,1342.18
35351,Le Verger,75107,Paris 7e Arrondissement,4.84
35351,Le Verger,75112,Paris 12e Arrondissement,5.03
35352,Vern-sur-Seiche,14076,Blainville-sur-Orne,4.65
35352,Vern-sur-Seiche,22278,Saint-Brieuc,15.48
35352,Vern-sur-Seiche,22320,Saint-Nicodème,5.0
35352,Vern-sur-Seiche,25056,Besançon,4.81
35352,Vern-sur-Seiche,33314,Pauillac,19.26
35352,Vern-sur-Seiche,35032,Bourgbarré,20.69
35352,Vern-sur-Seiche,35033,Bourg-des-Comptes,5.34
35352,Vern-sur-Seiche,35047,Bruz,5.0
35352,Vern-sur-Seiche,35051,Cesson-Sévigné,25.13
35352,Vern-sur-Seiche,35055,Chantepie,14.97
35352,Vern-sur-Seiche,35066,Chartres-de-Bretagne,4.99
35352,Vern-sur-Seiche,35068,Châteaubourg,9.97
35352,Vern-sur-Seiche,35069,Châteaugiron,20.83
35352,Vern-sur-Seiche,35082,Coësmes,4.99
35352,Vern-sur-Seiche,35088,Corps-Nuds,15.67
35352,Vern-sur-Seiche,35136,Janzé,5.34
35352,Vern-sur-Seiche,35139,Laillé,5.34
35352,Vern-sur-Seiche,35188,Montfort-sur-Meu,5.34
35352,Vern-sur-Seiche,35197,Mouazé,5.16
35352,Vern-sur-Seiche,35204,Nouvoitou,5.34
35352,Vern-sur-Seiche,35206,Noyal-Châtillon-sur-Seiche,10.68
35352,Vern-sur-Seiche,35207,Noyal-sur-Vilaine,15.67
35352,Vern-sur-Seiche,35208,Orgères,5.34
35352,Vern-sur-Seiche,35210,Pacé,9.97
35352,Vern-sur-Seiche,35227,Pleumeleuc,5.16
35352,Vern-sur-Seiche,35238,Rennes,241.58
35352,Vern-sur-Seiche,35245,Romillé,19.26
35352,Vern-sur-Seiche,35250,Saint-Armel,73.81
35352,Vern-sur-Seiche,35277,Saint-Gonlay,5.16
35352,Vern-sur-Seiche,35281,Saint-Jacques-de-la-Lande,14.96
35352,Vern-sur-Seiche,35288,Saint-Malo,5.34
35352,Vern-sur-Seiche,35327,Servon-sur-Vilaine,5.34
35352,Vern-sur-Seiche,35352,Vern-sur-Seiche,7472.65
35352,Vern-sur-Seiche,36044,Châteauroux,4.99
35352,Vern-sur-Seiche,42218,Saint-Étienne,5.34
35352,Vern-sur-Seiche,44109,Nantes,4.99
35352,Vern-sur-Seiche,44162,Saint-Herblain,5.34
35352,Vern-sur-Seiche,49248,Ombrée d'Anjou,14.96
35352,Vern-sur-Seiche,53062,Château-Gontier-sur-Mayenne,5.34
35352,Vern-sur-Seiche,53130,Laval,5.34
35352,Vern-sur-Seiche,65092,Beyrède-Jumet-Camous,5.16
35352,Vern-sur-Seiche,69382,Lyon 2e Arrondissement,4.81
35352,Vern-sur-Seiche,72154,La Flèche,4.99
35352,Vern-sur-Seiche,75116,Paris 16e Arrondissement,19.26
35352,Vern-sur-Seiche,76165,Caudebec-lès-Elbeuf,14.96
35352,Vern-sur-Seiche,78126,La Celle-Saint-Cloud,10.32
35352,Vern-sur-Seiche,78551,Saint-Germain-en-Laye,19.26
35352,Vern-sur-Seiche,85099,Le Girouard,13.95
35352,Vern-sur-Seiche,99999,Résidence antérieure dans un pays étranger,10.16
35353,Vezin-le-Coquet,16364,Sauvagnac,5.0
35353,Vezin-le-Coquet,22056,Évran,4.99
35353,Vezin-le-Coquet,31395,Muret,9.98
35353,Vezin-le-Coquet,35002,Amanlis,4.99
35353,Vezin-le-Coquet,35012,Bain-de-Bretagne,14.97
35353,Vezin-le-Coquet,35015,Balazé,9.98
35353,Vezin-le-Coquet,35037,Bréal-sous-Montfort,14.97
35353,Vezin-le-Coquet,35051,Cesson-Sévigné,9.98
35353,Vezin-le-Coquet,35076,Chavagne,5.0
35353,Vezin-le-Coquet,35098,La Dominelais,4.99
35353,Vezin-le-Coquet,35187,Monterfil,14.97
35353,Vezin-le-Coquet,35196,Mordelles,4.99
35353,Vezin-le-Coquet,35210,Pacé,9.98
35353,Vezin-le-Coquet,35236,Redon,9.98
35353,Vezin-le-Coquet,35238,Rennes,164.65
35353,Vezin-le-Coquet,35240,Le Rheu,5.0
35353,Vezin-le-Coquet,35275,Saint-Gilles,5.0
35353,Vezin-le-Coquet,35281,Saint-Jacques-de-la-Lande,9.98
35353,Vezin-le-Coquet,35288,Saint-Malo,4.99
35353,Vezin-le-Coquet,35321,Saulnières,4.99
35353,Vezin-le-Coquet,35353,Vezin-le-Coquet,5934.05
35353,Vezin-le-Coquet,49331,Segré-en-Anjou Bleu,4.99
35353,Vezin-le-Coquet,56089,Inguiniel,4.99
35353,Vezin-le-Coquet,56178,Pontivy,14.97
35353,Vezin-le-Coquet,56260,Vannes,4.99
35353,Vezin-le-Coquet,64445,Pau,4.99
35353,Vezin-le-Coquet,81004,Albi,9.98
35353,Vezin-le-Coquet,91161,Chilly-Mazarin,4.99
35353,Vezin-le-Coquet,92014,Bourg-la-Reine,9.98
35353,Vezin-le-Coquet,94058,Le Perreux-sur-Marne,14.97
35353,Vezin-le-Coquet,99999,Résidence antérieure dans un pays étranger,24.94
35363,Pont-Péan,33063,Bordeaux,4.72
35363,Pont-Péan,35025,Billé,5.31
35363,Pont-Péan,35032,Bourgbarré,10.62
35363,Pont-Péan,35047,Bruz,10.41
35363,Pont-Péan,35051,Cesson-Sévigné,4.54
35363,Pont-Péan,35066,Chartres-de-Bretagne,39.66
35363,Pont-Péan,35080,Cintré,18.88
35363,Pont-Péan,35090,Crevin,14.16
35363,Pont-Péan,35115,Fougères,4.91
35363,Pont-Péan,35139,Laillé,10.21
35363,Pont-Péan,35189,Montgermont,5.31
35363,Pont-Péan,35206,Noyal-Châtillon-sur-Seiche,24.94
35363,Pont-Péan,35238,Rennes,35.97
35363,Pont-Péan,35266,Saint-Erblon,5.31
35363,Pont-Péan,35281,Saint-Jacques-de-la-Lande,20.03
35363,Pont-Péan,35312,Saint-Senoux,14.73
35363,Pont-Péan,35360,Vitré,5.1
35363,Pont-Péan,35363,Pont-Péan,3946.47
35363,Pont-Péan,44196,Sévérac,5.31
35363,Pont-Péan,49099,Cholet,5.31
35363,Pont-Péan,58036,Bouhy,5.31
35363,Pont-Péan,59146,Chéreng,10.21
35363,Pont-Péan,74037,Boëge,5.1
35363,Pont-Péan,78498,Poissy,4.72
35363,Pont-Péan,85190,Rocheservière,5.1
35363,Pont-Péan,92026,Courbevoie,4.72
35363,Pont-Péan,95680,Villiers-le-Bel,5.31
35363,Pont-Péan,99999,Résidence antérieure dans un pays étranger,10.21
38057,Bresson,38057,Bresson,598.98
38057,Bresson,38068,Champagnier,10.26
38057,Bresson,38179,Gières,10.56
38057,Bresson,38338,La Rivière,5.43
38057,Bresson,38397,Saint-Ismier,10.56
38057,Bresson,38529,Vaulnaveys-le-Haut,5.13
38057,Bresson,38565,Voreppe,5.28
38057,Bresson,75114,Paris 14e Arrondissement,14.96
38057,Bresson,99999,Résidence antérieure dans un pays étranger,4.85
38059,Brié-et-Angonnes,38059,Brié-et-Angonnes,2372.45
38059,Brié-et-Angonnes,38140,Crolles,14.95
38059,Brié-et-Angonnes,38151,Échirolles,9.97
38059,Brié-et-Angonnes,38158,Eybens,9.97
38059,Brié-et-Angonnes,38185,Grenoble,14.95
38059,Brié-et-Angonnes,38188,Herbeys,4.98
38059,Brié-et-Angonnes,38229,Meylan,14.95
38059,Brié-et-Angonnes,38524,Varces-Allières-et-Risset,9.97
38059,Brié-et-Angonnes,69264,Villefranche-sur-Saône,4.98
38059,Brié-et-Angonnes,75118,Paris 18e Arrondissement,4.98
38068,Champagnier,16377,La Tâche,5.05
38068,Champagnier,38059,Brié-et-Angonnes,5.05
38068,Champagnier,38068,Champagnier,1348.43
38068,Champagnier,38151,Échirolles,10.1
38068,Champagnier,38158,Eybens,10.1
38068,Champagnier,38179,Gières,25.25
38068,Champagnier,38185,Grenoble,5.05
38068,Champagnier,38200,Jarrie,5.05
38068,Champagnier,38421,Saint-Martin-d'Hères,25.25
38068,Champagnier,38486,Seyssins,5.05
38068,Champagnier,69388,Lyon 8e Arrondissement,20.2
38068,Champagnier,78551,Saint-Germain-en-Laye,15.15
38068,Champagnier,98818,Nouméa,5.05
38071,Champ-sur-Drac,38071,Champ-sur-Drac,3115.7
38071,Champ-sur-Drac,38151,Échirolles,20.12
38071,Champ-sur-Drac,38169,Fontaine,20.69
38071,Champ-sur-Drac,38185,Grenoble,44.44
38071,Champ-sur-Drac,38200,Jarrie,25.44
38071,Champ-sur-Drac,38212,Livet-et-Gavet,5.12
38071,Champ-sur-Drac,38499,Susville,10.44
38071,Champ-sur-Drac,38524,Varces-Allières-et-Risset,20.12
38071,Champ-sur-Drac,38527,Vaujany,10.25
38071,Champ-sur-Drac,38562,Vizille,15.76
38071,Champ-sur-Drac,59004,Aix-en-Pévèle,5.32
38071,Champ-sur-Drac,99999,Résidence antérieure dans un pays étranger,10.16
38111,Claix,13004,Arles,14.81
38111,Claix,17219,Marennes-Hiers-Brouage,4.62
38111,Claix,17452,La Tremblade,4.62
38111,Claix,38018,Auberives-en-Royans,5.1
38111,Claix,38039,Bernin,14.81
38111,Claix,38057,Bresson,5.28
38111,Claix,38068,Champagnier,29.62
38111,Claix,38071,Champ-sur-Drac,5.28
38111,Claix,38111,Claix,7249.8
38111,Claix,38151,Échirolles,105.14
38111,Claix,38158,Eybens,20.41
38111,Claix,38169,Fontaine,37.76
38111,Claix,38185,Grenoble,34.58
38111,Claix,38242,Monestier-de-Clermont,4.62
38111,Claix,38277,Notre-Dame-de-Commiers,10.21
38111,Claix,38317,Le Pont-de-Claix,25.02
38111,Claix,38421,Saint-Martin-d'Hères,24.38
38111,Claix,38423,Saint-Martin-le-Vinoux,20.41
38111,Claix,38474,Sassenage,19.1
38111,Claix,38485,Seyssinet-Pariset,9.72
38111,Claix,38524,Varces-Allières-et-Risset,14.81
38111,Claix,38529,Vaulnaveys-le-Haut,4.94
38111,Claix,38565,Voreppe,5.28
38111,Claix,45234,Orléans,4.78
38111,Claix,57463,Metz,5.28
38111,Claix,59497,Renescure,19.1
38111,Claix,66136,Perpignan,4.78
38111,Claix,68062,Carspach,10.55
38111,Claix,69207,Saint-Germain-au-Mont-d'Or,14.33
38111,Claix,69290,Saint-Priest,5.28
38111,Claix,69387,Lyon 7e Arrondissement,4.94
38111,Claix,74010,Annecy,5.1
38111,Claix,92002,Antony,14.81
38111,Claix,93032,Gagny,23.1
38111,Claix,93053,Noisy-le-Sec,19.1
38126,Corenc,05023,Briançon,5.1
38126,Corenc,25056,Besançon,9.82
38126,Corenc,33318,Pessac,4.91
38126,Corenc,38045,Biviers,4.91
38126,Corenc,38126,Corenc,3704.0
38126,Corenc,38140,Crolles,4.95
38126,Corenc,38155,Entre-deux-Guiers,4.91
38126,Corenc,38179,Gières,4.91
38126,Corenc,38185,Grenoble,138.62
38126,Corenc,38229,Meylan,75.09
38126,Corenc,38249,Montbonnot-Saint-Martin,4.91
38126,Corenc,38317,Le Pont-de-Claix,14.97
38126,Corenc,38382,Saint-Égrève,4.87
38126,Corenc,38421,Saint-Martin-d'Hères,4.87
38126,Corenc,38471,Le Sappey-en-Chartreuse,14.85
38126,Corenc,38474,Sassenage,5.1
38126,Corenc,38485,Seyssinet-Pariset,4.99
38126,Corenc,38516,La Tronche,14.73
38126,Corenc,38540,Veurey-Voroize,9.9
38126,Corenc,38563,Voiron,5.1
38126,Corenc,53062,Château-Gontier-sur-Mayenne,5.03
38126,Corenc,67482,Strasbourg,4.87
38126,Corenc,69199,Saint-Fons,4.87
38126,Corenc,69290,Saint-Priest,4.87
38126,Corenc,73008,Aix-les-Bains,4.87
38126,Corenc,73051,Le Bourget-du-Lac,4.87
38126,Corenc,74010,Annecy,4.95
38126,Corenc,75105,Paris 5e Arrondissement,9.82
38126,Corenc,75114,Paris 14e Arrondissement,4.87
38126,Corenc,92040,Issy-les-Moulineaux,4.95
38126,Corenc,94080,Vincennes,9.98
38126,Corenc,99999,Résidence antérieure dans un pays étranger,29.54
38150,Domène,07019,Aubenas,9.73
38150,Domène,07267,Saint-Martial,19.47
38150,Domène,13001,Aix-en-Provence,4.87
38150,Domène,31555,Toulouse,5.11
38150,Domène,34172,Montpellier,4.87
38150,Domène,38039,Bernin,25.31
38150,Domène,38045,Biviers,4.87
38150,Domène,38111,Claix,9.5
38150,Domène,38126,Corenc,4.75
38150,Domène,38131,Les Côtes-d'Arey,4.87
38150,Domène,38140,Crolles,9.5
38150,Domène,38150,Domène,6208.68
38150,Domène,38151,Échirolles,24.58
38150,Domène,38158,Eybens,19.71
38150,Domène,38169,Fontaine,9.5
38150,Domène,38175,Froges,14.37
38150,Domène,38179,Gières,25.2
38150,Domène,38185,Grenoble,39.43
38150,Domène,38206,Laval-en-Belledonne,20.45
38150,Domène,38249,Montbonnot-Saint-Martin,4.75
38150,Domène,38303,La Pierre,4.87
38150,Domène,38309,Poisat,4.75
38150,Domène,38317,Le Pont-de-Claix,10.22
38150,Domène,38337,Rives,4.87
38150,Domène,38382,Saint-Égrève,9.73
38150,Domène,38397,Saint-Ismier,25.2
38150,Domène,38421,Saint-Martin-d'Hères,59.14
38150,Domène,38486,Seyssins,19.47
38150,Domène,38503,La Terrasse,4.99
38150,Domène,38516,La Tronche,9.5
38150,Domène,38538,Le Versoud,9.98
38150,Domène,38547,Villard-Bonnot,34.93
38150,Domène,45232,Olivet,9.5
38150,Domène,59606,Valenciennes,4.75
38150,Domène,63113,Clermont-Ferrand,5.24
38150,Domène,67482,Strasbourg,4.87
38150,Domène,69081,Écully,9.98
38150,Domène,73031,Bassens,4.87
38150,Domène,73065,Chambéry,4.87
38150,Domène,73124,Gilly-sur-Isère,4.75
38150,Domène,75104,Paris 4e Arrondissement,5.11
38150,Domène,75107,Paris 7e Arrondissement,5.11
38151,Échirolles,05061,Gap,1.47
38151,Échirolles,06088,Nice,4.35
38151,Échirolles,06157,Vence,4.16
38151,Échirolles,07010,Annonay,1.47
38151,Échirolles,07078,Davézieux,3.91
38151,Échirolles,07102,Guilherand-Granges,3.33
38151,Échirolles,10417,Villemoiron-en-Othe,3.91
38151,Échirolles,13001,Aix-en-Provence,3.11
38151,Échirolles,13202,Marseille 2e Arrondissement,1.47
38151,Échirolles,13203,Marseille 3e Arrondissement,2.95
38151,Échirolles,13208,Marseille 8e Arrondissement,2.9
38151,Échirolles,13210,Marseille 10e Arrondissement,1.47
38151,Échirolles,13213,Marseille 13e Arrondissement,2.95
38151,Échirolles,15014,Aurillac,1.47
38151,Échirolles,18139,Marseilles-lès-Aubigny,1.47
38151,Échirolles,21712,Volnay,5.22
38151,Échirolles,26011,Aouste-sur-Sye,4.88
38151,Échirolles,26094,Claveyson,2.95
38151,Échirolles,26281,Romans-sur-Isère,11.87
38151,Échirolles,27379,Mainneville,3.82
38151,Échirolles,27502,Rugles,7.37
38151,Échirolles,28134,Dreux,5.2
38151,Échirolles,29019,Brest,1.47
38151,Échirolles,33063,Bordeaux,3.57
38151,Échirolles,33264,Maransin,3.33
38151,Échirolles,37261,Tours,1.48
38151,Échirolles,38013,Apprieu,4.16
38151,Échirolles,38027,Barraux,2.79
38151,Échirolles,38052,Le Bourg-d'Oisans,4.7
38151,Échirolles,38057,Bresson,6.21
38151,Échirolles,38111,Claix,28.25
38151,Échirolles,38113,Clelles,3.63
38151,Échirolles,38118,Colombe,3.63
38151,Échirolles,38130,La Côte-Saint-André,3.91
38151,Échirolles,38140,Crolles,3.8
38151,Échirolles,38150,Domène,5.79
38151,Échirolles,38151,Échirolles,33790.69
38151,Échirolles,38158,Eybens,86.8
38151,Échirolles,38169,Fontaine,106.79
38151,Échirolles,38175,Froges,4.35
38151,Échirolles,38179,Gières,23.87
38151,Échirolles,38185,Grenoble,737.24
38151,Échirolles,38186,Gresse-en-Vercors,3.95
38151,Échirolles,38187,Le Gua,2.95
38151,Échirolles,38193,L'Isle-d'Abeau,1.2
38151,Échirolles,38206,Laval-en-Belledonne,4.16
38151,Échirolles,38212,Livet-et-Gavet,36.9
38151,Échirolles,38226,Mens,5.79
38151,Échirolles,38229,Meylan,19.76
38151,Échirolles,38239,Moirans,8.42
38151,Échirolles,38242,Monestier-de-Clermont,4.45
38151,Échirolles,38253,Les Deux Alpes,5.8
38151,Échirolles,38269,La Mure,5.32
38151,Échirolles,38271,Murianette,5.79
38151,Échirolles,38276,Nivolas-Vermelle,3.91
38151,Échirolles,38281,Noyarey,1.73
38151,Échirolles,38298,Le Péage-de-Roussillon,15.02
38151,Échirolles,38309,Poisat,4.35
38151,Échirolles,38314,Pontcharra,1.48
38151,Échirolles,38317,Le Pont-de-Claix,101.65
38151,Échirolles,38337,Rives,4.44
38151,Échirolles,38357,Saint-André-le-Gaz,3.63
38151,Échirolles,38362,Saint-Aupre,1.2
38151,Échirolles,38382,Saint-Égrève,21.09
38151,Échirolles,38384,Saint-Étienne-de-Saint-Geoirs,3.57
38151,Échirolles,38402,Saint-Jean-de-Vaulx,3.11
38151,Échirolles,38416,Saint-Marcellin,16.0
38151,Échirolles,38421,Saint-Martin-d'Hères,118.88
38151,Échirolles,38422,Saint-Martin-d'Uriage,8.56
38151,Échirolles,38423,Saint-Martin-le-Vinoux,10.66
38151,Échirolles,38474,Sassenage,23.05
38151,Échirolles,38478,Séchilienne,12.2
38151,Échirolles,38485,Seyssinet-Pariset,71.38
38151,Échirolles,38486,Seyssins,15.49
38151,Échirolles,38503,La Terrasse,1.22
38151,Échirolles,38513,Treffort,2.01
38151,Échirolles,38516,La Tronche,6.87
38151,Échirolles,38517,Tullins,7.94
38151,Échirolles,38524,Varces-Allières-et-Risset,48.59
38151,Échirolles,38529,Vaulnaveys-le-Haut,4.13
38151,Échirolles,38537,La Verpillière,2.86
38151,Échirolles,38538,Le Versoud,4.16
38151,Échirolles,38544,Vienne,3.33
38151,Échirolles,38545,Vif,20.22
38151,Échirolles,38547,Villard-Bonnot,8.45
38151,Échirolles,38548,Villard-de-Lans,3.8
38151,Échirolles,38559,Vinay,2.96
38151,Échirolles,38562,Vizille,20.51
38151,Échirolles,38563,Voiron,27.47
38151,Échirolles,40312,Tarnos,1.47
38151,Échirolles,42183,La Ricamarie,18.42
38151,Échirolles,42218,Saint-Étienne,14.29
38151,Échirolles,44067,Guémené-Penfao,3.24
38151,Échirolles,44153,Saint-Aubin-des-Châteaux,1.47
38151,Échirolles,44184,Saint-Nazaire,2.1
38151,Échirolles,45234,Orléans,1.27
38151,Échirolles,48095,Mende,1.47
38151,Échirolles,49125,Doué-en-Anjou,6.83
38151,Échirolles,55459,Saint-Joire,1.16
38151,Échirolles,57067,Bertrange,3.91
38151,Échirolles,57433,Maizières-lès-Metz,2.95
38151,Échirolles,59155,Coudekerque-Branche,2.95
38151,Échirolles,59183,Dunkerque,1.47
38151,Échirolles,59350,Lille,5.93
38151,Échirolles,60159,Compiègne,1.47
38151,Échirolles,63040,Billom,2.95
38151,Échirolles,65340,Orleix,2.95
38151,Échirolles,65440,Tarbes,4.16
38151,Échirolles,67267,Lingolsheim,4.99
38151,Échirolles,67324,Niederbronn-les-Bains,2.95
38151,Échirolles,68338,Turckheim,2.95
38151,Échirolles,69099,Haute-Rivoire,1.47
38151,Échirolles,69259,Vénissieux,5.16
38151,Échirolles,69266,Villeurbanne,9.19
38151,Échirolles,69382,Lyon 2e Arrondissement,2.79
38151,Échirolles,69388,Lyon 8e Arrondissement,6.88
38151,Échirolles,71543,Tournus,4.3
38151,Échirolles,72080,Cherré-Au,1.47
38151,Échirolles,72181,Le Mans,2.95
38151,Échirolles,73003,Grand-Aigueblanche,4.69
38151,Échirolles,73065,Chambéry,1.47
38151,Échirolles,73130,Grignon,2.95
38151,Échirolles,73204,Le Pont-de-Beauvoisin,5.93
38151,Échirolles,73215,Valgelon-La Rochette,1.47
38151,Échirolles,74010,Annecy,10.54
38151,Échirolles,74042,Bonneville,3.63
38151,Échirolles,74094,Cranves-Sales,5.76
38151,Échirolles,74096,Cruseilles,4.95
38151,Échirolles,74118,Étrembières,4.3
38151,Échirolles,74225,Rumilly,3.81
38151,Échirolles,74281,Thonon-les-Bains,1.1
38151,Échirolles,75115,Paris 15e Arrondissement,3.76
38151,Échirolles,75116,Paris 16e Arrondissement,2.95
38151,Échirolles,76250,Étainhus,2.95
38151,Échirolles,77514,Villeparisis,2.96
38151,Échirolles,78128,Cernay-la-Ville,1.47
38151,Échirolles,79038,Boismé,4.09
38151,Échirolles,80021,Amiens,1.47
38151,Échirolles,84007,Avignon,2.95
38151,Échirolles,84035,Cavaillon,16.26
38151,Échirolles,86066,Châtellerault,4.99
38151,Échirolles,86194,Poitiers,4.69
38151,Échirolles,88095,Châtenois,20.71
38151,Échirolles,88349,Plainfaing,1.47
38151,Échirolles,89024,Auxerre,1.47
38151,Échirolles,91471,Orsay,2.95
38151,Échirolles,91477,Palaiseau,1.47
38151,Échirolles,92007,Bagneux,1.47
38151,Échirolles,92025,Colombes,14.42
38151,Échirolles,92078,Villeneuve-la-Garenne,1.47
38151,Échirolles,93007,Le Blanc-Mesnil,1.47
38151,Échirolles,93010,Bondy,1.47
38151,Échirolles,93029,Drancy,2.95
38151,Échirolles,93055,Pantin,2.32
38151,Échirolles,94028,Créteil,1.47
38151,Échirolles,94037,Gentilly,1.47
38151,Échirolles,95018,Argenteuil,3.33
38151,Échirolles,97113,Le Gosier,6.69
38151,Échirolles,99999,Résidence antérieure dans un pays étranger,256.77
38158,Eybens,13209,Marseille 9e Arrondissement,2.92
38158,Eybens,13212,Marseille 12e Arrondissement,4.25
38158,Eybens,24322,Périgueux,2.92
38158,Eybens,38039,Bernin,6.18
38158,Eybens,38042,Bévenais,2.65
38158,Eybens,38052,Le Bourg-d'Oisans,5.74
38158,Eybens,38057,Bresson,1.06
38158,Eybens,38068,Champagnier,2.85
38158,Eybens,38102,Chèzeneuve,2.39
38158,Eybens,38126,Corenc,2.12
38158,Eybens,38140,Crolles,6.29
38158,Eybens,38150,Domène,5.56
38158,Eybens,38151,Échirolles,39.64
38158,Eybens,38158,Eybens,9389.47
38158,Eybens,38169,Fontaine,20.62
38158,Eybens,38179,Gières,10.16
38158,Eybens,38181,Goncelin,9.33
38158,Eybens,38185,Grenoble,184.6
38158,Eybens,38200,Jarrie,7.25
38158,Eybens,38229,Meylan,8.07
38158,Eybens,38239,Moirans,2.33
38158,Eybens,38242,Monestier-de-Clermont,14.88
