Code_commune_arrivee,Commune_arrivee,Code_commune_depart,Commune_depart,Flux_migrants_1an_ou_plus
35238,Rennes,22182,Plélo,13.03
35238,Rennes,22183,Plémet,5.18
35238,Rennes,22184,Plémy,14.73
35238,Rennes,22185,Plénée-Jugon,2.8
35238,Rennes,22186,Pléneuf-Val-André,3.01
35238,Rennes,22187,Plérin,39.28
35238,Rennes,22190,Pleslin-Trigavou,17.21
35238,Rennes,22193,Plestan,6.27
35238,Rennes,22194,Plestin-les-Grèves,3.9
35238,Rennes,22196,Pleudaniel,0.96
35238,Rennes,22197,Pleudihen-sur-Rance,2.12
35238,Rennes,22198,Pleumeur-Bodou,3.46
35238,Rennes,22204,Ploëzal,1.41
35238,Rennes,22205,Plorec-sur-Arguenon,1.06
35238,Rennes,22206,Châtelaudren-Plouagat,10.03
35238,Rennes,22207,Plouaret,5.16
35238,Rennes,22208,Plouasne,5.63
35238,Rennes,22209,Beaussais-sur-Mer,5.09
35238,Rennes,22210,Ploubazlanec,9.03
35238,Rennes,22211,Ploubezre,4.44
35238,Rennes,22212,Plouëc-du-Trieux,1.78
35238,Rennes,22213,Plouër-sur-Rance,11.54
35238,Rennes,22215,Ploufragan,30.58
35238,Rennes,22216,Plougonver,1.63
35238,Rennes,22218,Plougrescant,2.83
35238,Rennes,22219,Plouguenast-Langast,3.25
35238,Rennes,22222,Plouha,6.49
35238,Rennes,22223,Plouisy,4.08
35238,Rennes,22226,Ploumilliau,5.74
35238,Rennes,22228,Plounévez-Moëdec,5.92
35238,Rennes,22229,Plounévez-Quintin,6.41
35238,Rennes,22232,Plourhan,21.86
35238,Rennes,22233,Plourivo,1.41
35238,Rennes,22236,Pludual,1.51
35238,Rennes,22241,Plumieux,1.11
35238,Rennes,22242,Plurien,12.38
35238,Rennes,22245,Pluzunet,4.89
35238,Rennes,22246,Pommeret,5.3
35238,Rennes,22248,Pommerit-le-Vicomte,1.11
35238,Rennes,22250,Pontrieux,1.54
35238,Rennes,22251,Pordic,20.22
35238,Rennes,22254,Prat,4.21
35238,Rennes,22256,Quemper-Guézennec,1.12
35238,Rennes,22258,Quessoy,0.93
35238,Rennes,22259,Quévert,2.82
35238,Rennes,22262,Quintin,11.06
35238,Rennes,22266,Rostrenen,1.72
35238,Rennes,22271,Saint-Adrien,1.6
35238,Rennes,22272,Saint-Agathon,1.09
35238,Rennes,22273,Saint-Alban,8.46
35238,Rennes,22275,Saint-Barnabé,0.99
35238,Rennes,22276,Saint-Bihy,1.72
35238,Rennes,22277,Saint-Brandan,7.17
35238,Rennes,22278,Saint-Brieuc,290.95
35238,Rennes,22280,Saint-Carné,2.72
35238,Rennes,22282,Saint-Cast-le-Guildo,17.98
35238,Rennes,22287,Saint-Donan,5.92
35238,Rennes,22302,Saint-Jacut-de-la-Mer,2.02
35238,Rennes,22305,Saint-Jouan-de-l'Isle,1.09
35238,Rennes,22308,Saint-Juvat,4.47
35238,Rennes,22311,Saint-Lormel,1.01
35238,Rennes,22325,Saint-Quay-Portrieux,1.03
35238,Rennes,22326,Saint-Rieul,1.13
35238,Rennes,22327,Saint-Samson-sur-Rance,7.32
35238,Rennes,22333,Saint-Vran,1.28
35238,Rennes,22338,Squiffiec,14.98
35238,Rennes,22339,Taden,17.2
35238,Rennes,22343,Trébeurden,8.2
35238,Rennes,22349,Trédrez-Locquémeau,13.23
35238,Rennes,22353,Trégastel,19.11
35238,Rennes,22360,Trégueux,11.03
35238,Rennes,22362,Tréguier,4.87
35238,Rennes,22364,Trélivan,9.04
35238,Rennes,22368,Tréméreuc,8.8
35238,Rennes,22369,Trémeur,1.2
35238,Rennes,22376,Trévé,3.46
35238,Rennes,22384,Uzel,1.24
35238,Rennes,22386,Le Vieux-Bourg,2.4
35238,Rennes,22387,Le Vieux-Marché,7.41
35238,Rennes,22388,Vildé-Guingalan,1.52
35238,Rennes,22389,Yffiniac,9.27
35238,Rennes,23096,Guéret,0.99
35238,Rennes,24207,Groléjac,6.46
35238,Rennes,24264,Ménesplet,3.61
35238,Rennes,24322,Périgueux,8.43
35238,Rennes,24499,Saint-Sauveur,3.71
35238,Rennes,24554,La Tour-Blanche-Cercles,11.23
35238,Rennes,25056,Besançon,44.63
35238,Rennes,25195,Dannemarie-sur-Crète,1.41
35238,Rennes,25204,Doubs,1.12
35238,Rennes,25388,Montbéliard,2.32
35238,Rennes,25463,Pont-de-Roide-Vermondans,1.55
35238,Rennes,25575,Vaire,1.78
35238,Rennes,26021,Autichamp,3.7
35238,Rennes,26025,Barnave,1.09
35238,Rennes,26037,Beaumont-lès-Valence,5.21
35238,Rennes,26084,Châteauneuf-sur-Isère,4.74
35238,Rennes,26166,Loriol-sur-Drôme,13.47
35238,Rennes,26198,Montélimar,5.0
35238,Rennes,26362,Valence,19.58
35238,Rennes,27097,Bouafles,1.32
35238,Rennes,27198,Mesnils-sur-Iton,1.03
35238,Rennes,27229,Évreux,6.83
35238,Rennes,27234,Fauville,5.41
35238,Rennes,27239,Ferrières-Saint-Hilaire,4.88
35238,Rennes,27278,Garennes-sur-Eure,4.04
35238,Rennes,27367,Lieurey,4.36
35238,Rennes,27383,Mandres,2.2
35238,Rennes,27439,Normanville,3.48
35238,Rennes,27467,Pont-Audemer,8.84
35238,Rennes,27578,Sainte-Marie-d'Attez,3.4
35238,Rennes,27589,Saint-Pierre-de-Bailleul,1.09
35238,Rennes,27670,Vandrimare,1.16
35238,Rennes,27679,Verneuil d'Avre et d'Iton,1.2
35238,Rennes,27696,Villiers-en-Désœuvre,3.55
35238,Rennes,28051,Bonneval,1.56
35238,Rennes,28085,Chartres,5.69
35238,Rennes,28088,Châteaudun,1.41
35238,Rennes,28110,Le Coudray,1.4
35238,Rennes,28134,Dreux,2.69
35238,Rennes,28173,Gasville-Oisème,1.04
35238,Rennes,28218,Lucé,4.32
35238,Rennes,28220,Luisant,7.28
35238,Rennes,28225,Magny,1.41
35238,Rennes,28278,Nogent-le-Phaye,4.14
35238,Rennes,28279,Nogent-le-Roi,3.99
35238,Rennes,28304,Prasville,0.98
35238,Rennes,28354,Saint-Maurice-Saint-Germain,3.62
35238,Rennes,28383,Theuville,1.55
35238,Rennes,29003,Audierne,3.71
35238,Rennes,29004,Bannalec,5.61
35238,Rennes,29006,Bénodet,4.39
35238,Rennes,29011,Bohars,11.63
35238,Rennes,29015,Bourg-Blanc,0.99
35238,Rennes,29019,Brest,482.83
35238,Rennes,29020,Briec,1.28
35238,Rennes,29021,Plounéour-Brignogan-plages,3.71
35238,Rennes,29023,Carantec,9.31
35238,Rennes,29024,Carhaix-Plouguer,10.37
35238,Rennes,29026,Châteaulin,14.63
35238,Rennes,29031,Clohars-Carnoët,13.94
35238,Rennes,29032,Clohars-Fouesnant,4.85
35238,Rennes,29035,Coat-Méal,5.06
35238,Rennes,29039,Concarneau,29.56
35238,Rennes,29040,Le Conquet,1.6
35238,Rennes,29046,Douarnenez,15.1
35238,Rennes,29047,Le Drennec,1.54
35238,Rennes,29048,Edern,6.12
35238,Rennes,29049,Elliant,2.64
35238,Rennes,29051,Ergué-Gabéric,9.5
35238,Rennes,29058,Fouesnant,11.48
35238,Rennes,29064,Goulven,5.59
35238,Rennes,29069,Guilers,4.88
35238,Rennes,29075,Guipavas,20.92
35238,Rennes,29077,Guissény,1.02
35238,Rennes,29078,Hanvec,13.85
35238,Rennes,29086,Irvillac,0.99
35238,Rennes,29090,Kerlaz,3.67
35238,Rennes,29091,Kerlouan,3.48
35238,Rennes,29093,Kernilis,4.57
35238,Rennes,29101,Landéda,2.55
35238,Rennes,29103,Landerneau,15.06
35238,Rennes,29105,Landivisiau,8.04
35238,Rennes,29110,Langolen,1.13
35238,Rennes,29117,Lannilis,19.68
35238,Rennes,29119,Lanrivoaré,1.41
35238,Rennes,29124,Lesneven,8.09
35238,Rennes,29132,Locquénolé,3.29
35238,Rennes,29133,Locquirec,3.71
35238,Rennes,29135,Loctudy,6.12
35238,Rennes,29140,Loperhet,1.61
35238,Rennes,29142,Lothey,1.16
35238,Rennes,29145,Confort-Meilars,4.3
35238,Rennes,29147,Mellac,5.46
35238,Rennes,29148,Mespaul,3.55
35238,Rennes,29150,Moëlan-sur-Mer,12.0
35238,Rennes,29151,Morlaix,30.64
35238,Rennes,29156,Pencran,2.22
35238,Rennes,29160,Plabennec,7.23
35238,Rennes,29161,Pleuven,4.18
35238,Rennes,29162,Pleyben,5.13
35238,Rennes,29165,Plobannalec-Lesconil,1.67
35238,Rennes,29167,Plogastel-Saint-Germain,1.55
35238,Rennes,29168,Plogoff,4.57
35238,Rennes,29169,Plogonnec,3.7
35238,Rennes,29170,Plomelin,2.48
35238,Rennes,29171,Plomeur,1.6
35238,Rennes,29175,Plonévez-du-Faou,1.59
35238,Rennes,29176,Plonévez-Porzay,2.1
35238,Rennes,29177,Plouarzel,1.98
35238,Rennes,29178,Ploudalmézeau,10.04
35238,Rennes,29179,Ploudaniel,5.0
35238,Rennes,29182,Plouégat-Guérand,3.71
35238,Rennes,29184,Plouénan,2.49
35238,Rennes,29185,Plouescat,7.63
35238,Rennes,29186,Plouezoc'h,1.16
35238,Rennes,29189,Plougastel-Daoulas,17.44
35238,Rennes,29198,Plouider,7.21
35238,Rennes,29199,Plouigneau,6.0
35238,Rennes,29204,Plounéventer,0.96
35238,Rennes,29207,Plourin-lès-Morlaix,6.06
35238,Rennes,29209,Plouvien,1.12
35238,Rennes,29210,Plouvorn,3.9
35238,Rennes,29212,Plouzané,29.51
35238,Rennes,29213,Plouzévédé,2.42
35238,Rennes,29216,Pluguffan,3.01
35238,Rennes,29217,Pont-Aven,3.81
35238,Rennes,29220,Pont-l'Abbé,6.56
35238,Rennes,29222,Port-Launay,1.11
35238,Rennes,29232,Quimper,156.56
35238,Rennes,29233,Quimperlé,8.63
35238,Rennes,29234,Rédené,9.59
35238,Rennes,29235,Le Relecq-Kerhuon,6.42
35238,Rennes,29237,La Roche-Maurice,1.13
35238,Rennes,29239,Roscoff,3.99
35238,Rennes,29241,Rosporden,6.26
35238,Rennes,29257,Saint-Pabu,1.56
35238,Rennes,29259,Saint-Pol-de-Léon,1.02
35238,Rennes,29260,Saint-Renan,19.64
35238,Rennes,29265,Sainte-Sève,1.56
35238,Rennes,29266,Saint-Thégonnec Loc-Eguiner,6.12
35238,Rennes,29270,Saint-Urbain,1.18
35238,Rennes,29272,Saint-Yvi,4.2
35238,Rennes,29277,Sizun,5.5
35238,Rennes,29279,Taulé,13.54
35238,Rennes,29281,Tourch,5.0
35238,Rennes,29293,Trégunc,9.07
35238,Rennes,29296,Tréméoc,1.28
35238,Rennes,29300,Le Trévoux,1.72
35238,Rennes,2A004,Ajaccio,10.56
35238,Rennes,2B033,Bastia,4.05
35238,Rennes,2B096,Corte,2.43
35238,Rennes,2B148,Lucciana,1.27
35238,Rennes,30011,Les Angles,0.97
35238,Rennes,30023,Aujargues,5.0
35238,Rennes,30189,Nîmes,35.43
35238,Rennes,30270,Saint-Jean-du-Pin,4.55
35238,Rennes,31035,Auzeville-Tolosane,5.18
35238,Rennes,31113,Castanet-Tolosan,1.03
35238,Rennes,31149,Colomiers,1.21
35238,Rennes,31254,Labège,0.99
35238,Rennes,31424,Plaisance-du-Touch,6.96
35238,Rennes,31446,Ramonville-Saint-Agne,2.99
35238,Rennes,31533,Saubens,1.12
35238,Rennes,31555,Toulouse,153.34
35238,Rennes,32013,Auch,3.45
35238,Rennes,32094,Caupenne-d'Armagnac,1.09
35238,Rennes,32160,L'Isle-Jourdain,1.15
35238,Rennes,32208,Lectoure,1.51
35238,Rennes,32242,Masseube,1.97
35238,Rennes,33039,Bègles,6.25
35238,Rennes,33056,Blanquefort,4.86
35238,Rennes,33063,Bordeaux,104.91
35238,Rennes,33069,Le Bouscat,1.14
35238,Rennes,33075,Bruges,5.78
35238,Rennes,33096,Carbon-Blanc,3.64
35238,Rennes,33165,Fargues-Saint-Hilaire,3.71
35238,Rennes,33192,Gradignan,1.46
35238,Rennes,33200,Le Haillan,5.0
35238,Rennes,33225,Landiras,1.43
35238,Rennes,33281,Mérignac,14.38
35238,Rennes,33318,Pessac,4.97
35238,Rennes,33413,Saint-Germain-du-Puch,5.59
35238,Rennes,33449,Saint-Médard-en-Jalles,3.46
35238,Rennes,33481,Saint-Sulpice-de-Guilleragues,1.16
35238,Rennes,33519,Le Taillan-Médoc,1.54
35238,Rennes,33522,Talence,48.83
35238,Rennes,33550,Villenave-d'Ornon,1.06
35238,Rennes,34077,Clapiers,1.03
35238,Rennes,34116,Grabels,1.27
35238,Rennes,34154,Mauguio,4.15
35238,Rennes,34161,Montady,5.78
35238,Rennes,34172,Montpellier,92.29
35238,Rennes,34183,Nissan-lez-Enserune,1.02
35238,Rennes,34198,Pérols,0.98
35238,Rennes,34247,Saint-Clément-de-Rivière,1.11
35238,Rennes,35001,Acigné,54.95
35238,Rennes,35002,Amanlis,10.95
35238,Rennes,35003,Andouillé-Neuville,8.6
35238,Rennes,35004,Val-Couesnon,21.26
35238,Rennes,35006,Argentré-du-Plessis,7.8
35238,Rennes,35009,Baguer-Morvan,0.99
35238,Rennes,35010,Baguer-Pican,1.12
35238,Rennes,35012,Bain-de-Bretagne,44.63
35238,Rennes,35013,Bains-sur-Oust,22.19
35238,Rennes,35014,Bais,3.65
35238,Rennes,35015,Balazé,8.95
35238,Rennes,35016,Baulon,8.01
35238,Rennes,35018,La Bazouge-du-Désert,5.03
35238,Rennes,35019,Bazouges-la-Pérouse,5.91
35238,Rennes,35022,Bécherel,5.0
35238,Rennes,35023,Bédée,16.53
35238,Rennes,35024,Betton,88.66
35238,Rennes,35025,Billé,5.3
35238,Rennes,35026,Bléruais,1.59
35238,Rennes,35027,Boisgervilly,9.84
35238,Rennes,35029,Bonnemain,1.72
35238,Rennes,35031,La Bouëxière,14.03
35238,Rennes,35032,Bourgbarré,19.97
35238,Rennes,35033,Bourg-des-Comptes,7.93
35238,Rennes,35034,La Boussac,4.2
35238,Rennes,35037,Bréal-sous-Montfort,29.36
35238,Rennes,35039,Brécé,6.5
35238,Rennes,35040,Breteil,28.21
35238,Rennes,35041,Brie,3.23
35238,Rennes,35045,Bruc-sur-Aff,1.37
35238,Rennes,35047,Bruz,191.24
35238,Rennes,35049,Cancale,8.29
35238,Rennes,35050,Cardroc,8.43
35238,Rennes,35051,Cesson-Sévigné,218.35
35238,Rennes,35054,Chanteloup,9.51
35238,Rennes,35055,Chantepie,167.6
35238,Rennes,35056,La Chapelle-aux-Filtzméens,1.3
35238,Rennes,35057,La Chapelle-Bouëxic,7.64
35238,Rennes,35059,La Chapelle-des-Fougeretz,21.48
35238,Rennes,35060,La Chapelle du Lou du Lac,5.41
35238,Rennes,35062,La Chapelle-Fleurigné,3.72
35238,Rennes,35064,La Chapelle-de-Brain,3.57
35238,Rennes,35065,La Chapelle-Thouarault,25.15
35238,Rennes,35066,Chartres-de-Bretagne,58.46
35238,Rennes,35067,Chasné-sur-Illet,2.61
35238,Rennes,35068,Châteaubourg,51.25
35238,Rennes,35069,Châteaugiron,77.08
35238,Rennes,35072,Châtillon-en-Vendelais,6.16
35238,Rennes,35075,Chauvigné,5.4
35238,Rennes,35076,Chavagne,25.68
35238,Rennes,35079,Chevaigné,4.85
35238,Rennes,35080,Cintré,15.11
35238,Rennes,35081,Clayes,1.28
35238,Rennes,35085,Combourg,48.09
35238,Rennes,35088,Corps-Nuds,33.32
35238,Rennes,35090,Crevin,4.82
35238,Rennes,35093,Dinard,38.08
35238,Rennes,35094,Dingé,9.2
35238,Rennes,35095,Dol-de-Bretagne,35.21
35238,Rennes,35096,Domagné,7.59
35238,Rennes,35097,Domalain,13.62
35238,Rennes,35099,Domloup,13.28
35238,Rennes,35101,Dourdain,3.84
35238,Rennes,35104,Epiniac,5.06
35238,Rennes,35106,Ercé-en-Lamée,4.84
35238,Rennes,35107,Ercé-près-Liffré,9.54
35238,Rennes,35109,Étrelles,6.81
35238,Rennes,35115,Fougères,169.28
35238,Rennes,35116,La Fresnais,1.54
35238,Rennes,35118,Gahard,5.0
35238,Rennes,35120,Gévezé,92.18
35238,Rennes,35121,Gosné,7.39
35238,Rennes,35122,La Gouesnière,2.55
35238,Rennes,35123,Goven,24.88
35238,Rennes,35124,Grand-Fougeray,2.51
35238,Rennes,35125,La Guerche-de-Bretagne,17.0
35238,Rennes,35126,Guichen,43.29
35238,Rennes,35127,Guignen,3.64
35238,Rennes,35128,Guipel,9.94
35238,Rennes,35130,Hédé-Bazouges,14.99
35238,Rennes,35131,L'Hermitage,31.81
35238,Rennes,35132,Hirel,9.14
35238,Rennes,35133,Iffendic,9.66
35238,Rennes,35134,Les Iffs,1.01
35238,Rennes,35135,Irodouër,6.07
35238,Rennes,35136,Janzé,31.6
35238,Rennes,35137,Javené,25.15
35238,Rennes,35138,Laignelet,6.37
35238,Rennes,35139,Laillé,36.95
35238,Rennes,35141,Landavran,5.42
35238,Rennes,35145,Langon,10.81
35238,Rennes,35149,Lassy,9.31
35238,Rennes,35150,Lécousse,26.13
35238,Rennes,35152,Liffré,58.09
35238,Rennes,35154,Livré-sur-Changeon,1.12
35238,Rennes,35155,Lohéac,1.12
35238,Rennes,35156,Longaulnay,5.0
35238,Rennes,35162,Louvigné-du-Désert,8.83
35238,Rennes,35164,Marcillé-Raoul,2.42
35238,Rennes,35166,Marpiré,1.03
35238,Rennes,35167,Martigné-Ferchaud,10.0
35238,Rennes,35168,Val d'Anast,18.28
35238,Rennes,35169,Maxent,4.66
35238,Rennes,35170,Mecé,3.53
35238,Rennes,35172,Meillac,18.81
35238,Rennes,35173,Melesse,33.43
35238,Rennes,35174,Mellé,6.82
35238,Rennes,35175,Mernel,1.13
35238,Rennes,35176,Guipry-Messac,19.63
35238,Rennes,35177,La Mézière,37.26
35238,Rennes,35178,Mézières-sur-Couesnon,10.57
35238,Rennes,35179,Miniac-Morvan,24.8
35238,Rennes,35181,Le Minihic-sur-Rance,6.25
35238,Rennes,35183,Mondevert,6.07
35238,Rennes,35184,Montauban-de-Bretagne,50.04
35238,Rennes,35186,Mont-Dol,8.88
35238,Rennes,35187,Monterfil,25.18
35238,Rennes,35188,Montfort-sur-Meu,32.93
35238,Rennes,35189,Montgermont,29.71
35238,Rennes,35190,Monthault,4.36
35238,Rennes,35193,Montreuil-le-Gast,8.81
35238,Rennes,35194,Montreuil-sous-Pérouse,1.26
35238,Rennes,35195,Montreuil-sur-Ille,36.71
35238,Rennes,35196,Mordelles,51.97
35238,Rennes,35197,Mouazé,7.75
35238,Rennes,35201,Muel,4.29
35238,Rennes,35203,La Nouaye,5.41
35238,Rennes,35204,Nouvoitou,15.84
35238,Rennes,35206,Noyal-Châtillon-sur-Seiche,66.6
35238,Rennes,35207,Noyal-sur-Vilaine,82.58
35238,Rennes,35208,Orgères,33.43
35238,Rennes,35210,Pacé,148.78
35238,Rennes,35211,Paimpont,10.56
35238,Rennes,35212,Pancé,8.91
35238,Rennes,35215,Parigné,2.39
35238,Rennes,35216,Parthenay-de-Bretagne,15.15
35238,Rennes,35217,Le Pertre,6.77
35238,Rennes,35219,Pipriac,12.0
35238,Rennes,35220,Piré-Chancé,10.05
35238,Rennes,35221,Pléchâtel,2.18
35238,Rennes,35222,Pleine-Fougères,11.37
35238,Rennes,35223,Plélan-le-Grand,24.27
35238,Rennes,35224,Plerguer,4.82
35238,Rennes,35225,Plesder,5.18
35238,Rennes,35226,Pleugueneuc,9.74
35238,Rennes,35227,Pleumeleuc,34.82
35238,Rennes,35228,Pleurtuit,17.3
35238,Rennes,35229,Pocé-les-Bois,1.04
35238,Rennes,35231,Poligné,1.24
35238,Rennes,35233,Québriac,5.18
35238,Rennes,35234,Quédillac,5.06
35238,Rennes,35235,Rannée,3.69
35238,Rennes,35236,Redon,63.24
35238,Rennes,35238,Rennes,203831.18
35238,Rennes,35239,Retiers,10.51
35238,Rennes,35240,Le Rheu,121.31
35238,Rennes,35241,La Richardais,15.37
35238,Rennes,35243,Romagné,9.11
35238,Rennes,35245,Romillé,12.48
35238,Rennes,35249,Sainte-Anne-sur-Vilaine,1.28
35238,Rennes,35250,Saint-Armel,36.36
35238,Rennes,35251,Saint-Aubin-d'Aubigné,39.63
35238,Rennes,35252,Saint-Aubin-des-Landes,2.24
35238,Rennes,35253,Saint-Aubin-du-Cormier,32.28
35238,Rennes,35255,Saint-Benoît-des-Ondes,6.12
35238,Rennes,35257,Maen Roch,4.98
35238,Rennes,35264,Saint-Didier,5.91
35238,Rennes,35265,Saint-Domineuc,6.89
35238,Rennes,35266,Saint-Erblon,28.65
35238,Rennes,35270,Saint-Georges-de-Gréhaigne,3.17
35238,Rennes,35271,Saint-Georges-de-Reintembault,8.35
35238,Rennes,35272,Saint-Germain-du-Pinel,6.03
35238,Rennes,35274,Saint-Germain-sur-Ille,1.46
35238,Rennes,35275,Saint-Gilles,13.87
35238,Rennes,35276,Saint-Gondran,9.57
35238,Rennes,35277,Saint-Gonlay,1.37
35238,Rennes,35278,Saint-Grégoire,130.2
35238,Rennes,35279,Saint-Guinoux,1.41
35238,Rennes,35280,Saint-Hilaire-des-Landes,4.94
35238,Rennes,35281,Saint-Jacques-de-la-Lande,180.39
35238,Rennes,35282,Rives-du-Couesnon,3.72
35238,Rennes,35284,Saint-Jouan-des-Guérets,12.64
35238,Rennes,35287,Saint-Lunaire,21.57
35238,Rennes,35288,Saint-Malo,234.01
35238,Rennes,35290,Saint-Malon-sur-Mel,5.01
35238,Rennes,35292,Saint-Marc-le-Blanc,5.3
35238,Rennes,35295,Saint-Maugan,7.12
35238,Rennes,35296,Saint-Médard-sur-Ille,0.89
35238,Rennes,35297,Saint-Méen-le-Grand,15.3
35238,Rennes,35299,Saint-Méloir-des-Ondes,18.26
35238,Rennes,35300,Saint-M'Hervé,4.94
35238,Rennes,35302,Saint-Onen-la-Chapelle,12.99
35238,Rennes,35304,Saint-Ouen-des-Alleux,1.13
35238,Rennes,35306,Saint-Père-Marc-en-Poulet,1.11
35238,Rennes,35307,Saint-Pern,3.27
35238,Rennes,35308,Mesnil-Roc'h,9.87
35238,Rennes,35310,Saint-Sauveur-des-Landes,1.49
35238,Rennes,35312,Saint-Senoux,16.89
35238,Rennes,35314,Saint-Suliac,1.4
35238,Rennes,35315,Saint-Sulpice-la-Forêt,7.83
35238,Rennes,35316,Saint-Sulpice-des-Landes,6.6
35238,Rennes,35317,Saint-Symphorien,1.27
35238,Rennes,35319,Saint-Thurial,9.71
35238,Rennes,35320,Saint-Uniac,4.89
35238,Rennes,35321,Saulnières,11.38
35238,Rennes,35322,Le Sel-de-Bretagne,4.97
35238,Rennes,35324,La Selle-en-Luitré,7.93
35238,Rennes,35326,Sens-de-Bretagne,17.99
35238,Rennes,35327,Servon-sur-Vilaine,33.08
35238,Rennes,35328,Sixt-sur-Aff,1.28
35238,Rennes,35331,Talensac,4.99
35238,Rennes,35332,Teillay,1.26
35238,Rennes,35333,Le Theil-de-Bretagne,12.17
35238,Rennes,35334,Thorigné-Fouillard,104.63
35238,Rennes,35335,Thourie,11.0
35238,Rennes,35337,Tinténiac,16.8
35238,Rennes,35338,Torcé,3.83
35238,Rennes,35340,Treffendel,6.49
35238,Rennes,35343,Tresbœuf,9.33
35238,Rennes,35345,Trévérien,1.26
35238,Rennes,35347,Val-d'Izé,13.45
35238,Rennes,35351,Le Verger,1.55
35238,Rennes,35352,Vern-sur-Seiche,91.12
35238,Rennes,35353,Vezin-le-Coquet,70.12
35238,Rennes,35354,Vieux-Viel,1.51
35238,Rennes,35355,Vieux-Vy-sur-Couesnon,5.71
35238,Rennes,35356,Vignoc,1.13
35238,Rennes,35358,La Ville-ès-Nonais,3.55
35238,Rennes,35360,Vitré,112.62
35238,Rennes,35362,Le Tronchet,6.81
35238,Rennes,35363,Pont-Péan,34.69
35238,Rennes,36006,Argenton-sur-Creuse,1.16
35238,Rennes,36018,Le Blanc,3.6
35238,Rennes,36024,Bretagne,1.03
35238,Rennes,36044,Châteauroux,8.75
35238,Rennes,37003,Amboise,5.65
35238,Rennes,37018,Ballan-Miré,5.72
35238,Rennes,37024,Benais,4.74
35238,Rennes,37063,Château-Renault,8.49
35238,Rennes,37077,Cinq-Mars-la-Pile,1.51
35238,Rennes,37079,Civray-de-Touraine,1.78
35238,Rennes,37122,Joué-lès-Tours,5.01
35238,Rennes,37185,Pocé-sur-Cisse,1.78
35238,Rennes,37216,Saint-Épain,9.82
35238,Rennes,37226,Sainte-Maure-de-Touraine,2.02
35238,Rennes,37250,Sorigny,5.01
35238,Rennes,37261,Tours,166.9
35238,Rennes,37266,Veigné,7.96
35238,Rennes,37282,Yzeures-sur-Creuse,4.86
35238,Rennes,38027,Barraux,5.0
35238,Rennes,38034,Beaurepaire,11.42
35238,Rennes,38053,Bourgoin-Jallieu,7.77
35238,Rennes,38084,Charnècles,4.89
35238,Rennes,38126,Corenc,5.34
35238,Rennes,38185,Grenoble,37.28
35238,Rennes,38229,Meylan,0.96
35238,Rennes,38267,Mottier,1.14
35238,Rennes,38382,Saint-Égrève,1.16
35238,Rennes,38421,Saint-Martin-d'Hères,1.54
35238,Rennes,38472,Sarcenas,0.96
35238,Rennes,38544,Vienne,1.72
35238,Rennes,39015,Ardon,1.28
35238,Rennes,39300,Lons-le-Saunier,6.51
35238,Rennes,40075,Castets,5.57
35238,Rennes,40192,Mont-de-Marsan,9.71
35238,Rennes,40231,Port-de-Lanne,1.12
35238,Rennes,41017,Binas,1.41
35238,Rennes,41018,Blois,11.21
35238,Rennes,41101,Herbault,1.13
35238,Rennes,41143,Mondoubleau,4.2
35238,Rennes,41146,Monthou-sur-Cher,5.0
35238,Rennes,41147,Les Montils,4.79
35238,Rennes,41206,Saint-Denis-sur-Loire,4.08
35238,Rennes,41211,Saint-Georges-sur-Cher,0.98
35238,Rennes,41230,Saint-Sulpice-de-Pommeray,1.55
35238,Rennes,41242,Selles-sur-Cher,1.4
35238,Rennes,41269,Vendôme,15.24
35238,Rennes,41294,Villiers-sur-Loir,3.48
35238,Rennes,42187,Roanne,16.95
35238,Rennes,42189,Roche-la-Molière,1.41
35238,Rennes,42218,Saint-Étienne,7.47
35238,Rennes,42316,Unieux,3.65
35238,Rennes,43089,Espaly-Saint-Marcel,3.06
35238,Rennes,43112,Langeac,5.04
35238,Rennes,44002,Aigrefeuille-sur-Maine,1.03
35238,Rennes,44003,Ancenis-Saint-Géréon,5.52
35238,Rennes,44009,Basse-Goulaine,18.81
35238,Rennes,44010,Batz-sur-Mer,1.21
35238,Rennes,44012,La Bernerie-en-Retz,1.13
35238,Rennes,44020,Bouguenais,1.46
35238,Rennes,44026,Carquefou,16.63
35238,Rennes,44028,Le Cellier,1.56
35238,Rennes,44035,La Chapelle-sur-Erdre,8.11
35238,Rennes,44036,Châteaubriant,17.65
35238,Rennes,44043,Clisson,17.07
35238,Rennes,44047,Couëron,17.17
35238,Rennes,44051,Derval,8.74
35238,Rennes,44052,Donges,1.03
35238,Rennes,44053,Drefféac,1.13
35238,Rennes,44055,La Baule-Escoublac,7.14
35238,Rennes,44063,Gétigné,4.98
35238,Rennes,44066,Grandchamp-des-Fontaines,1.12
35238,Rennes,44067,Guémené-Penfao,1.01
35238,Rennes,44068,Guenrouet,3.1
35238,Rennes,44069,Guérande,2.12
35238,Rennes,44070,La Haie-Fouassière,5.0
35238,Rennes,44071,Haute-Goulaine,5.0
35238,Rennes,44073,Héric,2.25
35238,Rennes,44081,Legé,1.13
35238,Rennes,44086,Lusanger,3.88
35238,Rennes,44089,Malville,2.29
35238,Rennes,44094,Mauves-sur-Loire,4.89
35238,Rennes,44098,Missillac,1.55
35238,Rennes,44099,Moisdon-la-Rivière,4.54
35238,Rennes,44101,La Montagne,10.06
35238,Rennes,44109,Nantes,489.91
