code_origine,commune_origine,dep_origine,code_destination,commune_destination,dep_destination,flux,annee
07042,Bourg-Saint-Andéol,07,42218,Saint-Étienne,42,4.99,2019
07044,Brossainc,07,42218,Saint-Étienne,42,5.2,2019
07050,Chambonas,07,34172,Montpellier,34,5.33,2019
07051,Champagne,07,38185,Grenoble,38,4.97,2019
07054,Chanéac,07,38185,Grenoble,38,5.0,2019
07064,Le Cheylard,07,38185,Grenoble,38,4.82,2019
07078,Davézieux,07,38421,Saint-Martin-d'Hères,38,5.22,2019
07078,Davézieux,07,42218,Saint-Étienne,42,4.68,2019
07078,Davézieux,07,42330,Villars,42,4.94,2019
07084,Eclassan,07,42218,Saint-Étienne,42,10.05,2019
07087,Fabras,07,38185,Grenoble,38,4.88,2019
07089,Félines,07,42275,Saint-Priest-en-Jarez,42,5.19,2019
07090,Flaviac,07,38185,Grenoble,38,4.91,2019
07097,Glun,07,38185,Grenoble,38,5.0,2019
07100,Gravières,07,34172,Montpellier,34,4.85,2019
07100,Gravières,07,38421,Saint-Martin-d'Hères,38,4.85,2019
07102,Guilherand-Granges,07,35238,Rennes,35,2.76,2019
07102,Guilherand-Granges,07,38185,Grenoble,38,8.58,2019
07102,Guilherand-Granges,07,38229,Meylan,38,4.17,2019
07110,Joyeuse,07,34172,Montpellier,34,5.0,2019
07116,Labégude,07,34172,Montpellier,34,5.0,2019
07117,Lablachère,07,38151,Échirolles,38,5.08,2019
07122,Lachapelle-sous-Aubenas,07,34172,Montpellier,34,15.28,2019
07127,Lalevade-d'Ardèche,07,34172,Montpellier,34,5.0,2019
07129,Lamastre,07,34172,Montpellier,34,4.97,2019
07129,Lamastre,07,42218,Saint-Étienne,42,4.97,2019
07132,Largentière,07,38185,Grenoble,38,10.05,2019
07134,Laurac-en-Vivarais,07,34172,Montpellier,34,10.0,2019
07140,Lemps,07,38185,Grenoble,38,5.04,2019
07142,Lespéron,07,34172,Montpellier,34,4.91,2019
07142,Lespéron,07,42218,Saint-Étienne,42,4.91,2019
07143,Limony,07,42218,Saint-Étienne,42,5.1,2019
07143,Limony,07,76451,Mont-Saint-Aignan,76,5.1,2019
07145,Lussas,07,38185,Grenoble,38,5.24,2019
07152,Mauves,07,38421,Saint-Martin-d'Hères,38,5.0,2019
07172,Peaugres,07,38185,Grenoble,38,5.09,2019
07172,Peaugres,07,42218,Saint-Étienne,42,10.22,2019
07174,Peyraud,07,42218,Saint-Étienne,42,4.41,2019
07182,Prades,07,34172,Montpellier,34,4.89,2019
07185,Préaux,07,38179,Gières,38,9.92,2019
07186,Privas,07,34172,Montpellier,34,4.93,2019
07186,Privas,07,38185,Grenoble,38,34.54,2019
07196,Rocles,07,34172,Montpellier,34,5.0,2019
07197,Roiffieux,07,38185,Grenoble,38,14.82,2019
07197,Roiffieux,07,42218,Saint-Étienne,42,4.95,2019
07198,Rompon,07,76540,Rouen,76,5.0,2019
07199,Rosières,07,34172,Montpellier,34,4.88,2019
07204,Saint-Agrève,07,42095,Firminy,42,5.25,2019
07204,Saint-Agrève,07,42218,Saint-Étienne,42,14.31,2019
07208,Saint-Andéol-de-Berg,07,38185,Grenoble,38,5.0,2019
