metropole,code_commune,nom_commune,annee,indicateur_occupation,valeur
Grenoble,38533,Venon,2011,MOD_UNDER_OCC,52.0
Montpellier,34088,Cournonterral,2011,SEV_UNDER_OCC,606.75472
Saint-Etienne,42036,Chagnon,2016,SEV_UNDER_OCC,70.0
Rennes,35238,Rennes,2011,VSEV_UNDER_OCC,11989.78035
Grenoble,38111,Claix,2016,STD_OCC,520.09601
Grenoble,38111,Claix,2016,MOD_UNDER_OCC,682.34641
Rouen,76103,Bonsecours,2016,MOD_UNDER_OCC,750.0
Rennes,35334,Thorigné-Fouillard,2016,STD_OCC,452.69525
Grenoble,38170,Fontanil-Cornillon,2016,MOD_UNDER_OCC,337.47974
Rouen,76282,Freneuse,2016,VSEV_UNDER_OCC,193.48804
Montpellier,34058,Castries,2016,MOD_OVER_OCC,107.45112
Rouen,76103,Bonsecours,2016,STD_OCC,590.0
Montpellier,34027,Beaulieu,2016,SEV_OVER_OCC,4.46038
Rouen,76282,Freneuse,2016,STD_OCC,24.80616
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,SEV_UNDER_OCC,64.62907
Rouen,76103,Bonsecours,2016,MOD_OVER_OCC,175.0
Rouen,76282,Freneuse,2016,MOD_OVER_OCC,0.0
Montpellier,34134,Lavérune,2016,MOD_OVER_OCC,55.23714
Rennes,35334,Thorigné-Fouillard,2016,SEV_OVER_OCC,0.0
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,MOD_OVER_OCC,10.31238
Rennes,35081,Clayes,2016,STD_OCC,36.71639
Saint-Etienne,42100,La Gimond,2016,MOD_UNDER_OCC,25.08961
Rouen,76103,Bonsecours,2016,SEV_OVER_OCC,15.0
Montpellier,34134,Lavérune,2016,MOD_UNDER_OCC,376.04397
Montpellier,34134,Lavérune,2016,STD_OCC,216.76415
Rouen,76282,Freneuse,2016,SEV_UNDER_OCC,119.06956
Montpellier,34027,Beaulieu,2016,SEV_UNDER_OCC,200.71706
Montpellier,34027,Beaulieu,2016,MOD_UNDER_OCC,214.0982
Montpellier,34058,Castries,2016,SEV_OVER_OCC,4.88414
Grenoble,38471,Le Sappey-en-Chartreuse,2016,SEV_UNDER_OCC,90.7283
Grenoble,38170,Fontanil-Cornillon,2016,STD_OCC,236.24475
Grenoble,38471,Le Sappey-en-Chartreuse,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42036,Chagnon,2016,MOD_UNDER_OCC,55.0
Montpellier,34027,Beaulieu,2016,STD_OCC,107.0491
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,STD_OCC,69.53747
Grenoble,38382,Saint-Égrève,2016,MOD_UNDER_OCC,2104.86224
Montpellier,34027,Beaulieu,2016,VSEV_UNDER_OCC,205.17744
Rennes,35334,Thorigné-Fouillard,2016,MOD_OVER_OCC,46.70151
Saint-Etienne,42242,Saint-Joseph,2016,VSEV_UNDER_OCC,213.73764
Saint-Etienne,42242,Saint-Joseph,2016,MOD_OVER_OCC,14.62521
Rennes,35081,Clayes,2016,SEV_UNDER_OCC,73.42698
Grenoble,38471,Le Sappey-en-Chartreuse,2016,MOD_UNDER_OCC,79.80088
Grenoble,38382,Saint-Égrève,2016,STD_OCC,1359.96271
Rouen,76282,Freneuse,2016,MOD_UNDER_OCC,54.57355
Grenoble,38170,Fontanil-Cornillon,2016,VSEV_UNDER_OCC,270.39815
Montpellier,34058,Castries,2016,VSEV_UNDER_OCC,664.2433
Grenoble,38170,Fontanil-Cornillon,2016,SEV_UNDER_OCC,256.7448
Rouen,76103,Bonsecours,2016,VSEV_UNDER_OCC,835.0
Saint-Etienne,42036,Chagnon,2016,VSEV_UNDER_OCC,50.0
Saint-Etienne,42100,La Gimond,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42100,La Gimond,2016,VSEV_UNDER_OCC,40.14337
Rennes,35081,Clayes,2016,SEV_OVER_OCC,0.0
Rennes,35081,Clayes,2016,MOD_OVER_OCC,5.24431
Grenoble,38382,Saint-Égrève,2016,SEV_UNDER_OCC,1626.18985
Saint-Etienne,42242,Saint-Joseph,2016,SEV_UNDER_OCC,231.92508
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,VSEV_UNDER_OCC,74.49248
Saint-Etienne,42100,La Gimond,2016,SEV_UNDER_OCC,25.08961
Grenoble,38382,Saint-Égrève,2016,VSEV_UNDER_OCC,1555.31048
Grenoble,38111,Claix,2016,VSEV_UNDER_OCC,1071.07421
Grenoble,38471,Le Sappey-en-Chartreuse,2016,VSEV_UNDER_OCC,190.71864
Montpellier,34027,Beaulieu,2016,MOD_OVER_OCC,13.38114
Grenoble,38471,Le Sappey-en-Chartreuse,2016,MOD_OVER_OCC,25.72775
Montpellier,34058,Castries,2016,MOD_UNDER_OCC,654.47502
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,STD_OCC,61.87925
Saint-Etienne,42036,Chagnon,2016,MOD_OVER_OCC,0.0
Grenoble,38471,Le Sappey-en-Chartreuse,2016,STD_OCC,54.75252
Rennes,35334,Thorigné-Fouillard,2016,SEV_UNDER_OCC,589.05304
Montpellier,34058,Castries,2016,SEV_UNDER_OCC,644.70673
Montpellier,34058,Castries,2016,STD_OCC,547.0239
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,MOD_UNDER_OCC,94.41482
Grenoble,38170,Fontanil-Cornillon,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42242,Saint-Joseph,2016,STD_OCC,77.44063
Saint-Etienne,42100,La Gimond,2016,MOD_OVER_OCC,0.0
Rennes,35334,Thorigné-Fouillard,2016,MOD_UNDER_OCC,646.38851
Grenoble,38170,Fontanil-Cornillon,2016,MOD_OVER_OCC,40.07666
Saint-Etienne,42242,Saint-Joseph,2016,MOD_UNDER_OCC,185.25425
Saint-Etienne,42036,Chagnon,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,SEV_OVER_OCC,4.99228
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,MOD_UNDER_OCC,150.53139
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,VSEV_UNDER_OCC,302.6
Rennes,35081,Clayes,2016,MOD_UNDER_OCC,62.93332
Rennes,35334,Thorigné-Fouillard,2016,VSEV_UNDER_OCC,1529.33023
Saint-Etienne,42242,Saint-Joseph,2016,SEV_OVER_OCC,0.0
Montpellier,34134,Lavérune,2016,SEV_OVER_OCC,5.54509
Rouen,76103,Bonsecours,2016,SEV_UNDER_OCC,745.0
Grenoble,38111,Claix,2016,SEV_OVER_OCC,0.0
Grenoble,38382,Saint-Égrève,2016,SEV_OVER_OCC,27.18013
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,SEV_UNDER_OCC,244.93532
Saint-Etienne,42308,La Terrasse-sur-Dorlay,2016,MOD_OVER_OCC,9.91929
Saint-Etienne,42100,La Gimond,2016,STD_OCC,10.03584
Rouen,76282,Freneuse,2016,SEV_OVER_OCC,0.0
Rouen,76608,Sainte-Marguerite-sur-Duclair,2016,SEV_OVER_OCC,0.0
Montpellier,34134,Lavérune,2016,VSEV_UNDER_OCC,396.64322
Montpellier,34134,Lavérune,2016,SEV_UNDER_OCC,285.3935
Grenoble,38382,Saint-Égrève,2016,MOD_OVER_OCC,252.08131
Grenoble,38111,Claix,2016,SEV_UNDER_OCC,851.805
Saint-Etienne,42036,Chagnon,2016,STD_OCC,20.0
Grenoble,38111,Claix,2016,MOD_OVER_OCC,110.6398
Rennes,35081,Clayes,2016,VSEV_UNDER_OCC,125.87631
Rouen,76514,Quévreville-la-Poterie,2011,SEV_UNDER_OCC,97.89059
Grenoble,38179,Gières,2011,MOD_OVER_OCC,881.10895
Grenoble,38057,Bresson,2011,MOD_OVER_OCC,8.0
Montpellier,34179,Murviel-lès-Montpellier,2011,SEV_UNDER_OCC,177.63149
Montpellier,34179,Murviel-lès-Montpellier,2011,MOD_OVER_OCC,16.14832
Montpellier,34120,Jacou,2011,STD_OCC,314.65972
Rouen,76448,Montmain,2011,STD_OCC,32.0
Montpellier,34164,Montaud,2016,STD_OCC,54.778
Montpellier,34116,Grabels,2016,STD_OCC,1130.0
Saint-Etienne,42053,Châteauneuf,2016,SEV_UNDER_OCC,153.06129
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,VSEV_UNDER_OCC,752.92998
Grenoble,38059,Brié-et-Angonnes,2016,STD_OCC,125.0
Rennes,35076,Chavagne,2016,SEV_UNDER_OCC,374.74853
Grenoble,38540,Veurey-Voroize,2016,VSEV_UNDER_OCC,164.12139
Grenoble,38229,Meylan,2016,MOD_UNDER_OCC,1969.7689
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,SEV_OVER_OCC,29.25227
Saint-Etienne,42053,Châteauneuf,2016,MOD_OVER_OCC,4.93746
Grenoble,38059,Brié-et-Angonnes,2016,SEV_OVER_OCC,0.0
Montpellier,34164,Montaud,2016,MOD_OVER_OCC,9.95964
Rennes,35076,Chavagne,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42053,Châteauneuf,2016,MOD_UNDER_OCC,103.68668
Saint-Etienne,42053,Châteauneuf,2016,VSEV_UNDER_OCC,271.56035
Grenoble,38229,Meylan,2016,SEV_UNDER_OCC,1848.76593
Montpellier,34164,Montaud,2016,MOD_UNDER_OCC,89.63673
Saint-Etienne,42053,Châteauneuf,2016,SEV_OVER_OCC,0.0
Grenoble,38229,Meylan,2016,SEV_OVER_OCC,24.01691
Grenoble,38478,Séchilienne,2016,STD_OCC,30.0
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,MOD_UNDER_OCC,1818.17657
Grenoble,38229,Meylan,2016,VSEV_UNDER_OCC,2073.79567
Saint-Etienne,42207,Saint-Chamond,2016,VSEV_UNDER_OCC,2376.14693
Saint-Etienne,42207,Saint-Chamond,2016,SEV_OVER_OCC,93.3911
Grenoble,38540,Veurey-Voroize,2016,MOD_OVER_OCC,20.097
Grenoble,38478,Séchilienne,2016,VSEV_UNDER_OCC,105.0
Saint-Etienne,42207,Saint-Chamond,2016,MOD_UNDER_OCC,4992.33708
Grenoble,38059,Brié-et-Angonnes,2016,SEV_UNDER_OCC,210.0
Saint-Etienne,42207,Saint-Chamond,2016,STD_OCC,3759.36609
Saint-Etienne,42207,Saint-Chamond,2016,SEV_UNDER_OCC,3481.92405
Grenoble,38540,Veurey-Voroize,2016,SEV_OVER_OCC,4.74308
Rouen,76273,Fontaine-sous-Préaux,2016,MOD_OVER_OCC,0.0
Rennes,35076,Chavagne,2016,MOD_UNDER_OCC,369.88166
Rouen,76273,Fontaine-sous-Préaux,2016,STD_OCC,9.83362
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,MOD_OVER_OCC,262.46705
Grenoble,38229,Meylan,2016,MOD_OVER_OCC,708.78309
Rennes,35076,Chavagne,2016,MOD_OVER_OCC,24.33432
Grenoble,38540,Veurey-Voroize,2016,MOD_UNDER_OCC,115.00358
Grenoble,38540,Veurey-Voroize,2016,SEV_UNDER_OCC,172.14225
Rennes,35076,Chavagne,2016,VSEV_UNDER_OCC,608.358
Montpellier,34116,Grabels,2016,MOD_UNDER_OCC,735.0
Rouen,76273,Fontaine-sous-Préaux,2016,VSEV_UNDER_OCC,90.61631
Grenoble,38059,Brié-et-Angonnes,2016,MOD_UNDER_OCC,185.0
Montpellier,34116,Grabels,2016,SEV_OVER_OCC,30.0
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,SEV_UNDER_OCC,1204.87239
Rouen,76273,Fontaine-sous-Préaux,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42044,Le Chambon-Feugerolles,2016,STD_OCC,1135.51792
Rouen,76273,Fontaine-sous-Préaux,2016,MOD_UNDER_OCC,34.65568
Rouen,76273,Fontaine-sous-Préaux,2016,SEV_UNDER_OCC,59.92701
Montpellier,34116,Grabels,2016,SEV_UNDER_OCC,565.0
Grenoble,38540,Veurey-Voroize,2016,STD_OCC,80.48478
Montpellier,34116,Grabels,2016,VSEV_UNDER_OCC,700.0
Grenoble,38478,Séchilienne,2016,MOD_UNDER_OCC,150.0
Grenoble,38478,Séchilienne,2016,SEV_OVER_OCC,0.0
Montpellier,34164,Montaud,2016,SEV_OVER_OCC,0.0
Grenoble,38059,Brié-et-Angonnes,2016,MOD_OVER_OCC,30.0
Grenoble,38478,Séchilienne,2016,MOD_OVER_OCC,0.0
Rennes,35076,Chavagne,2016,STD_OCC,219.00888
Saint-Etienne,42053,Châteauneuf,2016,STD_OCC,83.93684
Montpellier,34164,Montaud,2016,VSEV_UNDER_OCC,114.53582
Grenoble,38229,Meylan,2016,STD_OCC,1522.32076
Montpellier,34116,Grabels,2016,MOD_OVER_OCC,680.0
Saint-Etienne,42207,Saint-Chamond,2016,MOD_OVER_OCC,584.80547
Montpellier,34164,Montaud,2016,SEV_UNDER_OCC,114.53582
Grenoble,38478,Séchilienne,2016,SEV_UNDER_OCC,110.0
Grenoble,38059,Brié-et-Angonnes,2016,VSEV_UNDER_OCC,455.0
Rouen,76056,Bardouville,2011,SEV_OVER_OCC,0.0
Rouen,76448,Montmain,2011,SEV_UNDER_OCC,172.0
Rouen,76056,Bardouville,2011,MOD_UNDER_OCC,52.0
Rouen,76231,Elbeuf,2011,SEV_UNDER_OCC,1290.38201
Montpellier,34172,Montpellier,2011,SEV_OVER_OCC,2502.81649
Grenoble,38057,Bresson,2011,STD_OCC,32.0
Rouen,76753,Ymare,2011,SEV_OVER_OCC,0.0
Rennes,35240,Le Rheu,2011,VSEV_UNDER_OCC,884.0
Rouen,76350,Hautot-sur-Seine,2011,STD_OCC,15.95604
Rouen,76350,Hautot-sur-Seine,2011,SEV_UNDER_OCC,47.86813
Rouen,76614,Saint-Martin-de-Boscherville,2011,SEV_UNDER_OCC,124.54054
Rouen,76614,Saint-Martin-de-Boscherville,2011,VSEV_UNDER_OCC,319.13514
Rouen,76464,La Neuville-Chant-d'Oisel,2011,MOD_UNDER_OCC,144.0
Rennes,35024,Betton,2011,STD_OCC,712.0
Rennes,35001,Acigné,2011,MOD_UNDER_OCC,588.0
Rennes,35047,Bruz,2011,MOD_UNDER_OCC,1357.50933
Rennes,35180,Miniac-sous-Bécherel,2011,VSEV_UNDER_OCC,81.17742
Rennes,35001,Acigné,2011,SEV_UNDER_OCC,520.0
Rouen,76448,Montmain,2011,SEV_OVER_OCC,0.0
Rouen,76514,Quévreville-la-Poterie,2011,STD_OCC,16.3151
Saint-Etienne,42103,La Grand-Croix,2011,SEV_UNDER_OCC,480.0
Rennes,35180,Miniac-sous-Bécherel,2011,MOD_UNDER_OCC,69.58065
Rouen,76514,Quévreville-la-Poterie,2011,SEV_OVER_OCC,0.0
Saint-Etienne,42103,La Grand-Croix,2011,STD_OCC,388.0
Rennes,35024,Betton,2011,MOD_UNDER_OCC,900.0
Saint-Etienne,42103,La Grand-Croix,2011,MOD_OVER_OCC,60.0
Rouen,76464,La Neuville-Chant-d'Oisel,2011,STD_OCC,72.0
Montpellier,34179,Murviel-lès-Montpellier,2011,STD_OCC,121.11238
Rennes,35180,Miniac-sous-Bécherel,2011,MOD_OVER_OCC,0.0
Rouen,76231,Elbeuf,2011,VSEV_UNDER_OCC,795.10268
Rouen,76231,Elbeuf,2011,STD_OCC,2660.09801
Grenoble,38057,Bresson,2011,SEV_OVER_OCC,0.0
Grenoble,38057,Bresson,2011,VSEV_UNDER_OCC,132.0
Montpellier,34172,Montpellier,2011,MOD_OVER_OCC,30221.91795
Rouen,76350,Hautot-sur-Seine,2011,SEV_OVER_OCC,0.0
Saint-Etienne,42103,La Grand-Croix,2011,VSEV_UNDER_OCC,336.0
Rennes,35047,Bruz,2011,MOD_OVER_OCC,923.54288
Rouen,76514,Quévreville-la-Poterie,2011,VSEV_UNDER_OCC,171.30853
Rouen,76350,Hautot-sur-Seine,2011,VSEV_UNDER_OCC,55.84615
Rennes,35001,Acigné,2011,SEV_OVER_OCC,4.0
Rouen,76056,Bardouville,2011,STD_OCC,12.0
Rouen,76753,Ymare,2011,MOD_UNDER_OCC,86.57247
Montpellier,34120,Jacou,2011,MOD_UNDER_OCC,503.34051
Rouen,76753,Ymare,2011,VSEV_UNDER_OCC,150.56081
Rouen,76056,Bardouville,2011,SEV_UNDER_OCC,96.0
Grenoble,38179,Gières,2011,VSEV_UNDER_OCC,333.79927
Rennes,35240,Le Rheu,2011,MOD_UNDER_OCC,776.0
Rennes,35240,Le Rheu,2011,SEV_OVER_OCC,12.0
Rouen,76464,La Neuville-Chant-d'Oisel,2011,SEV_OVER_OCC,0.0
Grenoble,38057,Bresson,2011,MOD_UNDER_OCC,52.0
Grenoble,38179,Gières,2011,MOD_UNDER_OCC,698.92096
Rennes,35047,Bruz,2011,SEV_OVER_OCC,6.7573
Montpellier,34179,Murviel-lès-Montpellier,2011,MOD_UNDER_OCC,157.4461
Rouen,76350,Hautot-sur-Seine,2011,MOD_OVER_OCC,3.98901
Rouen,76614,Saint-Martin-de-Boscherville,2011,MOD_OVER_OCC,0.0
Rouen,76056,Bardouville,2011,VSEV_UNDER_OCC,96.0
Saint-Etienne,42103,La Grand-Croix,2011,SEV_OVER_OCC,16.0
Rouen,76514,Quévreville-la-Poterie,2011,MOD_UNDER_OCC,61.18162
Rennes,35001,Acigné,2011,STD_OCC,360.0
Grenoble,38179,Gières,2011,SEV_UNDER_OCC,448.01832
Saint-Etienne,42103,La Grand-Croix,2011,MOD_UNDER_OCC,640.0
Rouen,76448,Montmain,2011,MOD_UNDER_OCC,120.0
Grenoble,38179,Gières,2011,SEV_OVER_OCC,32.67393
Rennes,35024,Betton,2011,SEV_OVER_OCC,0.0
Montpellier,34120,Jacou,2011,SEV_OVER_OCC,12.35587
Montpellier,34179,Murviel-lès-Montpellier,2011,SEV_OVER_OCC,0.0
Rouen,76056,Bardouville,2011,MOD_OVER_OCC,0.0
Montpellier,34120,Jacou,2011,VSEV_UNDER_OCC,526.42101
Rennes,35180,Miniac-sous-Bécherel,2011,STD_OCC,19.32796
Rennes,35047,Bruz,2011,SEV_UNDER_OCC,1270.53777
Montpellier,34172,Montpellier,2011,SEV_UNDER_OCC,16772.29273
Rennes,35047,Bruz,2011,VSEV_UNDER_OCC,2183.60898
Rouen,76614,Saint-Martin-de-Boscherville,2011,SEV_OVER_OCC,0.0
Rennes,35240,Le Rheu,2011,STD_OCC,704.0
Montpellier,34172,Montpellier,2011,VSEV_UNDER_OCC,10323.64708
Rennes,35024,Betton,2011,MOD_OVER_OCC,84.0
Montpellier,34172,Montpellier,2011,STD_OCC,43444.50031
Rouen,76614,Saint-Martin-de-Boscherville,2011,STD_OCC,35.02703
Montpellier,34120,Jacou,2011,SEV_UNDER_OCC,600.98217
Montpellier,34172,Montpellier,2011,MOD_UNDER_OCC,31149.23581
Rennes,35240,Le Rheu,2011,SEV_UNDER_OCC,644.0
Rouen,76753,Ymare,2011,SEV_UNDER_OCC,135.50473
Grenoble,38057,Bresson,2011,SEV_UNDER_OCC,64.0
Rouen,76448,Montmain,2011,VSEV_UNDER_OCC,156.0
Rennes,35180,Miniac-sous-Bécherel,2011,SEV_OVER_OCC,0.0
Rouen,76231,Elbeuf,2011,SEV_OVER_OCC,80.24412
Rouen,76464,La Neuville-Chant-d'Oisel,2011,VSEV_UNDER_OCC,336.0
Rouen,76514,Quévreville-la-Poterie,2011,MOD_OVER_OCC,0.0
Rennes,35024,Betton,2011,VSEV_UNDER_OCC,1632.0
Rennes,35240,Le Rheu,2011,MOD_OVER_OCC,144.0
Montpellier,34179,Murviel-lès-Montpellier,2011,VSEV_UNDER_OCC,213.96521
Rouen,76231,Elbeuf,2011,MOD_OVER_OCC,819.13301
Rouen,76614,Saint-Martin-de-Boscherville,2011,MOD_UNDER_OCC,97.2973
Rouen,76464,La Neuville-Chant-d'Oisel,2011,MOD_OVER_OCC,12.0
Rouen,76464,La Neuville-Chant-d'Oisel,2011,SEV_UNDER_OCC,212.0
Rennes,35180,Miniac-sous-Bécherel,2011,SEV_UNDER_OCC,104.37097
Rennes,35001,Acigné,2011,VSEV_UNDER_OCC,904.0
Rouen,76350,Hautot-sur-Seine,2011,MOD_UNDER_OCC,27.92308
Grenoble,38179,Gières,2011,STD_OCC,699.35398
Rennes,35047,Bruz,2011,STD_OCC,1361.65958
Rennes,35024,Betton,2011,SEV_UNDER_OCC,788.0
Rennes,35001,Acigné,2011,MOD_OVER_OCC,16.0
Rouen,76753,Ymare,2011,MOD_OVER_OCC,7.52804
Montpellier,34120,Jacou,2011,MOD_OVER_OCC,92.37957
Rouen,76231,Elbeuf,2011,MOD_UNDER_OCC,2298.01879
Rouen,76753,Ymare,2011,STD_OCC,26.34814
Rouen,76448,Montmain,2011,MOD_OVER_OCC,0.0
Rouen,76558,Saint-Aubin-Celloville,2016,MOD_UNDER_OCC,74.01964
Rouen,76575,Saint-Étienne-du-Rouvray,2016,VSEV_UNDER_OCC,1956.25556
Grenoble,38472,Sarcenas,2016,MOD_OVER_OCC,0.0
Grenoble,38325,Proveysieux,2016,MOD_UNDER_OCC,39.68566
Montpellier,34337,Villeneuve-lès-Maguelone,2016,SEV_OVER_OCC,25.00726
Grenoble,38309,Poisat,2016,MOD_OVER_OCC,36.86452
Rennes,35196,Mordelles,2016,VSEV_UNDER_OCC,1045.0
Saint-Etienne,42092,L'Étrat,2016,MOD_UNDER_OCC,314.96369
Saint-Etienne,42085,Doizieux,2016,MOD_UNDER_OCC,60.0
Grenoble,38279,Notre-Dame-de-Mésage,2016,MOD_OVER_OCC,0.0
Grenoble,38445,Saint-Pierre-de-Mésage,2016,SEV_UNDER_OCC,133.76793
Grenoble,38188,Herbeys,2016,SEV_OVER_OCC,0.0
Grenoble,38158,Eybens,2016,MOD_UNDER_OCC,1319.58013
Rouen,76558,Saint-Aubin-Celloville,2016,STD_OCC,27.08087
Grenoble,38309,Poisat,2016,SEV_UNDER_OCC,204.79723
Grenoble,38472,Sarcenas,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42316,Unieux,2016,SEV_OVER_OCC,15.67597
Montpellier,34259,Saint-Georges-d'Orques,2016,MOD_UNDER_OCC,468.42084
Montpellier,34129,Lattes,2016,SEV_OVER_OCC,27.93238
Rouen,76319,Grand-Couronne,2016,VSEV_UNDER_OCC,825.0
Montpellier,34129,Lattes,2016,VSEV_UNDER_OCC,1632.78381
Montpellier,34087,Cournonsec,2016,STD_OCC,292.59001
Saint-Etienne,42085,Doizieux,2016,SEV_UNDER_OCC,110.0
Saint-Etienne,42305,La Talaudière,2016,MOD_UNDER_OCC,955.83912
Rouen,76319,Grand-Couronne,2016,STD_OCC,810.0
Saint-Etienne,42092,L'Étrat,2016,STD_OCC,240.10762
Montpellier,34057,Castelnau-le-Lez,2016,SEV_UNDER_OCC,1444.68212
Montpellier,34129,Lattes,2016,MOD_UNDER_OCC,1834.02158
Saint-Etienne,42092,L'Étrat,2016,SEV_OVER_OCC,4.94457
Rouen,76575,Saint-Étienne-du-Rouvray,2016,STD_OCC,2608.73931
Montpellier,34129,Lattes,2016,SEV_UNDER_OCC,1687.57131
Montpellier,34259,Saint-Georges-d'Orques,2016,MOD_OVER_OCC,100.42237
Saint-Etienne,42316,Unieux,2016,VSEV_UNDER_OCC,747.22103
Grenoble,38309,Poisat,2016,SEV_OVER_OCC,4.73656
Rouen,76558,Saint-Aubin-Celloville,2016,SEV_UNDER_OCC,96.51062
Saint-Etienne,42305,La Talaudière,2016,STD_OCC,527.18962
Montpellier,34256,Saint-Geniès-des-Mourgues,2016,MOD_OVER_OCC,39.76546
Grenoble,38325,Proveysieux,2016,VSEV_UNDER_OCC,99.21415
Montpellier,34057,Castelnau-le-Lez,2016,SEV_OVER_OCC,43.19844
Rouen,76575,Saint-Étienne-du-Rouvray,2016,MOD_OVER_OCC,1265.64707
Grenoble,38281,Noyarey,2016,MOD_UNDER_OCC,226.72436
Grenoble,38472,Sarcenas,2016,SEV_UNDER_OCC,14.61735
Rouen,76005,Amfreville-la-Mi-Voie,2016,SEV_OVER_OCC,0.0
Rouen,76558,Saint-Aubin-Celloville,2016,VSEV_UNDER_OCC,181.86959
Saint-Etienne,42316,Unieux,2016,STD_OCC,627.03863
Montpellier,34123,Juvignac,2016,SEV_OVER_OCC,19.21718
Saint-Etienne,42085,Doizieux,2016,VSEV_UNDER_OCC,105.0
Saint-Etienne,42085,Doizieux,2016,STD_OCC,45.0
Rennes,35196,Mordelles,2016,MOD_OVER_OCC,60.0
Rennes,35281,Saint-Jacques-de-la-Lande,2016,VSEV_UNDER_OCC,745.00727
Grenoble,38445,Saint-Pierre-de-Mésage,2016,SEV_OVER_OCC,0.0
Grenoble,38325,Proveysieux,2016,SEV_UNDER_OCC,44.64637
Rouen,76005,Amfreville-la-Mi-Voie,2016,STD_OCC,402.23462
Grenoble,38325,Proveysieux,2016,MOD_OVER_OCC,9.92141
Grenoble,38188,Herbeys,2016,STD_OCC,30.85075
Montpellier,34123,Juvignac,2016,MOD_UNDER_OCC,1114.79259
Grenoble,38279,Notre-Dame-de-Mésage,2016,MOD_UNDER_OCC,102.91777
Saint-Etienne,42305,La Talaudière,2016,MOD_OVER_OCC,49.27006
Rouen,76319,Grand-Couronne,2016,SEV_UNDER_OCC,1100.0
Saint-Etienne,42186,Rive-de-Gier,2016,STD_OCC,1727.79377
Grenoble,38279,Notre-Dame-de-Mésage,2016,SEV_UNDER_OCC,159.52255
Rouen,76575,Saint-Étienne-du-Rouvray,2016,SEV_UNDER_OCC,2627.83868
Montpellier,34337,Villeneuve-lès-Maguelone,2016,VSEV_UNDER_OCC,590.06502
Grenoble,38281,Noyarey,2016,SEV_OVER_OCC,0.0
Montpellier,34259,Saint-Georges-d'Orques,2016,VSEV_UNDER_OCC,673.8595
Montpellier,34129,Lattes,2016,MOD_OVER_OCC,551.31327
Montpellier,34259,Saint-Georges-d'Orques,2016,SEV_UNDER_OCC,579.96554
Rennes,35032,Bourgbarré,2016,SEV_UNDER_OCC,391.4239
Montpellier,34123,Juvignac,2016,MOD_OVER_OCC,341.10503
Grenoble,38281,Noyarey,2016,SEV_UNDER_OCC,196.49445
Grenoble,38445,Saint-Pierre-de-Mésage,2016,STD_OCC,49.54368
Grenoble,38281,Noyarey,2016,VSEV_UNDER_OCC,307.33747
Saint-Etienne,42305,La Talaudière,2016,VSEV_UNDER_OCC,566.60566
Grenoble,38279,Notre-Dame-de-Mésage,2016,STD_OCC,36.02122
Montpellier,34256,Saint-Geniès-des-Mourgues,2016,STD_OCC,69.58955
Grenoble,38309,Poisat,2016,MOD_UNDER_OCC,253.58604
Grenoble,38445,Saint-Pierre-de-Mésage,2016,VSEV_UNDER_OCC,64.40678
Rennes,35032,Bourgbarré,2016,MOD_UNDER_OCC,344.82581
Montpellier,34256,Saint-Geniès-des-Mourgues,2016,MOD_UNDER_OCC,233.62207
Grenoble,38279,Notre-Dame-de-Mésage,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42311,La Tour-en-Jarez,2016,MOD_OVER_OCC,5.03653
Saint-Etienne,42186,Rive-de-Gier,2016,MOD_OVER_OCC,338.65698
Rennes,35032,Bourgbarré,2016,MOD_OVER_OCC,23.29904
Saint-Etienne,42316,Unieux,2016,MOD_UNDER_OCC,1154.79614
Montpellier,34057,Castelnau-le-Lez,2016,MOD_OVER_OCC,862.21085
Grenoble,38158,Eybens,2016,VSEV_UNDER_OCC,834.08102
Saint-Etienne,42218,Saint-Étienne,2016,SEV_UNDER_OCC,14984.79905
Grenoble,38281,Noyarey,2016,MOD_OVER_OCC,30.22991
Montpellier,34057,Castelnau-le-Lez,2016,MOD_UNDER_OCC,2149.06685
Montpellier,34087,Cournonsec,2016,MOD_OVER_OCC,14.6295
Saint-Etienne,42311,La Tour-en-Jarez,2016,STD_OCC,55.40185
