metropole,code_commune,nom_commune,annee,indicateur_occupation,valeur
Montpellier,34022,Baillargues,2022,MOD_OVER_OCC,218.00012
Rouen,76069,Belbeuf,2022,STD_OCC,64.01681
Grenoble,38179,Gières,2022,MOD_UNDER_OCC,877.58225
Rennes,35001,Acigné,2022,STD_OCC,535.47067
Montpellier,34172,Montpellier,2022,SEV_OVER_OCC,2512.43609
Montpellier,34172,Montpellier,2022,STD_OCC,54815.7416
Montpellier,34120,Jacou,2022,MOD_UNDER_OCC,712.73221
Rennes,35001,Acigné,2022,MOD_UNDER_OCC,735.64663
Rouen,76350,Hautot-sur-Seine,2022,STD_OCC,5.10019
Rouen,76614,Saint-Martin-de-Boscherville,2022,VSEV_UNDER_OCC,369.12808
Saint-Etienne,42189,Roche-la-Molière,2022,MOD_UNDER_OCC,1397.20138
Rouen,76448,Montmain,2022,SEV_UNDER_OCC,189.24252
Rennes,35240,Le Rheu,2022,MOD_OVER_OCC,289.69618
Rennes,35001,Acigné,2022,SEV_OVER_OCC,0.0
Montpellier,34172,Montpellier,2022,MOD_UNDER_OCC,37011.59075
Rennes,35001,Acigné,2022,MOD_OVER_OCC,65.05718
Rouen,76753,Ymare,2022,SEV_OVER_OCC,0.0
Saint-Etienne,42189,Roche-la-Molière,2022,VSEV_UNDER_OCC,952.89643
Rennes,35066,Chartres-de-Bretagne,2022,MOD_OVER_OCC,205.53535
Rennes,35210,Pacé,2022,SEV_OVER_OCC,40.11057
Montpellier,34179,Murviel-lès-Montpellier,2022,SEV_OVER_OCC,0.0
Rouen,76448,Montmain,2022,VSEV_UNDER_OCC,308.76412
Rennes,35066,Chartres-de-Bretagne,2022,VSEV_UNDER_OCC,1082.88252
Rouen,76514,Quévreville-la-Poterie,2022,VSEV_UNDER_OCC,162.47431
Saint-Etienne,42103,La Grand-Croix,2022,SEV_OVER_OCC,5.00525
Montpellier,34022,Baillargues,2022,MOD_UNDER_OCC,873.40334
Saint-Etienne,42103,La Grand-Croix,2022,MOD_OVER_OCC,90.09454
Rennes,35047,Bruz,2022,VSEV_UNDER_OCC,2761.32146
Saint-Etienne,42189,Roche-la-Molière,2022,SEV_OVER_OCC,10.70791
Rouen,76056,Bardouville,2022,STD_OCC,20.23529
Montpellier,34022,Baillargues,2022,VSEV_UNDER_OCC,793.87713
Rouen,76753,Ymare,2022,SEV_UNDER_OCC,122.42457
Rouen,76350,Hautot-sur-Seine,2022,MOD_OVER_OCC,0.0
Rouen,76753,Ymare,2022,MOD_UNDER_OCC,112.08085
Rouen,76514,Quévreville-la-Poterie,2022,SEV_OVER_OCC,0.0
Rennes,35066,Chartres-de-Bretagne,2022,MOD_UNDER_OCC,1065.079
Saint-Etienne,42103,La Grand-Croix,2022,VSEV_UNDER_OCC,395.41492
Rennes,35210,Pacé,2022,STD_OCC,987.42235
Rennes,35210,Pacé,2022,MOD_UNDER_OCC,902.39664
Grenoble,38057,Bresson,2022,MOD_OVER_OCC,4.84843
Rouen,76069,Belbeuf,2022,VSEV_UNDER_OCC,488.02283
Saint-Etienne,42103,La Grand-Croix,2022,SEV_UNDER_OCC,515.54097
Rouen,76753,Ymare,2022,MOD_OVER_OCC,0.0
Grenoble,38057,Bresson,2022,STD_OCC,20.98237
Rennes,35066,Chartres-de-Bretagne,2022,STD_OCC,1132.63296
Grenoble,38179,Gières,2022,VSEV_UNDER_OCC,454.15034
Rouen,76591,Saint-Jacques-sur-Darnétal,2022,STD_OCC,87.64528
Rouen,76514,Quévreville-la-Poterie,2022,MOD_OVER_OCC,0.0
Saint-Etienne,42189,Roche-la-Molière,2022,MOD_OVER_OCC,148.48373
Rouen,76591,Saint-Jacques-sur-Darnétal,2022,MOD_OVER_OCC,35.17156
Saint-Etienne,42103,La Grand-Croix,2022,STD_OCC,380.39916
Rouen,76448,Montmain,2022,SEV_OVER_OCC,0.0
Montpellier,34179,Murviel-lès-Montpellier,2022,VSEV_UNDER_OCC,265.63824
Rennes,35210,Pacé,2022,MOD_OVER_OCC,215.39773
Montpellier,34172,Montpellier,2022,MOD_OVER_OCC,38807.28899
Rouen,76614,Saint-Martin-de-Boscherville,2022,MOD_OVER_OCC,0.0
Rennes,35001,Acigné,2022,SEV_UNDER_OCC,630.55425
Montpellier,34172,Montpellier,2022,SEV_UNDER_OCC,17662.98674
Grenoble,38179,Gières,2022,SEV_OVER_OCC,46.22144
Saint-Etienne,42103,La Grand-Croix,2022,MOD_UNDER_OCC,575.60399
Montpellier,34120,Jacou,2022,SEV_UNDER_OCC,674.92483
Rouen,76069,Belbeuf,2022,MOD_OVER_OCC,9.70764
Rennes,35066,Chartres-de-Bretagne,2022,SEV_UNDER_OCC,637.19249
Montpellier,34120,Jacou,2022,VSEV_UNDER_OCC,679.79668
Rennes,35240,Le Rheu,2022,SEV_UNDER_OCC,824.13567
Rouen,76069,Belbeuf,2022,SEV_UNDER_OCC,200.47605
Grenoble,38057,Bresson,2022,MOD_UNDER_OCC,52.08
Montpellier,34179,Murviel-lès-Montpellier,2022,STD_OCC,111.63258
Rouen,76069,Belbeuf,2022,SEV_OVER_OCC,0.0
Rennes,35240,Le Rheu,2022,SEV_OVER_OCC,4.99476
Montpellier,34120,Jacou,2022,MOD_OVER_OCC,165.7429
Rennes,35047,Bruz,2022,MOD_OVER_OCC,1046.93557
Rouen,76614,Saint-Martin-de-Boscherville,2022,STD_OCC,35.06118
Grenoble,38057,Bresson,2022,SEV_UNDER_OCC,68.50092
Rouen,76591,Saint-Jacques-sur-Darnétal,2022,SEV_OVER_OCC,0.0
Grenoble,38179,Gières,2022,MOD_OVER_OCC,849.32174
Rouen,76753,Ymare,2022,VSEV_UNDER_OCC,221.45321
Montpellier,34120,Jacou,2022,SEV_OVER_OCC,14.57421
Rouen,76056,Bardouville,2022,MOD_OVER_OCC,0.0
Montpellier,34179,Murviel-lès-Montpellier,2022,MOD_UNDER_OCC,188.72571
Rouen,76514,Quévreville-la-Poterie,2022,SEV_UNDER_OCC,138.64013
Montpellier,34172,Montpellier,2022,VSEV_UNDER_OCC,12005.5479
Rennes,35240,Le Rheu,2022,MOD_UNDER_OCC,1108.83709
Saint-Etienne,42189,Roche-la-Molière,2022,STD_OCC,902.89947
Grenoble,38179,Gières,2022,STD_OCC,914.52909
Rennes,35240,Le Rheu,2022,VSEV_UNDER_OCC,1058.88947
Montpellier,34022,Baillargues,2022,SEV_OVER_OCC,0.0
Rennes,35047,Bruz,2022,MOD_UNDER_OCC,1846.68606
Rennes,35047,Bruz,2022,STD_OCC,2048.11591
Rouen,76614,Saint-Martin-de-Boscherville,2022,MOD_UNDER_OCC,102.54213
Rouen,76056,Bardouville,2022,VSEV_UNDER_OCC,121.41176
Rouen,76514,Quévreville-la-Poterie,2022,MOD_UNDER_OCC,59.41758
Rouen,76591,Saint-Jacques-sur-Darnétal,2022,MOD_UNDER_OCC,238.9363
Rennes,35047,Bruz,2022,SEV_OVER_OCC,12.38824
Grenoble,38057,Bresson,2022,SEV_OVER_OCC,0.0
Montpellier,34022,Baillargues,2022,STD_OCC,774.80746
Rennes,35066,Chartres-de-Bretagne,2022,SEV_OVER_OCC,18.90736
Montpellier,34179,Murviel-lès-Montpellier,2022,SEV_UNDER_OCC,212.71937
Rouen,76350,Hautot-sur-Seine,2022,VSEV_UNDER_OCC,66.32279
Rouen,76056,Bardouville,2022,MOD_UNDER_OCC,50.58824
Rennes,35240,Le Rheu,2022,STD_OCC,968.98376
Rennes,35001,Acigné,2022,VSEV_UNDER_OCC,1030.90616
Rouen,76056,Bardouville,2022,SEV_OVER_OCC,0.0
Rouen,76448,Montmain,2022,MOD_UNDER_OCC,59.7608
Montpellier,34022,Baillargues,2022,SEV_UNDER_OCC,798.74119
Rouen,76753,Ymare,2022,STD_OCC,29.21452
Rouen,76591,Saint-Jacques-sur-Darnétal,2022,VSEV_UNDER_OCC,635.56549
Grenoble,38057,Bresson,2016,VSEV_UNDER_OCC,150.0
Rouen,76056,Bardouville,2016,SEV_UNDER_OCC,85.0
Rennes,35240,Le Rheu,2016,MOD_UNDER_OCC,980.0
Montpellier,34179,Murviel-lès-Montpellier,2016,MOD_UNDER_OCC,190.757
Rennes,35001,Acigné,2016,SEV_UNDER_OCC,605.0
Montpellier,34172,Montpellier,2016,SEV_OVER_OCC,2244.33623
Rennes,35024,Betton,2016,MOD_UNDER_OCC,1079.38771
Grenoble,38057,Bresson,2016,STD_OCC,30.0
Grenoble,38179,Gières,2016,STD_OCC,736.01953
Rouen,76614,Saint-Martin-de-Boscherville,2016,MOD_UNDER_OCC,89.11707
Rouen,76514,Quévreville-la-Poterie,2016,MOD_OVER_OCC,0.0
Rouen,76514,Quévreville-la-Poterie,2016,SEV_UNDER_OCC,91.51185
Rouen,76464,La Neuville-Chant-d'Oisel,2016,MOD_OVER_OCC,10.0
Rouen,76231,Elbeuf,2016,VSEV_UNDER_OCC,847.7594
Rennes,35024,Betton,2016,MOD_OVER_OCC,83.9754
Saint-Etienne,42189,Roche-la-Molière,2016,VSEV_UNDER_OCC,855.88495
Montpellier,34172,Montpellier,2016,MOD_OVER_OCC,35858.72065
Rouen,76464,La Neuville-Chant-d'Oisel,2016,MOD_UNDER_OCC,170.0
Rennes,35047,Bruz,2016,SEV_UNDER_OCC,1394.66029
Rouen,76448,Montmain,2016,MOD_OVER_OCC,0.0
Rouen,76614,Saint-Martin-de-Boscherville,2016,SEV_OVER_OCC,4.95095
Rouen,76753,Ymare,2016,STD_OCC,30.13042
Rouen,76448,Montmain,2016,SEV_UNDER_OCC,160.0
Grenoble,38057,Bresson,2016,SEV_UNDER_OCC,35.0
Rennes,35024,Betton,2016,VSEV_UNDER_OCC,1735.15861
Rennes,35024,Betton,2016,STD_OCC,827.0334
Rouen,76514,Quévreville-la-Poterie,2016,MOD_UNDER_OCC,65.81191
Rouen,76448,Montmain,2016,VSEV_UNDER_OCC,255.0
Rennes,35001,Acigné,2016,STD_OCC,445.0
Montpellier,34120,Jacou,2016,SEV_OVER_OCC,4.27845
Rouen,76514,Quévreville-la-Poterie,2016,STD_OCC,14.91005
Rouen,76448,Montmain,2016,STD_OCC,35.0
Saint-Etienne,42189,Roche-la-Molière,2016,MOD_UNDER_OCC,1402.85386
Rouen,76350,Hautot-sur-Seine,2016,SEV_UNDER_OCC,50.71262
Grenoble,38179,Gières,2016,SEV_OVER_OCC,16.01286
Grenoble,38057,Bresson,2016,MOD_UNDER_OCC,70.0
Rouen,76464,La Neuville-Chant-d'Oisel,2016,SEV_OVER_OCC,0.0
Rouen,76350,Hautot-sur-Seine,2016,SEV_OVER_OCC,0.0
Saint-Etienne,42103,La Grand-Croix,2016,MOD_OVER_OCC,80.0
Rennes,35024,Betton,2016,SEV_OVER_OCC,3.79078
Rouen,76464,La Neuville-Chant-d'Oisel,2016,STD_OCC,50.0
Rennes,35001,Acigné,2016,SEV_OVER_OCC,0.0
Montpellier,34120,Jacou,2016,SEV_UNDER_OCC,808.54922
Rennes,35047,Bruz,2016,VSEV_UNDER_OCC,2357.7091
Montpellier,34172,Montpellier,2016,SEV_UNDER_OCC,16683.10358
Rennes,35180,Miniac-sous-Bécherel,2016,SEV_UNDER_OCC,112.21301
Rouen,76056,Bardouville,2016,MOD_OVER_OCC,0.0
Rouen,76231,Elbeuf,2016,MOD_UNDER_OCC,2338.58842
Rennes,35001,Acigné,2016,MOD_OVER_OCC,40.0
Rennes,35180,Miniac-sous-Bécherel,2016,SEV_OVER_OCC,0.0
Montpellier,34172,Montpellier,2016,MOD_UNDER_OCC,33006.27757
Rouen,76464,La Neuville-Chant-d'Oisel,2016,SEV_UNDER_OCC,180.0
Rouen,76231,Elbeuf,2016,MOD_OVER_OCC,761.60809
Montpellier,34179,Murviel-lès-Montpellier,2016,SEV_UNDER_OCC,120.47811
Montpellier,34179,Murviel-lès-Montpellier,2016,SEV_OVER_OCC,0.0
Rouen,76350,Hautot-sur-Seine,2016,VSEV_UNDER_OCC,80.59901
Montpellier,34120,Jacou,2016,VSEV_UNDER_OCC,574.56054
Grenoble,38057,Bresson,2016,MOD_OVER_OCC,10.0
Rouen,76448,Montmain,2016,MOD_UNDER_OCC,75.0
Rennes,35047,Bruz,2016,MOD_UNDER_OCC,1677.73275
Montpellier,34120,Jacou,2016,MOD_UNDER_OCC,678.77867
Grenoble,38179,Gières,2016,MOD_OVER_OCC,721.93944
Rennes,35180,Miniac-sous-Bécherel,2016,VSEV_UNDER_OCC,73.1824
Rouen,76753,Ymare,2016,SEV_UNDER_OCC,150.6521
Rouen,76056,Bardouville,2016,SEV_OVER_OCC,0.0
Rennes,35240,Le Rheu,2016,MOD_OVER_OCC,255.0
Saint-Etienne,42189,Roche-la-Molière,2016,SEV_OVER_OCC,2.51887
Rennes,35240,Le Rheu,2016,SEV_UNDER_OCC,735.0
Rouen,76350,Hautot-sur-Seine,2016,STD_OCC,9.88433
Rouen,76514,Quévreville-la-Poterie,2016,VSEV_UNDER_OCC,205.85899
Rouen,76753,Ymare,2016,MOD_OVER_OCC,5.02174
Rennes,35180,Miniac-sous-Bécherel,2016,STD_OCC,24.39413
Rouen,76753,Ymare,2016,VSEV_UNDER_OCC,200.86946
Rouen,76056,Bardouville,2016,MOD_UNDER_OCC,55.0
Rouen,76231,Elbeuf,2016,SEV_UNDER_OCC,995.87153
Rennes,35047,Bruz,2016,MOD_OVER_OCC,1000.88992
Saint-Etienne,42103,La Grand-Croix,2016,STD_OCC,430.0
Rouen,76231,Elbeuf,2016,SEV_OVER_OCC,47.76434
Rennes,35001,Acigné,2016,MOD_UNDER_OCC,535.0
Saint-Etienne,42103,La Grand-Croix,2016,MOD_UNDER_OCC,620.0
Grenoble,38057,Bresson,2016,SEV_OVER_OCC,0.0
Rouen,76231,Elbeuf,2016,STD_OCC,2756.61942
Rennes,35047,Bruz,2016,STD_OCC,1703.69518
Saint-Etienne,42189,Roche-la-Molière,2016,STD_OCC,789.14425
Grenoble,38179,Gières,2016,SEV_UNDER_OCC,615.43211
Rennes,35240,Le Rheu,2016,VSEV_UNDER_OCC,927.5
Rennes,35240,Le Rheu,2016,STD_OCC,735.0
Saint-Etienne,42103,La Grand-Croix,2016,SEV_UNDER_OCC,515.0
Rennes,35180,Miniac-sous-Bécherel,2016,MOD_UNDER_OCC,82.94005
Rouen,76514,Quévreville-la-Poterie,2016,SEV_OVER_OCC,0.0
Rouen,76056,Bardouville,2016,VSEV_UNDER_OCC,100.0
Montpellier,34172,Montpellier,2016,STD_OCC,48585.59323
Rouen,76614,Saint-Martin-de-Boscherville,2016,MOD_OVER_OCC,0.0
Rouen,76614,Saint-Martin-de-Boscherville,2016,SEV_UNDER_OCC,148.52845
Rouen,76753,Ymare,2016,SEV_OVER_OCC,0.0
Montpellier,34179,Murviel-lès-Montpellier,2016,VSEV_UNDER_OCC,266.05582
Montpellier,34179,Murviel-lès-Montpellier,2016,MOD_OVER_OCC,45.17929
Rouen,76448,Montmain,2016,SEV_OVER_OCC,0.0
Montpellier,34179,Murviel-lès-Montpellier,2016,STD_OCC,95.3785
Rennes,35024,Betton,2016,SEV_UNDER_OCC,966.80498
Rouen,76614,Saint-Martin-de-Boscherville,2016,STD_OCC,39.60759
Grenoble,38179,Gières,2016,MOD_UNDER_OCC,775.2964
Montpellier,34120,Jacou,2016,MOD_OVER_OCC,113.92859
Rouen,76350,Hautot-sur-Seine,2016,MOD_OVER_OCC,10.3508
Saint-Etienne,42103,La Grand-Croix,2016,SEV_OVER_OCC,10.0
Rennes,35180,Miniac-sous-Bécherel,2016,MOD_OVER_OCC,0.0
Rouen,76464,La Neuville-Chant-d'Oisel,2016,VSEV_UNDER_OCC,400.0
Rouen,76056,Bardouville,2016,STD_OCC,20.0
Rennes,35240,Le Rheu,2016,SEV_OVER_OCC,5.0
Rouen,76350,Hautot-sur-Seine,2016,MOD_UNDER_OCC,14.72504
Saint-Etienne,42189,Roche-la-Molière,2016,SEV_UNDER_OCC,1146.51765
Saint-Etienne,42103,La Grand-Croix,2016,VSEV_UNDER_OCC,265.0
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,SEV_UNDER_OCC,519.67078
Montpellier,34172,Montpellier,2016,VSEV_UNDER_OCC,10436.29926
Grenoble,38179,Gières,2016,VSEV_UNDER_OCC,423.21474
Rennes,35001,Acigné,2016,VSEV_UNDER_OCC,1050.0
Saint-Etienne,42189,Roche-la-Molière,2016,MOD_OVER_OCC,189.94123
Rennes,35047,Bruz,2016,SEV_OVER_OCC,29.31722
Rouen,76753,Ymare,2016,MOD_UNDER_OCC,55.2391
Rouen,76614,Saint-Martin-de-Boscherville,2016,VSEV_UNDER_OCC,336.66449
Montpellier,34120,Jacou,2016,STD_OCC,661.23213
Rouen,76634,Saint-Pierre-de-Manneville,2022,MOD_UNDER_OCC,69.85392
Rouen,76681,Sotteville-lès-Rouen,2022,MOD_OVER_OCC,840.49325
Saint-Etienne,42043,Chambœuf,2022,MOD_UNDER_OCC,104.33533
Rouen,76634,Saint-Pierre-de-Manneville,2022,SEV_OVER_OCC,0.0
Rennes,35266,Saint-Erblon,2022,MOD_UNDER_OCC,408.55818
Montpellier,34202,Pignan,2022,VSEV_UNDER_OCC,806.90548
Montpellier,34270,Saint-Jean-de-Védas,2022,MOD_OVER_OCC,269.79334
Grenoble,38235,Miribel-Lanchâtre,2022,MOD_UNDER_OCC,55.72451
Montpellier,34295,Saussan,2022,MOD_OVER_OCC,23.4478
Rennes,35022,Bécherel,2022,VSEV_UNDER_OCC,105.27135
Rennes,35216,Parthenay-de-Bretagne,2022,VSEV_UNDER_OCC,289.06294
Rouen,76682,Sotteville-sous-le-Val,2022,MOD_OVER_OCC,0.0
Saint-Etienne,42123,Lorette,2022,SEV_UNDER_OCC,481.33851
Montpellier,34295,Saussan,2022,MOD_UNDER_OCC,209.16143
Montpellier,34202,Pignan,2022,SEV_OVER_OCC,15.70672
Rouen,76682,Sotteville-sous-le-Val,2022,MOD_UNDER_OCC,39.68862
Saint-Etienne,42123,Lorette,2022,STD_OCC,361.10901
Rouen,76682,Sotteville-sous-le-Val,2022,STD_OCC,10.16071
Saint-Etienne,42043,Chambœuf,2022,VSEV_UNDER_OCC,270.45945
Grenoble,38150,Domène,2022,VSEV_UNDER_OCC,516.15887
Rennes,35266,Saint-Erblon,2022,SEV_UNDER_OCC,296.61418
Rennes,35352,Vern-sur-Seiche,2022,MOD_OVER_OCC,64.41272
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,SEV_UNDER_OCC,136.9984
Rennes,35266,Saint-Erblon,2022,STD_OCC,288.8801
Montpellier,34202,Pignan,2022,MOD_OVER_OCC,207.69992
Rennes,35022,Bécherel,2022,SEV_OVER_OCC,0.0
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,VSEV_UNDER_OCC,540.6058
Montpellier,34077,Clapiers,2022,STD_OCC,544.71859
Montpellier,34295,Saussan,2022,VSEV_UNDER_OCC,231.16857
Montpellier,34077,Clapiers,2022,MOD_OVER_OCC,114.94062
Rouen,76599,Saint-Léger-du-Bourg-Denis,2022,STD_OCC,337.46058
Rouen,76681,Sotteville-lès-Rouen,2022,SEV_UNDER_OCC,2914.4902
Rennes,35266,Saint-Erblon,2022,MOD_OVER_OCC,36.76475
Rennes,35266,Saint-Erblon,2022,VSEV_UNDER_OCC,511.766
Rennes,35216,Parthenay-de-Bretagne,2022,MOD_UNDER_OCC,168.26256
Montpellier,34077,Clapiers,2022,SEV_UNDER_OCC,444.77281
Rouen,76634,Saint-Pierre-de-Manneville,2022,VSEV_UNDER_OCC,142.29816
Montpellier,34295,Saussan,2022,STD_OCC,65.61179
Rouen,76682,Sotteville-sous-le-Val,2022,SEV_OVER_OCC,0.0
Grenoble,38235,Miribel-Lanchâtre,2022,MOD_OVER_OCC,4.58526
Rouen,76634,Saint-Pierre-de-Manneville,2022,SEV_UNDER_OCC,109.19864
Rouen,76599,Saint-Léger-du-Bourg-Denis,2022,VSEV_UNDER_OCC,436.71369
Rennes,35352,Vern-sur-Seiche,2022,MOD_UNDER_OCC,669.75748
Grenoble,38150,Domène,2022,SEV_OVER_OCC,5.11138
Grenoble,38235,Miribel-Lanchâtre,2022,SEV_UNDER_OCC,49.62882
Saint-Etienne,42123,Lorette,2022,SEV_OVER_OCC,4.81745
Grenoble,38235,Miribel-Lanchâtre,2022,SEV_OVER_OCC,0.0
Montpellier,34202,Pignan,2022,STD_OCC,771.33046
Rennes,35022,Bécherel,2022,MOD_UNDER_OCC,83.99404
Rouen,76599,Saint-Léger-du-Bourg-Denis,2022,MOD_OVER_OCC,19.85062
Rouen,76682,Sotteville-sous-le-Val,2022,VSEV_UNDER_OCC,137.6342
Rennes,35352,Vern-sur-Seiche,2022,STD_OCC,649.82283
Saint-Etienne,42123,Lorette,2022,VSEV_UNDER_OCC,529.13682
Rouen,76681,Sotteville-lès-Rouen,2022,VSEV_UNDER_OCC,2483.8444
Saint-Etienne,42043,Chambœuf,2022,SEV_UNDER_OCC,270.34492
Montpellier,34270,Saint-Jean-de-Védas,2022,SEV_OVER_OCC,4.99617
Saint-Etienne,42123,Lorette,2022,MOD_UNDER_OCC,606.34804
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,SEV_OVER_OCC,9.66202
Grenoble,38150,Domène,2022,MOD_OVER_OCC,184.66425
Grenoble,38150,Domène,2022,SEV_UNDER_OCC,729.67674
Rouen,76681,Sotteville-lès-Rouen,2022,SEV_OVER_OCC,96.7998
Saint-Etienne,42043,Chambœuf,2022,STD_OCC,54.08843
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,STD_OCC,16.0643
Rennes,35022,Bécherel,2022,MOD_OVER_OCC,10.32591
Saint-Etienne,42123,Lorette,2022,MOD_OVER_OCC,96.5439
Montpellier,34077,Clapiers,2022,MOD_UNDER_OCC,544.72117
Rouen,76681,Sotteville-lès-Rouen,2022,MOD_UNDER_OCC,4461.00323
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,STD_OCC,307.76524
Grenoble,38235,Miribel-Lanchâtre,2022,STD_OCC,15.89259
Montpellier,34077,Clapiers,2022,VSEV_UNDER_OCC,914.5327
Montpellier,34295,Saussan,2022,SEV_UNDER_OCC,240.79225
Rouen,76681,Sotteville-lès-Rouen,2022,STD_OCC,3100.00076
Rennes,35216,Parthenay-de-Bretagne,2022,MOD_OVER_OCC,0.0
Saint-Etienne,42043,Chambœuf,2022,MOD_OVER_OCC,0.0
Rouen,76682,Sotteville-sous-le-Val,2022,SEV_UNDER_OCC,86.62124
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,MOD_UNDER_OCC,62.06737
Rennes,35022,Bécherel,2022,STD_OCC,65.02659
Grenoble,38150,Domène,2022,MOD_UNDER_OCC,995.22974
Rouen,76599,Saint-Léger-du-Bourg-Denis,2022,SEV_UNDER_OCC,382.12448
Grenoble,38235,Miribel-Lanchâtre,2022,VSEV_UNDER_OCC,46.81244
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,SEV_OVER_OCC,0.0
Rennes,35216,Parthenay-de-Bretagne,2022,SEV_UNDER_OCC,156.01237
Rennes,35352,Vern-sur-Seiche,2022,SEV_UNDER_OCC,751.86009
Montpellier,34295,Saussan,2022,SEV_OVER_OCC,0.0
Rennes,35266,Saint-Erblon,2022,SEV_OVER_OCC,0.0
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,MOD_OVER_OCC,24.28629
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,MOD_OVER_OCC,5.15341
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2022,VSEV_UNDER_OCC,271.64878
Saint-Etienne,42271,Saint-Paul-en-Jarez,2022,MOD_UNDER_OCC,480.89136
Rennes,35352,Vern-sur-Seiche,2022,VSEV_UNDER_OCC,1496.16465
Rennes,35352,Vern-sur-Seiche,2022,SEV_OVER_OCC,0.0
Montpellier,34198,Pérols,2022,VSEV_UNDER_OCC,1116.91744
Grenoble,38151,Échirolles,2022,MOD_OVER_OCC,1747.12081
Rouen,76157,Canteleu,2022,MOD_OVER_OCC,392.4065
Rennes,35059,La Chapelle-des-Fougeretz,2022,VSEV_UNDER_OCC,696.50527
Saint-Etienne,42001,Aboën,2022,MOD_OVER_OCC,0.0
Rouen,76165,Caudebec-lès-Elbeuf,2022,VSEV_UNDER_OCC,876.3675
Rennes,35059,La Chapelle-des-Fougeretz,2022,SEV_UNDER_OCC,427.00039
Grenoble,38436,Saint-Paul-de-Varces,2022,SEV_UNDER_OCC,287.01566
Grenoble,38436,Saint-Paul-de-Varces,2022,VSEV_UNDER_OCC,450.31767
Rouen,76216,Déville-lès-Rouen,2022,MOD_OVER_OCC,553.47928
Grenoble,38524,Varces-Allières-et-Risset,2022,STD_OCC,571.5796
Grenoble,38474,Sassenage,2022,VSEV_UNDER_OCC,1064.10725
Rennes,35058,La Chapelle-Chaussée,2022,MOD_OVER_OCC,0.0
Rennes,35189,Montgermont,2022,SEV_UNDER_OCC,356.62328
Rouen,76165,Caudebec-lès-Elbeuf,2022,SEV_OVER_OCC,28.04152
Rouen,76617,Saint-Martin-du-Vivier,2022,STD_OCC,20.01174
Rouen,76157,Canteleu,2022,MOD_UNDER_OCC,2138.3159
Rouen,76636,Saint-Pierre-de-Varengeville,2022,SEV_UNDER_OCC,280.96195
Rouen,76157,Canteleu,2022,STD_OCC,1588.03888
Rennes,35189,Montgermont,2022,STD_OCC,285.87877
Rouen,76640,Saint-Pierre-lès-Elbeuf,2022,STD_OCC,646.56865
Rouen,76429,Le Mesnil-Esnard,2022,STD_OCC,532.1445
Saint-Etienne,42001,Aboën,2022,SEV_OVER_OCC,0.0
Rennes,35131,L'Hermitage,2022,SEV_UNDER_OCC,413.61449
Rouen,76216,Déville-lès-Rouen,2022,SEV_UNDER_OCC,1061.84948
Saint-Etienne,42001,Aboën,2022,MOD_UNDER_OCC,29.57143
Rouen,76640,Saint-Pierre-lès-Elbeuf,2022,MOD_UNDER_OCC,1072.82935
Grenoble,38486,Seyssins,2022,VSEV_UNDER_OCC,1035.39936
Rennes,35189,Montgermont,2022,MOD_OVER_OCC,111.7147
Grenoble,38474,Sassenage,2022,MOD_UNDER_OCC,1327.48685
Rouen,76165,Caudebec-lès-Elbeuf,2022,STD_OCC,1078.37395
Rouen,76216,Déville-lès-Rouen,2022,MOD_UNDER_OCC,1806.94038
Grenoble,38151,Échirolles,2022,VSEV_UNDER_OCC,1415.7935
Grenoble,38524,Varces-Allières-et-Risset,2022,MOD_UNDER_OCC,841.91378
Rennes,35058,La Chapelle-Chaussée,2022,SEV_UNDER_OCC,119.03464
Saint-Etienne,42192,Rozier-Côtes-d'Aurec,2022,MOD_UNDER_OCC,54.32583
Saint-Etienne,42208,Saint-Christo-en-Jarez,2022,STD_OCC,64.84471
Montpellier,34198,Pérols,2022,SEV_UNDER_OCC,1143.13893
Grenoble,38151,Échirolles,2022,SEV_UNDER_OCC,3384.77276
Grenoble,38474,Sassenage,2022,SEV_OVER_OCC,19.99807
Rouen,76640,Saint-Pierre-lès-Elbeuf,2022,VSEV_UNDER_OCC,843.2039
Rennes,35059,La Chapelle-des-Fougeretz,2022,MOD_OVER_OCC,40.61124
Grenoble,38436,Saint-Paul-de-Varces,2022,MOD_OVER_OCC,9.89709
Rennes,35131,L'Hermitage,2022,VSEV_UNDER_OCC,634.31832
Saint-Etienne,42208,Saint-Christo-en-Jarez,2022,SEV_OVER_OCC,0.0
Grenoble,38474,Sassenage,2022,STD_OCC,1119.67051
Rennes,35206,Noyal-Châtillon-sur-Seiche,2022,SEV_OVER_OCC,4.88785
Rennes,35206,Noyal-Châtillon-sur-Seiche,2022,MOD_UNDER_OCC,838.98785
