FID,date_maj,the_geom,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,metropole,nom_commune
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7626,2026-06-29T13:12:11.789Z,POINT (646095.5779403693 5648682.985013957),1,4,1,1,4,1,38533,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,Venon,Atmo Auvergne-Rhône-Alpes,commune,920225.8,5.804,6456462.4,45.1723,Grenoble,Venon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_762c,2026-06-29T13:12:11.789Z,POINT (624816.919948837 5664464.78351673),1,4,1,1,4,1,38540,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,Veurey-Voroize,Atmo Auvergne-Rhône-Alpes,commune,904851.6,5.6128,6467031.4,45.2721,Grenoble,Veurey-Voroize
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7630,2026-06-29T13:12:11.789Z,POINT (631073.1989871077 5630397.396297987),1,4,1,1,4,1,38545,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,Vif,Atmo Auvergne-Rhône-Alpes,commune,910066.1,5.669,6443228.3,45.0564,Grenoble,Vif
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_763e,2026-06-29T13:12:11.789Z,POINT (642592.9470967088 5633700.579298655),1,4,1,1,4,1,38562,#ff5050,2026-06-29T16:13:20Z,2026-06-30,2154,Mauvais,Vizille,Atmo Auvergne-Rhône-Alpes,commune,918125.8,5.7725,6445835.1,45.0773,Grenoble,Vizille
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7648,2026-06-29T13:12:11.789Z,POINT (519532.41485052294 5710156.703735402),1,4,1,1,4,1,42083,#ff5050,2026-06-29T16:13:21Z,2026-06-30,2154,Mauvais,Dargoire,Atmo Auvergne-Rhône-Alpes,commune,830038.4,4.667,6497011.8,45.5602,Saint-Etienne,Dargoire
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_764e,2026-06-29T13:12:11.789Z,POINT (519974.2831698341 5695141.657185019),1,4,1,1,4,1,42167,#ff5050,2026-06-29T16:13:23Z,2026-06-30,2154,Mauvais,Pavezin,Atmo Auvergne-Rhône-Alpes,commune,830570.1,4.671,6486524.1,45.4657,Saint-Etienne,Pavezin
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7652,2026-06-29T13:12:11.789Z,POINT (502357.15963382233 5696805.775470081),1,4,1,1,4,1,42207,#ff5050,2026-06-29T16:13:24Z,2026-06-30,2154,Mauvais,Saint-Chamond,Atmo Auvergne-Rhône-Alpes,commune,818183.4,4.5128,6487438.8,45.4762,Saint-Etienne,Saint-Chamond
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7655,2026-06-29T13:12:11.789Z,POINT (519645.1519437947 5709057.901616148),1,4,1,1,4,1,42307,#ff5050,2026-06-29T16:13:26Z,2026-06-30,2154,Mauvais,Tartaras,Atmo Auvergne-Rhône-Alpes,commune,830133.6,4.6681,6496246.1,45.5533,Saint-Etienne,Tartaras
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7dd9,2026-06-29T13:12:11.789Z,POINT (639833.0968592782 5643137.376774846),1,3,1,1,3,1,38057,#f0e641,2026-06-29T16:13:10Z,2026-07-01,2154,Dégradé,Bresson,Atmo Auvergne-Rhône-Alpes,commune,915944.9,5.7477,6452407.8,45.1371,Grenoble,Bresson
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7dda,2026-06-29T13:12:11.789Z,POINT (644178.8997239827 5639124.806902286),1,3,1,1,3,1,38059,#f0e641,2026-06-29T16:13:10Z,2026-07-01,2154,Dégradé,Brié Bas,Atmo Auvergne-Rhône-Alpes,commune,919111.4,5.7868,6449692.5,45.1117,Grenoble,Brié-et-Angonnes
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ddc,2026-06-29T13:12:11.789Z,POINT (637901.0402255324 5638392.686173809),1,3,1,1,3,1,38068,#f0e641,2026-06-29T16:13:10Z,2026-07-01,2154,Dégradé,Champagnier,Atmo Auvergne-Rhône-Alpes,commune,914696.9,5.7304,6449022.4,45.1071,Grenoble,Champagnier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7de9,2026-06-29T13:12:11.789Z,POINT (631520.1580390503 5640447.096952757),1,3,1,1,3,1,38111,#f0e641,2026-06-29T16:13:11Z,2026-07-01,2154,Dégradé,Claix,Atmo Auvergne-Rhône-Alpes,commune,910142.4,5.673,6450313.8,45.1201,Grenoble,Claix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7df4,2026-06-29T13:12:11.789Z,POINT (649929.0990293869 5653421.851342802),1,3,1,1,3,1,38150,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,Domène,Atmo Auvergne-Rhône-Alpes,commune,922809.6,5.8384,6459889,45.2023,Grenoble,Domène
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7df5,2026-06-29T13:12:11.789Z,POINT (636391.1505493193 5644912.87168755),1,3,1,1,3,1,38151,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,Échirolles,Atmo Auvergne-Rhône-Alpes,commune,913472.9,5.7168,6453572.4,45.1484,Grenoble,Échirolles
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7df8,2026-06-29T13:12:11.789Z,POINT (640179.1300599682 5644805.976714965),1,3,2,1,3,1,38158,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,Eybens,Atmo Auvergne-Rhône-Alpes,commune,916148.2,5.7508,6453589.8,45.1477,Grenoble,Eybens
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7dfc,2026-06-29T13:12:11.789Z,POINT (633210.9286438085 5651767.414284882),1,3,1,1,3,1,38169,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,Fontaine,Atmo Auvergne-Rhône-Alpes,commune,911064.9,5.6882,6458314,45.1918,Grenoble,Fontaine
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7dfd,2026-06-29T13:12:11.789Z,POINT (630707.0293311005 5661994.13594275),1,3,1,1,3,1,38170,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,Fontanil-Cornillon,Atmo Auvergne-Rhône-Alpes,commune,909057,5.6657,6465436.2,45.2565,Grenoble,Fontanil-Cornillon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e04,2026-06-29T13:12:11.789Z,POINT (628406.9309729083 5624963.758529322),1,3,1,1,3,1,38187,#f0e641,2026-06-29T16:13:12Z,2026-07-01,2154,Dégradé,les Saillants du Gua,Atmo Auvergne-Rhône-Alpes,commune,908310,5.6451,6439336.3,45.0219,Grenoble,Le Gua
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e08,2026-06-29T13:12:11.789Z,POINT (639244.3379264448 5636776.887028787),1,3,1,1,3,1,38200,#f0e641,2026-06-29T16:13:13Z,2026-07-01,2154,Dégradé,le Clos Jouvin,Atmo Auvergne-Rhône-Alpes,commune,915684.9,5.7424,6447918.1,45.0968,Grenoble,Jarrie
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e14,2026-06-29T13:12:11.789Z,POINT (625611.85398116 5617654.379291165),1,3,1,1,3,1,38235,#f0e641,2026-06-29T16:13:13Z,2026-07-01,2154,Dégradé,Lanchâtre,Atmo Auvergne-Rhône-Alpes,commune,906504.4,5.62,6434116.4,44.9754,Grenoble,Miribel-Lanchâtre
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e1b,2026-06-29T13:12:11.789Z,POINT (641518.0566958911 5636526.553933513),1,3,1,1,3,1,38252,#f0e641,2026-06-29T16:13:13Z,2026-07-01,2154,Dégradé,Montchaboud,Atmo Auvergne-Rhône-Alpes,commune,917296.8,5.7629,6447797.9,45.0952,Grenoble,Montchaboud
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e1d,2026-06-29T13:12:11.789Z,POINT (631609.6207557752 5664270.893001268),1,3,1,1,3,1,38258,#f0e641,2026-06-29T16:13:14Z,2026-07-01,2154,Dégradé,Mont-Saint-Martin,Atmo Auvergne-Rhône-Alpes,commune,909638.5,5.6738,6467055.5,45.2709,Grenoble,Mont-Saint-Martin
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e2f,2026-06-29T13:12:11.789Z,POINT (634297.3762194194 5640948.259090301),1,3,1,1,3,1,38317,#f0e641,2026-06-29T16:13:15Z,2026-07-01,2154,Dégradé,Le Pont-de-Claix,Atmo Auvergne-Rhône-Alpes,commune,912090.9,5.698,6450733.1,45.1233,Grenoble,Le Pont-de-Claix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e33,2026-06-29T13:12:11.789Z,POINT (634480.9666498707 5662934.776612065),1,3,1,1,3,1,38325,#f0e641,2026-06-29T16:13:15Z,2026-07-01,2154,Dégradé,Proveysieux,Atmo Auvergne-Rhône-Alpes,commune,911692.1,5.6996,6466186.7,45.2625,Grenoble,Proveysieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e35,2026-06-29T13:12:11.789Z,POINT (636502.4245255375 5661452.624614807),1,3,1,1,3,1,38328,#f0e641,2026-06-29T16:13:15Z,2026-07-01,2154,Dégradé,Quaix-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,913151.3,5.7178,6465195.3,45.2531,Grenoble,Quaix-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e40,2026-06-29T13:12:11.789Z,POINT (648482.2483462456 5628356.654660285),1,3,1,1,3,1,38364,#f0e641,2026-06-29T16:13:16Z,2026-07-01,2154,Dégradé,Saint-Barthélemy-de-Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,922421,5.8254,6442219,45.0434,Grenoble,Saint-Barthélemy-de-Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e5e,2026-06-29T13:12:11.789Z,POINT (628201.6429659445 5632869.9421933275),1,3,1,1,3,1,38436,#f0e641,2026-06-29T16:13:17Z,2026-07-01,2154,Dégradé,Saint-Paul-de-Varces,Atmo Auvergne-Rhône-Alpes,commune,907978.3,5.6432,6444901.4,45.072,Grenoble,Saint-Paul-de-Varces
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e69,2026-06-29T13:12:11.789Z,POINT (643205.8855308895 5662455.043427564),1,3,1,1,3,1,38471,#f0e641,2026-06-29T16:13:18Z,2026-07-01,2154,Dégradé,Le Sappey-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,917847.4,5.778,6466063.2,45.2594,Grenoble,Le Sappey-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e6a,2026-06-29T13:12:11.789Z,POINT (640979.0006995137 5664715.4557205485),1,3,1,1,3,1,38472,#f0e641,2026-06-29T16:13:18Z,2026-07-01,2154,Dégradé,Sarcenas,Atmo Auvergne-Rhône-Alpes,commune,916223.9,5.758,6467594.4,45.2737,Grenoble,Sarcenas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e6b,2026-06-29T13:12:11.789Z,POINT (649480.1397112533 5630229.41961243),1,3,1,1,3,1,38478,#f0e641,2026-06-29T16:13:18Z,2026-07-01,2154,Dégradé,Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,923079,5.8344,6443563.5,45.0553,Grenoble,Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e6c,2026-06-29T13:12:11.789Z,POINT (634119.5966631962 5649990.46520755),1,3,1,1,3,1,38485,#f0e641,2026-06-29T16:13:18Z,2026-07-01,2154,Dégradé,les Îles,Atmo Auvergne-Rhône-Alpes,commune,911748.2,5.6964,6457087.1,45.1806,Grenoble,Seyssinet-Pariset
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e6d,2026-06-29T13:12:11.789Z,POINT (633026.0678509278 5647084.3726043785),1,3,1,1,3,1,38486,#f0e641,2026-06-29T16:13:18Z,2026-07-01,2154,Dégradé,Seyssins,Atmo Auvergne-Rhône-Alpes,commune,911046.6,5.6866,6455018,45.1621,Grenoble,Seyssins
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e7c,2026-06-29T13:12:11.789Z,POINT (646045.7801341333 5637838.211841329),1,3,1,1,3,1,38528,#f0e641,2026-06-29T16:13:19Z,2026-07-01,2154,Dégradé,les Meynards,Atmo Auvergne-Rhône-Alpes,commune,920461.6,5.8035,6448833.8,45.1036,Grenoble,Vaulnaveys-le-Bas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e7d,2026-06-29T13:12:11.789Z,POINT (646891.365417312 5640303.305174108),1,3,1,1,3,1,38529,#f0e641,2026-06-29T16:13:19Z,2026-07-01,2154,Dégradé,Vaulnaveys-le-Haut,Atmo Auvergne-Rhône-Alpes,commune,920996.9,5.8111,6450589.6,45.1192,Grenoble,Vaulnaveys-le-Haut
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e88,2026-06-29T13:12:11.789Z,POINT (642592.9470967088 5633700.579298655),1,3,1,1,3,1,38562,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Vizille,Atmo Auvergne-Rhône-Alpes,commune,918125.8,5.7725,6445835.1,45.0773,Grenoble,Vizille
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e8b,2026-06-29T13:12:11.789Z,POINT (459808.126288222 5687082.7597260205),1,3,1,1,3,1,42001,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Aboën,Atmo Auvergne-Rhône-Alpes,commune,788422,4.1305,6480134.4,45.4149,Saint-Etienne,Aboën
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7e8e,2026-06-29T13:12:11.789Z,POINT (474132.5940124654 5704549.8598968135),1,3,1,1,3,1,42005,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Andrézieux,Atmo Auvergne-Rhône-Alpes,commune,798290.7,4.2592,6492505.3,45.525,Saint-Etienne,Andrézieux-Bouthéon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ea6,2026-06-29T13:12:11.789Z,POINT (472286.13194444583 5687677.9675158635),1,3,1,1,3,1,42031,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Vareilles,Atmo Auvergne-Rhône-Alpes,commune,797181.8,4.2426,6480682.9,45.4187,Saint-Etienne,Caloire
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ea7,2026-06-29T13:12:11.789Z,POINT (505526.4148728619 5704274.454621093),1,3,1,1,3,1,42032,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Cellieu,Atmo Auvergne-Rhône-Alpes,commune,820305.4,4.5412,6492703.2,45.5232,Saint-Etienne,Cellieu
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7eab,2026-06-29T13:12:11.789Z,POINT (506906.6734806738 5706087.487257533),1,3,1,1,3,1,42036,#f0e641,2026-06-29T16:13:20Z,2026-07-01,2154,Dégradé,Chagnon,Atmo Auvergne-Rhône-Alpes,commune,821248.2,4.5536,6493989,45.5346,Saint-Etienne,Chagnon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7eb2,2026-06-29T13:12:11.789Z,POINT (480943.66992650594 5712795.657517992),1,3,1,1,3,1,42043,#f0e641,2026-06-29T16:13:21Z,2026-07-01,2154,Dégradé,Chambœuf,Atmo Auvergne-Rhône-Alpes,commune,802969.9,4.3204,6498343,45.5768,Saint-Etienne,Chambœuf
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7eb3,2026-06-29T13:12:11.789Z,POINT (481461.15971563203 5684071.058236516),1,3,1,1,3,1,42044,#f0e641,2026-06-29T16:13:21Z,2026-07-01,2154,Dégradé,Le Chambon-Feugerolles,Atmo Auvergne-Rhône-Alpes,commune,803669.5,4.325,6478261.8,45.3959,Saint-Etienne,Le Chambon-Feugerolles
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ebb,2026-06-29T13:12:11.789Z,POINT (514858.17597576015 5704061.530396665),1,3,1,1,3,1,42053,#f0e641,2026-06-29T16:13:21Z,2026-07-01,2154,Dégradé,Mairie de Châteauneuf,Atmo Auvergne-Rhône-Alpes,commune,826851.1,4.625,6492685.6,45.5219,Saint-Etienne,Châteauneuf
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ed3,2026-06-29T13:12:11.789Z,POINT (519532.41485052294 5710156.703735402),1,3,1,1,3,1,42083,#f0e641,2026-06-29T16:13:21Z,2026-07-01,2154,Dégradé,Dargoire,Atmo Auvergne-Rhône-Alpes,commune,830038.4,4.667,6497011.8,45.5602,Saint-Etienne,Dargoire
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ed5,2026-06-29T13:12:11.789Z,POINT (510543.5297824575 5689009.495900578),1,3,1,1,3,1,42085,#f0e641,2026-06-29T16:13:21Z,2026-07-01,2154,Dégradé,Doizieux,Atmo Auvergne-Rhône-Alpes,commune,824037.5,4.5863,6482096.5,45.4271,Saint-Etienne,Doizieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7edc,2026-06-29T13:12:11.789Z,POINT (487276.8730249014 5698287.227055081),1,3,1,1,3,1,42092,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,L'Étrat,Atmo Auvergne-Rhône-Alpes,commune,807583,4.3773,6488281.2,45.4855,Saint-Etienne,L'Étrat
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7edd,2026-06-29T13:12:11.789Z,POINT (511768.0937844134 5699335.106151811),1,3,1,1,3,1,42093,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Farnay,Atmo Auvergne-Rhône-Alpes,commune,824751.4,4.5973,6489337.6,45.4921,Saint-Etienne,Farnay
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7edf,2026-06-29T13:12:11.789Z,POINT (477246.0601447006 5682806.809304461),1,3,1,1,3,1,42095,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Firminy,Atmo Auvergne-Rhône-Alpes,commune,800721.7,4.2872,6477327.2,45.388,Saint-Etienne,Firminy
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ee0,2026-06-29T13:12:11.789Z,POINT (493961.60063591663 5708028.458647636),1,3,1,1,3,1,42096,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Fontanès,Atmo Auvergne-Rhône-Alpes,commune,812149.2,4.4373,6495173.1,45.5469,Saint-Etienne,Fontanès
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ee1,2026-06-29T13:12:11.789Z,POINT (480803.57082622463 5700635.905979272),1,3,1,1,3,1,42097,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,La Fouillouse,Atmo Auvergne-Rhône-Alpes,commune,803013.7,4.3191,6489845.9,45.5003,Saint-Etienne,La Fouillouse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ee3,2026-06-29T13:12:11.789Z,POINT (475235.83844215603 5682830.751735309),1,3,1,1,3,1,42099,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Fraisses,Atmo Auvergne-Rhône-Alpes,commune,799308.5,4.2691,6477321.1,45.3881,Saint-Etienne,Fraisses
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ee4,2026-06-29T13:12:11.789Z,POINT (490859.53387229535 5709731.602297561),1,3,1,1,3,1,42100,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,La Gimond,Atmo Auvergne-Rhône-Alpes,commune,809953.9,4.4095,6496323.5,45.5576,Saint-Etienne,La Gimond
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ee7,2026-06-29T13:12:11.789Z,POINT (508676.23248091276 5701215.610599158),1,3,1,1,3,1,42103,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,La Grand-Croix,Atmo Auvergne-Rhône-Alpes,commune,822556.3,4.5695,6490608.8,45.504,Saint-Etienne,La Grand-Croix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7eed,2026-06-29T13:12:11.789Z,POINT (505718.77625927597 5698306.408343924),1,3,1,1,3,1,42110,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,L'Horme,Atmo Auvergne-Rhône-Alpes,commune,820521.8,4.5429,6488533.9,45.4857,Saint-Etienne,L'Horme
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7ef8,2026-06-29T13:12:11.789Z,POINT (509913.57215360383 5702660.53919677),1,3,1,1,3,1,42123,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Lorette,Atmo Auvergne-Rhône-Alpes,commune,823403.9,4.5806,6491636.1,45.5131,Saint-Etienne,Lorette
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7eff,2026-06-29T13:12:11.789Z,POINT (498908.3061335458 5712044.5570345195),1,3,1,1,3,1,42133,#f0e641,2026-06-29T16:13:22Z,2026-07-01,2154,Dégradé,Marcenod,Atmo Auvergne-Rhône-Alpes,commune,815563.4,4.4818,6498041.9,45.5721,Saint-Etienne,Marcenod
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f20,2026-06-29T13:12:11.789Z,POINT (519974.2831698341 5695141.657185019),1,3,1,1,3,1,42167,#f0e641,2026-06-29T16:13:23Z,2026-07-01,2154,Dégradé,Pavezin,Atmo Auvergne-Rhône-Alpes,commune,830570.1,4.671,6486524.1,45.4657,Saint-Etienne,Pavezin
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f2f,2026-06-29T13:12:11.789Z,POINT (486027.9870536805 5685382.640250442),1,3,1,1,3,1,42183,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,La Ricamarie,Atmo Auvergne-Rhône-Alpes,commune,806863,4.3661,6479235.1,45.4042,Saint-Etienne,La Ricamarie
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f32,2026-06-29T13:12:11.789Z,POINT (514183.3926857796 5705289.295806168),1,3,1,1,3,1,42186,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Rive-de-Gier,Atmo Auvergne-Rhône-Alpes,commune,826360.4,4.619,6493533.8,45.5296,Saint-Etienne,Rive-de-Gier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f35,2026-06-29T13:12:11.789Z,POINT (481189.6748515194 5689946.039983202),1,3,1,1,3,1,42189,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Roche-la-Molière,Atmo Auvergne-Rhône-Alpes,commune,803409.8,4.3226,6482372.3,45.433,Saint-Etienne,Roche-la-Molière
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f36,2026-06-29T13:12:11.789Z,POINT (456814.7558341427 5680188.496084446),1,3,1,1,3,1,42192,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Rozier-Côtes-d'Aurec,Atmo Auvergne-Rhône-Alpes,commune,786386.5,4.1036,6475275.2,45.3714,Saint-Etienne,Rozier-Côtes-d'Aurec
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f43,2026-06-29T13:12:11.789Z,POINT (481878.98566850007 5707424.567136043),1,3,1,1,3,1,42206,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Bonnet-les-Oules,Atmo Auvergne-Rhône-Alpes,commune,803688.2,4.3288,6494602.9,45.5431,Saint-Etienne,Saint-Bonnet-les-Oules
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f44,2026-06-29T13:12:11.789Z,POINT (502357.15963382233 5696805.775470081),1,3,1,1,3,1,42207,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Chamond,Atmo Auvergne-Rhône-Alpes,commune,818183.4,4.5128,6487438.8,45.4762,Saint-Etienne,Saint-Chamond
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f45,2026-06-29T13:12:11.789Z,POINT (499378.6337620658 5707546.192610114),1,3,1,1,3,1,42208,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Christo-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,815952,4.486,6494906.5,45.5438,Saint-Etienne,Saint-Christo-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f47,2026-06-29T13:12:11.789Z,POINT (517228.1995266202 5697289.259722824),1,3,1,1,3,1,42210,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Sainte-Croix-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,828611.5,4.6463,6487985.7,45.4793,Saint-Etienne,Sainte-Croix-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f4f,2026-06-29T13:12:11.789Z,POINT (488390.93844277837 5691084.041419799),1,3,2,1,3,1,42218,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Étienne,Atmo Auvergne-Rhône-Alpes,commune,808453.2,4.3873,6483255.6,45.4402,Saint-Etienne,Saint-Étienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f53,2026-06-29T13:12:11.789Z,POINT (480749.1200372793 5714950.358782938),1,3,1,1,3,1,42222,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Galmier,Atmo Auvergne-Rhône-Alpes,commune,802808.5,4.3186,6499844.9,45.5904,Saint-Etienne,Saint-Galmier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f54,2026-06-29T13:12:11.789Z,POINT (482720.5165574478 5691997.781822447),1,3,1,1,3,1,42223,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Saint-Genest-Lerpt,Atmo Auvergne-Rhône-Alpes,commune,804460.6,4.3364,6483826.4,45.4459,Saint-Etienne,Saint-Genest-Lerpt
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f56,2026-06-29T13:12:11.789Z,POINT (509904.38198255165 5705866.913700324),1,3,1,1,3,1,42225,#f0e641,2026-06-29T16:13:24Z,2026-07-01,2154,Dégradé,Genilac,Atmo Auvergne-Rhône-Alpes,commune,823352.6,4.5805,6493876.6,45.5333,Saint-Etienne,Genilac
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f5f,2026-06-29T13:12:11.789Z,POINT (486840.45887176873 5705236.704597868),1,3,1,1,3,1,42234,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Héand,Atmo Auvergne-Rhône-Alpes,commune,807192.3,4.3734,6493133.8,45.5293,Saint-Etienne,Saint-Héand
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f62,2026-06-29T13:12:11.789Z,POINT (494758.915891715 5692517.018903871),1,3,1,1,3,1,42237,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Jean-Bonnefonds,Atmo Auvergne-Rhône-Alpes,commune,812906.4,4.4445,6484338.6,45.4492,Saint-Etienne,Saint-Jean-Bonnefonds
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f67,2026-06-29T13:12:11.789Z,POINT (514090.6479805323 5709450.943788531),1,3,1,1,3,1,42242,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Joseph,Atmo Auvergne-Rhône-Alpes,commune,826235.8,4.6182,6496439.6,45.5558,Saint-Etienne,Saint-Joseph
