FID,date_maj,the_geom,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,metropole,nom_commune
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_5ffb,2026-06-29T13:12:11.789Z,POINT (487540.0724882984 5696361.641965153),1,3,1,1,3,1,42275,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,Saint-Priest-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,807791.2,4.3796,6486937.7,45.4734,Saint-Etienne,Saint-Priest-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6003,2026-06-29T13:12:11.789Z,POINT (504800.2629125046 5709442.325402556),1,3,1,1,3,1,42283,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,Saint-Romain-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,819726.1,4.5347,6496303.6,45.5558,Saint-Etienne,Saint-Romain-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6014,2026-06-29T13:12:11.789Z,POINT (495322.6695534138 5699104.288432696),1,3,1,1,3,1,42302,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,Sorbiers,Atmo Auvergne-Rhône-Alpes,commune,813217.6,4.4496,6488953.6,45.4907,Saint-Etienne,Sorbiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6017,2026-06-29T13:12:11.789Z,POINT (493708.4756824608 5697653.661104534),1,3,1,1,3,1,42305,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,La Talaudière,Atmo Auvergne-Rhône-Alpes,commune,812103.6,4.4351,6487918.5,45.4816,Saint-Etienne,La Talaudière
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6019,2026-06-29T13:12:11.789Z,POINT (519645.1519437947 5709057.901616148),1,3,1,1,3,1,42307,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,Tartaras,Atmo Auvergne-Rhône-Alpes,commune,830133.6,4.6681,6496246.1,45.5533,Saint-Etienne,Tartaras
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_601a,2026-06-29T13:12:11.789Z,POINT (510181.8657282662 5692130.158253066),1,3,1,1,3,1,42308,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,La Terrasse-sur-Dorlay,Atmo Auvergne-Rhône-Alpes,commune,823739.7,4.583,6484275.5,45.4468,Saint-Etienne,La Terrasse-sur-Dorlay
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_601c,2026-06-29T13:12:11.789Z,POINT (488343.8855290551 5698306.954054828),1,3,1,1,3,1,42311,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,La Tour-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,808331.4,4.3869,6488308.1,45.4857,Saint-Etienne,La Tour-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6024,2026-06-29T13:12:11.789Z,POINT (500147.6077783561 5703977.477497768),1,3,1,1,3,1,42320,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,Valfleury,Atmo Auvergne-Rhône-Alpes,commune,816538.1,4.4929,6492423.2,45.5214,Saint-Etienne,Valfleury
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6026,2026-06-29T13:12:11.789Z,POINT (502730.9337501976 5687338.703600841),1,3,1,1,3,1,42322,#f0e641,2026-06-29T16:13:26Z,2026-06-29,2154,Dégradé,La Valla-en-Gier,Atmo Auvergne-Rhône-Alpes,commune,818572.9,4.5161,6480819,45.4165,Saint-Etienne,La Valla-en-Gier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_602e,2026-06-29T13:12:11.789Z,POINT (484526.38637451985 5695456.558120563),1,3,1,1,3,1,42330,#f0e641,2026-06-29T16:13:27Z,2026-06-29,2154,Dégradé,Villars,Atmo Auvergne-Rhône-Alpes,commune,805687.1,4.3526,6486268,45.4677,Saint-Etienne,Villars
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6701,2026-06-29T13:12:11.789Z,POINT (644178.8997239827 5639124.806902286),1,4,1,1,4,1,38059,#ff5050,2026-06-29T16:13:10Z,2026-06-29,2154,Mauvais,Brié Bas,Atmo Auvergne-Rhône-Alpes,commune,919111.4,5.7868,6449692.5,45.1117,Grenoble,Brié-et-Angonnes
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6704,2026-06-29T13:12:11.789Z,POINT (637901.0402255324 5638392.686173809),1,4,2,1,4,1,38068,#ff5050,2026-06-29T16:13:10Z,2026-06-29,2154,Mauvais,Champagnier,Atmo Auvergne-Rhône-Alpes,commune,914696.9,5.7304,6449022.4,45.1071,Grenoble,Champagnier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6706,2026-06-29T13:12:11.789Z,POINT (638329.0922340989 5634551.603123415),1,4,1,1,4,1,38071,#ff5050,2026-06-29T16:13:10Z,2026-06-29,2154,Mauvais,Champ-sur-Drac,Atmo Auvergne-Rhône-Alpes,commune,915092.8,5.7342,6446329.2,45.0827,Grenoble,Champ-sur-Drac
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6717,2026-06-29T13:12:11.789Z,POINT (640149.9761390255 5654875.918545599),1,4,2,1,4,1,38126,#ff5050,2026-06-29T16:13:11Z,2026-06-29,2154,Mauvais,Montfleury,Atmo Auvergne-Rhône-Alpes,commune,915881,5.7506,6460666.4,45.2115,Grenoble,Corenc
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_671e,2026-06-29T13:12:11.789Z,POINT (649929.0990293869 5653421.851342802),1,4,2,1,4,1,38150,#ff5050,2026-06-29T16:13:12Z,2026-06-29,2154,Mauvais,Domène,Atmo Auvergne-Rhône-Alpes,commune,922809.6,5.8384,6459889,45.2023,Grenoble,Domène
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6725,2026-06-29T13:12:11.789Z,POINT (644667.8028565128 5649904.716132447),1,4,2,1,4,1,38179,#ff5050,2026-06-29T16:13:12Z,2026-06-29,2154,Mauvais,Gières,Atmo Auvergne-Rhône-Alpes,commune,919188.5,5.7911,6457285.4,45.18,Grenoble,Gières
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6727,2026-06-29T13:12:11.789Z,POINT (628406.9309729083 5624963.758529322),1,4,1,1,4,1,38187,#ff5050,2026-06-29T16:13:12Z,2026-06-29,2154,Mauvais,les Saillants du Gua,Atmo Auvergne-Rhône-Alpes,commune,908310,5.6451,6439336.3,45.0219,Grenoble,Le Gua
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6728,2026-06-29T13:12:11.789Z,POINT (644916.6710591838 5643445.7347946735),1,4,1,1,4,1,38188,#ff5050,2026-06-29T16:13:12Z,2026-06-29,2154,Mauvais,Herbeys,Atmo Auvergne-Rhône-Alpes,commune,919524.7,5.7934,6452750.6,45.1391,Grenoble,Herbeys
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_672d,2026-06-29T13:12:11.789Z,POINT (639244.3379264448 5636776.887028787),1,4,2,1,4,1,38200,#ff5050,2026-06-29T16:13:13Z,2026-06-29,2154,Mauvais,le Clos Jouvin,Atmo Auvergne-Rhône-Alpes,commune,915684.9,5.7424,6447918.1,45.0968,Grenoble,Jarrie
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_673a,2026-06-29T13:12:11.789Z,POINT (643172.2371571927 5654607.999083446),1,4,2,1,4,1,38229,#ff5050,2026-06-29T16:13:13Z,2026-06-29,2154,Mauvais,Meylan,Atmo Auvergne-Rhône-Alpes,commune,918017.6,5.7777,6460552.8,45.2098,Grenoble,Meylan
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_673c,2026-06-29T13:12:11.789Z,POINT (625611.85398116 5617654.379291165),1,4,1,1,4,1,38235,#ff5050,2026-06-29T16:13:13Z,2026-06-29,2154,Mauvais,Lanchâtre,Atmo Auvergne-Rhône-Alpes,commune,906504.4,5.62,6434116.4,44.9754,Grenoble,Miribel-Lanchâtre
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6744,2026-06-29T13:12:11.789Z,POINT (641518.0566958911 5636526.553933513),1,4,1,1,4,1,38252,#ff5050,2026-06-29T16:13:13Z,2026-06-29,2154,Mauvais,Montchaboud,Atmo Auvergne-Rhône-Alpes,commune,917296.8,5.7629,6447797.9,45.0952,Grenoble,Montchaboud
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_674d,2026-06-29T13:12:11.789Z,POINT (647733.4385044011 5651623.147105078),1,4,2,1,4,1,38271,#ff5050,2026-06-29T16:13:14Z,2026-06-29,2154,Mauvais,Murianette,Atmo Auvergne-Rhône-Alpes,commune,921307.1,5.8187,6458569.8,45.1909,Grenoble,Murianette
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_674f,2026-06-29T13:12:11.789Z,POINT (634412.5985892325 5623184.753949109),1,4,1,1,4,1,38277,#ff5050,2026-06-29T16:13:14Z,2026-06-29,2154,Mauvais,Notre-Dame-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912600,5.699,6438226.1,45.0106,Grenoble,Notre-Dame-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6750,2026-06-29T13:12:11.789Z,POINT (640959.9186660941 5632580.224387245),1,4,1,1,4,1,38279,#ff5050,2026-06-29T16:13:14Z,2026-06-29,2154,Mauvais,la Commanderie,Atmo Auvergne-Rhône-Alpes,commune,916999.7,5.7578,6445005.8,45.0702,Grenoble,Notre-Dame-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_675d,2026-06-29T13:12:11.789Z,POINT (641157.0828187923 5646657.409249184),1,4,2,1,4,1,38309,#ff5050,2026-06-29T16:13:14Z,2026-06-29,2154,Mauvais,Poisat,Atmo Auvergne-Rhône-Alpes,commune,916792.7,5.7596,6454915.7,45.1594,Grenoble,Poisat
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6760,2026-06-29T13:12:11.789Z,POINT (634297.3762194194 5640948.259090301),1,4,2,1,4,1,38317,#ff5050,2026-06-29T16:13:15Z,2026-06-29,2154,Mauvais,Le Pont-de-Claix,Atmo Auvergne-Rhône-Alpes,commune,912090.9,5.698,6450733.1,45.1233,Grenoble,Le Pont-de-Claix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6765,2026-06-29T13:12:11.789Z,POINT (636502.4245255375 5661452.624614807),1,4,1,1,4,1,38328,#ff5050,2026-06-29T16:13:15Z,2026-06-29,2154,Mauvais,Quaix-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,913151.3,5.7178,6465195.3,45.2531,Grenoble,Quaix-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6770,2026-06-29T13:12:11.789Z,POINT (648482.2483462456 5628356.654660285),1,4,1,1,4,1,38364,#ff5050,2026-06-29T16:13:16Z,2026-06-29,2154,Mauvais,Saint-Barthélemy-de-Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,922421,5.8254,6442219,45.0434,Grenoble,Saint-Barthélemy-de-Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6773,2026-06-29T13:12:11.789Z,POINT (634655.4808521345 5627587.784258849),1,4,1,1,4,1,38388,#ff5050,2026-06-29T16:13:16Z,2026-06-29,2154,Mauvais,Saint-Georges-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912665.6,5.7012,6441335.1,45.0385,Grenoble,Saint-Georges-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6782,2026-06-29T13:12:11.789Z,POINT (640661.9878678791 5650494.575668583),1,4,2,1,4,1,38421,#ff5050,2026-06-29T16:13:17Z,2026-06-29,2154,Mauvais,Saint-Martin-d'Hères,Atmo Auvergne-Rhône-Alpes,commune,916349.3,5.7552,6457600.7,45.1837,Grenoble,Saint-Martin-d'Hères
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6784,2026-06-29T13:12:11.789Z,POINT (635134.5417985106 5654483.531565944),1,4,2,1,4,1,38423,#ff5050,2026-06-29T16:13:17Z,2026-06-29,2154,Mauvais,Saint-Martin-le-Vinoux,Atmo Auvergne-Rhône-Alpes,commune,912355.7,5.7055,6460268.6,45.209,Grenoble,Saint-Martin-le-Vinoux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_678b,2026-06-29T13:12:11.789Z,POINT (628201.6429659445 5632869.9421933275),1,4,1,1,4,1,38436,#ff5050,2026-06-29T16:13:17Z,2026-06-29,2154,Mauvais,Saint-Paul-de-Varces,Atmo Auvergne-Rhône-Alpes,commune,907978.3,5.6432,6444901.4,45.072,Grenoble,Saint-Paul-de-Varces
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6790,2026-06-29T13:12:11.789Z,POINT (641645.8286705945 5629706.633181034),1,4,1,1,4,1,38445,#ff5050,2026-06-29T16:13:17Z,2026-06-29,2154,Mauvais,le Petit David,Atmo Auvergne-Rhône-Alpes,commune,917555.2,5.764,6442998.9,45.052,Grenoble,Saint-Pierre-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_679a,2026-06-29T13:12:11.789Z,POINT (643205.8855308895 5662455.043427564),1,4,1,1,4,1,38471,#ff5050,2026-06-29T16:13:18Z,2026-06-29,2154,Mauvais,Le Sappey-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,917847.4,5.778,6466063.2,45.2594,Grenoble,Le Sappey-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_679b,2026-06-29T13:12:11.789Z,POINT (649480.1397112533 5630229.41961243),1,4,1,1,4,1,38478,#ff5050,2026-06-29T16:13:18Z,2026-06-29,2154,Mauvais,Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,923079,5.8344,6443563.5,45.0553,Grenoble,Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67a9,2026-06-29T13:12:11.789Z,POINT (638759.2203764676 5653863.875743425),1,4,2,1,4,1,38516,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,La Tronche,Atmo Auvergne-Rhône-Alpes,commune,914925.5,5.7381,6459921.4,45.2051,Grenoble,La Tronche
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67ad,2026-06-29T13:12:11.789Z,POINT (632470.3520436127 5635180.8207722055),1,4,2,1,4,1,38524,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,Varces,Atmo Auvergne-Rhône-Alpes,commune,910939.1,5.6816,6446630.2,45.0867,Grenoble,Varces-Allières-et-Risset
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67ae,2026-06-29T13:12:11.789Z,POINT (646045.7801341333 5637838.211841329),1,4,1,1,4,1,38528,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,les Meynards,Atmo Auvergne-Rhône-Alpes,commune,920461.6,5.8035,6448833.8,45.1036,Grenoble,Vaulnaveys-le-Bas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67af,2026-06-29T13:12:11.789Z,POINT (646891.365417312 5640303.305174108),1,4,1,1,4,1,38529,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,Vaulnaveys-le-Haut,Atmo Auvergne-Rhône-Alpes,commune,920996.9,5.8111,6450589.6,45.1192,Grenoble,Vaulnaveys-le-Haut
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67b0,2026-06-29T13:12:11.789Z,POINT (646095.5779403693 5648682.985013957),1,4,1,1,4,1,38533,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,Venon,Atmo Auvergne-Rhône-Alpes,commune,920225.8,5.804,6456462.4,45.1723,Grenoble,Venon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67b4,2026-06-29T13:12:11.789Z,POINT (631073.1989871077 5630397.396297987),1,4,2,1,4,1,38545,#ff5050,2026-06-29T16:13:19Z,2026-06-29,2154,Mauvais,Vif,Atmo Auvergne-Rhône-Alpes,commune,910066.1,5.669,6443228.3,45.0564,Grenoble,Vif
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67bc,2026-06-29T13:12:11.789Z,POINT (642592.9470967088 5633700.579298655),1,4,1,1,4,1,38562,#ff5050,2026-06-29T16:13:20Z,2026-06-29,2154,Mauvais,Vizille,Atmo Auvergne-Rhône-Alpes,commune,918125.8,5.7725,6445835.1,45.0773,Grenoble,Vizille
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67bf,2026-06-29T13:12:11.789Z,POINT (472286.13194444583 5687677.9675158635),1,4,1,1,4,1,42031,#ff5050,2026-06-29T16:13:20Z,2026-06-29,2154,Mauvais,Vareilles,Atmo Auvergne-Rhône-Alpes,commune,797181.8,4.2426,6480682.9,45.4187,Saint-Etienne,Caloire
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67c2,2026-06-29T13:12:11.789Z,POINT (475235.83844215603 5682830.751735309),1,4,1,1,4,1,42099,#ff5050,2026-06-29T16:13:22Z,2026-06-29,2154,Mauvais,Fraisses,Atmo Auvergne-Rhône-Alpes,commune,799308.5,4.2691,6477321.1,45.3881,Saint-Etienne,Fraisses
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67c6,2026-06-29T13:12:11.789Z,POINT (488390.93844277837 5691084.041419799),1,4,1,1,4,1,42218,#ff5050,2026-06-29T16:13:24Z,2026-06-29,2154,Mauvais,Saint-Étienne,Atmo Auvergne-Rhône-Alpes,commune,808453.2,4.3873,6483255.6,45.4402,Saint-Etienne,Saint-Étienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67c7,2026-06-29T13:12:11.789Z,POINT (465474.7181628452 5685265.538604642),1,4,1,1,4,1,42262,#ff5050,2026-06-29T16:13:25Z,2026-06-29,2154,Mauvais,Saint-Maurice-en-Gourgois,Atmo Auvergne-Rhône-Alpes,commune,792422.1,4.1814,6478920.1,45.4035,Saint-Etienne,Saint-Maurice-en-Gourgois
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67c8,2026-06-29T13:12:11.789Z,POINT (472178.4685437917 5684278.977041278),1,4,1,1,4,1,42270,#ff5050,2026-06-29T16:13:25Z,2026-06-29,2154,Mauvais,Cornillon,Atmo Auvergne-Rhône-Alpes,commune,797143.6,4.2417,6478301.4,45.3973,Saint-Etienne,Saint-Paul-en-Cornillon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_67ca,2026-06-29T13:12:11.789Z,POINT (474381.51929842273 5684664.54676792),1,4,1,1,4,1,42316,#ff5050,2026-06-29T16:13:26Z,2026-06-29,2154,Mauvais,Unieux,Atmo Auvergne-Rhône-Alpes,commune,798687.5,4.2614,6478596,45.3997,Saint-Etienne,Unieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d1a,2026-06-29T13:12:11.789Z,POINT (640979.0006995137 5664715.4557205485),1,3,1,1,3,1,38472,#f0e641,2026-06-29T16:13:18Z,2026-06-30,2154,Dégradé,Sarcenas,Atmo Auvergne-Rhône-Alpes,commune,916223.9,5.758,6467594.4,45.2737,Grenoble,Sarcenas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d20,2026-06-29T13:12:11.789Z,POINT (459808.126288222 5687082.7597260205),1,3,1,1,3,1,42001,#f0e641,2026-06-29T16:13:20Z,2026-06-30,2154,Dégradé,Aboën,Atmo Auvergne-Rhône-Alpes,commune,788422,4.1305,6480134.4,45.4149,Saint-Etienne,Aboën
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d23,2026-06-29T13:12:11.789Z,POINT (474132.5940124654 5704549.8598968135),1,3,1,1,3,1,42005,#f0e641,2026-06-29T16:13:20Z,2026-06-30,2154,Dégradé,Andrézieux,Atmo Auvergne-Rhône-Alpes,commune,798290.7,4.2592,6492505.3,45.525,Saint-Etienne,Andrézieux-Bouthéon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d3b,2026-06-29T13:12:11.789Z,POINT (472286.13194444583 5687677.9675158635),1,3,1,1,3,1,42031,#f0e641,2026-06-29T16:13:20Z,2026-06-30,2154,Dégradé,Vareilles,Atmo Auvergne-Rhône-Alpes,commune,797181.8,4.2426,6480682.9,45.4187,Saint-Etienne,Caloire
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d3c,2026-06-29T13:12:11.789Z,POINT (505526.4148728619 5704274.454621093),1,3,1,1,3,1,42032,#f0e641,2026-06-29T16:13:20Z,2026-06-30,2154,Dégradé,Cellieu,Atmo Auvergne-Rhône-Alpes,commune,820305.4,4.5412,6492703.2,45.5232,Saint-Etienne,Cellieu
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d40,2026-06-29T13:12:11.789Z,POINT (506906.6734806738 5706087.487257533),1,3,1,1,3,1,42036,#f0e641,2026-06-29T16:13:20Z,2026-06-30,2154,Dégradé,Chagnon,Atmo Auvergne-Rhône-Alpes,commune,821248.2,4.5536,6493989,45.5346,Saint-Etienne,Chagnon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d47,2026-06-29T13:12:11.789Z,POINT (480943.66992650594 5712795.657517992),1,3,1,1,3,1,42043,#f0e641,2026-06-29T16:13:21Z,2026-06-30,2154,Dégradé,Chambœuf,Atmo Auvergne-Rhône-Alpes,commune,802969.9,4.3204,6498343,45.5768,Saint-Etienne,Chambœuf
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d48,2026-06-29T13:12:11.789Z,POINT (481461.15971563203 5684071.058236516),1,3,1,1,3,1,42044,#f0e641,2026-06-29T16:13:21Z,2026-06-30,2154,Dégradé,Le Chambon-Feugerolles,Atmo Auvergne-Rhône-Alpes,commune,803669.5,4.325,6478261.8,45.3959,Saint-Etienne,Le Chambon-Feugerolles
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d50,2026-06-29T13:12:11.789Z,POINT (514858.17597576015 5704061.530396665),1,3,1,1,3,1,42053,#f0e641,2026-06-29T16:13:21Z,2026-06-30,2154,Dégradé,Mairie de Châteauneuf,Atmo Auvergne-Rhône-Alpes,commune,826851.1,4.625,6492685.6,45.5219,Saint-Etienne,Châteauneuf
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d69,2026-06-29T13:12:11.789Z,POINT (510543.5297824575 5689009.495900578),1,3,1,1,3,1,42085,#f0e641,2026-06-29T16:13:21Z,2026-06-30,2154,Dégradé,Doizieux,Atmo Auvergne-Rhône-Alpes,commune,824037.5,4.5863,6482096.5,45.4271,Saint-Etienne,Doizieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d70,2026-06-29T13:12:11.789Z,POINT (487276.8730249014 5698287.227055081),1,3,1,1,3,1,42092,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,L'Étrat,Atmo Auvergne-Rhône-Alpes,commune,807583,4.3773,6488281.2,45.4855,Saint-Etienne,L'Étrat
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d71,2026-06-29T13:12:11.789Z,POINT (511768.0937844134 5699335.106151811),1,3,1,1,3,1,42093,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Farnay,Atmo Auvergne-Rhône-Alpes,commune,824751.4,4.5973,6489337.6,45.4921,Saint-Etienne,Farnay
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d73,2026-06-29T13:12:11.789Z,POINT (477246.0601447006 5682806.809304461),1,3,1,1,3,1,42095,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Firminy,Atmo Auvergne-Rhône-Alpes,commune,800721.7,4.2872,6477327.2,45.388,Saint-Etienne,Firminy
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d74,2026-06-29T13:12:11.789Z,POINT (493961.60063591663 5708028.458647636),1,3,1,1,3,1,42096,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Fontanès,Atmo Auvergne-Rhône-Alpes,commune,812149.2,4.4373,6495173.1,45.5469,Saint-Etienne,Fontanès
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d75,2026-06-29T13:12:11.789Z,POINT (480803.57082622463 5700635.905979272),1,3,1,1,3,1,42097,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,La Fouillouse,Atmo Auvergne-Rhône-Alpes,commune,803013.7,4.3191,6489845.9,45.5003,Saint-Etienne,La Fouillouse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d77,2026-06-29T13:12:11.789Z,POINT (475235.83844215603 5682830.751735309),1,3,1,1,3,1,42099,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Fraisses,Atmo Auvergne-Rhône-Alpes,commune,799308.5,4.2691,6477321.1,45.3881,Saint-Etienne,Fraisses
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d78,2026-06-29T13:12:11.789Z,POINT (490859.53387229535 5709731.602297561),1,3,1,1,3,1,42100,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,La Gimond,Atmo Auvergne-Rhône-Alpes,commune,809953.9,4.4095,6496323.5,45.5576,Saint-Etienne,La Gimond
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d7b,2026-06-29T13:12:11.789Z,POINT (508676.23248091276 5701215.610599158),1,3,1,1,3,1,42103,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,La Grand-Croix,Atmo Auvergne-Rhône-Alpes,commune,822556.3,4.5695,6490608.8,45.504,Saint-Etienne,La Grand-Croix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d81,2026-06-29T13:12:11.789Z,POINT (505718.77625927597 5698306.408343924),1,3,1,1,3,1,42110,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,L'Horme,Atmo Auvergne-Rhône-Alpes,commune,820521.8,4.5429,6488533.9,45.4857,Saint-Etienne,L'Horme
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d8b,2026-06-29T13:12:11.789Z,POINT (509913.57215360383 5702660.53919677),1,3,1,1,3,1,42123,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Lorette,Atmo Auvergne-Rhône-Alpes,commune,823403.9,4.5806,6491636.1,45.5131,Saint-Etienne,Lorette
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6d92,2026-06-29T13:12:11.789Z,POINT (498908.3061335458 5712044.5570345195),1,3,1,1,3,1,42133,#f0e641,2026-06-29T16:13:22Z,2026-06-30,2154,Dégradé,Marcenod,Atmo Auvergne-Rhône-Alpes,commune,815563.4,4.4818,6498041.9,45.5721,Saint-Etienne,Marcenod
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dc0,2026-06-29T13:12:11.789Z,POINT (486027.9870536805 5685382.640250442),1,3,1,1,3,1,42183,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,La Ricamarie,Atmo Auvergne-Rhône-Alpes,commune,806863,4.3661,6479235.1,45.4042,Saint-Etienne,La Ricamarie
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dc3,2026-06-29T13:12:11.789Z,POINT (514183.3926857796 5705289.295806168),1,3,1,1,3,1,42186,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Rive-de-Gier,Atmo Auvergne-Rhône-Alpes,commune,826360.4,4.619,6493533.8,45.5296,Saint-Etienne,Rive-de-Gier
