commune_code,nom,millesimes_1,pourcent_artif_1,surface_artif_1,millesimes_2,pourcent_artif_2,surface_artif_2,flux_surface_1_2,flux_percent_1_2,commune_surface,metropole
42123,Lorette,2019,63.9877093836747,2158718.3502,2022,63.9812073752982,2158498.9955,-219.3547,-0.00650200837651482,3373645.3,Saint-Etienne
42133,Marcenod,2019,7.5346592075939,682076.1949,2022,7.59644119384364,687669.0188,5592.8239,0.0617819862497386,9052515.52999983,Saint-Etienne
42167,Pavezin,2019,5.00886960397599,441234.619,2022,5.07225799872687,446818.5444,5583.9254,0.0633883947508869,8809065.79499999,Saint-Etienne
42183,La Ricamarie,2019,40.9322081733369,2838107.1078,2022,41.1281372983943,2851692.2005,13585.0927,0.195929125057418,6933677.01,Saint-Etienne
42186,Rive-de-Gier,2019,59.8941634619391,4416434.9985,2022,60.0498349028982,4427913.7931,11478.7946,0.155671440959047,7373731.8350001,Saint-Etienne
42189,Roche-la-Molière,2019,29.9493040671241,5226456.3337,2022,30.0765830554719,5248667.8039,22211.4702,0.127278988347864,17451010.9549997,Saint-Etienne
42192,Rozier-Côtes-d'Aurec,2019,4.55221408557085,628031.3959,2022,4.55412401793102,628294.8935,263.4976,0.00190993236017256,13796174.4350001,Saint-Etienne
42206,Saint-Bonnet-les-Oules,2019,17.5272946714574,2187441.4699,2022,17.6956943654742,2208458.0889,21016.619,0.16839969401677,12480200.23,Saint-Etienne
42207,Saint-Chamond,2019,23.301145881856,12843143.6572,2022,23.4124216193749,12904476.7045,61333.0473,0.111275737518898,55118077.5499999,Saint-Etienne
42208,Saint-Christo-en-Jarez,2019,7.84937426025897,1733403.1337,2022,7.97021676925264,1760089.1824,26686.0487,0.120842508993672,22083328.8900001,Saint-Etienne
42210,Sainte-Croix-en-Jarez,2019,5.57528014867903,671889.5275,2022,5.57514286221496,671872.9828,-16.5447,-0.000137286464068964,12051224.5049999,Saint-Etienne
42218,Saint-Étienne,2019,40.5296969748665,32389327.0045,2022,40.5386995635313,32396521.4276,7194.4231,0.00900258866482062,79915048.5249999,Saint-Etienne
42222,Saint-Galmier,2019,22.5127045024906,4413277.4587,2022,22.6473769905691,4439677.9765,26400.5178,0.134672488078557,19603497.4750002,Saint-Etienne
42223,Saint-Genest-Lerpt,2019,23.830794688421,3035808.9997,2022,24.3258274937602,3098871.3132,63062.3135,0.495032805339154,12739017.0550001,Saint-Etienne
42225,Genilac,2019,24.6463922574428,2134179.0083,2022,24.7213025750812,2140665.6383,6486.63,0.074910317638377,8659194.36000015,Saint-Etienne
42234,Saint-Héand,2019,10.646576858483,3290627.1336,2022,10.7416038829532,3319997.936,29370.8024,0.0950270244702018,30907841.81,Saint-Etienne
42237,Saint-Jean-Bonnefonds,2019,30.7694275945723,3582208.2423,2022,31.0393568929904,3613633.6874,31425.4451,0.269929298418123,11642102.3150002,Saint-Etienne
42242,Saint-Joseph,2019,16.9023527139162,1396160.5962,2022,17.0480044680759,1408191.6574,12031.0612,0.145651754159651,8260155.37499994,Saint-Etienne
42259,Saint-Martin-la-Plaine,2019,22.5069784521363,2166591.2406,2022,22.7572933410073,2190687.3247,24096.0841,0.25031488887095,9626308.76999996,Saint-Etienne
42262,Saint-Maurice-en-Gourgois,2019,5.49910015640732,1736586.3028,2022,5.54350073082855,1750607.7658,14021.463,0.0444005744212292,31579463.0649999,Saint-Etienne
42266,Saint-Nizier-de-Fornas,2019,6.87349177976831,1095842.5819,2022,6.88477804562171,1097641.9542,1799.3723,0.0112862658533928,15943026.005,Saint-Etienne
42270,Saint-Paul-en-Cornillon,2019,29.2930050595467,1078625.2425,2022,29.3626447574171,1081189.5112,2564.2687,0.0696396978704499,3682193.88999993,Saint-Etienne
42271,Saint-Paul-en-Jarez,2019,13.1031228315067,2599820.1433,2022,13.1857768849726,2616219.7204,16399.5771,0.082654053465907,19841225.4600001,Saint-Etienne
42275,Saint-Priest-en-Jarez,2019,89.7069255609715,2768149.361,2022,90.2099307007324,2783670.9425,15521.5815,0.503005139760972,3085769.95999998,Saint-Etienne
42283,Saint-Romain-en-Jarez,2019,7.06042750231152,1190285.4038,2022,7.1784230355081,1210177.7348,19892.331,0.117995533196577,16858545.7950005,Saint-Etienne
42302,Sorbiers,2019,34.3148414614284,4151980.7952,2022,34.4072831363034,4163165.928,11185.1328,0.0924416748749763,12099664.805,Saint-Etienne
42305,La Talaudière,2019,49.7927541916329,3824698.0616,2022,49.9331693257922,3835483.6769,10785.6153,0.140415134159305,7681234.195,Saint-Etienne
42307,Tartaras,2019,13.9018492544826,551810.1757,2022,13.8966876973399,551605.2965,-204.8792,-0.00516155714266375,3969329.29999993,Saint-Etienne
42308,La Terrasse-sur-Dorlay,2019,7.01650330851546,608493.8004,2022,7.07442373705764,613516.8468,5023.0464,0.0579204285421797,8672322.57499989,Saint-Etienne
42311,La Tour-en-Jarez,2019,17.4315282683157,895559.4247,2022,17.3518254893383,891464.6274,-4094.7973,-0.0797027789773779,5137584.10000005,Saint-Etienne
42316,Unieux,2019,41.4234213195453,3536758.8736,2022,41.7892039648524,3567989.6357,31230.7621,0.365782645307107,8538065.56999967,Saint-Etienne
42320,Valfleury,2019,7.6985087463436,680426.1164,2022,7.73291323129097,683466.9274,3040.811,0.0344044849473644,8838414.53999994,Saint-Etienne
42322,La Valla-en-Gier,2019,3.07924543395207,1070079.21,2022,3.08093485632347,1070666.307,587.097,0.00168942237139369,34751345.1900001,Saint-Etienne
42330,Villars,2019,58.18176801622,3311106.94,2022,58.4128659818118,3324258.6558,13151.7158,0.231097965591786,5690969.96000005,Saint-Etienne
76005,Amfreville-la-Mi-Voie,2019,34.2224182857458,1356644.0927,2022,34.2217808275229,1356618.8226,-25.2701,-0.000637458222819021,3964197.04000014,Rouen
76020,Anneville-Ambourville,2019,7.90583964405444,1624670.7898,2022,8.00885418232989,1645840.5477,21169.7579,0.103014538275448,20550262.3750006,Rouen
76039,Les Authieux-sur-le-Port-Saint-Ouen,2019,20.6871626021728,938095.3249,2022,20.875572448988,946639.0967,8543.7718,0.188409846815194,4534673.71499981,Rouen
76056,Bardouville,2019,10.4347698253748,884432.3339,2022,8.6023065390044,729116.0396,-155316.2943,-1.83246328637045,8475820.2499999,Rouen
76069,Belbeuf,2019,23.9805522701365,1567459.9913,2022,24.416656255323,1595965.4044,28505.4131,0.436103985186534,6536379.86999988,Rouen
