CODGEO,LIBGEO,ILTR1_SEXE1_TRANS_191,ILTR1_SEXE1_TRANS_192,ILTR1_SEXE1_TRANS_193,ILTR1_SEXE1_TRANS_194,ILTR1_SEXE1_TRANS_195,ILTR1_SEXE1_TRANS_196,ILTR1_SEXE2_TRANS_191,ILTR1_SEXE2_TRANS_192,ILTR1_SEXE2_TRANS_193,ILTR1_SEXE2_TRANS_194,ILTR1_SEXE2_TRANS_195,ILTR1_SEXE2_TRANS_196,ILTR2_SEXE1_TRANS_191,ILTR2_SEXE1_TRANS_192,ILTR2_SEXE1_TRANS_193,ILTR2_SEXE1_TRANS_194,ILTR2_SEXE1_TRANS_195,ILTR2_SEXE1_TRANS_196,ILTR2_SEXE2_TRANS_191,ILTR2_SEXE2_TRANS_192,ILTR2_SEXE2_TRANS_193,ILTR2_SEXE2_TRANS_194,ILTR2_SEXE2_TRANS_195,ILTR2_SEXE2_TRANS_196,ILTR3_SEXE1_TRANS_191,ILTR3_SEXE1_TRANS_192,ILTR3_SEXE1_TRANS_193,ILTR3_SEXE1_TRANS_194,ILTR3_SEXE1_TRANS_195,ILTR3_SEXE1_TRANS_196,ILTR3_SEXE2_TRANS_191,ILTR3_SEXE2_TRANS_192,ILTR3_SEXE2_TRANS_193,ILTR3_SEXE2_TRANS_194,ILTR3_SEXE2_TRANS_195,ILTR3_SEXE2_TRANS_196,ILTR4_SEXE1_TRANS_191,ILTR4_SEXE1_TRANS_192,ILTR4_SEXE1_TRANS_193,ILTR4_SEXE1_TRANS_194,ILTR4_SEXE1_TRANS_195,ILTR4_SEXE1_TRANS_196,ILTR4_SEXE2_TRANS_191,ILTR4_SEXE2_TRANS_192,ILTR4_SEXE2_TRANS_193,ILTR4_SEXE2_TRANS_194,ILTR4_SEXE2_TRANS_195,ILTR4_SEXE2_TRANS_196,ILTR5_SEXE1_TRANS_191,ILTR5_SEXE1_TRANS_192,ILTR5_SEXE1_TRANS_193,ILTR5_SEXE1_TRANS_194,ILTR5_SEXE1_TRANS_195,ILTR5_SEXE1_TRANS_196,ILTR5_SEXE2_TRANS_191,ILTR5_SEXE2_TRANS_192,ILTR5_SEXE2_TRANS_193,ILTR5_SEXE2_TRANS_194,ILTR5_SEXE2_TRANS_195,ILTR5_SEXE2_TRANS_196,FiltreCom
34337,Villeneuve-lès-Maguelone,95.2210717858,73.8796305612,7.8005108118,16.0920306121,308.517044839,7.8969632153,91.5629905143,112.2187737174,35.8261620025,5.3835904363,255.0602474343,12.6022743732,0,0,23.2723095677,71.4873254074,1432.94695642,59.1902270768,0,0,0,20.0913592957,1388.7492410614,111.7815971447,0,0,0,0,53.9941802232,0,0,0,0,0,33.7280221291,0,5.1073978391,2.6839168036,7.8135231143,5.0243568452,28.0205240673,10.4010808361,0,0,0,0,13.8410826629,21.0943950022,0,0,0,0,0,5.0324884004,0,0,0,0,0,0,true
35001,Acigné,93.5866615498,41.8859768612,35.1271661221,4.9673883294,158.061445991,0,91.8032484309,33.6102269475,10.7108791161,0,69.1704379365,10.4434951784,0,0,33.1132951072,25.1291060367,1000.9110185994,137.8960752319,0,0,39.2675587934,10.1891359185,1178.3934448786,157.4667919938,0,5.2217475892,0,0,4.7254192956,0,0,0,0,0,10.7108791161,4.4952369412,4.9673883294,0,4.9673883294,0,58.7027658527,15.2061160573,0,0,0,0,9.9471668848,4.9673883294,0,0,0,0,0,0,0,0,0,0,0,0,true
35022,Bécherel,15,10,0,0,10,0,25,0,0,0,10,0,0,5,0,0,70,5,0,0,0,0,60,5,0,0,0,0,10,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35024,Betton,81.929009043,48.2825321291,11.2569111998,2.0798238824,219.2380766955,17.2925426833,100.4689589291,54.9104562631,26.5018642084,3.6431647711,315.3661695801,22.9862336219,0,0,102.701003003,56.6640671111,1795.8087101126,256.2618055494,1.0118371381,0,43.6477051969,10.4730642031,1954.0312611442,365.3056936494,0,0,0,0,43.604996327,6.6594864873,0,0,0,0,12.4046068162,3.6431647711,2.0236742762,1.0019862076,0,0,64.0131294979,24.7597308824,0,0,0,0,35.7053458265,18.1070020044,0,0,0,0,3.3297432437,0,0,0,0,0,0,3.735513118,true
35032,Bourgbarré,26.9647251514,5.5318709021,0,0,79.2492295667,10.9299302053,56.8024421265,10.9226375597,0,0,37.6158600683,0,0,0,0,10.5065232618,912.7423253273,36.5188681685,0,0,0,0,850.0246084724,101.6282406722,0,0,0,0,15.7597848927,0,0,0,0,0,0,0,0,5.1192640148,0,0,37.6231527139,5.3907666576,0,0,0,0,5.5318709021,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35039,Brécé,0,4.9744705336,4.9068709409,0,29.5791933805,0,34.9620934723,20.1720056531,0,0,19.7645328673,4.9744705336,0,4.9744705336,5.0430014133,19.6960019877,406.4961093309,34.8259503443,0,10.0193473507,0,0,346.2694779555,59.7686964659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9498723542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35047,Bruz,86.8848934523,96.5858149258,77.0830639741,14.6858004577,732.767756619,56.1480508021,180.4481972916,164.2703549095,74.9857469137,4.34719347,689.967650106,47.1641282748,8.69438694,2.134124282,28.4050232193,61.0235550763,2447.038335454,287.2572766874,7.7551135536,6.3608878917,2.5870795777,5.6907608666,2278.2236821471,516.3949410979,0,0,0,0,65.2304782635,2.0104691384,0,0,0,0,27.9452734246,8.1973964393,0,5.6404886586,0.9478963294,3.2831020996,128.37922456,60.1542630415,0,2.0104691384,0,0,34.7169917179,14.1528746466,0,0,0.9478152826,0,4.4367719216,3.1029257713,0,0,0,0,3.2831020996,0,true
35051,Cesson-Sévigné,139.8677155952,216.5365570974,185.872708769,35.3089804375,952.3201126565,72.8997663562,124.7675787987,130.0308260086,84.3482833429,8.9590491733,616.8694360587,73.5580086999,3.7874220069,32.6391032194,175.6715841583,49.852984524,1517.5155524914,228.1640446145,0,12.6158309709,94.210819456,9.1445508273,1675.6583909695,332.5420029397,0,0,0,0,33.9731796366,1.0163150642,0,0,0,0,19.389620171,5.4625313821,4.5700060449,11.7692890788,9.3965618412,3.141221265,139.6982500696,98.2106747002,4.2346009669,0,0,0,73.7052522836,22.1510726766,0,0,0,0,0,7.8708462751,0,3.7180231025,0,0,0,0,true
35055,Chantepie,29.7337797053,32.8600452946,15.2200306964,17.1568185676,237.4819562887,8.8532843742,76.8690667486,118.9652768194,2.8067771062,7.2454811515,189.4117156863,52.2336874478,7.4436504744,0,70.2166318471,55.1110826369,1514.3848912805,224.6523802005,0,2.7250085795,43.143510978,3.1946652629,1422.9480157754,384.8456626858,3.4550713994,2.8067771062,0,0,13.3947348456,0,0,0,0,0,0,0,3.1392521948,0,2.8664355767,2.7250085795,66.4709105263,25.8304409809,0,0,0,0,33.9244529407,15.5904769573,0,0,0,0,0,0,0,0,0,0,0,0,true
35058,La Chapelle-Chaussée,25.7375973165,0,0,0,10.2479823527,5.1944904703,56.2025303906,5.1944904703,0,0,10.1549776914,0,0,5.1944904703,0,5.0543436683,261.2263210976,10.2951244935,0,0,0,0,205.2480579685,5.1944904703,0,0,0,0,5.1006340231,0,0,0,0,0,10.3889809407,0,0,0,0,0,5.1473483296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35059,La Chapelle-des-Fougeretz,20,0,0,0,85,0,30,30,5,0,50,0,0,5,25,40,730,65,0,0,10,0,765,75,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,true
35065,La Chapelle-Thouarault,35,5,0,0,15,0,15,5,0,0,5,0,0,0,0,5,355,45,5,0,0,0,390,50,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35066,Chartres-de-Bretagne,25.6013533939,25.9814132221,51.3448098229,4.9519366215,237.4913395086,10.5104470392,30.6810211791,61.4750611605,10.5104470392,0,116.9353895528,20.1676450937,0,5.3176245783,19.7027011585,40.4657457807,1266.8815295297,126.648929227,0,5.1928224609,10.2637718506,9.2462119581,1227.0207552712,193.8725689304,0,0,0,0,30.5762444092,0,0,0,0,0,9.6714340527,0,5.0709493897,0,0,0,71.7504117096,15.4623836607,0,5.0709493897,0,0,5.3176245783,0,0,0,0,0,10.1418987794,0,0,0,0,0,0,0,true
35076,Chavagne,20.8496395254,10.948113442,31.7977529674,0,54.4642080086,0,47.5488809692,26.7122110575,15.5041116888,0,54.4641271336,0,0,5.4723953279,16.1507951409,5.4723953279,731.8562237522,47.6886410882,0,0,5.3391999065,0,635.3904382638,48.5920646666,0,0,0,0,10.1679978011,0,0,0,0,0,5.2092463964,0,0,0,0,0,42.3590091025,5.3391999065,0,0,0,0,4.9587514046,5.4723953279,0,0,0,0,0,0,0,0,0,0,0,0,true
35079,Chevaigné,15,0,0,0,20,0,20,10,0,5,20,5,0,0,5,20,450,70,0,0,0,0,420,100,0,0,0,0,10,0,0,0,0,0,5,0,0,5,0,0,10,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,true
35080,Cintré,10,5,0,0,15,0,20,25,0,0,35,0,0,0,5,10,480,50,0,0,0,0,460,60,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,true
35081,Clayes,0,5,0,0,15,0,10,0,0,0,0,0,0,0,0,0,155,30,0,0,0,5,170,35,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35088,Corps-Nuds,32.3004716115,5.3234042291,0,0,37.6627870925,0,58.9962104606,10.5680797086,0,0,48.3508903085,5.40331479,0,0,0,16.0117984917,545.6776667286,48.3119790732,5.3632106806,5.3234042291,0,0,498.0397973872,75.049299275,0,0,0,0,21.4133339289,5.40331479,0,0,0,0,0,0,0,0,0,0,21.333423368,5.3234042291,0,0,0,0,5.4437187832,0,0,0,0,0,0,0,0,0,0,0,5.40331479,0,true
35120,Gévezé,36.1618587052,5.0930588003,10.3663367089,0,71.9325385921,0,82.2380985232,15.3694600131,0,0,71.9025003692,0,0,0,10.3665138464,15.5500354434,1034.8067639444,56.7139638904,0,0,5.2135577729,5.1831683545,1046.1940101669,93.0878368888,0,0,0,0,41.1342444871,0,0,0,0,0,15.4288320449,5.063371761,0,5.1529560736,0,0,15.398795869,0,0,5.1229198977,0,0,5.1529560736,5.1831683545,0,0,0,0,0,0,0,0,0,0,0,0,true
35131,L'Hermitage,5.1527071731,25.4160861257,5.1527071731,10.0997433099,115.8977609078,10.1664344503,64.7949380061,39.9132957603,0,0,85.6013548921,15.2496516754,0,0,5.0146644259,14.9763649885,612.460902545,84.9176130681,0,0,0,5.1527071731,627.4061672964,140.639141034,0,0,0,0,10.0293288517,0,0,0,0,0,5.0832172251,0,0,4.8145033853,0,0,55.0297627856,10.0997433099,0,0,0,0,15.0467543402,5.1527071731,0,0,0,0,0,0,0,0,0,0,0,0,true
35139,Laillé,30,15,0,0,95,5,45,20,0,0,95,0,0,0,20,50,835,50,5,0,0,0,950,50,0,0,0,0,25,0,0,0,0,0,5,0,0,0,0,0,45,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,true
35144,Langan,5.2616969627,0,0,0,10.4496463661,0,5.2616969627,0,0,0,15.6622166919,0,0,5.2616969627,0,10.5728672696,242.3384951387,0,0,0,0,0,178.9248641538,21.0225136356,0,0,0,0,15.7852066377,0,0,0,0,0,0,0,0,0,0,0,5.2125703258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35180,Miniac-sous-Bécherel,20.3154901918,5.1183536959,0,0,30.4600497491,0,10.1315261799,0,0,0,10.1576943173,5.0788471586,0,0,0,0,96.262650279,15.1842052012,0,0,0,0,136.9068001786,0,0,0,0,0,10.1445933515,0,0,0,0,0,10.1446610272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35189,Montgermont,0,30.5781402175,0,0,40.8182164552,5.065948864,15.2343348947,10.0247410421,0,0,40.6743196549,5.1386700297,0,0,25.3670044748,25.1861047995,542.377095062,55.9446282929,0,5.065948864,20.2650818674,0,547.6560635657,91.3418785308,0,0,0,0,5.102179887,0,0,0,0,0,0,5.065948864,0,0,0,0,20.1921052491,5.102179887,0,0,0,0,0,5.102179887,0,0,0,0,0,0,0,0,0,0,0,0,true
35196,Mordelles,38.2859509016,38.6309604784,9.8971261371,0,176.6471212216,4.5186963466,68.1386027008,65.9671022719,23.7267518799,0,101.3602871003,0,0,0,4.9485630686,23.8746693639,1094.1811739466,115.0057742312,9.1763637735,9.3153348538,0,4.6576674269,1146.6757090921,156.3861242449,0,0,0,0,76.585257707,0,0,0,0,0,48.0356934234,0,4.6576674269,0,0,0,43.5299505579,5.1007545643,5.1007545643,0,0,4.9485630686,18.9215653493,13.6950601201,0,0,0,0,0,0,4.8009125189,0,0,0,0,0,true
35204,Nouvoitou,21.3391871244,11.4125323471,0,0,43.7480717288,11.1884305007,49.2344495804,22.5924882392,0,0,38.4377484291,0,0,0,0,0,646.9031462921,26.6021157399,5.4864016314,0,0,0,609.4632261386,77.1231239195,0,0,0,0,10.9809573964,0,0,0,0,0,0,0,0,0,0,0,16.48398777,0,0,0,0,0,0,5.4864016314,0,0,0,0,0,0,0,0,0,0,0,0,true
35206,Noyal-Châtillon-sur-Seiche,41.2779722366,15.2881634295,10.9573541154,0,238.9599450339,5.2790551381,94.5327282169,32.3308838924,0,0,180.560549736,5.6858474703,5.0867066735,0,15.8444388693,15.6520904046,1098.1557768741,106.0830101062,0,0,0,5.2790551381,1067.3290011794,175.7662487665,0,0,0,0,5.0867066735,0,0,0,0,0,0,0,0,0,0,0,40.7780776137,10.5653837312,0,0,0,0,20.5534570517,10.7577321958,0,0,0,0,5.2790551381,0,0,0,0,0,0,0,true
35208,Orgères,22.7658410006,5.465601751,0,5.564187194,107.8562571815,5.6645508656,62.4194747101,34.3010689104,17.2016538066,0,79.5243860303,0,0,5.564187194,5.6645508656,22.4574761193,921.0133670004,79.832718837,0,0,0,0,862.4027553474,107.5512877952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.1283202089,11.2287380596,0,0,0,0,16.8950992286,11.5352926377,0,0,0,0,0,0,0,0,0,0,0,0,true
35210,Pacé,74.3156888528,79.2473400805,27.3893426882,9.3207164836,318.5460507486,25.3811394545,152.157353845,74.4048687967,14.2863253153,0,315.3231323259,33.6585394726,5.2228596586,0,30.7469520377,37.0715103648,1830.2904108912,129.5501281019,2.8424194985,0,11.3153118357,7.7638293734,1873.6135003172,237.7655471428,2.5327581112,0,0,0,75.0351788244,0,0,0,0,0,50.975193707,2.6680228118,0,0,0,2.7508960785,65.515013503,43.833610024,0,0,0,0,25.499130908,7.1150783777,0,0,0,0,6.1567211001,0,0,0,0,0,0,2.7710801012,true
35216,Parthenay-de-Bretagne,0,0,5,0,20,0,25,20,0,0,10,0,0,0,0,5,375,20,0,10,10,0,365,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35238,Rennes,1184.841469659,4602.1099622329,4687.9397840675,701.4420847946,10701.5291406949,6436.8508185328,1647.5313732777,5521.0592889061,4161.8533385411,92.1498868765,9528.7842555518,10437.3640875853,25.1921014754,157.5822361634,1056.8127758288,415.6329313956,10804.6440545219,2659.0216383973,2.9469077843,84.2921277224,337.1610494675,28.9535920897,7766.8381465074,2238.7149545554,14.0529978116,20.7775585219,1.0011140922,3.546888661,856.6227845822,211.0455798838,1.0350033269,16.7729597812,8.568510215,1.0706879095,552.1910829211,148.9276873094,43.6072034577,63.1472885227,55.8986122303,14.9773513437,1110.2945469076,905.5611453698,14.468719239,48.5023428156,24.7363098776,0,475.7617900779,590.922342108,4.1006967497,3.6868763069,7.0137141227,0,12.3746263201,28.640363997,10.6402205441,1.0928306725,0,0,11.8872777554,2.8457906292,true
35240,Le Rheu,61.0571607865,65.5792015209,84.3459471513,0,376.4108382093,14.0358879187,126.7407714534,99.4626964812,46.8387030931,0,257.5987995349,14.0880195786,0,0,56.3654744546,9.4225442456,1355.1015044483,145.739150865,0,4.691650128,23.3541323378,0,1308.9228531648,278.3046832819,4.691650128,0,0,0,47.6442261191,4.8036880946,0,0,14.9992709891,9.383300256,32.8416599116,0,0,0,0,0,79.8108379297,28.1500096825,0,0,4.9997569964,0,47.7823298651,9.3702673663,0,0,0,0,4.6786172383,0,0,0,0,0,0,0,true
35245,Romillé,31.9900435937,26.6211446415,0,0,56.829867401,0,57.7691648235,25.8826207813,5.2592578788,5.3647493994,93.4523188458,0,0,0,0,10.4150986044,728.7722920728,36.514926347,0,0,0,0,675.3265061347,41.8796757463,0,0,0,0,20.6295044244,5.2592578788,0,5.4723568954,0,0,26.5072724352,0,0,0,0,0,31.2556276781,0,0,0,0,0,10.2102978753,0,0,0,0,0,5.3647493994,0,0,0,0,0,0,0,true
35250,Saint-Armel,5.0749067304,0,0,0,25.1096470314,0,20.1449327333,10.0394280221,0,0,50.3294864952,0,0,0,0,5.0527523556,407.4710502619,20.2332605117,5.0087333269,0,0,0,352.1989067069,65.5098979369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0394280221,0,0,0,0,0,15.0045258092,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35266,Saint-Erblon,20,10,5,0,55,0,20,10,0,0,40,5,5,15,20,35,610,50,0,0,0,0,615,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,true
35275,Saint-Gilles,26.5939999697,0,21.2289982288,0,122.5049063337,0,37.3240034513,15.9303767213,5.3982957908,0,111.8423047345,0,0,0,5.3650017408,15.9963525884,906.2859411605,53.1232485378,0,0,0,0,879.7237542068,69.416390518,0,0,0,0,5.2990283988,0,0,0,0,0,21.2620856787,0,0,0,0,0,37.3246156841,5.3982957908,0,0,0,0,0,5.2990283988,0,0,0,0,0,0,0,0,0,0,0,0,true
35278,Saint-Grégoire,50.2147144571,39.9735304473,59.8859461155,0,305.2163044326,15.096337218,50.1068619575,65.0242991104,29.6239905534,10.0640539892,275.5163224819,40.2577497179,4.9999133278,0,84.7281153994,55.0680939899,1359.9600704918,74.9480262042,4.8904262031,5.0320269946,64.8819368655,15.0265526815,1324.8835647361,200.3226466101,0,0,0,0,49.8234131984,4.821127128,0,0,0,0,24.91069074,0,0,0,0,0,99.6079988151,29.7645809191,0,10.1361264784,0,0,9.9574753856,4.9962469842,0,0,0,0,0,5.0320269946,0,0,0,0,0,0,true
35281,Saint-Jacques-de-la-Lande,67.5400226449,85.61699854,76.755846487,5.4810460652,376.4097461698,54.7868091726,156.6078724737,77.4582097078,34.2588486522,0,270.7154960483,101.7454120667,2.3832267571,54.5016619287,180.0278826685,88.8820850462,1833.1669591601,327.7363596706,2.3832267571,32.3496808557,188.0964589746,15.1061927589,1676.3712136939,657.3603939,0,0,3.4141588133,0,31.7797675867,0,0,6.6897582056,0,0,39.4495630248,13.609350559,0,2.0122266874,0,1.0458529822,78.9714306478,36.8182471925,1.0458529822,6.0361943393,3.4049795825,0,38.5796963218,10.7057894565,0,0,0,0,0,0,0,0,0,0,0,7.4535739993,true
35315,Saint-Sulpice-la-Forêt,9.5277923889,4.6552429264,0,0,23.0782910208,0,18.630663168,0,0,0,0,0,4.2492720207,0,28.3854535556,5.0999998583,231.4220496681,19.0754201,0,0,0,4.8725494625,228.7816978461,18.630663168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8725494625,0,0,0,0,0,4.8725494625,0,0,0,0,0,0,0,4.6552429264,0,0,0,0,0,true
35334,Thorigné-Fouillard,35.0584495043,20.1150757399,5.0904048878,0,170.8500228565,30.0096828379,89.9048152948,40.3937325563,25.0825372429,0,89.9880997692,5.0081127571,0,9.9755796807,50.2873499879,30.0005344883,1372.2550344408,125.4966656745,0,0,5.0490911714,5.0490911714,1418.6325546885,135.7154524518,5.0490911714,0,0,0,20.033451492,5.0081127571,0,0,0,0,10.0981823429,0,0,4.9271509715,0,5.0081127571,34.9355142614,19.9921377757,0,5.0490911714,0,0,15.0659845685,5.0081127571,0,0,0,0,0,0,0,0,0,0,0,0,true
35351,Le Verger,9.9969202109,10.0986030703,0,0,25.2920590348,5.1988621001,39.8879867661,10.094664404,0,0,15.0940994515,4.9974851633,0,0,0,4.8997409702,277.678657062,10.094664404,5.0971792407,0,0,0,218.467766933,45.1806543931,0,0,0,0,0,0,0,0,0,0,19.7005697051,0,0,0,0,0,0,0,0,0,0,0,4.8997409702,0,4.9974851633,0,0,0,0,0,0,0,0,0,0,0,true
35352,Vern-sur-Seiche,30,40,20,0,245,5,80,40,5,0,180,45,0,5,15,30,1295,80,5,0,35,0,1275,160,0,0,0,0,35,0,0,0,0,0,15,5,0,0,5,0,60,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,true
35353,Vezin-le-Coquet,48.4360308269,4.8573668504,0,0,62.7098965055,4.7884924556,38.7907208289,19.2684325332,4.8113413871,0,28.8453084178,9.6916661956,0,4.8113413871,48.3894565834,57.9438137431,753.5524100145,62.6399250655,4.8113413871,9.6226827742,38.6289165133,4.8113413871,811.0734542572,106.6110773003,0,0,0,0,19.291718612,0,0,0,0,0,14.4340241612,4.9038325949,0,0,0,0,28.9602082758,19.337197381,0,0,0,0,0,24.0570345358,0,0,0,0,0,4.8342993452,0,0,0,0,9.7147337008,4.8342993452,true
35363,Pont-Péan,20,15,10,0,60,5,55,0,0,0,55,5,0,5,20,35,805,75,5,0,0,0,740,115,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,45,5,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38057,Bresson,5,5,0,0,10,0,15,5,0,0,5,0,0,5,20,0,85,15,0,0,5,0,85,10,0,0,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38059,Brié-et-Angonnes,30.2629365059,0,5.2719694633,0,44.8120730259,0,15.0445430573,10.1011522929,0,0,79.973182494,0,0,0,20.2046286395,20.1020420431,431.3754892792,10.2106617287,0,0,9.9939669109,0,496.3172967753,15.2635619289,0,0,0,0,0,10.4320550455,0,5.0505761464,0,0,0,0,0,0,0,0,5.1600855822,0,0,0,0,0,0,10.2106617287,0,0,0,0,0,0,0,0,0,0,0,0,true
38068,Champagnier,8.2343083745,8.5307859164,8.3799256591,0,18.0051467462,0,4.3408230869,0,4.1899628295,0,26.3792563135,0,0,0,13.3461123334,0,241.9453626062,4.044345545,0,4.6590344128,0,4.1899628295,233.2250418971,4.1899628295,0,0,0,0,13.0279010074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497115091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38071,Champ-sur-Drac,0,15,15,0,90,0,40,10,15,0,25,0,0,0,10,5,560,20,0,0,5,0,600,50,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38111,Claix,65,15,10,0,125,0,60,45,0,0,175,20,0,10,75,20,1280,130,0,5,40,0,1220,120,0,0,0,0,35,0,0,0,0,0,20,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38126,Corenc,35.8720943922,0,10.3501180818,0,56.1752464637,5.1237842453,51.3459967193,5.3232427366,0,0,71.2632047294,10.2475684905,0,0,96.9024684466,25.9227975341,444.7642151165,50.471736373,0,10.2475684905,61.0101368994,10.1506595905,545.4511719404,50.1791414479,5.1237842453,0,0,0,36.1665935583,5.0268753453,0,0,0,0,0,5.1237842453,0,0,0,0,0,5.2225613704,0,0,0,0,0,20.5007063217,0,0,0,4.7470079776,10.1543607061,0,0,0,0,0,0,0,true
38150,Domène,40.1963598579,69.2049838104,29.1371832038,9.5173009213,148.7252083277,5.1755138998,49.5936369626,107.40518794,14.9297445973,0,84.0035286824,28.8946992207,5.1755138998,0,19.5357854027,43.6145647904,1015.7835777222,93.2895906641,0,0,14.5700139009,0,979.8713499376,183.4309868705,5.1755138998,0,0,0,19.7369923661,0,0,0,0,0,5.0527129796,0,0,0,0,0,4.8157832034,0,0,0,0,0,5.1755138998,0,0,0,0,0,0,4.9328257925,0,0,0,0,0,0,true
38151,Échirolles,90.1826869496,303.696515467,141.8835389365,18.0415284558,1079.0171533084,266.1353722352,167.9579427302,414.7157112849,82.8457593567,6.9006473998,796.4537034366,487.543344672,6.4470468101,79.0792471884,240.7093888814,74.9754885958,3646.0460799535,724.5817190185,3.3185738486,80.143777298,134.2868156212,3.0364501629,2729.9690079415,1151.4330826022,0,1.9837184054,0,0,150.7594388184,11.1099992374,0,1.8499381366,0,0,53.6912256883,17.7829296255,0,1.0801628698,4.2687491908,0,48.3992117419,16.8524954637,0,1.9840546787,0,0,28.7661452367,9.8022433232,2.9640481707,0,0,0,14.5315829031,4.4246207559,3.4709083682,0,0,0,0,0,true
38158,Eybens,34.6375464841,96.9253529814,26.0062376196,3.0179953104,259.6504500464,27.7849110144,57.876066876,112.3400750733,25.9896654245,0,172.1336650556,28.395139206,0,26.5331348271,131.0225900663,33.4507468853,1535.0644173898,107.1138400061,0,10.5628989664,91.2862963687,0,1405.8724711028,364.5144825818,0,0,0,0,49.864729433,3.5039227235,0,0,0,0,17.7134819204,9.8375701747,0,0,5.2117292017,0,18.5542596721,0,0,0,0,0,16.1409308765,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38169,Fontaine,97.4585107162,113.4383681328,102.5922489138,12.5415763217,527.8716983874,134.9573540716,177.439661184,159.4037977979,66.0803342238,3.4720714834,417.1269511169,189.5370104663,0,72.5597669196,511.7397867692,46.8984183991,2580.7572143519,704.0870778205,10.6492823,62.8158680069,307.5334226058,13.4323646622,1815.0385517799,1226.3741862051,4.56488781,7.2305991746,0,0,97.6767615697,31.6793872275,0,0,0,0,20.4905725237,31.3057164492,0,0,0,3.69098911,20.7022555693,11.5503566435,0,2.7635211254,0,0,9.5035112511,10.4772681859,0,0,0,0,7.4684760115,0,0,2.6310348078,0,0,3.1713678458,0,true
38170,Fontanil-Cornillon,15,15,10,0,55,5,25,25,5,0,60,5,5,5,55,15,480,45,0,5,15,0,460,120,0,0,0,0,15,5,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38179,Gières,15.0067242417,25.0305465627,45.0911674436,4.9957865917,100.0770524315,4.9893483993,35.0221030984,45.0330241007,20.0089490043,0,55.063359502,10.01093765,5.0086879105,25.0563658479,145.0584878728,20.0089739598,955.7632858719,225.2363399178,0,10.0238389687,105.0792938097,5.0022330918,835.7975278967,400.3340787829,0,5.0151510583,0,0,75.1109791778,20.0218752785,0,0,0,0,20.0218752785,15.006707594,0,0,0,5.0022330918,4.9957865917,15.0325268792,0,10.0303021166,0,0,0,0,0,0,0,0,5.0022330918,0,0,0,5.0086879105,0,0,0,true
