CODGEO,LIBGEO,ILTR1_SEXE1_TRANS_191,ILTR1_SEXE1_TRANS_192,ILTR1_SEXE1_TRANS_193,ILTR1_SEXE1_TRANS_194,ILTR1_SEXE1_TRANS_195,ILTR1_SEXE1_TRANS_196,ILTR1_SEXE2_TRANS_191,ILTR1_SEXE2_TRANS_192,ILTR1_SEXE2_TRANS_193,ILTR1_SEXE2_TRANS_194,ILTR1_SEXE2_TRANS_195,ILTR1_SEXE2_TRANS_196,ILTR2_SEXE1_TRANS_191,ILTR2_SEXE1_TRANS_192,ILTR2_SEXE1_TRANS_193,ILTR2_SEXE1_TRANS_194,ILTR2_SEXE1_TRANS_195,ILTR2_SEXE1_TRANS_196,ILTR2_SEXE2_TRANS_191,ILTR2_SEXE2_TRANS_192,ILTR2_SEXE2_TRANS_193,ILTR2_SEXE2_TRANS_194,ILTR2_SEXE2_TRANS_195,ILTR2_SEXE2_TRANS_196,ILTR3_SEXE1_TRANS_191,ILTR3_SEXE1_TRANS_192,ILTR3_SEXE1_TRANS_193,ILTR3_SEXE1_TRANS_194,ILTR3_SEXE1_TRANS_195,ILTR3_SEXE1_TRANS_196,ILTR3_SEXE2_TRANS_191,ILTR3_SEXE2_TRANS_192,ILTR3_SEXE2_TRANS_193,ILTR3_SEXE2_TRANS_194,ILTR3_SEXE2_TRANS_195,ILTR3_SEXE2_TRANS_196,ILTR4_SEXE1_TRANS_191,ILTR4_SEXE1_TRANS_192,ILTR4_SEXE1_TRANS_193,ILTR4_SEXE1_TRANS_194,ILTR4_SEXE1_TRANS_195,ILTR4_SEXE1_TRANS_196,ILTR4_SEXE2_TRANS_191,ILTR4_SEXE2_TRANS_192,ILTR4_SEXE2_TRANS_193,ILTR4_SEXE2_TRANS_194,ILTR4_SEXE2_TRANS_195,ILTR4_SEXE2_TRANS_196,ILTR5_SEXE1_TRANS_191,ILTR5_SEXE1_TRANS_192,ILTR5_SEXE1_TRANS_193,ILTR5_SEXE1_TRANS_194,ILTR5_SEXE1_TRANS_195,ILTR5_SEXE1_TRANS_196,ILTR5_SEXE2_TRANS_191,ILTR5_SEXE2_TRANS_192,ILTR5_SEXE2_TRANS_193,ILTR5_SEXE2_TRANS_194,ILTR5_SEXE2_TRANS_195,ILTR5_SEXE2_TRANS_196,FiltreCom
38185,Grenoble,881.8982780343,3604.5944282532,4531.8556754784,190.1713648473,5564.3297846694,3956.4200423284,1107.7168870374,4475.8871217075,4038.8364908746,65.9894587765,3655.8110653088,6040.1615081859,24.4640987545,276.7310377456,2244.2389112033,213.1273412538,7882.431363051,3535.9868934315,16.2272060578,292.9561409645,1444.2465807947,7.4637758446,5579.9004755289,3958.7529627456,1.7251709498,31.4540133268,25.5647842054,7.1557937287,611.8362122071,285.4193935675,10.7275549795,26.5816861062,14.704660381,4.3218215805,227.2459689344,226.1931401624,13.1450818836,43.4831063108,38.0893512269,1.0208399474,197.0195673104,236.072552389,9.7624475124,11.6314018224,5.1327720143,0.9363677513,73.87035598,139.9056439316,10.4053664298,4.7123210804,6.4418762103,3.7707033229,31.4532347791,21.4570235716,5.5787945567,7.08748487,2.8292292628,0,22.9587693666,27.5405243469,true
38187,Le Gua,0,5.1256964324,0,0,20.03603713,5.1256964324,34.7903994407,10.2513928647,0,0,20.0384659697,0,0,0,0,5.0471047201,367.8084077765,39.9137042745,0,0,0,0,291.7668900879,10.1728011525,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0942094403,0,0,5.0471047201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38188,Herbeys,4.9814375908,0,10.0990477787,0,25.2232906153,0,15.1708584456,14.9443127723,0,0,14.9892962054,0,0,0,15.0796692815,0,215.6514416744,0,0,0,0,5.1176101879,190.8313660801,14.9447153469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0264210239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38200,Jarrie,0,15.0959178274,5.049511537,0,140.6491194557,0,20.0399158436,5.049511537,4.996755504,0,95.4934703543,0,0,5.0230642605,30.1392137849,30.0861828846,577.5592062344,25.141907099,0,0,0,0,658.139672666,40.3434762416,0,0,0,0,15.0430225451,0,0,0,0,0,0,0,0,0,0,0,9.9676149134,0,0,0,0,0,4.9445506529,0,4.996755504,0,0,0,0,5.0230642605,4.996755504,0,0,0,0,0,true
38229,Meylan,121.2850267423,187.0518394582,137.6011007863,16.9850341693,490.2965815423,42.4386321865,91.6525470367,228.7691512657,88.6667660695,2.0708224942,472.0513197147,90.165878138,5.9638266161,17.5397285738,353.3515010001,47.1002657761,1858.232554211,360.1121233802,4.1490848911,27.9354140175,207.9143461029,11.7465247377,1772.7812322587,585.5535802664,3.1295528494,0.8665728629,3.3690515447,0,100.2225825355,21.0265057878,0,1.0103510845,0,0,45.1720665636,10.3514762811,0,6.0715751968,0,0,36.0748384718,31.9839116742,0,0,0,0,9.0712832433,19.5963600346,0,3.8208064846,0,0,3.4151997395,5.2722461204,0,0,0,0,1.9965750095,0,true
38235,Miribel-Lanchâtre,0,5.0018528616,0,0,10.0078789493,0,5.0746134361,9.8612993722,0,0,25.1579303893,0,0,0,0,0,99.7627074029,5.1484324387,0,0,0,0,69.6018657239,5.0018528616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38252,Montchaboud,4.9451243595,0,0,0,4.9451243595,0,0,0,0,0,0,0,0,0,0,0,38.578350184,0,0,0,0,5.3266833744,49.5605703727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38258,Mont-Saint-Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8019073242,0,0,0,0,0,17.8019073242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38271,Murianette,0,0,0,0,9.9918496514,0,4.816176392,0,0,0,0,0,0,0,0,0,159.4298243841,14.6274468452,0,0,9.6323527841,0,139.526459414,20.2578766971,0,0,0,0,0,5.1806583996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38277,Notre-Dame-de-Commiers,0,5.3043284133,0,0,10.3454131026,0,5.3043284133,0,0,0,5.3043284133,0,0,0,0,0,110.1762261887,5.394058245,0,0,0,0,109.82180923,5.2160912319,0,0,0,0,10.6086568266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38279,Notre-Dame-de-Mésage,0,0,0,0,9.7080690307,0,9.8749295719,5.1101615774,0,0,9.5412084895,0,0,4.7706042447,0,0,207.7440997646,5.1101615774,0,0,0,0,207.8469245278,5.1101615774,0,4.937464786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7706042447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38281,Noyarey,26.0494547102,0,0,0,10.6289056991,0,14.0813289177,26.8938177038,0,0,42.5458937557,0,0,0,9.5666190853,10.090960682,429.7861250116,40.5969426936,0,0,0,4.7765078324,353.8192262291,46.1875425603,0,0,0,0,5.3144528496,0,0,0,0,0,10.6289056991,4.7765078324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0383058324,0,0,0,0,0,0,true
38309,Poisat,4.9830186969,0,0,0,19.9696251387,0,0,5.0572991248,0,0,14.875595937,0,0,0,49.794275141,9.8925772401,244.1437246619,39.5712202045,0,0,34.7717568863,4.9462886201,233.9937401124,44.7913204305,0,0,0,0,0,0,0,0,0,0,4.9462886201,0,0,0,0,0,5.0200215233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38317,Le Pont-de-Claix,34.4249289991,106.3463293265,69.9421065841,0,255.7125968866,28.4483220704,65.9581764097,145.7914347055,17.117460714,0,196.4140918913,73.0466533032,3.1632049367,5.9250269963,77.3184846543,11.5519300478,1425.1828737624,255.381823021,0,19.4687835852,28.7839156471,5.1301347892,1123.6028967576,362.6858128995,0,0,0,0,43.3972063096,12.7385760888,0,0,0,0,11.8463197547,7.350581829,0,0,0,0,3.2499400707,7.3676485839,0,0,0,0,8.1580783379,0,0,0,0,0,7.7674670337,0,0,0,0,0,0,0,true
38325,Proveysieux,0,0,0,0,15.118117634,0,0,0,0,0,5.0391259529,0,0,0,0,5.0389410209,85.6679153957,15.1179326817,0,0,0,0,105.8249740574,0,0,0,0,0,5.0391259529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38328,Quaix-en-Chartreuse,4.9470914661,0,0,0,15.2836027227,5.2434134061,4.8052707199,0,0,0,10.641578718,5.0930978505,0,0,5.0930978505,0,213.6000317367,5.3981653119,0,0,0,0,166.6968875006,4.9470914661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8052707199,0,0,5.2434134061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38364,Saint-Barthélemy-de-Séchilienne,4.9757470668,0,0,0,5.0442853312,0,4.9757470668,0,0,0,10.0219077267,0,0,0,0,0,95.1054652952,0,0,0,0,0,69.672681701,5.0442853312,0,0,0,0,4.908140053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.908140053,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38382,Saint-Égrève,52.7509401136,106.9557501849,76.6694307804,22.8603522838,520.4144466814,85.7517906695,114.9488827909,139.0942338182,59.3129019963,3.9976895982,505.78145295,80.2853067962,4.6640522966,1.7496207453,354.1463590716,51.9933820487,1689.4440814096,369.7050100991,1.9841865492,5.3278012686,144.8822394638,8.3625046416,1652.6999162926,615.5303563196,0,0,0,0,65.4778353158,15.9381484983,0,0,0,0,18.7003781326,2.8780725074,3.1892189828,0,0,2.6848405331,27.4565714748,6.5182785627,0,0,0,0,9.4895697453,8.3082381921,0,2.7208286221,0,0,9.1178048965,0,0,0,0,0,2.5281709657,6.3610755239,true
38388,Saint-Georges-de-Commiers,10.2139806927,5.1362934838,0,0,66.4200545866,5.1195195034,20.4446396127,5.1111530669,0,0,46.0171651877,0,0,0,5.102800303,0,465.282927953,25.5641591161,0,0,0,5.0944611894,439.7855363022,35.7948180137,0,0,0,0,15.3502057686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.102800303,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38421,Saint-Martin-d'Hères,89.3256133028,387.7563595637,287.7552176437,29.3027252429,1031.0368405792,226.4138343105,214.6610030432,368.1678856536,196.0950329667,6.3627464306,987.9053328812,363.8585386477,12.5333075358,102.0420058688,734.1160817354,117.4092938017,3480.2384622735,906.4819987786,4.9971306793,55.729635827,477.0934548261,9.277334164,2798.7676823758,1289.3844804078,4.1213872268,5.5575058347,7.9729380045,0.9356048403,199.4391341061,64.0526915736,0.9931434535,5.4400061473,0,0,56.0005914512,25.0798547708,3.1021333184,6.2029768253,0.9931434535,0,44.2096125934,34.7180725934,3.165502473,4.1007359777,0,0,23.0389413632,6.3992775904,2.7290702246,0,0,0,15.5138533765,7.3106940044,3.165502473,0,0,0,7.4090791264,2.1839877627,true
38423,Saint-Martin-le-Vinoux,30.3832737682,15.60579264,0,0,96.4418782778,10.1873349888,15.3269236357,29.9321215153,0,0,95.918698642,30.028887905,0,40.6608098784,85.8395602078,25.6094131578,662.7518538879,226.7078883251,0,0,55.9090217456,5.0477463419,549.7769615447,326.9892008628,0,0,0,0,20.381294434,15.2367225143,0,0,0,0,9.9167022974,10.0971338674,0,0,0,0,0,5.0477463419,0,0,0,0,5.2331019966,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38436,Saint-Paul-de-Varces,0,0,0,4.618859132,44.8733022425,0,25.7078465912,0,0,0,15.5256791427,0,0,0,9.6376769812,0,445.4641684478,0,0,0,9.237718264,0,479.4017640622,5.0188178492,0,0,0,0,10.4722278546,4.250773852,0,0,0,0,0,0,0,0,4.618859132,0,5.4534100054,15.5256791427,0,0,4.618859132,0,0,5.4534100054,0,0,0,0,0,0,0,0,0,0,0,0,true
38445,Saint-Pierre-de-Mésage,0,0,0,5.0993685834,10.1390893546,0,5.1597223596,0,0,0,25.7432333885,0,0,0,0,0,133.4995630247,0,0,0,0,0,112.7356883734,5.0993685834,0,0,0,0,0,0,0,0,0,0,5.1597223596,0,0,0,5.0993685834,0,0,0,0,0,0,0,10.1987371668,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38471,Le Sappey-en-Chartreuse,20.002069948,10.0147638708,0,0,9.9971168774,4.9975780507,34.9928533111,19.9961922272,0,0,20.0001091716,4.9956195784,0,0,0,4.9975780507,170.0136910592,14.9927341521,0,4.9975780507,0,0,184.9887843664,15.0005718808,0,0,0,0,10.0029953666,9.9931976291,0,0,0,0,0,0,0,0,0,0,9.9951561014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38472,Sarcenas,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,30,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38474,Sassenage,91.5535813421,50.196026365,37.1437702154,13.9610763267,254.3525071214,11.3726060126,91.9481270632,71.7947447881,31.1302864772,0,272.6831588409,12.5324370572,2.8216505541,5.2808441356,179.566371133,49.6525161172,1616.2755283681,194.785326814,0,7.5717857023,72.2634737582,7.8246680405,1489.9817121178,418.1170713518,0,0,2.6841985033,0,74.8828420905,15.4869546895,0,0,0,0,26.0098555712,16.0083908358,0,0,0,0,15.1559795914,12.7326930938,0,0,0,0,10.2970101425,2.4684158469,0,0,0,0,5.6226821286,2.4684158469,0,0,0,0,0,0,true
38478,Séchilienne,0,0,0,0,15.9550682654,0,5.5980643075,0,0,0,20.3088146085,0,0,0,0,6.071580059,193.7283006107,6.071580059,0,0,0,0,207.5744597319,15.6208528391,0,0,0,0,5.5980643075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38485,Seyssinet-Pariset,58.3253914213,69.239977621,47.5467381743,0,210.4440884356,12.3764107554,69.2749971179,110.9851411024,21.2079736414,0.9646522032,165.8797464792,39.4800020354,0,22.4633033873,269.4330507711,46.1070434553,1476.7691081007,306.105993788,0,39.2330980174,130.1670890634,5.6295631889,1427.5091404573,559.8184755353,1.8354677619,3.3333985222,0,6.3598483311,46.3047648686,13.1476737399,3.3333985222,0,0,0,21.6021557401,7.9669119496,2.7222515236,2.5781451557,5.5102746998,0,6.8159223684,7.9397005169,0,5.0000977833,0,0,5.2511552364,10.7219918706,0,0,0,0,10.7179467508,1.8456783043,0,0,0,0,0,0,true
38486,Seyssins,58.2743764796,4.8389547469,14.7037379532,0,102.692066775,24.3398737126,59.5473073774,63.3207821591,4.8803739522,0,102.5927746191,14.5789489212,0,9.8024326285,200.2457598144,14.6620528506,1025.1368369749,171.5584844676,0,4.8596202221,97.6915579263,4.9221476867,854.2431750848,229.3380170669,0,4.8803739522,0,0,29.2409135169,4.8803739522,0,0,0,0,14.6411218567,0,0,0,0,0,0,4.8596202221,0,0,0,0,0,0,0,0,0,0,0,4.8389547469,0,0,0,0,0,0,true
38516,La Tronche,24.7344093843,127.4682887001,35.3082907644,10.1211997905,75.6703896862,20.1230952098,43.9506675753,172.2472708419,64.7282361343,4.9311947536,120.6089946653,39.5314741297,0,29.9953271996,192.0177327323,40.5082251199,497.4099701654,104.3740603111,0,40.4307788916,104.8891123639,14.9296943041,483.1564510661,221.7029358747,0,4.8050986447,0,0,54.5882539305,0,0,0,0,0,25.2533644626,5.0605998952,0,0,0,4.8050986447,14.4185203513,0,0,0,0,0,14.9229894025,0,0,0,0,0,4.9997878872,0,0,0,0,0,0,0,true
38524,Varces-Allières-et-Risset,1080,310,60,0,230,30,100,55,25,0,185,5,0,0,40,65,1010,20,0,5,5,10,1100,95,5,0,0,0,40,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,true
38528,Vaulnaveys-le-Bas,15.4354010631,0,0,0,52.2928618823,4.9985142897,5.2564494773,0,0,0,15.6824484051,0,0,5.2346963385,10.4585948541,5.2564494773,225.1902030007,10.2440759215,0,0,0,0,261.9201124778,5.2455616317,0,0,0,0,0,5.2564494773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38529,Vaulnaveys-le-Haut,45.3109964698,15.1954572883,0,0,108.3788654612,0,52.6342061432,34.3177051089,0,0,28.8064104532,0,5.2374446516,0,4.7055478693,18.8634179323,688.5557066982,30.9077912432,0,9.4110957387,5.2374446516,0,656.4728608834,52.837572571,0,0,0,4.7055478693,18.8634179323,0,0,4.4602127057,0,0,4.9643777577,0,0,0,0,0,0,0,0,5.5255316613,0,0,0,5.2374446516,0,0,0,0,5.2374446516,0,0,0,0,0,0,0,true
38533,Venon,14.5403812285,0,0,0,18.5112490157,0,0,0,0,0,0,0,0,0,26.5472703741,0,92.1883000224,9.5532120356,0,0,4.6116629885,0,123.3236356476,13.6153201144,0,4.6116629885,0,0,8.6075986766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38540,Veurey-Voroize,10.092323078,4.7871866781,19.838839453,4.8717511819,30.0126597819,10.0031975097,14.8749486915,4.8717511819,0,0,19.8342783884,0,0,0,14.7013118611,5.0453880123,197.1392774885,20.0955205877,0,0,0,0,208.1768010006,34.7077068804,0,0,0,0,14.7873701766,4.8717511819,0,0,0,0,4.7871866781,0,0,0,0,0,5.0453880123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38545,Vif,46.0947636557,46.0465389625,20.2303446404,5.0514886727,313.0357985651,14.6701130825,69.5703493063,143.3692661591,10.6245292925,0,305.2208545038,10.1517866852,4.8093122049,5.0514886727,30.3833300592,34.860789744,1365.9610764667,104.8548731441,5.0514886727,0,0,0,1198.0041374157,137.6162815602,0,0,0,0,25.294642375,0,0,0,0,0,10.1151723202,0,5.0514886727,0,0,0,9.630234738,9.8608008776,0,0,0,0,10.1029773453,0,0,0,0,0,0,0,0,0,0,0,0,0,true
38562,Vizille,50.3990570545,101.0678605759,15.1315393059,0,171.2829409182,0,20.1530517997,176.47299481,15.114634419,15.0809934901,257.2357157606,10.0428007359,0,5.0719461838,5.021400368,5.021400368,988.1041665316,80.4942664636,0,10.0260643191,0,10.1269874806,740.4868981676,65.5642930708,0,0,0,0,10.0933465518,0,0,0,0,0,5.0381927542,0,0,0,0,0,5.0046639511,0,0,0,0,0,10.1269874806,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42001,Aboën,0,0,0,0,19.2018599685,0,4.6907638568,4.6058497932,0,0,4.9550149482,0,0,0,0,0,86.0096027724,0,0,0,0,0,114.4231040721,0,0,0,0,0,14.1603366081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42005,Andrézieux-Bouthéon,56.0264362861,62.6794425783,30.8797896671,5.0583039462,576.9928582139,10.647701691,83.2683569227,114.3015431144,5.0583039462,0,431.9460341167,21.2954033821,0,15.6293478159,26.1970557045,15.7804557577,1027.9560083294,51.6012881724,0,10.1910580129,5.2849577948,0,1025.1833786699,73.153989225,0,0,0,0,145.1724206245,31.0253698211,0,0,0,0,30.8020035655,5.1327540666,0,0,0,0,20.6832199947,0,0,0,0,0,0,10.4177118614,0,0,0,0,0,0,0,0,0,0,0,0,true
42031,Caloire,0,3.9122192897,0,0,11.4144801636,0,0,5.4008219015,0,0,0,0,0,0,0,0,49.9544065716,0,0,0,0,0,48.2848106339,0,0,0,0,0,0,0,0,0,0,0,5.4008219015,0,0,0,0,0,0,0,0,0,0,0,0,5.4008219015,0,0,0,0,0,0,0,0,0,0,0,0,true
42032,Cellieu,10.0738902683,0,0,10.0738902683,65.3812985821,0,9.7537005627,0,0,0,51.2649638506,0,5.0369451341,10.7980106846,0,0,190.6835729353,5.2148340039,0,0,0,0,265.8018170806,0,0,0,0,0,64.4792892961,4.6991648787,0,0,0,0,19.8102072787,4.8651244249,0,0,0,0,4.8651244249,0,0,0,0,0,0,0,0,0,0,0,5.0369451341,0,0,0,0,0,0,0,true
42036,Chagnon,9.6852479583,0,0,0,19.5273972924,0,4.8420179088,4.6911968707,0,0,14.6829357713,0,0,0,0,0,48.3502136883,0,0,0,0,0,82.2504000567,4.9192371252,0,0,4.9192371252,0,43.5045783849,4.8420179088,0,0,0,0,29.0545317342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42043,Chambœuf,20.9772768157,5.3702355076,0,0,31.905606305,0,0,10.7404710151,0,0,31.7162495959,0,0,0,0,0,369.7998198003,5.3066202042,5.2437584817,0,0,0,349.452676298,10.6162548389,0,0,0,0,26.3460140884,0,0,0,0,0,5.3702355076,0,0,0,0,0,5.3702355076,0,0,0,5.2437584817,0,5.2437584817,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42044,Le Chambon-Feugerolles,21.4799271258,87.7575937163,18.6328231308,9.087255945,330.4514932487,16.1561210171,82.1516868722,91.6171827554,0,0,235.2460252488,27.5540684822,0,20.3658605452,15.6326833738,4.1268756291,1216.7473199576,122.5748020656,3.896760979,2.7873898439,2.8918682269,0,1003.4444528593,181.7371135191,3.2471199772,0,0,0,216.7877585971,22.2153223615,0,0,0,0,110.0484573289,40.2130020667,0,0,0,0,21.3288020007,0,0,0,0,0,1.0059362304,1.0340640871,0,0,0,0,0,2.8979585981,0,0,0,0,0,2.856617948,true
42053,Châteauneuf,5.3274022078,4.7701257667,0,0,36.8683582815,0,0,0,0,0,20.5917990757,0,0,4.7701257667,0,0,154.5501869813,5.0410691863,0,5.0410691863,0,0,188.8523277953,10.3684713941,0,0,0,10.0821383726,134.0917701919,36.3036040627,0,0,0,0,77.4790718991,10.5096607031,0,0,0,0,5.0410691863,10.5096607031,0,0,0,0,4.9037265439,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42083,Dargoire,0,0,0,5.1724418793,0,0,0,0,0,0,10.0508755996,0,0,0,0,0,9.9101991166,0,0,0,0,0,10.1957291377,0,0,0,0,5.1724418793,75.2473458212,0,4.8784337203,0,0,0,76.1251932433,4.8784337203,0,0,0,0,4.8784337203,4.8784337203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42085,Doizieux,4.3846033923,4.3846033923,0,0,19.748457847,0,4.6215504565,10.2691018495,0,0,4.6215504565,0,0,4.8713023074,0,4.8713023074,137.205814143,0,0,0,4.6215504565,0,138.1806333277,9.7966290756,0,0,5.1345509248,0,38.5384359848,4.6215504565,0,0,0,0,15.4036527743,9.2559056998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42092,L'Étrat,0,0,0,10,45,0,5,0,0,0,55,5,0,5,0,0,475,10,0,10,0,0,390,45,0,0,0,0,50,0,0,0,0,0,10,15,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42093,Farnay,15,0,0,0,35,0,10,10,0,0,5,0,0,0,0,0,180,0,0,0,0,5,180,5,0,0,0,0,85,5,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42095,Firminy,50.1573474202,169.6151164417,7.674246446,11.4050669526,540.5355988563,21.9775620913,70.7844411426,331.843231662,0,3.577845259,555.2948193793,32.8248943134,0,24.3394528805,5.3281917185,3.539352801,1434.1760572504,132.8965997649,3.8386027629,7.9222878459,0,0,1175.1026284587,241.7070049382,0,4.8388822385,3.1670346804,1.3812347632,287.0503140765,13.6654048572,0,3.8384064458,0,0,144.3628695744,21.8167766049,3.7451840955,4.8162056267,0,0,41.1398079468,0,0,0,0,0,11.6242908377,7.1568400616,0,0,0,0,0,0,0,0,0,0,0,0,true
42096,Fontanès,0,15,5,0,15,0,10,0,0,0,10,0,0,0,0,0,140,10,0,0,0,0,90,10,0,0,0,5,10,5,0,0,0,0,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42097,La Fouillouse,25.971490092,20.7588765439,0,5.301107713,72.6118597632,0,56.9801605731,47.3576007476,0,5.1225906221,119.9739425004,0,0,0,5.3926858098,0,756.1355070167,10.2451812442,0,0,0,0,720.0079621041,15.634783122,0,5.1225906221,0,0,67.846355694,15.724806048,0,0,0,0,21.0259401708,5.211084787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42099,Fraisses,0,10.435387212,0,0,94.6683551427,14.9066266514,34.5118610261,20.3362966329,0,0,45.1438327053,5.0034720904,0,15.120848167,9.907506091,0,483.837554004,19.9231552439,0,15.1186030269,0,0,565.68293832,15.1164044589,0,5.217693606,0,0,136.2928744585,4.8996824707,0,0,0,0,70.3886536191,0,0,0,0,0,5.0034720904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42100,La Gimond,5,0,0,0,5,0,5,0,0,0,5,0,0,0,5,0,60,0,0,0,0,0,40,0,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42103,La Grand-Croix,20.999480824,10.7755865383,5.2489989328,0,88.1080889519,10.7720104796,51.8499139609,25.4506602607,5.1154777186,0,107.8765491121,5.3860052398,0,16.5797628164,19.9480318694,4.8585382161,466.0168688045,41.2078486368,5.1154777186,4.8585382161,0,0,479.7642665272,42.0691997031,0,0,0,0,278.4923644066,35.1744431778,5.2489989328,5.1154777186,0,0,190.4019016067,40.8140778761,0,0,0,0,5.2489989328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42110,L'Horme,5.0229383028,10.047087165,10.042246094,0,115.4961221671,5.0241488622,50.2063928977,35.1496768763,0,0,55.2281229731,5.0217280351,0,0,0,10.0398264333,456.9615474527,40.1052750339,0,0,0,0,522.2633674451,55.2050074628,0,0,5.0180989812,5.0180989812,271.1588075921,10.0458768973,0,0,0,0,75.3283442693,45.1955540653,0,0,0,0,15.0615544683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
42123,Lorette,0,25.2952973014,10.1680971928,10.2243316422,86.3334649192,0,35.4624700177,60.9266214944,0,0,55.6328844915,5.1262632017,0,10.113094821,0,10.1680971928,339.4200116626,60.8417321638,0,5.042143284,0,5.0700287523,436.3105814688,55.7720084586,0,5.0700287523,0,5.042143284,293.5401496321,25.1832902238,0,0,0,0,152.105794253,30.4486757148,0,0,0,0,20.1409944115,5.0700287523,0,0,0,0,15.2942053215,5.0980684405,0,0,0,0,0,0,0,0,0,0,0,0,true
42133,Marcenod,5.0235784226,4.9007205557,0,0,25.1301366548,0,4.9007205557,4.7808673309,0,0,9.930383587,0,0,0,0,4.7808673309,94.7660656482,0,0,0,0,0,100.2567314848,0,0,0,0,0,55.4037821697,0,0,0,0,0,44.729938911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true
