metropole,code_commune,nom_commune,annee,lieu_travail,sexe,mode_transport,valeur
Rennes,35081,Clayes,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35088,Corps-Nuds,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35120,Gévezé,2020,Autre commune du département,Femmes,Deux-roues,5.2135577729
Rennes,35131,L'Hermitage,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35139,Laillé,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35144,Langan,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35180,Miniac-sous-Bécherel,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35189,Montgermont,2020,Autre commune du département,Femmes,Deux-roues,20.2650818674
Rennes,35196,Mordelles,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35204,Nouvoitou,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35206,Noyal-Châtillon-sur-Seiche,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35208,Orgères,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35210,Pacé,2020,Autre commune du département,Femmes,Deux-roues,11.3153118357
Rennes,35216,Parthenay-de-Bretagne,2020,Autre commune du département,Femmes,Deux-roues,10.0
Rennes,35238,Rennes,2020,Autre commune du département,Femmes,Deux-roues,337.1610494675
Rennes,35240,Le Rheu,2020,Autre commune du département,Femmes,Deux-roues,23.3541323378
Rennes,35245,Romillé,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35250,Saint-Armel,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35266,Saint-Erblon,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35275,Saint-Gilles,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35278,Saint-Grégoire,2020,Autre commune du département,Femmes,Deux-roues,64.8819368655
Rennes,35281,Saint-Jacques-de-la-Lande,2020,Autre commune du département,Femmes,Deux-roues,188.0964589746
Rennes,35315,Saint-Sulpice-la-Forêt,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35334,Thorigné-Fouillard,2020,Autre commune du département,Femmes,Deux-roues,5.0490911714
Rennes,35351,Le Verger,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rennes,35352,Vern-sur-Seiche,2020,Autre commune du département,Femmes,Deux-roues,35.0
Rennes,35353,Vezin-le-Coquet,2020,Autre commune du département,Femmes,Deux-roues,38.6289165133
Rennes,35363,Pont-Péan,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38057,Bresson,2020,Autre commune du département,Femmes,Deux-roues,5.0
Grenoble,38059,Brié-et-Angonnes,2020,Autre commune du département,Femmes,Deux-roues,9.9939669109
Grenoble,38068,Champagnier,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38071,Champ-sur-Drac,2020,Autre commune du département,Femmes,Deux-roues,5.0
Grenoble,38111,Claix,2020,Autre commune du département,Femmes,Deux-roues,40.0
Grenoble,38126,Corenc,2020,Autre commune du département,Femmes,Deux-roues,61.0101368994
Grenoble,38150,Domène,2020,Autre commune du département,Femmes,Deux-roues,14.5700139009
Grenoble,38151,Échirolles,2020,Autre commune du département,Femmes,Deux-roues,134.2868156212
Grenoble,38158,Eybens,2020,Autre commune du département,Femmes,Deux-roues,91.2862963687
Grenoble,38169,Fontaine,2020,Autre commune du département,Femmes,Deux-roues,307.5334226058
Grenoble,38170,Fontanil-Cornillon,2020,Autre commune du département,Femmes,Deux-roues,15.0
Grenoble,38179,Gières,2020,Autre commune du département,Femmes,Deux-roues,105.0792938097
Grenoble,38185,Grenoble,2020,Autre commune du département,Femmes,Deux-roues,1444.2465807947
Grenoble,38187,Le Gua,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38188,Herbeys,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38200,Jarrie,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38229,Meylan,2020,Autre commune du département,Femmes,Deux-roues,207.9143461029
Grenoble,38235,Miribel-Lanchâtre,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38252,Montchaboud,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38258,Mont-Saint-Martin,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38271,Murianette,2020,Autre commune du département,Femmes,Deux-roues,9.6323527841
Grenoble,38277,Notre-Dame-de-Commiers,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38279,Notre-Dame-de-Mésage,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38281,Noyarey,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38309,Poisat,2020,Autre commune du département,Femmes,Deux-roues,34.7717568863
Grenoble,38317,Le Pont-de-Claix,2020,Autre commune du département,Femmes,Deux-roues,28.7839156471
Grenoble,38325,Proveysieux,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38328,Quaix-en-Chartreuse,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38364,Saint-Barthélemy-de-Séchilienne,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38382,Saint-Égrève,2020,Autre commune du département,Femmes,Deux-roues,144.8822394638
Grenoble,38388,Saint-Georges-de-Commiers,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38421,Saint-Martin-d'Hères,2020,Autre commune du département,Femmes,Deux-roues,477.0934548261
Grenoble,38423,Saint-Martin-le-Vinoux,2020,Autre commune du département,Femmes,Deux-roues,55.9090217456
Grenoble,38436,Saint-Paul-de-Varces,2020,Autre commune du département,Femmes,Deux-roues,9.237718264
Grenoble,38445,Saint-Pierre-de-Mésage,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38471,Le Sappey-en-Chartreuse,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38472,Sarcenas,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38474,Sassenage,2020,Autre commune du département,Femmes,Deux-roues,72.2634737582
Grenoble,38478,Séchilienne,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38485,Seyssinet-Pariset,2020,Autre commune du département,Femmes,Deux-roues,130.1670890634
Grenoble,38486,Seyssins,2020,Autre commune du département,Femmes,Deux-roues,97.6915579263
Grenoble,38516,La Tronche,2020,Autre commune du département,Femmes,Deux-roues,104.8891123639
Grenoble,38524,Varces-Allières-et-Risset,2020,Autre commune du département,Femmes,Deux-roues,5.0
Grenoble,38528,Vaulnaveys-le-Bas,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38529,Vaulnaveys-le-Haut,2020,Autre commune du département,Femmes,Deux-roues,5.2374446516
Grenoble,38533,Venon,2020,Autre commune du département,Femmes,Deux-roues,4.6116629885
Grenoble,38540,Veurey-Voroize,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38545,Vif,2020,Autre commune du département,Femmes,Deux-roues,0.0
Grenoble,38562,Vizille,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42001,Aboën,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42005,Andrézieux-Bouthéon,2020,Autre commune du département,Femmes,Deux-roues,5.2849577948
Saint-Étienne,42031,Caloire,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42032,Cellieu,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42036,Chagnon,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42043,Chambœuf,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42044,Le Chambon-Feugerolles,2020,Autre commune du département,Femmes,Deux-roues,2.8918682269
Saint-Étienne,42053,Châteauneuf,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42083,Dargoire,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42085,Doizieux,2020,Autre commune du département,Femmes,Deux-roues,4.6215504565
Saint-Étienne,42092,L'Étrat,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42093,Farnay,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42095,Firminy,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42096,Fontanès,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42097,La Fouillouse,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42099,Fraisses,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42100,La Gimond,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42103,La Grand-Croix,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42110,L'Horme,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42123,Lorette,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42133,Marcenod,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42167,Pavezin,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42183,La Ricamarie,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42186,Rive-de-Gier,2020,Autre commune du département,Femmes,Deux-roues,0.9999795446
Saint-Étienne,42189,Roche-la-Molière,2020,Autre commune du département,Femmes,Deux-roues,2.9675581709
Saint-Étienne,42192,Rozier-Côtes-d'Aurec,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42206,Saint-Bonnet-les-Oules,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42207,Saint-Chamond,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42208,Saint-Christo-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42210,Sainte-Croix-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42218,Saint-Étienne,2020,Autre commune du département,Femmes,Deux-roues,17.9751926052
Saint-Étienne,42222,Saint-Galmier,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42223,Saint-Genest-Lerpt,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42225,Genilac,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42234,Saint-Héand,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42237,Saint-Jean-Bonnefonds,2020,Autre commune du département,Femmes,Deux-roues,15.0086980199
Saint-Étienne,42242,Saint-Joseph,2020,Autre commune du département,Femmes,Deux-roues,5.0801320119
Saint-Étienne,42259,Saint-Martin-la-Plaine,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42262,Saint-Maurice-en-Gourgois,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42266,Saint-Nizier-de-Fornas,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42270,Saint-Paul-en-Cornillon,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42271,Saint-Paul-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,4.9794319831
Saint-Étienne,42275,Saint-Priest-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,4.857332015
Saint-Étienne,42283,Saint-Romain-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42302,Sorbiers,2020,Autre commune du département,Femmes,Deux-roues,5.0979643077
Saint-Étienne,42305,La Talaudière,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42307,Tartaras,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42308,La Terrasse-sur-Dorlay,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42311,La Tour-en-Jarez,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42316,Unieux,2020,Autre commune du département,Femmes,Deux-roues,5.0145871942
Saint-Étienne,42320,Valfleury,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42322,La Valla-en-Gier,2020,Autre commune du département,Femmes,Deux-roues,0.0
Saint-Étienne,42330,Villars,2020,Autre commune du département,Femmes,Deux-roues,15.0766250231
Rouen,76005,Amfreville-la-Mi-Voie,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76020,Anneville-Ambourville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76039,Les Authieux-sur-le-Port-Saint-Ouen,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76056,Bardouville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76069,Belbeuf,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76088,Berville-sur-Seine,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76095,Bihorel,2020,Autre commune du département,Femmes,Deux-roues,50.0
Rouen,76103,Bonsecours,2020,Autre commune du département,Femmes,Deux-roues,20.5106791838
Rouen,76108,Bois-Guillaume,2020,Autre commune du département,Femmes,Deux-roues,38.3249006399
Rouen,76116,Boos,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76131,La Bouille,2020,Autre commune du département,Femmes,Deux-roues,5.0
Rouen,76157,Canteleu,2020,Autre commune du département,Femmes,Deux-roues,17.6972660641
Rouen,76165,Caudebec-lès-Elbeuf,2020,Autre commune du département,Femmes,Deux-roues,9.2566256007
Rouen,76178,Cléon,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76212,Darnétal,2020,Autre commune du département,Femmes,Deux-roues,20.3134762624
Rouen,76216,Déville-lès-Rouen,2020,Autre commune du département,Femmes,Deux-roues,13.9188894402
Rouen,76222,Duclair,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76231,Elbeuf,2020,Autre commune du département,Femmes,Deux-roues,5.3556999446
Rouen,76237,Épinay-sur-Duclair,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76273,Fontaine-sous-Préaux,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76282,Freneuse,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76313,Gouy,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76319,Grand-Couronne,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76322,Le Grand-Quevilly,2020,Autre commune du département,Femmes,Deux-roues,38.9618570062
Rouen,76350,Hautot-sur-Seine,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76354,Hénouville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76366,Le Houlme,2020,Autre commune du département,Femmes,Deux-roues,5.0802997421
Rouen,76367,Houppeville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76377,Isneauville,2020,Autre commune du département,Femmes,Deux-roues,4.4900900734
Rouen,76378,Jumièges,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76391,La Londe,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76402,Malaunay,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76410,Maromme,2020,Autre commune du département,Femmes,Deux-roues,2.0842179968
Rouen,76429,Le Mesnil-Esnard,2020,Autre commune du département,Femmes,Deux-roues,4.8514588473
Rouen,76436,Le Mesnil-sous-Jumièges,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76448,Montmain,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76451,Mont-Saint-Aignan,2020,Autre commune du département,Femmes,Deux-roues,57.4971021644
Rouen,76457,Moulineaux,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76464,La Neuville-Chant-d'Oisel,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76474,Notre-Dame-de-Bondeville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76475,Franqueville-Saint-Pierre,2020,Autre commune du département,Femmes,Deux-roues,5.0
Rouen,76484,Oissel,2020,Autre commune du département,Femmes,Deux-roues,6.5188201642
Rouen,76486,Orival,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76497,Petit-Couronne,2020,Autre commune du département,Femmes,Deux-roues,5.0
Rouen,76498,Le Petit-Quevilly,2020,Autre commune du département,Femmes,Deux-roues,59.3406047987
Rouen,76513,Quevillon,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76514,Quévreville-la-Poterie,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76536,Roncherolles-sur-le-Vivier,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76540,Rouen,2020,Autre commune du département,Femmes,Deux-roues,93.3408188315
Rouen,76550,Sahurs,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76558,Saint-Aubin-Celloville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76560,Saint-Aubin-Épinay,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76561,Saint-Aubin-lès-Elbeuf,2020,Autre commune du département,Femmes,Deux-roues,4.9034603469
Rouen,76575,Saint-Étienne-du-Rouvray,2020,Autre commune du département,Femmes,Deux-roues,23.3051224081
Rouen,76591,Saint-Jacques-sur-Darnétal,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76599,Saint-Léger-du-Bourg-Denis,2020,Autre commune du département,Femmes,Deux-roues,24.8270665086
Rouen,76608,Sainte-Marguerite-sur-Duclair,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76614,Saint-Martin-de-Boscherville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76617,Saint-Martin-du-Vivier,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76631,Saint-Paër,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76634,Saint-Pierre-de-Manneville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76636,Saint-Pierre-de-Varengeville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76640,Saint-Pierre-lès-Elbeuf,2020,Autre commune du département,Femmes,Deux-roues,4.6503624681
Rouen,76681,Sotteville-lès-Rouen,2020,Autre commune du département,Femmes,Deux-roues,132.6377047707
Rouen,76682,Sotteville-sous-le-Val,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76705,Tourville-la-Rivière,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76709,Le Trait,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76717,Val-de-la-Haye,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76750,Yainville,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76753,Ymare,2020,Autre commune du département,Femmes,Deux-roues,0.0
Rouen,76759,Yville-sur-Seine,2020,Autre commune du département,Femmes,Deux-roues,0.0
Montpellier,34022,Baillargues,2020,Autre commune du département,Femmes,Autre,15.0
Montpellier,34027,Beaulieu,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34057,Castelnau-le-Lez,2020,Autre commune du département,Femmes,Autre,57.4081795315
Montpellier,34058,Castries,2020,Autre commune du département,Femmes,Autre,5.3888267248
Montpellier,34077,Clapiers,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34087,Cournonsec,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34088,Cournonterral,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34090,Le Crès,2020,Autre commune du département,Femmes,Autre,10.0
Montpellier,34095,Fabrègues,2020,Autre commune du département,Femmes,Autre,15.2893203898
Montpellier,34116,Grabels,2020,Autre commune du département,Femmes,Autre,4.9475088302
Montpellier,34120,Jacou,2020,Autre commune du département,Femmes,Autre,4.910725789
Montpellier,34123,Juvignac,2020,Autre commune du département,Femmes,Autre,10.104483985
Montpellier,34129,Lattes,2020,Autre commune du département,Femmes,Autre,12.7449814956
Montpellier,34134,Lavérune,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34164,Montaud,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34169,Montferrier-sur-Lez,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34172,Montpellier,2020,Autre commune du département,Femmes,Autre,86.2857153111
Montpellier,34179,Murviel-lès-Montpellier,2020,Autre commune du département,Femmes,Autre,4.967459675
Montpellier,34198,Pérols,2020,Autre commune du département,Femmes,Autre,5.2253045379
Montpellier,34202,Pignan,2020,Autre commune du département,Femmes,Autre,5.8877738702
Montpellier,34217,Prades-le-Lez,2020,Autre commune du département,Femmes,Autre,14.4010580879
Montpellier,34227,Restinclières,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34244,Saint-Brès,2020,Autre commune du département,Femmes,Autre,4.5904701042
Montpellier,34249,Saint-Drézéry,2020,Autre commune du département,Femmes,Autre,10.0
Montpellier,34256,Saint-Geniès-des-Mourgues,2020,Autre commune du département,Femmes,Autre,5.5849045098
Montpellier,34259,Saint-Georges-d'Orques,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34270,Saint-Jean-de-Védas,2020,Autre commune du département,Femmes,Autre,8.9283807351
Montpellier,34295,Saussan,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34307,Sussargues,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34327,Vendargues,2020,Autre commune du département,Femmes,Autre,0.0
Montpellier,34337,Villeneuve-lès-Maguelone,2020,Autre commune du département,Femmes,Autre,20.0913592957
Rennes,35001,Acigné,2020,Autre commune du département,Femmes,Autre,10.1891359185
Rennes,35022,Bécherel,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35024,Betton,2020,Autre commune du département,Femmes,Autre,10.4730642031
Rennes,35032,Bourgbarré,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35039,Brécé,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35047,Bruz,2020,Autre commune du département,Femmes,Autre,5.6907608666
Rennes,35051,Cesson-Sévigné,2020,Autre commune du département,Femmes,Autre,9.1445508273
Rennes,35055,Chantepie,2020,Autre commune du département,Femmes,Autre,3.1946652629
Rennes,35058,La Chapelle-Chaussée,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35059,La Chapelle-des-Fougeretz,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35065,La Chapelle-Thouarault,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35066,Chartres-de-Bretagne,2020,Autre commune du département,Femmes,Autre,9.2462119581
Rennes,35076,Chavagne,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35079,Chevaigné,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35080,Cintré,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35081,Clayes,2020,Autre commune du département,Femmes,Autre,5.0
Rennes,35088,Corps-Nuds,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35120,Gévezé,2020,Autre commune du département,Femmes,Autre,5.1831683545
Rennes,35131,L'Hermitage,2020,Autre commune du département,Femmes,Autre,5.1527071731
Rennes,35139,Laillé,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35144,Langan,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35180,Miniac-sous-Bécherel,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35189,Montgermont,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35196,Mordelles,2020,Autre commune du département,Femmes,Autre,4.6576674269
Rennes,35204,Nouvoitou,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35206,Noyal-Châtillon-sur-Seiche,2020,Autre commune du département,Femmes,Autre,5.2790551381
Rennes,35208,Orgères,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35210,Pacé,2020,Autre commune du département,Femmes,Autre,7.7638293734
Rennes,35216,Parthenay-de-Bretagne,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35238,Rennes,2020,Autre commune du département,Femmes,Autre,28.9535920897
Rennes,35240,Le Rheu,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35245,Romillé,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35250,Saint-Armel,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35266,Saint-Erblon,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35275,Saint-Gilles,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35278,Saint-Grégoire,2020,Autre commune du département,Femmes,Autre,15.0265526815
Rennes,35281,Saint-Jacques-de-la-Lande,2020,Autre commune du département,Femmes,Autre,15.1061927589
Rennes,35315,Saint-Sulpice-la-Forêt,2020,Autre commune du département,Femmes,Autre,4.8725494625
Rennes,35334,Thorigné-Fouillard,2020,Autre commune du département,Femmes,Autre,5.0490911714
Rennes,35351,Le Verger,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35352,Vern-sur-Seiche,2020,Autre commune du département,Femmes,Autre,0.0
Rennes,35353,Vezin-le-Coquet,2020,Autre commune du département,Femmes,Autre,4.8113413871
Rennes,35363,Pont-Péan,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38057,Bresson,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38059,Brié-et-Angonnes,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38068,Champagnier,2020,Autre commune du département,Femmes,Autre,4.1899628295
Grenoble,38071,Champ-sur-Drac,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38111,Claix,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38126,Corenc,2020,Autre commune du département,Femmes,Autre,10.1506595905
Grenoble,38150,Domène,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38151,Échirolles,2020,Autre commune du département,Femmes,Autre,3.0364501629
Grenoble,38158,Eybens,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38169,Fontaine,2020,Autre commune du département,Femmes,Autre,13.4323646622
Grenoble,38170,Fontanil-Cornillon,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38179,Gières,2020,Autre commune du département,Femmes,Autre,5.0022330918
Grenoble,38185,Grenoble,2020,Autre commune du département,Femmes,Autre,7.4637758446
Grenoble,38187,Le Gua,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38188,Herbeys,2020,Autre commune du département,Femmes,Autre,5.1176101879
Grenoble,38200,Jarrie,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38229,Meylan,2020,Autre commune du département,Femmes,Autre,11.7465247377
Grenoble,38235,Miribel-Lanchâtre,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38252,Montchaboud,2020,Autre commune du département,Femmes,Autre,5.3266833744
Grenoble,38258,Mont-Saint-Martin,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38271,Murianette,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38277,Notre-Dame-de-Commiers,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38279,Notre-Dame-de-Mésage,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38281,Noyarey,2020,Autre commune du département,Femmes,Autre,4.7765078324
Grenoble,38309,Poisat,2020,Autre commune du département,Femmes,Autre,4.9462886201
Grenoble,38317,Le Pont-de-Claix,2020,Autre commune du département,Femmes,Autre,5.1301347892
Grenoble,38325,Proveysieux,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38328,Quaix-en-Chartreuse,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38364,Saint-Barthélemy-de-Séchilienne,2020,Autre commune du département,Femmes,Autre,0.0
Grenoble,38382,Saint-Égrève,2020,Autre commune du département,Femmes,Autre,8.3625046416
Grenoble,38388,Saint-Georges-de-Commiers,2020,Autre commune du département,Femmes,Autre,5.0944611894
Grenoble,38421,Saint-Martin-d'Hères,2020,Autre commune du département,Femmes,Autre,9.277334164
