CODGEO,LIBGEO,ILTR1_SEXE1_TRANS_191,ILTR1_SEXE1_TRANS_192,ILTR1_SEXE1_TRANS_193,ILTR1_SEXE1_TRANS_194,ILTR1_SEXE1_TRANS_195,ILTR1_SEXE1_TRANS_196,ILTR1_SEXE2_TRANS_191,ILTR1_SEXE2_TRANS_192,ILTR1_SEXE2_TRANS_193,ILTR1_SEXE2_TRANS_194,ILTR1_SEXE2_TRANS_195,ILTR1_SEXE2_TRANS_196,ILTR2_SEXE1_TRANS_191,ILTR2_SEXE1_TRANS_192,ILTR2_SEXE1_TRANS_193,ILTR2_SEXE1_TRANS_194,ILTR2_SEXE1_TRANS_195,ILTR2_SEXE1_TRANS_196,ILTR2_SEXE2_TRANS_191,ILTR2_SEXE2_TRANS_192,ILTR2_SEXE2_TRANS_193,ILTR2_SEXE2_TRANS_194,ILTR2_SEXE2_TRANS_195,ILTR2_SEXE2_TRANS_196,ILTR3_SEXE1_TRANS_191,ILTR3_SEXE1_TRANS_192,ILTR3_SEXE1_TRANS_193,ILTR3_SEXE1_TRANS_194,ILTR3_SEXE1_TRANS_195,ILTR3_SEXE1_TRANS_196,ILTR3_SEXE2_TRANS_191,ILTR3_SEXE2_TRANS_192,ILTR3_SEXE2_TRANS_193,ILTR3_SEXE2_TRANS_194,ILTR3_SEXE2_TRANS_195,ILTR3_SEXE2_TRANS_196,ILTR4_SEXE1_TRANS_191,ILTR4_SEXE1_TRANS_192,ILTR4_SEXE1_TRANS_193,ILTR4_SEXE1_TRANS_194,ILTR4_SEXE1_TRANS_195,ILTR4_SEXE1_TRANS_196,ILTR4_SEXE2_TRANS_191,ILTR4_SEXE2_TRANS_192,ILTR4_SEXE2_TRANS_193,ILTR4_SEXE2_TRANS_194,ILTR4_SEXE2_TRANS_195,ILTR4_SEXE2_TRANS_196,ILTR5_SEXE1_TRANS_191,ILTR5_SEXE1_TRANS_192,ILTR5_SEXE1_TRANS_193,ILTR5_SEXE1_TRANS_194,ILTR5_SEXE1_TRANS_195,ILTR5_SEXE1_TRANS_196,ILTR5_SEXE2_TRANS_191,ILTR5_SEXE2_TRANS_192,ILTR5_SEXE2_TRANS_193,ILTR5_SEXE2_TRANS_194,ILTR5_SEXE2_TRANS_195,ILTR5_SEXE2_TRANS_196
34337,Villeneuve-lès-Maguelone,78.948249206,68.2475829136,11.4280451069,18.3849110669,288.8888452578,2.663222368,94.0251575694,110.5673684461,27.8652951394,5.2626410502,245.8475370587,10.1245426314,0,0,23.6118541534,67.5790933807,1405.9964901537,56.7128262887,0,0,6.6455774126,22.2749635705,1322.9127710515,124.5626652141,0,0,0,0,55.1016671355,0,0,0,0,0,44.4750732665,0,0,2.5701440757,7.5365857522,4.9114781107,26.0583417621,10.0294372254,0,0,0,0,16.3358806434,15.4485537353,0,0,0,0,0,4.8191584146,0,0,0,0,0,0
35001,Acigné,94.4517617154,43.4961911139,35.1149019825,4.9947786019,159.2936239461,0,91.0678183779,34.3598560183,10.3716339874,0,69.7084976538,10.2421461308,0,0,34.1103049176,25.1096101433,1007.1314014259,139.1802197706,0,0,39.7149838041,10.1158516673,1191.231035459,159.021211444,0,5.1210730654,0,0,4.871598777,0,0,0,0,0,10.3716339874,4.7514567783,4.9947786019,0,4.9947786019,0,59.4601990583,15.1230907656,0,0,0,0,9.9926718424,4.9947786019,0,0,0,0,0,0,0,0,0,0,0,0
35022,Bécherel,14.3397385187,9.8558200611,0,0,9.9343417495,0,24.4391759981,0,0,0,9.7719448433,0,0,4.8061013214,0,0,68.980033369,4.8859724216,0,0,0,0,58.9684535269,5.0497187397,0,0,0,0,9.8531432964,4.9671708748,0,0,0,0,9.8558200611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35024,Betton,109.0720591861,36.9111075751,11.8275597819,1.17918752,217.3422480442,11.965510447,91.7617201919,65.9622474798,28.9522165793,8.5460902152,324.8597207034,20.4516738189,2.5707301414,1.17918752,159.7362784308,58.2469710883,1834.2242924506,259.6041951323,1.2853650707,0,84.6490409084,13.144697967,1914.822477322,372.293542441,0,0,0,0,27.2712401416,12.819573613,0,0,0,0,6.40431961,4.6304675344,2.5707301414,0,0,0,69.4902928754,39.5135519384,3.9156226809,0,0,0,34.8625969595,12.3005587619,0,0,0,0,4.4519754661,0,0,0,0,0,0,0
35032,Bourgbarré,26.7597856844,5.5584130972,0,0,77.8488733511,10.9218740941,55.2091768956,10.9054853801,0,0,37.2663905776,0,0,0,0,10.287534049,903.8770443737,35.6461504504,0,0,0,0,839.9134193856,100.4385328221,0,0,0,0,15.4313010736,0,0,0,0,0,0,0,0,4.948191796,0,0,37.2827792916,5.3470722829,0,0,0,0,5.5584130972,0,0,0,0,0,0,0,0,0,0,0,0,0
35039,Brécé,0,5.2210512996,5.0801087142,0,30.7740572752,0,36.8528146307,21.46361679,0,0,20.6100350935,5.2210512996,0,5.2210512996,5.3659041975,20.4651821956,425.0237240521,36.5669135883,0,10.5948846098,0,0,360.9525265003,62.8248436092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4460129117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35047,Bruz,104.2868034418,125.7249451713,97.2861921978,18.9204781004,687.3095373154,77.8613380115,198.049590973,256.6211330154,102.4012746021,5.4199530981,683.3774197009,70.1131407828,10.8399061963,1.3552421556,70.9847148576,49.0531154475,2499.0510423306,356.1113177645,9.7605328926,12.2652582311,5.133979344,1.3545857734,2255.866222873,597.5470580141,0,0,0,0,63.864216965,2.5363950677,0,0,0,0,32.8352323262,7.4196771493,0,5.4132571846,1.1818092943,0,127.1389586407,65.4123365966,0,2.6668273168,0,0,53.0076207131,7.4871608744,0,0,0,0,3.9423748322,3.8686366879,0,0,0,0,0,0
35051,Cesson-Sévigné,135.5679222058,163.1736867712,249.8547844299,29.6807530806,899.2122643287,88.1118727409,112.2634701082,154.524143988,99.3873054567,4.0864286607,639.9950781999,112.9776669532,0,38.3174611923,252.0734440679,56.5841182314,1548.7723104739,266.0038007807,0,19.8474800848,115.7586840033,9.8818201838,1790.1226150184,362.0565386863,0,0,0,0,26.0865578228,5.6400498965,0,0,0,0,11.2732286027,2.3036813216,1.2406468439,1.2908099875,12.9007833977,4.0379189256,158.5511496945,91.5034671279,5.1860012435,4.5250929709,4.0379189256,0,72.4318650253,14.9785125482,0,0,0,0,0,9.8248932348,0,0,0,0,0,0
35055,Chantepie,40.4245211424,44.6060495885,17.8615417917,17.3420590183,234.9680526524,24.1088740808,87.873868259,112.6206383376,10.2737313854,7.1473688356,196.1221784642,49.3891536372,7.5302539899,5.3182823053,92.0906470135,54.5163462889,1441.8033447985,235.2841496047,0,2.6935892784,51.7227673523,10.7634331234,1376.8452559418,358.9485620982,3.6017183069,0,0,0,11.9709805851,0,0,0,0,0,0,0,3.1030566722,2.5021568035,2.8333856249,2.6935892784,71.1576179358,25.8556857139,0,0,0,0,42.572251619,20.5583439028,0,0,0,0,0,0,0,0,0,0,0,0
35058,La Chapelle-Chaussée,9.7348516567,5.1499214296,0,0,18.3552039501,0,14.5940728319,5.1499214296,0,0,14.3033725775,0,0,0,4.8592211752,4.8592211752,224.9455706726,9.1698604542,0,0,0,0,250.5974786926,9.4441514023,0,0,0,0,10.0091426048,0,0,0,0,0,14.0609739774,0,0,0,0,0,14.6433561639,9.1698604542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35059,La Chapelle-des-Fougeretz,20.0117690838,0,0,0,84.8099608417,0,29.8464283986,30.1210528149,5.0372693098,0,49.9255589527,0,0,5.0372693098,25.0502185182,40.1620296742,730.038517676,64.8676690299,0,0,9.9712632897,0,765.8284134291,75.2501606663,0,0,0,0,5.0027654191,0,0,0,0,0,4.9684978705,0,0,4.9344650451,0,0,5.0027654191,5.0720111725,0,0,0,0,4.900665335,4.900665335,0,0,0,0,0,0,0,0,0,0,0,0
35065,La Chapelle-Thouarault,35.0974691136,5.0370864947,0,0,15.0506629198,0,15.0302726895,4.9965523245,0,0,5.057476725,0,0,0,0,4.9965523245,355.750057603,45.171642103,5.0370864947,0,0,0,391.1114498057,50.1883383674,0,0,0,0,15.0909514611,0,0,0,0,0,0,0,0,0,0,0,10.0138210637,5.0167784717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35066,Chartres-de-Bretagne,25.669644032,26.2558137189,51.5698296254,4.8809317284,239.1696526051,10.6777071676,30.7484403133,61.6609025017,10.6777071676,0,116.8580620831,20.0640102389,0,5.4344244068,19.3770941568,40.3319068725,1271.6178176066,126.3820668781,0,5.2432827607,10.3021467822,8.8182551925,1229.6276320141,194.0767063796,0,0,0,0,30.6027204242,0,0,0,0,0,9.4185154753,0,5.0588640215,0,0,0,71.9894679899,15.5586388959,0,5.0588640215,0,0,5.4344244068,0,0,0,0,0,10.1177280429,0,0,0,0,0,0,0
35076,Chavagne,43.772139262,16.970772248,8.532614479,0,110.7269856877,0,56.976008245,26.2973206089,13.408849509,0,51.4095301292,0,0,0,22.2451215227,22.45469247,757.5035176797,52.0008337483,0,9.3521132168,13.0013427386,4.3652491465,675.1455261106,103.9120624598,0,0,4.2663072395,0,13.4065549014,0,0,0,0,0,8.7327929006,0,4.3652491465,0,4.4664856611,0,8.7327929006,4.3652491465,0,0,0,0,4.2663072395,0,0,0,0,0,4.4664856611,0,0,0,0,0,0,0
35079,Chevaigné,14.9569463397,0,0,0,20.0295798388,0,19.878688385,10.0712331862,0,5.0354742317,19.9924205714,4.9977519015,0,0,4.9231528938,19.9538504555,449.6685329906,69.8990016726,0,0,0,0,419.4888777955,99.9221176428,0,0,0,0,9.9209047953,0,0,0,0,0,5.0354742317,0,0,4.9603121612,0,0,9.883465055,4.9977519015,0,0,0,0,0,4.9977519015,0,0,0,0,0,0,0,0,0,0,0,0
35080,Cintré,10.1094511074,5.0635159305,0,0,15.1905477916,0,20.3246162786,25.370474915,0,0,35.5592997424,0,0,0,5.0635159305,10.1534641655,487.2789897239,50.8468476817,0,0,0,0,466.9103144733,60.8415340199,0,0,0,0,15.2081897192,0,0,0,0,0,0,0,0,0,0,0,15.2169647826,5.0635159305,0,0,0,0,5.0635159305,0,5.0811425713,0,0,0,0,0,0,0,0,0,0,0
35081,Clayes,0,5.1951974002,0,0,15.6382089652,0,10.5487779949,0,0,0,0,0,0,0,0,0,162.4287369196,31.4369327815,0,0,0,5.1431081931,177.8038513213,36.6315865408,0,0,0,0,5.3009638301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2478141648,0,0,0,0,0,0,0,0,0,0,0,0,0
35088,Corps-Nuds,24.8703564689,14.3305690263,10.2923135528,0,44.6629832645,5.1381743335,54.6927234914,28.3968807432,4.8596361219,0,63.6216794087,9.9978104554,4.5961973464,8.6940789463,9.9978104554,9.4558334683,574.0296836333,58.6856337408,0,4.5961973464,0,10.2763486671,571.9703534213,97.4017058578,0,0,0,0,4.5961973464,0,0,0,0,0,4.5961973464,0,5.1381743335,5.1381743335,4.8596361219,0,37.8820945499,0,0,0,0,0,8.9432368195,0,0,0,0,0,0,0,0,0,0,0,0,0
35120,Gévezé,37.7172236366,5.2368907463,10.8477938607,0,74.6211567155,0,85.3413522023,15.8983947616,0,0,74.5588072094,0,0,0,10.8485357794,16.2739079206,1075.6312084476,59.0373580848,0,0,5.4877046937,5.4238969304,1088.5971055491,97.1982427112,0,0,0,0,42.7025842961,0,0,0,0,0,16.0201607044,5.1759992981,0,5.3608310857,0,0,15.9578281518,0,0,5.2984985331,0,0,5.3608310857,5.4238969304,0,0,0,0,0,0,0,0,0,0,0,0
35131,L'Hermitage,5.3117149391,25.8446193933,5.3117149391,10.2064691599,116.849833605,10.3378477573,64.6186159631,39.8579241164,0,0,86.2420421925,15.506771636,0,0,5.0299713689,14.9546969586,615.2650045579,84.8594774209,0,0,0,5.3117149391,630.0953538757,141.3475776182,0,0,0,0,10.0599427378,0,0,0,0,0,5.1689238787,0,0,4.6351270485,0,0,55.0742953972,10.2064691599,0,0,0,0,15.1010197765,5.3117149391,0,0,0,0,0,0,0,0,0,0,0,0
35139,Laillé,29.6301624885,15.0720666398,0,0,94.7448521079,4.9743392384,44.8479614861,19.9762817744,0,0,94.4522708831,0,0,0,20.2722122835,50.1226643095,829.2915804014,49.4595304438,5.0488637007,0,0,0,943.6935508402,49.3872225195,0,0,0,0,24.7259473539,0,0,0,0,0,4.9009148049,0,0,0,0,0,44.2594335151,9.9486784768,0,0,0,0,4.9743392384,4.9743392384,0,0,0,0,0,0,0,0,0,0,0,5.0488637007
35144,Langan,5.2613845684,0,0,0,10.4124027689,0,5.2613845684,0,0,0,15.6002959059,0,0,5.2613845684,0,10.5970395413,242.4774029577,0,0,0,0,0,178.9296761463,21.0094423101,0,0,0,0,15.7844139709,0,0,0,0,0,0,0,0,0,0,0,5.187893137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35180,Miniac-sous-Bécherel,19.9481565503,5.0452793278,0,0,29.9027661426,0,9.9354766885,0,0,0,9.9739661558,4.9869830779,0,0,0,0,94.4064220943,14.8839702992,0,0,0,0,134.3221694982,0,0,0,0,0,9.9546841456,0,0,0,0,0,9.9548335415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35189,Montgermont,0,31.8908850921,0,0,42.6178997705,5.2513369355,15.8305742736,10.2825523006,0,0,42.3201900891,5.4034093321,0,0,26.3364581189,25.9600449149,562.5018044659,58.2251879922,0,5.2513369355,21.0106975538,0,568.1879738565,94.737916957,0,0,0,0,5.3268304838,0,0,0,0,0,0,5.2513369355,0,0,0,0,20.8575704017,5.3268304838,0,0,0,0,0,5.3268304838,0,0,0,0,0,0,0,0,0,0,0,0
35196,Mordelles,39.2491662712,39.425711823,9.9844704894,0,181.455962216,4.775169691,69.3136068672,68.2057089801,24.4514709065,0,103.5391094443,0,0,0,4.9922352447,24.5249328749,1123.5610268186,117.9238927932,9.6216250886,9.6929107951,0,4.8464553976,1180.0120144995,161.2611211615,0,0,0,0,78.5702102931,0,0,0,0,0,49.1945494042,0,4.8464553976,0,0,0,44.4225881472,5.0667613956,5.0667613956,0,0,4.9922352447,19.5316014374,14.3967947796,0,0,0,0,0,0,4.9188052866,0,0,0,0,0
35204,Nouvoitou,13.5680750689,0,9.1832736655,0,45.8071406839,0,45.315375304,9.1930302978,0,0,64.0508256183,4.3848014034,0,0,4.8082288943,9.3998657271,697.621766412,32.5843985847,0,0,4.3848014034,0,624.7343402587,60.6162075973,0,0,0,0,0,0,0,0,0,0,0,5.0350378182,0,0,0,0,17.9719502384,8.9764382362,0,0,0,0,8.7696028068,0,0,0,0,0,0,0,0,0,0,0,0,0
35206,Noyal-Châtillon-sur-Seiche,54.1938406503,32.0571794511,36.3505369816,9.1967857328,213.5514643602,22.495166975,63.032373269,32.5573415543,9.7549866689,0,172.8220166165,14.6625286471,4.5952634118,8.8635767806,46.6814313979,27.9356304359,1217.6875183585,132.6970694601,0,0,28.1276277487,13.7857902354,1163.2677331649,237.1422365518,4.428772319,0,0,0,17.8815803688,0,0,0,0,0,17.8999035632,0,0,0,0,0,18.3810536472,0,0,4.428772319,0,0,32.2104380054,0,0,0,0,0,0,0,0,0,0,0,0,0
35208,Orgères,37.8869397157,9.7098369423,9.5522136135,0,66.6230924549,9.4701007474,57.5424588028,33.5453354902,4.8953190666,0,75.9302347487,14.0488394676,0,0,18.9428248453,9.3919449207,882.9271823288,80.8335350371,0,0,0,4.6568945469,922.2853380349,138.3045068268,0,0,0,0,14.3640861252,0,0,0,0,0,0,0,0,0,0,0,93.6966785521,9.3137890939,4.7350503737,0,0,0,28.334769766,4.5800287451,0,0,0,0,0,0,0,0,0,0,0,0
35210,Pacé,76.9890637329,81.352252002,28.4702747336,9.4003491527,297.9836653992,25.7019898284,143.3700879373,81.4745733783,15.3427899066,0,308.3577399337,33.8992015766,5.2583076592,0,33.7568554996,40.5995803003,1792.6583224214,135.649670019,0,0,11.4469231207,5.0998963195,1812.761982614,245.3505324426,2.5499481598,0,0,0,78.9385348817,0,0,0,0,0,53.7555337704,2.6547721302,0,0,0,2.7372338085,57.6185424857,42.7630021717,0,2.7602043021,0,0,24.6831113635,15.5574491747,0,0,0,0,6.0935849242,0,0,0,0,0,0,2.6640586698
35216,Parthenay-de-Bretagne,0,0,5.088071905,0,19.9730527583,0,24.9470704954,20.1247488481,0,0,10.0618027055,0,0,0,0,4.974302519,375.1181974058,19.9724853332,0,10.0238802951,10.0618027055,0,365.2457198479,30.3758809786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.074027635,4.9369475337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35238,Rennes,1406.9317446231,4918.2739861791,5825.3591314518,671.8303551187,10492.9086666493,7129.9635135961,1778.6446200512,5665.754904889,5217.0351699823,69.5429409864,8741.9173328354,10809.1602415059,21.6055894861,182.7750242471,1306.9585035068,379.7305637042,10484.078370269,2878.0103983176,7.450832372,104.9276641691,500.9285871532,25.3846577796,7743.9062246615,2406.7654237204,9.0427948509,13.3681013219,1.2116427235,4.3870681697,718.6814524768,191.2463346278,0,27.1586218362,20.2165232919,0,571.6374045407,125.7488016444,50.5677181022,53.4061767471,95.6525439138,20.4784426406,1091.7705307788,1121.3618081746,17.6235090559,57.7096760743,23.8816141524,0,530.1387361583,790.0623804966,8.6411463141,1.1394492594,9.8330356711,0,19.4771856661,26.1834392607,9.0291522911,0,0,0,1.3322495468,8.8829986219
35240,Le Rheu,62.9646775069,67.7208795818,87.0846003307,0,387.8320699235,14.5032325245,130.7377002404,102.1429122477,48.3702296884,0,266.0294996947,14.5292865133,0,0,58.1237473285,9.7014184264,1398.6312915377,150.2271194998,0,4.8409214144,24.1525341739,0,1350.596650898,286.3867517693,4.8409214144,0,0,0,48.7779766061,4.9018452599,0,0,14.9996464954,9.6818428288,33.88647624,0,0,0,0,0,82.3218760685,29.0455548138,0,0,4.9998821651,0,48.8519274401,9.6753293346,0,0,0,0,4.8344079202,0,0,0,0,0,0,0
35245,Romillé,29.9194993594,33.4537165428,0,0,113.6018210297,0,49.3718457717,20.242956099,0,0,83.9049149511,4.7537958289,0,0,4.9030906448,4.9030906448,799.2691576504,34.6482133525,0,10.4367748093,4.6090469093,4.9030906448,703.7598093426,97.8051356921,0,0,0,0,9.5075916578,0,0,0,0,0,9.9601647677,0,0,0,0,0,25.0059864863,4.9030906448,0,0,0,0,0,5.2158935122,0,0,0,0,0,0,0,0,0,0,0,0
35250,Saint-Armel,5.2652042562,0,0,0,25.7792906555,0,20.7411600668,10.3025382863,0,0,51.7856549785,0,0,0,0,5.2193108902,419.061889403,20.9235369496,5.1287207395,0,0,0,362.2835936925,67.4894810151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3025382863,0,0,0,0,0,15.3422412235,0,0,0,0,0,0,0,0,0,0,0,0,0
35266,Saint-Erblon,20.2106800456,10.2125076835,5.0908516987,0,55.6946529426,0,20.2110472551,10.1206495294,0,0,40.2392979074,5.0908516987,5.0908516987,15.3033593822,20.271549755,35.3618629392,617.7377375056,50.9708655365,0,0,0,0,622.1204667467,81.1797179442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3309612579,0,0,0,0,0,5.0602326854,0,0,0,0,0,0,0,0,0,0,0,0,0
35275,Saint-Gilles,52.1588771789,23.7540192389,29.1159657166,4.9931718949,155.1458585965,9.4722698539,81.7313398983,37.3440946213,0,0,90.9188534915,4.9931718949,0,0,19.9792375358,28.0370155536,797.5121227341,129.8103469004,0,0,14.4658994077,0,912.0112073748,152.3976766776,0,0,0,0,27.884234048,0,0,0,0,0,14.4530324683,0,0,4.9931718949,0,0,23.405136089,5.1773219176,0,0,0,0,14.8147825576,4.9931718949,0,0,0,0,0,0,0,0,0,0,0,0
35278,Saint-Grégoire,50.3811572916,39.9108953458,59.7114203835,0,305.1365897315,15.1779216271,50.1634450761,64.9819662188,29.2209223174,10.1179237346,275.7558154917,40.4778816488,5.000095405,0,84.3755209479,55.0817254682,1358.5582383004,74.8235611776,4.7775116377,5.0589618673,64.6974661705,15.0412675328,1323.4512787517,200.4483115191,0,0,0,0,49.5995813598,4.6427139616,0,0,0,0,24.7957196594,0,0,0,0,0,99.1150697062,29.498345166,0,10.2637558951,0,0,9.9053329728,4.9870818123,0,0,0,0,0,5.0589618673,0,0,0,0,0,0
35281,Saint-Jacques-de-la-Lande,67.4659244006,122.3153734442,91.0675637712,2.9367493908,360.8983679448,80.404904529,150.1843818264,92.3939223166,50.1987307841,0,238.596196398,122.5029682153,2.9367493908,72.9053010171,282.4561966757,92.7338197604,1716.31437672,365.5845832158,2.9367493908,49.893988963,256.5203372232,22.0053642412,1500.5052471166,681.7232831268,0,0,0,0,42.2208302261,1.2666288761,0,3.9452087761,0,0,39.998673566,15.1870358512,0,1.2117865214,2.5332577521,0,85.682103018,37.5190425181,1.2666288761,7.2885556273,7.969382714,0,29.4792289724,15.7641586542,0,0,0,0,0,0,0,0,0,0,0,7.322345817
35315,Saint-Sulpice-la-Forêt,9.7756925049,4.8339922119,0,0,24.0669481357,0,19.3383164262,0,0,0,0,0,4.6255676186,0,29.224064591,5.0518082603,240.9343069888,19.5561324746,0,0,0,4.941700293,239.63434996,19.3383164262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941700293,0,0,0,0,0,4.941700293,0,0,0,0,0,0,0,4.8339922119,0,0,0,0,0
35334,Thorigné-Fouillard,35.249122278,20.3048786074,5.1995977668,0,172.3218347456,30.1339047456,90.15131629,40.9356711077,25.2589965665,0,90.3201384879,5.0346576265,0,9.9888177506,50.7608357664,30.0942112708,1379.7017524958,126.4666530291,0,0,5.11646309,5.11646309,1427.6010377596,136.9358182809,5.11646309,0,0,0,20.1425756414,5.0346576265,0,0,0,0,10.23292618,0,0,4.8749496699,0,5.0346576265,35.0037058876,20.0594409646,0,5.11646309,0,0,15.1884155174,5.0346576265,0,0,0,0,0,0,0,0,0,0,0,0
35351,Le Verger,5.4277979184,0,0,0,24.6010624184,0,25.9959534393,5.0374273013,0,0,13.3529202649,0,4.6751323827,0,0,5.4277979184,283.5332546965,26.2230476834,0,0,0,0,270.1135187314,26.3582483578,0,0,0,0,10.8555958369,0,0,0,0,0,11.2762178522,0,0,0,0,0,4.6751323827,0,0,4.6751323827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35352,Vern-sur-Seiche,29.306312612,39.5813378781,19.9671870521,0,246.1988295696,4.8010852393,78.6869878507,40.1138420524,5.0568463691,0,180.3307819803,45.1676872554,0,4.8010852393,14.9147779774,29.5693830455,1290.8753802166,78.7962480278,5.0568463691,0,34.7982074276,0,1269.2440612362,160.3698920287,0,0,0,0,34.7159378739,0,0,0,0,0,14.9147779774,5.0568463691,0,0,4.884868356,0,59.6876684537,0,0,0,0,0,19.6560704403,4.7908768361,0,0,0,0,0,0,0,0,0,0,0,0
35353,Vezin-le-Coquet,49.1061404297,4.9174908598,0,0,63.7096106352,4.8830932514,39.305690806,19.5896218575,4.894532303,0,29.3557815634,9.8234890114,0,4.894532303,49.0830474485,58.8378488705,765.0436333792,63.6749442405,4.894532303,9.789064606,39.2251608915,4.894532303,823.6605519654,108.0590518774,0,0,0,0,19.6011682224,0,0,0,0,0,14.6835969091,4.9405571073,0,0,0,0,29.4131377286,19.6239926063,0,0,0,0,0,24.4727419686,0,0,0,0,0,4.9059981516,0,0,0,0,9.8349817196,4.9059981516
35363,Pont-Péan,19.8558966476,15.1887966444,9.9288879481,0,60.5525108105,5.1604685233,54.4185345468,0,0,0,54.6173417567,4.9635043497,0,4.9635043497,20.0528608211,34.3693960106,800.0640221241,74.2846556589,4.9635043497,0,0,0,733.7886325073,115.1604186885,0,0,0,0,5.0610283502,4.9994687925,0,0,0,0,0,0,0,0,4.8678595979,0,44.9735812402,4.8678595979,0,0,0,0,29.5071748702,0,0,0,0,0,0,0,0,0,0,0,0,0
38057,Bresson,5.0449883597,5.0449883597,0,0,10.3788325804,0,15.715763174,4.9742888139,0,0,4.9742888139,0,0,5.1166927578,20.6163236032,0,86.8505310686,15.5692824899,0,0,5.0449883597,0,86.9212593813,10.4525897321,0,0,5.0449883597,5.0449883597,5.1166927578,0,0,0,0,0,5.1894162902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38059,Brié-et-Angonnes,30.07995205,0,5.1174341528,0,44.75499313,0,14.9719230165,10.0170099931,0,0,79.8176147781,0,0,0,20.0345996331,19.9821607512,426.7241925574,10.0711816131,0,0,9.96341802,0,491.4682774583,15.0802662565,0,0,0,0,0,10.1801107694,0,5.0085049966,0,0,0,0,0,0,0,0,5.0626766166,0,0,0,0,0,0,10.0711816131,0,0,0,0,0,0,0,0,0,0,0,0
38068,Champagnier,9.2029676098,9.3559030681,9.2788052022,0,19.1834044328,0,4.716500467,0,4.6394026011,0,28.4608861835,0,0,0,14.3088432919,0,263.4435036846,4.5635650087,0,4.8745611409,0,4.6394026011,254.0393216022,4.6394026011,0,0,0,0,14.150782618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7948795499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38071,Champ-sur-Drac,0,15.5139122088,15.3236887566,0,92.507555062,0,40.9899842993,10.2470597607,15.323255468,0,25.8076461184,0,0,0,10.1995069326,5.1708640534,572.6587266418,20.4465666933,0,0,5.1708640534,0,615.0234062749,51.4259596034,0,0,0,0,10.2470597607,0,0,0,0,0,10.2466224506,0,0,0,0,0,5.1708640534,0,0,5.0761957073,0,0,5.2188582508,0,0,0,0,0,0,0,0,0,0,0,0,0
38111,Claix,64.7898572958,14.7971509097,10.0820194036,0,123.9648406668,0,59.7413383693,44.4618575465,0,0,174.5362104975,19.8347387862,0,9.8340559679,73.4789407215,19.833405832,1269.8365532667,128.5147456806,0,5.1243455333,39.9960668725,0,1208.0072206086,119.0030786792,0,0,0,0,34.5452216641,0,0,0,0,0,19.8320506567,0,0,0,0,0,0,14.8770649158,0,0,0,0,9.8340559679,0,0,0,0,0,0,0,0,0,0,0,0,0
38126,Corenc,43.9584850001,14.3831086702,14.3831086702,4.9831254733,39.2168834367,4.8207647802,44.1195008171,19.534063055,4.8207647802,4.9831254733,58.5026319409,14.7870157269,9.9662509467,14.6259774562,198.1352829173,9.6428519829,484.5969745264,24.6795492214,0,14.6233105266,128.1967937078,0,494.8894938489,68.3883747947,0,0,0,0,29.6559065076,0,0,0,0,0,10.0577415149,0,0,0,0,0,4.8207647802,9.9662509467,0,0,0,0,0,14.7856712197,0,0,0,0,19.1246877799,4.8207647802,0,0,0,0,0,4.9831254733
38150,Domène,67.8535659938,38.6122826152,14.6745055453,10.1863846876,134.5677351934,0,55.9235300995,93.1365483327,5.4835649803,0,114.6598880039,18.9339978397,0,9.7187418218,123.5972379652,9.4554417506,999.7912202265,116.7254797532,4.4996780271,4.7277208753,87.1002200553,9.4669989199,1025.5400697269,195.8459442657,0,0,0,0,43.5078879476,0,0,0,0,0,4.7277208753,0,0,0,0,0,10.1863846876,0,0,0,0,0,9.4554417506,4.9673208928,0,0,0,0,0,0,0,0,0,0,0,0
